,BMPR1A (657)
ACH-000004,-0.10751529741100001
ACH-000007,-0.0015183760518
ACH-000009,-0.497848514969
ACH-000011,0.11663572593499999
ACH-000012,-0.18553759903499997
ACH-000013,-0.09517881080319998
ACH-000014,-0.0371925190796
ACH-000015,-0.18560173562600002
ACH-000017,-0.024749656066400002
ACH-000018,-0.167825632309
ACH-000019,-0.1567806598
ACH-000021,-0.369704230436
ACH-000022,0.293152688703
ACH-000025,-0.333289020656
ACH-000028,0.13151978151
ACH-000030,-0.20747262643800002
ACH-000035,-0.38152700912199994
ACH-000036,-0.304663050526
ACH-000037,-0.303661563106
ACH-000039,0.14272736673699998
ACH-000040,-0.442374430417
ACH-000041,-0.318937225065
ACH-000042,-0.153719193784
ACH-000045,-0.0655298424787
ACH-000047,-0.0170340420886
ACH-000052,-0.46420701740099996
ACH-000053,-0.219500997425
ACH-000054,-0.127159593014
ACH-000055,-0.35378755960999997
ACH-000060,-0.491669842654
ACH-000067,-0.0938319941893
ACH-000070,0.048000739664199994
ACH-000075,-0.0274640188042
ACH-000078,-0.25522308362199997
ACH-000082,-0.37489203762699996
ACH-000085,-0.550743663992
ACH-000086,-0.582159555683
ACH-000087,-0.42553101496299994
ACH-000092,-0.38667020553000003
ACH-000095,-0.247035408387
ACH-000097,-0.042723702541
ACH-000098,-0.50543345269
ACH-000099,-0.180830222806
ACH-000108,-0.365874901798
ACH-000113,-0.09344436168379999
ACH-000115,-0.13751482881
ACH-000116,0.131841223463
ACH-000118,-0.414520792329
ACH-000120,-0.284794980993
ACH-000123,0.031201470690099996
ACH-000127,-0.471370229204
ACH-000128,-0.592838577416
ACH-000132,-0.170941895
ACH-000133,-0.189669590918
ACH-000137,-0.0958636357999
ACH-000138,-0.149233409822
ACH-000142,0.216032462673
ACH-000143,-0.27199984959199996
ACH-000146,-0.189986436669
ACH-000148,-0.08660184669469999
ACH-000150,-0.361798080753
ACH-000152,0.08402794355939999
ACH-000153,-0.42439253398500004
ACH-000159,-0.0553565843485
ACH-000160,-0.25460896950999995
ACH-000163,0.0252787495315
ACH-000167,-0.489865263486
ACH-000168,-0.103329559324
ACH-000169,-0.333631421489
ACH-000178,-0.212586691685
ACH-000182,-0.29583205658399997
ACH-000183,0.19995004952300002
ACH-000188,-0.07198684861
ACH-000189,0.31102752543400003
ACH-000190,-0.47093712584299996
ACH-000198,-0.133454346391
ACH-000204,0.0328788499589
ACH-000206,-0.139665882218
ACH-000207,0.07907839792389999
ACH-000211,-0.0814398616192
ACH-000215,0.14319237350199998
ACH-000221,-0.0678966542549
ACH-000222,-0.0663064775167
ACH-000223,-0.0513859083765
ACH-000226,-0.405363102419
ACH-000227,-0.30409399879
ACH-000228,-0.370801531304
ACH-000231,-0.346004039996
ACH-000232,-0.102398417038
ACH-000233,-0.190019692402
ACH-000234,0.086918458298
ACH-000235,-0.341181206654
ACH-000237,-0.39707855777400003
ACH-000238,-0.197180913158
ACH-000243,-0.176016001262
ACH-000244,0.230706552232
ACH-000246,-0.173590542793
ACH-000248,-0.0496059076542
ACH-000250,-0.11075642035199999
ACH-000251,-0.115474123693
ACH-000253,-0.026093147799499998
ACH-000255,0.30982450872699996
ACH-000256,-0.165962991122
ACH-000257,-0.22150108449900002
ACH-000258,-0.363569155661
ACH-000259,-0.18266640330699999
ACH-000260,-0.145333648475
ACH-000261,-0.24818947866500002
ACH-000262,-0.017251621371099996
ACH-000263,-0.48021858150700003
ACH-000264,-0.530061025652
ACH-000265,-0.175237363403
ACH-000266,-0.181259323831
ACH-000272,0.118702938996
ACH-000273,-0.173395577327
ACH-000274,-0.31993572224800004
ACH-000277,0.0921200700338
ACH-000278,-0.163103192554
ACH-000279,-0.202396826353
ACH-000280,0.181726044069
ACH-000281,-0.111172720798
ACH-000288,0.153684016315
ACH-000291,-0.0517295547724
ACH-000293,0.232880527804
ACH-000294,-0.057500472078800005
ACH-000295,-0.0873572218192
ACH-000296,-0.35812346236500003
ACH-000302,-0.024056864924499998
ACH-000304,-0.016202370193499998
ACH-000307,-0.0749622775855
ACH-000308,-0.15799002095200002
ACH-000310,-0.47418695057300003
ACH-000311,-0.21161925695999997
ACH-000312,-0.387226832607
ACH-000315,0.0625586997363
ACH-000316,-0.127724454303
ACH-000317,-0.23819875316999997
ACH-000318,-0.257611096498
ACH-000319,-0.04311934982969999
ACH-000320,-0.461612641068
ACH-000322,-0.24810696587499997
ACH-000323,0.629598811225
ACH-000324,-0.137634998702
ACH-000329,-0.504127133834
ACH-000330,-0.115687683958
ACH-000331,-0.42568901937799997
ACH-000332,-0.23719092947700002
ACH-000334,-0.046598164887699994
ACH-000335,-0.146338499642
ACH-000336,-0.08512076401560001
ACH-000337,-0.21901395363
ACH-000339,-0.131766807567
ACH-000341,-0.119043823521
ACH-000348,-0.309497061678
ACH-000350,-0.41271726139700005
ACH-000352,-0.0695025460995
ACH-000356,-0.144866756435
ACH-000361,-0.45781577552
ACH-000362,0.0277298216396
ACH-000363,-0.274199625344
ACH-000364,-0.06624294972389999
ACH-000365,-0.027342541423
ACH-000366,-0.094742941666
ACH-000368,-0.460358377737
ACH-000374,-0.39985335651299997
ACH-000375,0.00600780233136
ACH-000376,-0.617477095243
ACH-000381,-0.600812311105
ACH-000383,-0.33307489041099997
ACH-000387,-0.266209219991
ACH-000389,-0.485092817631
ACH-000390,-0.0449645787182
ACH-000393,-0.486156356345
ACH-000395,-0.38504314591899996
ACH-000397,-0.401458176155
ACH-000401,-0.107928752438
ACH-000402,0.009319421806969999
ACH-000403,-0.521113673695
ACH-000404,0.18195514989300002
ACH-000406,-0.202606200856
ACH-000407,-0.05798111463359999
ACH-000408,-0.0711908526298
ACH-000410,-0.171741868881
ACH-000411,0.0164956330455
ACH-000414,-0.139141922875
ACH-000415,-0.29166795846099997
ACH-000416,-0.08129930101800001
ACH-000420,-0.544516092952
ACH-000421,-0.49536219202299997
ACH-000424,-0.301607654411
ACH-000425,-0.0366790830686
ACH-000426,0.00106819624565
ACH-000427,-0.36590645400300004
ACH-000433,-0.254958387745
ACH-000436,0.246839416965
ACH-000444,-0.35939110312100003
ACH-000445,-0.343234988235
ACH-000448,-0.17848223727
ACH-000450,-0.328290619469
ACH-000452,0.28784714006400003
ACH-000454,0.166645835294
ACH-000458,-0.0518809047484
ACH-000459,0.0220158839631
ACH-000460,-0.08975567255439998
ACH-000461,-0.16789652393100002
ACH-000463,-0.312984038999
ACH-000464,-0.45930159733599996
ACH-000466,-0.17700967648200003
ACH-000467,-0.244626984982
ACH-000468,-0.29763304305
ACH-000469,-0.407294595151
ACH-000470,-0.144704920101
ACH-000471,-0.177241313393
ACH-000472,0.0521668822876
ACH-000473,-0.362432682936
ACH-000475,-0.816981006424
ACH-000476,-0.0781432407372
ACH-000477,-0.131542328639
ACH-000480,-0.595815408292
ACH-000481,-0.126932217833
ACH-000483,-0.250174116525
ACH-000484,-0.0940332898098
ACH-000485,-0.718329483302
ACH-000486,-0.313991812185
ACH-000487,-0.202234466419
ACH-000488,-0.241899882173
ACH-000490,0.37800436311499996
ACH-000491,-0.314440763286
ACH-000495,-0.091965591016
ACH-000496,-0.140980345911
ACH-000499,-0.13421273763
ACH-000500,-0.316878709629
ACH-000502,-0.36037966629600005
ACH-000503,1.19329152532
ACH-000505,-0.395973989196
ACH-000507,-0.122244342225
ACH-000510,-0.09032869156829999
ACH-000511,-0.279275969848
ACH-000512,-0.0390111730915
ACH-000516,-0.0854480264984
ACH-000517,-0.11769755010399999
ACH-000518,-0.169083832637
ACH-000520,-0.116683359331
ACH-000521,-0.172926919329
ACH-000522,0.014530461611299998
ACH-000524,-0.05118304843259999
ACH-000527,-0.113044716204
ACH-000528,-0.312306852627
ACH-000537,-0.0812972000336
ACH-000541,-0.412271883622
ACH-000542,-0.21033353893800003
ACH-000544,0.256938393633
ACH-000545,-0.0625585863927
ACH-000547,-0.025152285622200003
ACH-000548,-0.167533359309
ACH-000549,0.0264361286612
ACH-000550,-0.8068228185609999
ACH-000552,-0.0462911525797
ACH-000556,-0.231154114966
ACH-000557,-0.0964946735699
ACH-000570,-0.7522855063320001
ACH-000571,-0.32800370668900003
ACH-000573,-0.17838668103799998
ACH-000576,-0.0534105744038
ACH-000580,-0.338666582143
ACH-000584,-0.021506581841799998
ACH-000585,0.0589202997105
ACH-000588,0.030989611510799996
ACH-000589,-0.007029201069970001
ACH-000591,-0.517439136924
ACH-000593,0.0106004003733
ACH-000600,-0.162964009831
ACH-000601,-0.29845063016999995
ACH-000604,0.0455200611924
ACH-000605,-0.13560863436599999
ACH-000606,-0.35374150305200003
ACH-000608,-0.034950830549499996
ACH-000614,0.207683471413
ACH-000616,0.0028273373098600006
ACH-000618,-0.295974634011
ACH-000619,0.0237457653553
ACH-000620,-0.0955854713964
ACH-000621,-0.0353170674024
ACH-000622,-0.47261313671899996
ACH-000623,-0.219831530563
ACH-000624,-0.033069507771
ACH-000627,-0.167847559861
ACH-000630,-0.269688272973
ACH-000632,-0.19748661996
ACH-000633,0.0953665896418
ACH-000637,-0.626633272086
ACH-000638,-0.320942529283
ACH-000646,-0.18435145724399998
ACH-000647,-0.10136498119
ACH-000648,-0.208145275383
ACH-000649,-0.00662401077926
ACH-000651,-0.298163831023
ACH-000652,-0.0911745803764
ACH-000653,-0.14634286936
ACH-000657,0.0308580164898
ACH-000658,0.177228740406
ACH-000661,-0.049755106184599995
ACH-000662,-0.0638941099575
ACH-000663,-0.0608060140002
ACH-000665,-0.259809695016
ACH-000671,-0.668736472281
ACH-000673,-0.43050819018700004
ACH-000676,-0.212923548464
ACH-000677,-0.24566215532900001
ACH-000681,-0.052736819275400006
ACH-000682,-0.12211003647600001
ACH-000683,-0.208715446613
ACH-000684,-0.08343663441310001
ACH-000688,-0.428351936655
ACH-000693,-0.477083191922
ACH-000694,-0.180554218695
ACH-000695,-0.251442040433
ACH-000696,-0.139769894691
ACH-000697,-0.37135609366300004
ACH-000699,-0.183286958245
ACH-000701,-0.129513290155
ACH-000706,-0.0516021646905
ACH-000711,-0.193580276144
ACH-000713,0.141829256506
ACH-000714,0.0945722777103
ACH-000718,-0.279598193327
ACH-000720,-0.616313672989
ACH-000721,0.022862708390599996
ACH-000724,-0.120152526866
ACH-000725,0.29050037865600004
ACH-000732,-0.241924672168
ACH-000734,-0.0839545029552
ACH-000735,-0.26885698839899996
ACH-000736,0.259139734538
ACH-000738,-0.252963506475
ACH-000746,0.052750365819899996
ACH-000747,-0.0796197510789
ACH-000748,0.0620207952269
ACH-000753,-0.19280981802299998
ACH-000756,-0.252884019099
ACH-000757,-0.20884402880999997
ACH-000758,-0.425054279267
ACH-000760,-0.145632953614
ACH-000763,-0.0499995845935
ACH-000764,-0.221155567235
ACH-000765,-0.0648305022628
ACH-000766,-0.25269702982500003
ACH-000767,-0.185379223797
ACH-000768,-0.465672740145
ACH-000769,-0.295384729984
ACH-000770,-0.0748432542954
ACH-000771,-0.08371022164580001
ACH-000773,-0.205564977262
ACH-000776,0.0273724340529
ACH-000777,-0.22216162099800002
ACH-000778,-0.31002948381400003
ACH-000781,-0.0586829359248
ACH-000782,-0.410391594663
ACH-000783,-0.0130933875266
ACH-000784,-0.33549689126800003
ACH-000785,-0.15895447861099998
ACH-000787,-0.0249737897523
ACH-000788,-0.06955886312699999
ACH-000791,-0.3703817856
ACH-000792,-0.125050465916
ACH-000794,-0.17485936121399998
ACH-000796,-0.24048909398499999
ACH-000799,-0.0763084810674
ACH-000800,-0.33673530128
ACH-000802,-0.10471323115299999
ACH-000804,-0.168401876261
ACH-000805,0.08546738164689999
ACH-000809,-0.141656843112
ACH-000810,-0.285810695449
ACH-000811,-0.17974753393800003
ACH-000817,0.0038253192606100004
ACH-000819,-0.191963850115
ACH-000820,-0.0093693675959
ACH-000821,0.11864998607300001
ACH-000822,0.065570251815
ACH-000823,-0.21777871034600002
ACH-000824,0.00114154469592
ACH-000827,-0.186407697524
ACH-000829,-0.18734756657200002
ACH-000831,-0.11211216106899999
ACH-000832,-0.13221122512800002
ACH-000833,-0.33482786192200004
ACH-000834,0.025516790851099997
ACH-000835,-0.33857883657
ACH-000836,-0.21980438688999998
ACH-000837,-0.247718403135
ACH-000838,-0.16284824583
ACH-000839,-0.131668182469
ACH-000840,-0.033688776778599994
ACH-000841,-0.2012320577
ACH-000843,-0.319952329426
ACH-000846,-0.262763478058
ACH-000847,-0.334619303725
ACH-000848,-0.13042312259199998
ACH-000849,-0.19360401329399998
ACH-000851,-0.207593329516
ACH-000855,-0.5050699931629999
ACH-000856,-0.12464476260500001
ACH-000858,0.0633689929081
ACH-000859,-0.0792712197142
ACH-000861,-0.515513327904
ACH-000862,0.101293573116
ACH-000865,-0.331142091134
ACH-000866,-0.318134425633
ACH-000867,-0.0566882564179
ACH-000869,-0.14999383425100002
ACH-000872,-0.268236903926
ACH-000873,0.233474956596
ACH-000876,-0.404205031836
ACH-000878,-0.433564194001
ACH-000880,-0.530680631708
ACH-000881,-0.0790925149141
ACH-000882,-0.0661217799657
ACH-000884,-0.332774651403
ACH-000885,-0.34427848123099997
ACH-000887,-0.132513109642
ACH-000888,-0.35679318781400005
ACH-000889,-0.007903696092169999
ACH-000890,-0.214500899303
ACH-000896,-0.0773736052635
ACH-000898,-0.48326999241
ACH-000900,-0.373747195436
ACH-000901,-0.155861571972
ACH-000905,-0.200711075673
ACH-000906,-0.0535900744986
ACH-000907,-0.128425333518
ACH-000910,-0.167375608041
ACH-000911,-0.0692549421901
ACH-000912,0.231204907298
ACH-000913,-0.27997112983000005
ACH-000915,-0.160575387594
ACH-000916,-0.40657952232
ACH-000917,0.12179857929000001
ACH-000921,-0.20105485336800002
ACH-000924,-0.6736393958820001
ACH-000926,-0.653597091274
ACH-000928,-0.261025178216
ACH-000929,-0.22661791903700002
ACH-000932,-0.184254182163
ACH-000935,-0.208071825379
ACH-000936,-0.13597249253
ACH-000937,-0.325896815193
ACH-000938,-0.07290851116760001
ACH-000939,-0.060202508787199994
ACH-000941,-0.202752410751
ACH-000943,-0.142729468026
ACH-000946,-0.24116659127099999
ACH-000947,-0.125007121601
ACH-000948,-0.43295282315399997
ACH-000950,-0.494292349587
ACH-000953,-0.0837837776102
ACH-000957,-0.256677209522
ACH-000958,-0.361168853952
ACH-000960,-0.11654277994699999
ACH-000963,-0.23696451125100002
ACH-000968,-0.336486073247
ACH-000969,-0.422491462072
ACH-000973,-0.154519315024
ACH-000974,-0.28674080768800003
ACH-000975,-0.34839026015600005
ACH-000976,0.0160653784879
ACH-000978,0.473047571046
ACH-000980,-0.0736121358795
ACH-000984,-0.274017752696
ACH-000986,-0.47814642543200003
ACH-000988,0.0216925233212
ACH-000993,-0.296074524168
ACH-000994,-0.08861812074539999
ACH-000996,-0.175563758783
ACH-001001,-0.13110377421299999
ACH-001020,-0.289660480479
ACH-001028,-0.175078341659
ACH-001031,-0.0557568903705
ACH-001038,-0.161003793347
ACH-001048,-0.126302173284
ACH-001050,-0.255111201206
ACH-001053,-0.360807398739
ACH-001054,-0.11404377672
ACH-001061,-0.0867232856807
ACH-001067,-0.251965577029
ACH-001075,-0.0334832385088
ACH-001096,-0.039282776276099995
ACH-001128,-0.614936871671
ACH-001134,-0.243327396463
ACH-001151,-0.15597956213199998
ACH-001163,-0.0405588616324
ACH-001164,-0.426590117197
ACH-001173,-0.237634381178
ACH-001183,-0.240101100418
ACH-001184,0.30020320200399997
ACH-001190,-0.079415424886
ACH-001192,-0.0808347536227
ACH-001193,-0.22195422465599998
ACH-001196,-0.14362672038
ACH-001197,-0.314632008962
ACH-001205,-0.389228613677
ACH-001211,-0.266591128271
ACH-001212,-0.439130073859
ACH-001228,-0.522384126029
ACH-001232,-0.0603047623712
ACH-001239,-0.2577549511
ACH-001274,-0.475920949524
ACH-001275,-0.307707972707
ACH-001277,-0.6190865646429999
ACH-001278,0.0810184445381
ACH-001280,-0.37207808531099995
ACH-001283,-0.31936154953400003
ACH-001289,-0.166370579858
ACH-001295,-0.262504439146
ACH-001300,-0.152847831484
ACH-001301,0.00629374700636
ACH-001302,-0.254961701721
ACH-001303,-0.08481232215250001
ACH-001306,-0.510002364023
ACH-001318,0.00501724463913
ACH-001322,-0.111766574299
ACH-001328,-0.360878835362
ACH-001332,-0.321252496916
ACH-001333,0.120138201304
