,SH3YL1 (26751)
ACH-000004,-0.034464939164199994
ACH-000007,0.044899249252699995
ACH-000009,-0.12464050881300001
ACH-000011,-0.0681341754621
ACH-000012,-0.104811444943
ACH-000013,0.0473537390532
ACH-000014,-0.037517742356
ACH-000015,-0.065311408685
ACH-000017,-0.0836149576532
ACH-000018,-0.08201160687919999
ACH-000019,-0.107421130436
ACH-000021,-0.0248968403191
ACH-000022,-0.180830602183
ACH-000025,0.0158942173171
ACH-000028,-0.0622258471693
ACH-000030,0.0111130606164
ACH-000035,0.06921015619910001
ACH-000036,-0.115534011677
ACH-000037,-0.313055485553
ACH-000039,-0.13635026126
ACH-000040,-0.100764815623
ACH-000041,0.117731999353
ACH-000042,-0.0374709372904
ACH-000045,-0.0827287162383
ACH-000047,-0.055634316997800005
ACH-000052,0.0663680613006
ACH-000053,-0.12400079536599999
ACH-000054,-0.106011582123
ACH-000055,0.12416758134299999
ACH-000060,0.00284434508141
ACH-000067,-0.211734945924
ACH-000070,0.0471968023222
ACH-000075,0.0272924602698
ACH-000078,-0.19179709358600003
ACH-000082,-0.0946829987235
ACH-000085,0.0180251008321
ACH-000086,0.0265506424029
ACH-000087,0.0668923141938
ACH-000092,-0.116426083538
ACH-000095,0.040622336414300006
ACH-000097,-0.081281989119
ACH-000098,-0.153360312491
ACH-000099,-0.196007898028
ACH-000108,-0.216524256455
ACH-000113,-0.18448126098700002
ACH-000115,-0.051077304664400004
ACH-000116,-0.0717070612405
ACH-000118,0.07428379876010001
ACH-000120,-0.200467439444
ACH-000123,-0.0726166834273
ACH-000127,-0.172284010079
ACH-000128,-0.0146455806657
ACH-000132,-0.0050497011184799994
ACH-000133,-0.0278190497562
ACH-000137,0.0390409967736
ACH-000138,-0.152664630891
ACH-000142,-0.456875417589
ACH-000143,-0.165915236603
ACH-000146,-0.0320214562469
ACH-000148,-0.174777025117
ACH-000150,0.09761552316130001
ACH-000152,-0.130873135715
ACH-000153,0.249975594425
ACH-000159,-0.011730049564700001
ACH-000160,0.012256050695799998
ACH-000163,-0.060048259242199996
ACH-000167,-0.195687583893
ACH-000168,-0.06784244537010001
ACH-000169,0.0121152380836
ACH-000178,-0.0304791817752
ACH-000182,-0.189914271393
ACH-000183,0.0232789692205
ACH-000188,-0.09405677986269999
ACH-000189,-0.0698280096133
ACH-000190,0.0787724542552
ACH-000198,0.0136688132627
ACH-000204,0.209680013827
ACH-000206,-0.0732493767279
ACH-000207,-0.101494195733
ACH-000211,-0.109251526017
ACH-000215,-0.150757353944
ACH-000221,0.0327141999306
ACH-000222,0.0421738336077
ACH-000223,-0.08915147788529999
ACH-000226,0.069541706388
ACH-000227,-0.294745361864
ACH-000228,-0.006319573466649999
ACH-000231,-0.062345339420499996
ACH-000232,-0.020932799339700003
ACH-000233,-0.23735191160900002
ACH-000234,-0.06390490385099999
ACH-000235,-0.21806136207899998
ACH-000237,0.006681591617729999
ACH-000238,-0.235553896653
ACH-000243,-0.055529516913
ACH-000244,-0.410463849054
ACH-000246,-0.0838683824059
ACH-000248,-0.114433401652
ACH-000250,-0.11292416513699999
ACH-000251,-0.133130729275
ACH-000253,-0.06754305938130001
ACH-000255,-0.0338210203021
ACH-000256,-0.19232340582000002
ACH-000257,-0.208204703973
ACH-000258,0.0666299601838
ACH-000259,-0.08909925946789998
ACH-000260,-0.136343901738
ACH-000261,-0.102416645636
ACH-000262,-0.319166272122
ACH-000263,-0.423352593398
ACH-000264,-0.11147319382000001
ACH-000265,-0.0172736965775
ACH-000266,-0.0304044855203
ACH-000272,-0.14348500115499999
ACH-000273,-0.229672656459
ACH-000274,-0.1142364818
ACH-000277,0.10490235935900001
ACH-000278,-0.042302508800800005
ACH-000279,-0.028331522955900003
ACH-000280,-0.250327854156
ACH-000281,-0.026423909117099995
ACH-000288,-0.108898854287
ACH-000291,-0.09135451800180001
ACH-000293,0.10314804737199999
ACH-000294,-0.049151262569199994
ACH-000295,-0.201350309591
ACH-000296,0.0587592389894
ACH-000302,-0.0248680346784
ACH-000304,-0.021796557261700003
ACH-000307,-0.0705375695231
ACH-000308,-0.165261588291
ACH-000310,-0.116501976159
ACH-000311,-0.270706791312
ACH-000312,-0.0220909849383
ACH-000315,-0.17183611293499998
ACH-000316,-0.180372023022
ACH-000317,0.12432833724999999
ACH-000318,-0.0322750651759
ACH-000319,-0.16937653774
ACH-000320,-0.171500753227
ACH-000322,-0.059468931414599996
ACH-000323,0.0260883493217
ACH-000324,-0.173848756593
