,OR8U1 (219417)
ACH-000004,0.268999838881
ACH-000007,-0.236035788598
ACH-000009,0.0602992488516
ACH-000011,-0.07651007152230001
ACH-000012,0.021036839737299997
ACH-000013,0.07827055457839999
ACH-000014,0.19114718224899999
ACH-000015,0.0501841656944
ACH-000017,0.09951991062719999
ACH-000018,-0.0951170267647
ACH-000019,-0.17173197208500002
ACH-000021,-0.04644776273969999
ACH-000022,0.012767208258700001
ACH-000025,-0.0830136199558
ACH-000028,-0.204814370986
ACH-000030,-0.0369170079719
ACH-000035,0.17094532443399998
ACH-000036,-0.0675240742112
ACH-000037,0.08648657187560001
ACH-000039,0.035401757506
ACH-000040,0.110775261855
ACH-000041,0.0857902156373
ACH-000042,-0.0395353464634
ACH-000045,-0.0957860381735
ACH-000047,0.227560514853
ACH-000052,-0.000857487486503
ACH-000053,-0.12323149985
ACH-000054,-0.0227995297434
ACH-000055,0.018883109026400002
ACH-000060,0.17724036101399998
ACH-000067,0.15870545063
ACH-000070,-0.0827797325287
ACH-000075,-0.0370819062687
ACH-000078,-0.0311984084527
ACH-000082,0.0074302104352599995
ACH-000085,0.138292508839
ACH-000086,-0.131011338138
ACH-000087,-0.0953256057749
ACH-000092,-0.0230445691651
ACH-000095,-0.0806078365428
ACH-000097,-0.023478311939599997
ACH-000098,0.133150736092
ACH-000099,-0.0349243265363
ACH-000108,-0.045359525684
ACH-000113,0.0421542942834
ACH-000115,-0.025608271433900005
ACH-000116,-0.0860615897225
ACH-000118,-0.169377617673
ACH-000120,0.262474656172
ACH-000123,-0.0185577041896
ACH-000127,0.111215696726
ACH-000128,0.180469823413
ACH-000132,-0.29498536338500003
ACH-000133,0.00793190459263
ACH-000137,-0.16480776085899998
ACH-000138,-0.16407028959699999
ACH-000142,0.0166140938174
ACH-000143,0.114501476019
ACH-000146,-0.173749096706
ACH-000148,0.009615942547499999
ACH-000150,0.0776809112268
ACH-000152,-0.028233028869099997
ACH-000153,-0.140854446088
ACH-000159,0.0681480944931
ACH-000160,-0.108010035
ACH-000163,0.0202337782752
ACH-000167,0.017393059835200002
ACH-000168,-0.0469545244812
ACH-000169,-0.00649450948663
ACH-000178,-0.06478522321050001
ACH-000182,0.12808975487
ACH-000183,-0.20953511870799998
ACH-000188,-0.368445687931
ACH-000189,-0.346710853077
ACH-000190,0.0533816833939
ACH-000198,-0.107417787406
ACH-000204,-0.33864628987400003
ACH-000206,-0.0995992882193
ACH-000207,-0.0824550436553
ACH-000211,-0.0854346395409
ACH-000215,0.173549407104
ACH-000221,-0.129900950396
ACH-000222,-0.0331468559995
ACH-000223,-0.132826149433
ACH-000226,-0.137264273176
ACH-000227,-0.17784264283100001
ACH-000228,-0.115526851017
ACH-000231,-0.027726846750599998
ACH-000232,0.0823889152618
ACH-000233,-0.0317564573493
ACH-000234,-0.0396032012531
ACH-000235,-0.0415090009135
ACH-000237,0.08591075165889998
ACH-000238,0.244719374269
ACH-000243,-0.128469898185
ACH-000244,0.0119401000242
ACH-000246,-0.028846713899699998
ACH-000248,0.007093965865250001
ACH-000250,0.0264616943705
ACH-000251,0.10473470674
ACH-000253,0.129712656689
ACH-000255,0.09730265590800001
ACH-000256,0.013152360133799999
ACH-000257,0.182717190737
ACH-000258,0.203382513605
ACH-000259,-0.0653065017414
ACH-000260,0.0020080233883199997
ACH-000261,-0.160213590536
ACH-000262,-0.0887197041519
ACH-000263,0.245971406939
ACH-000264,-0.0248055009935
ACH-000265,-0.0400033326429
ACH-000266,-0.0660176590089
ACH-000272,-0.021112860150900005
ACH-000273,0.0259305752464
ACH-000274,0.173005499331
ACH-000277,0.0486104407145
ACH-000278,0.21584036236200002
ACH-000279,0.0759674730098
ACH-000280,0.102678373441
ACH-000281,-0.0175837353897
ACH-000288,0.107129524816
ACH-000291,0.073798794446
ACH-000293,0.08165614528989999
ACH-000294,-0.176240612889
ACH-000295,0.0416425250126
ACH-000296,0.0
ACH-000302,0.019139773224799997
ACH-000304,-0.35207827573600003
ACH-000307,0.136675157976
ACH-000308,-0.101307502062
ACH-000310,-0.387834478068
ACH-000311,-0.34248798016500004
ACH-000312,-0.09318228381030001
ACH-000315,-0.38509201394500003
ACH-000316,-0.237873704942
ACH-000317,-0.276366679779
ACH-000318,-0.213700783227
ACH-000319,0.00171374615857
ACH-000320,-0.283025575429
ACH-000322,-0.0838182796584
ACH-000323,-0.076190031647
ACH-000324,-0.170437215443
ACH-000329,0.164423699741
ACH-000330,-0.183327313531
ACH-000331,0.0179246404755
ACH-000332,-0.126399926906
ACH-000334,-0.216707063502
ACH-000335,-0.158099337435
ACH-000336,-0.0187471433194
ACH-000337,-0.13600725696
ACH-000339,-0.0932288136961
ACH-000341,0.0980003004155
ACH-000348,0.0468891512934
ACH-000350,0.0585974469109
ACH-000352,0.101282950107
ACH-000356,-0.0353657945075
ACH-000361,-0.0070475182030999995
ACH-000362,-0.100041497145
ACH-000363,0.038270037332000004
ACH-000364,-0.053607636042300004
ACH-000365,-0.0664828935581
ACH-000366,-0.0695677631711
ACH-000368,-0.0768321197406
ACH-000374,-0.0415057757701
ACH-000375,-0.0879036467284
ACH-000376,-0.00438173528501
ACH-000381,-0.0975148575154
ACH-000383,-0.132029590792
ACH-000387,-0.0219336750489
ACH-000389,0.105203714423
ACH-000390,-0.0740713809067
ACH-000393,0.049575563888999995
ACH-000395,0.0418029061748
ACH-000397,-0.0330885391364
ACH-000401,0.296958365193
ACH-000402,0.824867232566
ACH-000403,0.0469761859594
ACH-000404,0.0661173433015
ACH-000406,-0.046842114118300006
ACH-000407,0.0729515161136
ACH-000408,-0.08475522447
ACH-000410,-0.06013109057490001
ACH-000411,-0.0159928773525
ACH-000414,-0.169818272388
ACH-000415,-0.0300760050401
ACH-000416,0.10786186613700001
ACH-000420,-0.0937660720991
ACH-000421,-0.00587358278932
ACH-000424,0.128529328288
ACH-000425,-0.108720166389
