,ATP6V0A2 (23545)
ACH-000004,-0.268414041396
ACH-000007,-0.14227094124700002
ACH-000009,-0.320037324172
ACH-000011,-0.11395825735099999
ACH-000012,-0.0701248409739
ACH-000013,-0.126809349505
ACH-000014,-0.443402225581
ACH-000015,-0.08181379839380001
ACH-000017,-0.25232007880999996
ACH-000018,-0.0153518811344
ACH-000019,-0.109647197298
ACH-000021,-0.38105675360799995
ACH-000022,-0.111314014543
ACH-000025,-0.10954273379599999
ACH-000028,-0.0117586497554
ACH-000030,-0.0337360758264
ACH-000035,-0.0949376178863
ACH-000036,-0.185493605559
ACH-000037,-0.315481181058
ACH-000039,-0.062276127552199995
ACH-000040,-0.119400102205
ACH-000041,-0.204678252455
ACH-000042,-0.311892566289
ACH-000045,-0.18000213895
ACH-000047,-0.10805950307399999
ACH-000052,-0.231681758062
ACH-000053,-0.0993206984609
ACH-000054,-0.171325553039
ACH-000055,-0.22149568221000002
ACH-000060,-0.09349003518539999
ACH-000067,-0.08350836255319999
ACH-000070,-1.02711100588
ACH-000075,-0.21283543086800003
ACH-000078,-0.137645305252
ACH-000082,-0.130089385152
ACH-000085,-0.16211103869899998
ACH-000086,-0.122667190088
ACH-000087,-0.0628283997567
ACH-000092,-0.09645472266960001
ACH-000095,-0.20808916201400002
ACH-000097,0.038825070660199995
ACH-000098,-0.250021828517
ACH-000099,-0.109330069227
ACH-000108,-0.0834985238557
ACH-000113,-0.219854205011
ACH-000115,-0.20879843851
ACH-000116,-0.0552179605521
ACH-000118,-0.17861788624299998
ACH-000120,-0.211197245366
ACH-000123,-0.103698963948
ACH-000127,-0.039358302506599996
ACH-000128,-0.140960439532
ACH-000132,-0.127183764278
ACH-000133,-0.16298238824300001
ACH-000137,-0.212728078308
ACH-000138,-0.155994620532
ACH-000142,-0.07147899566680001
ACH-000143,-0.22548556756700003
ACH-000146,-0.0776342643856
ACH-000148,-0.19096759644900002
ACH-000150,-0.328461454436
ACH-000152,-0.178012809032
ACH-000153,0.0466911962591
ACH-000159,-0.110297504715
ACH-000160,-0.337970412797
ACH-000163,-0.121559950865
ACH-000167,0.0751484594629
ACH-000168,0.0894911779024
ACH-000169,-0.20034626272300002
ACH-000178,-0.08660739752310001
ACH-000182,-0.116589304419
ACH-000183,-0.0577124759177
ACH-000188,-0.063820029176
ACH-000189,0.0820551164085
ACH-000190,-0.34326069777199997
ACH-000198,-0.000541956294929
ACH-000204,-0.211863530321
ACH-000206,0.0402228308717
ACH-000207,-0.328354318854
ACH-000211,-0.245015667745
ACH-000215,-0.238349267669
ACH-000221,-0.0638966023498
ACH-000222,-0.221604524819
ACH-000223,-0.131879985811
ACH-000226,-0.07099760545099999
ACH-000227,-0.144297679032
ACH-000228,-0.159938490581
ACH-000231,-0.116754361894
ACH-000232,-0.0346566119161
ACH-000233,-0.135431867019
ACH-000234,-0.0506496643482
ACH-000235,-0.19858356686099998
ACH-000237,-0.163635048637
ACH-000238,-0.309868599672
ACH-000243,-0.12550900228599998
ACH-000244,-0.383496773962
ACH-000246,-0.212926731676
ACH-000248,-0.0887759651648
ACH-000250,-0.0967032825128
ACH-000251,-0.171830737297
ACH-000253,-0.0184996265752
ACH-000255,-0.08443538848960001
ACH-000256,-0.14933711102299999
ACH-000257,-0.239833272134
ACH-000258,-0.09332166073660002
ACH-000259,-0.12126266804199999
ACH-000260,0.0565088457259
ACH-000261,-0.044650094172099995
ACH-000262,-0.232291191023
ACH-000263,-1.6986962427399999
ACH-000264,-0.101701625207
ACH-000265,-0.184444131751
ACH-000266,-0.109299674659
ACH-000272,-0.12478397792300001
ACH-000273,-0.346323192608
ACH-000274,-0.106592844893
ACH-000277,-0.166199067453
ACH-000278,-0.716452349365
ACH-000279,-0.231559502421
ACH-000280,-0.0643859299732
ACH-000281,-0.392477200308
ACH-000288,-0.254280382339
ACH-000291,0.027056608336099998
ACH-000293,0.0500693971363
ACH-000294,-0.124702319024
ACH-000295,0.0840179749261
ACH-000296,-0.697196157151
ACH-000302,-0.09629772414389999
ACH-000304,-0.147640044434
ACH-000307,-0.298189433357
ACH-000308,-0.09794964947910001
ACH-000310,0.162332659713
ACH-000311,-0.138908949809
ACH-000312,-0.0284463455119
ACH-000315,0.018096792450900002
ACH-000316,-0.06517841336569999
ACH-000317,-0.0247909375034
ACH-000318,-0.245469560906
ACH-000319,0.07900769876000001
ACH-000320,-0.0048973232882100004
ACH-000322,-0.166649651339
ACH-000323,0.037088326160599996
ACH-000324,-0.0764966346825
ACH-000329,-0.119446595631
ACH-000330,-0.0459009456286
ACH-000331,-0.131178385067
ACH-000332,-0.0761637038938
ACH-000334,-0.349442009643
ACH-000335,-0.208744427604
ACH-000336,-0.5178374951879999
ACH-000337,-0.320441463933
ACH-000339,-0.0672194565635
ACH-000341,-0.258865788684
ACH-000348,-0.39484361967500003
ACH-000350,-0.134438512294
ACH-000352,0.06357198570969999
ACH-000356,0.0962776866751
ACH-000361,-0.268089356294
ACH-000362,-0.341042566162
ACH-000363,-0.313936673433
ACH-000364,-0.39781988913599997
ACH-000365,-0.10305009138
ACH-000366,-0.154036902619
ACH-000368,-0.417035249185
ACH-000374,0.05065649586090001
ACH-000375,-0.237140447588
ACH-000376,-0.050813184148699994
ACH-000381,-0.178147157155
ACH-000383,-0.0990415783979
ACH-000387,-0.0381626520946
ACH-000389,-0.1285456991
ACH-000390,-0.20173231374699999
ACH-000393,-0.221626397211
ACH-000395,-0.208017912749
ACH-000397,-0.193553126093
ACH-000401,-0.326437819246
ACH-000402,-0.486204490829
ACH-000403,-0.16793478254
ACH-000404,-0.15121003579199999
