,RSPH10B (222967)
ACH-000004,-0.176441269628
ACH-000007,0.0808880818594
ACH-000009,-0.08890305464789999
ACH-000011,0.149157311861
ACH-000012,0.11622992306
ACH-000013,0.210367953224
ACH-000014,-0.24024766187600002
ACH-000015,0.124951563787
ACH-000017,0.0287278077015
ACH-000018,0.0837905811846
ACH-000019,0.466599020678
ACH-000021,0.17808961048
ACH-000022,0.156065610973
ACH-000025,0.186573392798
ACH-000028,0.189167961361
ACH-000030,0.174732965884
ACH-000035,0.0425573024749
ACH-000036,0.00379101455699
ACH-000037,0.0345997292509
ACH-000039,0.170927724954
ACH-000040,0.17328932040699999
ACH-000041,0.0426824068436
ACH-000042,0.162494263939
ACH-000045,0.0749181350805
ACH-000047,-0.026895424144200004
ACH-000052,0.217806890029
ACH-000053,0.0336367326381
ACH-000054,-0.282373787451
ACH-000055,0.0370990541731
ACH-000060,0.195038206455
ACH-000067,0.14883027934499998
ACH-000070,-0.0666220148403
ACH-000075,0.15283673893400002
ACH-000078,-0.027472461877200004
ACH-000082,-0.212242890228
ACH-000085,0.177069863949
ACH-000086,0.165428426411
ACH-000087,0.106703309624
ACH-000092,-0.005228844866229999
ACH-000095,0.182913514476
ACH-000097,0.08223987067319999
ACH-000098,-0.0199796780792
ACH-000099,0.18684522690299998
ACH-000108,0.106550218862
ACH-000113,0.037499128188
ACH-000115,0.06046427017059999
ACH-000116,0.10268016041099999
ACH-000118,0.13918379172
ACH-000120,0.195289642819
ACH-000123,0.0986590445045
ACH-000127,0.13768645654300002
ACH-000128,0.110023515658
ACH-000132,0.04009603107219999
ACH-000133,0.21271428656
ACH-000137,0.24794574391999996
ACH-000138,0.068226842794
ACH-000142,-0.0826458462338
ACH-000143,0.059914079005399995
ACH-000146,-0.0949531774113
ACH-000148,0.130294027906
ACH-000150,0.136821745773
ACH-000152,0.179614963299
ACH-000153,-0.08721675857730002
ACH-000159,0.0347957662208
ACH-000160,0.116609791776
ACH-000163,0.023119080992400003
ACH-000167,0.0833370172502
ACH-000168,0.0738922006885
ACH-000169,0.08368626467019999
ACH-000178,0.18990124968699998
ACH-000182,0.0493230064614
ACH-000183,0.0969592248104
ACH-000188,0.126559984107
ACH-000189,-0.0829224499069
ACH-000190,0.17160209935600002
ACH-000198,0.146029076707
ACH-000204,0.300228263675
ACH-000206,0.274202711471
ACH-000207,-0.07273384746989998
ACH-000211,0.0529799642677
ACH-000215,0.065258862816
ACH-000221,-0.0068588630085200004
ACH-000222,-0.0287936415441
ACH-000223,0.020929725745599998
ACH-000226,0.201485670519
ACH-000227,0.166714578714
ACH-000228,0.051388113212800006
ACH-000231,0.00278399703374
ACH-000232,0.180447129235
ACH-000233,0.188432138574
ACH-000234,0.142169903684
ACH-000235,0.09678225046080001
ACH-000237,-0.05327173870630001
ACH-000238,-0.139245266825
ACH-000243,0.17658623923900002
ACH-000244,-0.041261876258099996
ACH-000246,-0.0201451184505
ACH-000248,0.288901546011
ACH-000250,-0.07536890528410001
ACH-000251,0.14507220295499998
ACH-000253,0.07288649411739999
ACH-000255,0.233544481301
ACH-000256,0.18040546228100002
ACH-000257,-0.196449257451
ACH-000258,0.39370407737400004
ACH-000259,0.103698305241
ACH-000260,0.13654297527
ACH-000261,0.142283735715
ACH-000262,0.12913666334
ACH-000263,-0.0247225715313
ACH-000264,0.15809844994799999
ACH-000265,0.154175499409
ACH-000266,0.0534280929952
ACH-000272,0.0775893403127
ACH-000273,-0.043739944836
ACH-000274,0.11133446374099999
ACH-000277,0.276615358024
ACH-000278,0.038185296315
ACH-000279,0.21188935993299998
ACH-000280,-0.0393627659231
ACH-000281,-0.062076884626
ACH-000288,0.0891048278025
ACH-000291,0.221113835395
ACH-000293,0.310985908669
ACH-000294,-0.258151339179
ACH-000295,0.029207101118799997
ACH-000296,-0.0498108949515
ACH-000302,-0.0345667407214
ACH-000304,-0.22325407997299998
ACH-000307,-0.0630920607486
ACH-000308,0.045992169048
ACH-000310,0.15841243548800002
ACH-000311,0.0318570830677
