,SPEF1 (25876)
ACH-000004,-0.44645140432700003
ACH-000007,-0.17984483497200002
ACH-000009,-0.114436386015
ACH-000011,-0.154724881034
ACH-000012,-0.126065552982
ACH-000013,-0.376091027347
ACH-000014,-0.114011949061
ACH-000015,-0.104404040764
ACH-000017,-0.315242098187
ACH-000018,-0.169532949373
ACH-000019,0.0475736297779
ACH-000021,-0.132077047884
ACH-000022,-0.12133663038300001
ACH-000025,-0.0845855153204
ACH-000028,-0.110316781136
ACH-000030,-0.317352933862
ACH-000035,-0.29001242334399996
ACH-000036,-0.425975125167
ACH-000037,-0.000283843467573
ACH-000039,-0.117514289737
ACH-000040,-0.12174136525999998
ACH-000041,-0.109511112809
ACH-000042,-0.5485147078779999
ACH-000045,-0.330803939925
ACH-000047,-0.40926772507200004
ACH-000052,-0.373216325968
ACH-000053,-0.20730010433499999
ACH-000054,-0.32928039919
ACH-000055,-0.21607067778499997
ACH-000060,-0.25147202945
ACH-000067,-0.22746919550900002
ACH-000070,-0.21088978020500002
ACH-000075,-0.0698708738054
ACH-000078,-0.163640417204
ACH-000082,-0.23923078809099999
ACH-000085,-0.16643141770300002
ACH-000086,-0.0755222777525
ACH-000087,0.023970613318900002
ACH-000092,-0.206189543297
ACH-000095,-0.247580615232
ACH-000097,-0.11016514009400001
ACH-000098,-0.151129620214
ACH-000099,-0.123927089024
ACH-000108,-0.307360814413
ACH-000113,-0.361354723922
ACH-000115,-0.298000670307
ACH-000116,-0.106502063154
ACH-000118,-0.183543041502
ACH-000120,-0.221601221299
ACH-000123,-0.208529173477
ACH-000127,-0.36499310717
ACH-000128,-0.43159840463999993
ACH-000132,-0.0633858259573
ACH-000133,-0.36063368249399996
ACH-000137,-0.149717513559
ACH-000138,-0.161294769914
ACH-000142,-0.07400109239310002
ACH-000143,-0.47400619829499996
ACH-000146,-0.156490050095
ACH-000148,-0.147964710892
ACH-000150,-0.323739939231
ACH-000152,-0.17070444295200002
ACH-000153,-0.620982533849
ACH-000159,-0.17206742402300002
ACH-000160,-0.20422203529199998
ACH-000163,-0.253020133745
ACH-000167,-0.6425361366879999
ACH-000168,-0.36021376682899997
ACH-000169,-0.27784160489799997
ACH-000178,-0.23460701688299998
ACH-000182,-0.243818138786
ACH-000183,-0.33579563330799994
ACH-000188,-0.0421765299578
ACH-000189,-0.322734771547
ACH-000190,-0.0289480988515
ACH-000198,-0.196979833622
ACH-000204,-0.155345076361
ACH-000206,-0.28094175631499996
ACH-000207,-0.300759678727
ACH-000211,-0.27998374371
ACH-000215,-0.27174244621800003
ACH-000221,-0.168592633313
ACH-000222,-0.356542837663
ACH-000223,-0.29285030008499996
ACH-000226,0.012832924258900001
ACH-000227,-0.264641336499
ACH-000228,-0.245500099925
ACH-000231,-0.414784457578
ACH-000232,-0.316957177756
ACH-000233,-0.43335114249799994
ACH-000234,-0.392429026064
ACH-000235,-0.302885085099
ACH-000237,-0.14045633647199998
ACH-000238,-0.107076353184
ACH-000243,-0.421921512899
ACH-000244,-0.419141788022
ACH-000246,-0.23720358224399998
ACH-000248,0.0336366511394
ACH-000250,-0.255376618702
ACH-000251,-0.10699946326
ACH-000253,-0.662484500654
ACH-000255,-0.010967938512
ACH-000256,-0.36162299407
ACH-000257,-0.161862017205
ACH-000258,-0.058675697740400004
ACH-000259,-0.159974596808
ACH-000260,-0.22122194868099998
ACH-000261,-0.284079701703
ACH-000262,-0.44181566020199997
ACH-000263,-0.20093285653700002
ACH-000264,-0.281994901768
ACH-000265,-0.34175837641999995
ACH-000266,-0.291119969947
ACH-000272,-0.34009230113300004
ACH-000273,-0.35479083015699997
ACH-000274,-0.279620197284
ACH-000277,-0.206897920094
ACH-000278,-0.24257198068900002
ACH-000279,-0.181187473854
ACH-000280,-0.331802056804
ACH-000281,-0.563537916261
ACH-000288,-0.30421307231
ACH-000291,-0.163059781413
ACH-000293,-0.0460137782066
ACH-000294,-0.461866635664
ACH-000295,-0.00268346738072
ACH-000296,-0.186301468285
ACH-000302,-0.239676434184
ACH-000304,-0.181290805375
ACH-000307,-0.362333526364
ACH-000308,-0.308039700928
ACH-000310,-0.22530234083200001
ACH-000311,-0.0920729217102
ACH-000312,-0.20568023938700003
ACH-000315,-0.39921268340800004
ACH-000316,-0.315999947924
ACH-000317,-0.23725146202
ACH-000318,-0.265135967789
ACH-000319,-0.1319200547
ACH-000320,-0.42390153401
ACH-000322,-0.179033462544
ACH-000323,-0.193606530162
ACH-000324,-0.511624202177
ACH-000329,-0.323534625266
ACH-000330,-0.19691344170800001
ACH-000331,-0.15538741453
ACH-000332,-0.351746306406
ACH-000334,-0.383866989152
ACH-000335,0.07821249882010001
ACH-000336,-0.149933406981
ACH-000337,0.0893109528166
ACH-000339,-0.208945248767
ACH-000341,-0.000976692600812
ACH-000348,-0.111106987711
