,TERF2IP (54386)
ACH-000004,-0.218999351663
ACH-000007,-0.18261133099500002
ACH-000009,-0.0912998569048
ACH-000011,-0.09483263927919999
ACH-000012,-0.017257093656799997
ACH-000013,-0.0989169762976
ACH-000014,-0.321464729981
ACH-000015,-0.156178873152
ACH-000017,-0.0739902250583
ACH-000018,-0.135969351169
ACH-000019,-0.16281779781199998
ACH-000021,-0.08470131186660002
ACH-000022,-0.247828818057
ACH-000025,-0.199961542347
ACH-000028,-0.123331452792
ACH-000030,-0.0846019237245
ACH-000035,-0.177471172161
ACH-000036,-0.0846041201416
ACH-000037,-0.514711116164
ACH-000039,-0.0987792063085
ACH-000040,-0.0761561042062
ACH-000041,-0.023050191431
ACH-000042,-0.110714199551
ACH-000045,0.0232887756952
ACH-000047,-0.0658176835208
ACH-000052,-0.449796768091
ACH-000053,0.000866950061535
ACH-000054,-0.128888622992
ACH-000055,0.0768715868835
ACH-000060,-0.13138182953
ACH-000067,0.0474384130982
ACH-000070,-0.229525545918
ACH-000075,-0.253129511168
ACH-000078,-0.126347129202
ACH-000082,-0.239649387584
ACH-000085,-0.07234281770439999
ACH-000086,-0.292549098235
ACH-000087,-0.138283409714
ACH-000092,-0.030284204553200002
ACH-000095,0.0721903704479
ACH-000097,-0.125718537888
ACH-000098,-0.19608413299600003
ACH-000099,-0.044791024684300004
ACH-000108,-0.17507738811999998
ACH-000113,-0.07173028698539999
ACH-000115,-0.215124801849
ACH-000116,-0.018022708016599998
ACH-000118,0.114271454615
ACH-000120,-0.49575495372199996
ACH-000123,-0.047240084549099996
ACH-000127,-0.114124077038
ACH-000128,-0.11392228340800001
ACH-000132,-0.201234857945
ACH-000133,-0.778059300774
ACH-000137,-0.05249011307569999
ACH-000138,0.015191175021200001
ACH-000142,-0.163993577145
ACH-000143,-0.31242206349199997
ACH-000146,0.00876467396638
ACH-000148,-0.147626877966
ACH-000150,-0.0461201061575
ACH-000152,-0.115464780386
ACH-000153,-0.21942093085900002
ACH-000159,-0.266758014363
ACH-000160,0.22449385713300002
ACH-000163,-0.151025212195
ACH-000167,0.585416714043
ACH-000168,-0.051952430215499994
ACH-000169,-0.138998897068
ACH-000178,-0.220347609882
ACH-000182,-0.0243252576932
ACH-000183,-0.184961930144
ACH-000188,-0.0733296792563
ACH-000189,-0.199096898448
ACH-000190,0.136427471892
ACH-000198,0.0225366707003
ACH-000204,-0.152133038799
ACH-000206,-0.34373802979400003
ACH-000207,0.204396816147
ACH-000211,-0.20939367183200003
ACH-000215,-0.227294880013
ACH-000221,-0.16677144299799998
ACH-000222,0.10708352201400001
ACH-000223,-0.06821703356440001
ACH-000226,0.0392864150665
ACH-000227,-0.015208367483999998
ACH-000228,-0.338920201328
ACH-000231,-0.0934300099917
ACH-000232,-0.169548399745
ACH-000233,-0.121214410574
ACH-000234,0.265423302244
ACH-000235,-0.0740803502845
ACH-000237,-0.124557980065
ACH-000238,-0.10117350971000001
ACH-000243,-0.00977781568445
ACH-000244,0.17861160044799998
ACH-000246,-0.213124494955
ACH-000248,-0.0466364861443
ACH-000250,-0.174465736663
ACH-000251,0.16599172579399998
ACH-000253,0.054753927457
ACH-000255,-0.171372725668
ACH-000256,-0.11366522942700001
ACH-000257,-0.48592107774
ACH-000258,-0.114260870487
ACH-000259,-0.12185197796599999
ACH-000260,-0.19980568224300002
ACH-000261,-0.13967372108599999
ACH-000262,-0.1558157769
ACH-000263,-0.0764291990444
ACH-000264,-0.151367416171
ACH-000265,0.0154385181529
ACH-000266,-0.118408958331
ACH-000272,-0.19582557520799998
ACH-000273,0.07440601490439999
ACH-000274,-0.104494179802
ACH-000277,-0.17887885859900002
ACH-000278,-0.103806620484
ACH-000279,-0.148218582322
ACH-000280,0.024318206640400002
ACH-000281,-0.316606182784
ACH-000288,-0.039744714100300005
ACH-000291,-0.147287454426
ACH-000293,-0.0531818143444
ACH-000294,0.0554755068877
ACH-000295,-0.22623263619000003
ACH-000296,-0.013516844576700002
ACH-000302,-0.142468607936
ACH-000304,0.24757455085299998
ACH-000307,0.0324720420501
ACH-000308,-0.0437457344471
ACH-000310,0.00727497309656
ACH-000311,0.105157247881
