,BPIFC (254240)
ACH-000004,0.00137122155236
ACH-000007,0.0966636698057
ACH-000009,-0.100451027144
ACH-000011,0.023140411644599998
ACH-000012,-0.027594860602
ACH-000013,0.09074959396950001
ACH-000014,-0.194114254559
ACH-000015,-0.043948020910300006
ACH-000017,0.024639548772400002
ACH-000018,0.022334239817499997
ACH-000019,0.09479203588960002
ACH-000021,0.012057693764899999
ACH-000022,-0.0111015339576
ACH-000025,0.0240014663985
ACH-000028,0.09914093580240001
ACH-000030,-0.058899605589199995
ACH-000035,0.0959205247407
ACH-000036,-0.0300980459025
ACH-000037,0.11593969084799999
ACH-000039,-0.10510552998
ACH-000040,0.16640836348500002
ACH-000041,-0.34514284752499996
ACH-000042,-0.186413957732
ACH-000045,-0.0537599717866
ACH-000047,0.058634636562
ACH-000052,-0.0303126994105
ACH-000053,-0.0161340598504
ACH-000054,0.00586339936974
ACH-000055,-0.0186956656278
ACH-000060,-0.012215610978299998
ACH-000067,-0.046865433598300005
ACH-000070,0.08444713807610002
ACH-000075,0.184590012467
ACH-000078,-0.0176489564939
ACH-000082,0.206357838893
ACH-000085,0.190381007501
ACH-000086,0.15376454611600002
ACH-000087,0.0206258282304
ACH-000092,-0.0221783373929
ACH-000095,0.0995977274514
ACH-000097,0.0830856238515
ACH-000098,0.087685654793
ACH-000099,0.112124442622
ACH-000108,0.0703134904175
ACH-000113,-0.0192282480719
ACH-000115,0.0530751481063
ACH-000116,0.137215792051
ACH-000118,-0.0249266320309
ACH-000120,-0.00473913648409
ACH-000123,-0.139405764899
ACH-000127,0.145907122687
ACH-000128,0.040356379879900005
ACH-000132,-0.0322042440718
ACH-000133,0.0291248166489
ACH-000137,0.009978383747969999
ACH-000138,0.18040281747200002
ACH-000142,0.247133834533
ACH-000143,-0.258137048318
ACH-000146,-0.0468536846767
ACH-000148,0.289897131697
ACH-000150,0.0974190290402
ACH-000152,0.0598158444795
ACH-000153,0.159576929103
ACH-000159,0.102512723663
ACH-000160,0.23313260180999998
ACH-000163,0.00056999742778
ACH-000167,-0.420659520565
ACH-000168,-0.157028035515
ACH-000169,0.00021656124646299998
ACH-000178,0.115017428845
ACH-000182,0.0385338353669
ACH-000183,-0.00557944147684
ACH-000188,0.20592992613299999
ACH-000189,0.336425338225
ACH-000190,0.17819764398
ACH-000198,-0.0375280157871
ACH-000204,0.0365324272348
ACH-000206,0.0008895887634419999
ACH-000207,0.0627952239885
ACH-000211,0.0565177162787
ACH-000215,0.04353818896909999
ACH-000221,0.153536739201
ACH-000222,-0.08457062301760002
ACH-000223,-0.0370711582266
ACH-000226,0.057209221649799996
ACH-000227,-0.162937148227
ACH-000228,-0.187474114329
ACH-000231,0.104084392853
ACH-000232,0.0306493711388
ACH-000233,0.173362374432
ACH-000234,0.27713326880600003
ACH-000235,0.08609361177279999
ACH-000237,-0.0334582955866
ACH-000238,-0.0488602920791
ACH-000243,-0.0541049168443
ACH-000244,0.17983521451499998
ACH-000246,0.0713953632123
ACH-000248,0.04529024637469999
ACH-000250,0.10500420203199999
ACH-000251,0.106597260417
ACH-000253,0.14220372756
