,PTGIR (5739)
ACH-000004,0.00850692210187
ACH-000007,-0.128912647086
ACH-000009,-0.164918097398
ACH-000011,0.101259919278
ACH-000012,-0.0052172815022799995
ACH-000013,-0.18860291280900002
ACH-000014,-0.269691630732
ACH-000015,-0.213727915997
ACH-000017,-0.282299879894
ACH-000018,-0.062155357554
ACH-000019,-0.276520920249
ACH-000021,0.0309807467985
ACH-000022,-0.17358249734900003
ACH-000025,-0.0293565062151
ACH-000028,-0.221068101356
ACH-000030,-0.0862008485292
ACH-000035,-0.0903956829761
ACH-000036,-0.060314740335800004
ACH-000037,-0.125542049015
ACH-000039,0.318286384914
ACH-000040,-0.23007879073600002
ACH-000041,0.107560827501
ACH-000042,0.0845327262208
ACH-000045,-0.0739643829121
ACH-000047,-0.161211959398
ACH-000052,0.023648668958099996
ACH-000053,-0.35763305788000005
ACH-000054,-0.132194615976
ACH-000055,-0.0812681061274
ACH-000060,0.26754023415100003
ACH-000067,-0.232659877207
ACH-000070,-0.0456587747114
ACH-000075,-0.18074191700999998
ACH-000078,0.07843270693860001
ACH-000082,-0.020101186924099998
ACH-000085,-0.317898065209
ACH-000086,-0.143120486966
ACH-000087,-0.0596134737857
ACH-000092,-0.11473243844900001
ACH-000095,-0.0264146909327
ACH-000097,-0.0999345666248
ACH-000098,-0.139019707864
ACH-000099,-0.15074124372300002
ACH-000108,0.107255900352
ACH-000113,-0.07854493880989999
ACH-000115,-0.31611252944
ACH-000116,-0.08662191174669999
ACH-000118,0.0587120039932
ACH-000120,-0.0349677524609
ACH-000123,0.0396888580923
ACH-000127,-0.14435770510399998
ACH-000128,-0.17226910273600002
ACH-000132,-0.000283063313381
ACH-000133,-0.248077746956
ACH-000137,-0.608309824637
ACH-000138,-0.00738579786491
ACH-000142,-0.14453095519
ACH-000143,-0.240860763236
ACH-000146,-0.107757104299
ACH-000148,-0.0100246739007
ACH-000150,0.0534688606136
ACH-000152,-0.08720647752689999
ACH-000153,0.0902014427729
ACH-000159,-0.172873043783
ACH-000160,0.029459704207700003
ACH-000163,-0.036381911137
ACH-000167,-0.28052248793699996
ACH-000168,0.10624448249500001
ACH-000169,-0.0739965146142
ACH-000178,0.0515942502177
ACH-000182,0.0207462024816
ACH-000183,0.12055605214500001
ACH-000188,-0.103799961348
ACH-000189,-0.00831597572132
ACH-000190,-0.19071812162300003
ACH-000198,0.031243319446600002
ACH-000204,-0.157816046417
ACH-000206,0.0514882178185
ACH-000207,-0.230527398981
ACH-000211,-0.0670554472493
ACH-000215,-0.00400909216568
ACH-000221,-0.21122210118700002
ACH-000222,0.293728901278
ACH-000223,-0.0111060364359
ACH-000226,0.07244878287110001
ACH-000227,0.0135866236138
ACH-000228,-0.07069017245619999
ACH-000231,-0.06356743974290001
ACH-000232,0.0777008644407
ACH-000233,-0.0581141846447
ACH-000234,-0.0398773672024
ACH-000235,-0.0334285635318
ACH-000237,-0.0772590989193
ACH-000238,0.08742067810569999
ACH-000243,0.105254173457
ACH-000244,0.244462852372
ACH-000246,-0.232973806862
ACH-000248,-0.133618391265
ACH-000250,-0.0361927752597
ACH-000251,-0.10465562039
ACH-000253,-0.231916433919
ACH-000255,-0.164525558656
ACH-000256,-0.227081683009
ACH-000257,-0.00201249155576
ACH-000258,0.45577933399
ACH-000259,0.017711503662400003
ACH-000260,-0.00779666137812
ACH-000261,-0.0669268013147
ACH-000262,0.0814079389215
ACH-000263,-0.14455878802799998
ACH-000264,0.0241475171458
ACH-000265,-0.0077488061422
ACH-000266,-0.000344919086639
ACH-000272,0.172710947971
ACH-000273,-0.20665332957199997
ACH-000274,-0.00842418112016
ACH-000277,-0.0876802961741
ACH-000278,-0.052637638866900004
ACH-000279,-0.0319232946326
ACH-000280,0.036400643525699994
ACH-000281,0.32003963434599997
ACH-000288,-0.0770686864925
ACH-000291,-0.336998491698
ACH-000293,-0.07777482731089999
ACH-000294,-0.16903943640900002
ACH-000295,-0.022116912956500003
ACH-000296,0.06211912339430001
ACH-000302,-0.281607760938
ACH-000304,-0.12224761480900001
ACH-000307,-0.04316861263090001
ACH-000308,-0.173231247296
ACH-000310,0.40723644244900004
ACH-000311,0.0339019235145
ACH-000312,-0.0214277411779
ACH-000315,-0.0389105266712
ACH-000316,0.050538985036199996
ACH-000317,0.08687055051079999
ACH-000318,-0.0820419246282
ACH-000319,-0.013036220013200001
ACH-000320,0.401191979142
ACH-000322,-0.0533227520973
ACH-000323,-0.04784767337759999
ACH-000324,0.031132528616400004
ACH-000329,-0.155196521425
ACH-000330,-0.13186659344
ACH-000331,0.115545859725
ACH-000332,-0.04294049980859999
ACH-000334,0.22155918505999997
ACH-000335,0.03348268232
ACH-000336,-0.24534635178599998
ACH-000337,-0.06698959424420001
ACH-000339,-0.111072188797
ACH-000341,-0.013961756403
ACH-000348,-0.0035482437602899998
ACH-000350,0.052670901876300004
ACH-000352,0.0296704739909
ACH-000356,-0.13062492841700002
ACH-000361,0.054050794894000005
ACH-000362,0.058980284156800004
ACH-000363,-0.0846100191322
ACH-000364,-0.250487801198
ACH-000365,-0.0477147566654
ACH-000366,-0.17690201600400002
ACH-000368,0.031960930941499995
ACH-000374,0.052007067258800006
ACH-000375,0.014734789863299999
ACH-000376,0.0658759916116
ACH-000381,0.0039395325884000005
ACH-000383,-0.045849239367699995
ACH-000387,0.113603280328
ACH-000389,-0.15586492484699999
ACH-000390,-0.0851174013339
ACH-000393,0.0491779192769
ACH-000395,-0.203467508711
ACH-000397,-0.061794824468800004
ACH-000401,-0.12183212565099999
ACH-000402,0.0038127751269100003
ACH-000403,-0.027316542649699998
ACH-000404,0.0860439297066
ACH-000406,-0.0650225002654
ACH-000407,-0.0147374485044
ACH-000408,0.148657695586
ACH-000410,-0.0332468567322
ACH-000411,0.00373531373296
ACH-000414,0.103673080636
ACH-000415,-0.0142837913761
ACH-000416,-0.052863183263099994
ACH-000420,-0.027081299046
ACH-000421,-0.070970098383
ACH-000424,-0.168271662671
ACH-000425,-0.0957440285915
ACH-000426,-0.11620835760800001
ACH-000427,-0.181830391325
ACH-000433,0.37690843249600003
ACH-000436,-0.210238708345
ACH-000444,-0.0350287898566
ACH-000445,0.0329903715334
ACH-000448,0.053682254160000005
ACH-000450,-0.0506836433683
ACH-000452,0.10809565280099999
ACH-000454,-0.12540066000800001
ACH-000458,-0.196964851116
ACH-000459,-0.041791547858199996
ACH-000460,0.009321521468299999
ACH-000461,-0.179486790911
ACH-000463,0.143886903966
ACH-000464,0.0783419626367
ACH-000466,0.0109518431694
ACH-000467,-0.167127090472
ACH-000468,-0.257622968666
ACH-000469,-0.10045424957999999
ACH-000470,-0.275996957223
ACH-000471,-0.148762420951
ACH-000472,-0.0305404740505
ACH-000473,-0.255934138734
ACH-000475,-0.07123579301039999
ACH-000476,-0.136430570472
ACH-000477,-0.087586634092
ACH-000480,-0.21204446048
ACH-000481,-0.0050980423396599995
ACH-000483,0.189390467003
ACH-000484,-0.361306628194
ACH-000485,0.11773167339099999
ACH-000486,-0.07415628272439999
ACH-000487,-0.13818848604599998
ACH-000488,-0.12271737169199999
ACH-000490,-0.135222851599
ACH-000491,-0.105539558893
ACH-000495,-0.06773292633809999
ACH-000496,-0.0625143699776
ACH-000499,-0.0574302018463
ACH-000500,-0.880276120671
ACH-000502,0.0588808489546
ACH-000503,-0.0479935285661
ACH-000505,0.107230469621
ACH-000507,-0.0785843193549
ACH-000510,-0.14444984156
ACH-000511,0.107054771735
ACH-000512,-0.016249755763299997
ACH-000516,0.00559298829516
ACH-000517,-0.106184585025
ACH-000518,0.017324630437200002
ACH-000520,0.016900812669899998
ACH-000521,0.20112006888700001
ACH-000522,-0.0679838386798
ACH-000524,-0.13264876042
ACH-000527,-0.0010775499391800002
ACH-000528,0.07769890924310001
ACH-000537,-0.0318413583337
ACH-000541,-0.066656148155
ACH-000542,-0.0193966458348
ACH-000544,-0.0243130387047
ACH-000545,-0.126280881536
ACH-000547,-0.0535762447669
ACH-000548,-0.195693919523
ACH-000549,-0.27173284653
ACH-000550,0.057169936482800006
ACH-000552,-0.135500208369
ACH-000556,-0.25859300770599997
ACH-000557,-0.144601910491
ACH-000570,-0.08643002970830001
ACH-000571,-0.023460989431599997
ACH-000573,-0.0719403562979
ACH-000576,0.0867340142028
ACH-000580,-0.248792897886
ACH-000584,-0.150814157981
ACH-000585,-0.147941607995
ACH-000588,-0.0915277928912
ACH-000589,-0.051893901776099996
ACH-000591,-0.0457863478495
ACH-000593,-0.153521215896
ACH-000600,-0.0684991504406
ACH-000601,0.0431460940395
ACH-000604,0.19328853464499998
ACH-000605,0.0198717074157
ACH-000606,0.020029251382
ACH-000608,-0.173146835505
ACH-000614,-0.218668391805
ACH-000616,-0.19226455682100002
ACH-000618,-0.105833957354
ACH-000619,-0.125739333775
ACH-000620,-0.16613154015999998
ACH-000621,-0.177956915885
ACH-000622,-0.0312495485978
ACH-000623,-0.012647896718600001
ACH-000624,-0.0755379593296
ACH-000627,0.119966219091
ACH-000630,0.10749546346200001
ACH-000632,-0.00039773951150400005
ACH-000633,-0.0907036193113
ACH-000637,-0.152549696465
ACH-000638,0.247167638086
ACH-000646,0.0240247575619
ACH-000647,-0.031799989545400004
ACH-000648,0.034870635228400004
ACH-000649,-0.0399426325091
ACH-000651,-0.18713676130999998
ACH-000652,-0.0377771321046
ACH-000653,-0.329399687957
ACH-000657,-0.0560506517738
ACH-000658,-0.08051313445830001
ACH-000661,-0.20041273807100002
ACH-000662,0.0961396714093
ACH-000663,0.020040455707200002
ACH-000665,-0.0184450575392
ACH-000671,0.027145226715199998
ACH-000673,-0.004032795785099999
ACH-000676,-0.138943937021
ACH-000677,-0.150215607608
ACH-000681,-0.0696499029311
ACH-000682,-0.16451651107999998
ACH-000683,-0.0051094266874200005
ACH-000684,-0.00218491757923
ACH-000688,-0.172050286054
ACH-000693,-0.04045156032780001
ACH-000694,-0.046007043581999994
ACH-000695,-0.129513124666
ACH-000696,-0.05006440348619999
ACH-000697,-0.0683647572873
ACH-000699,-0.0405408539035
ACH-000701,-0.138887318243
ACH-000706,0.007611981722479999
ACH-000711,-0.11169477808700001
ACH-000713,-0.17007259789299997
ACH-000714,-0.200638531132
ACH-000718,-0.0169221665336
ACH-000720,-0.129602627053
ACH-000721,-0.0643719358429
ACH-000724,-0.229851269566
ACH-000725,-0.15290339919
ACH-000732,0.19018482973099998
ACH-000734,-0.23114128988000002
ACH-000735,-0.09279356634019999
ACH-000736,-0.0551476618754
ACH-000738,-0.011653471909299998
ACH-000746,-0.00123884162062
ACH-000747,-0.0006690435559330001
ACH-000748,0.167599705494
ACH-000753,0.0735459888447
ACH-000756,0.0594539450329
ACH-000757,-0.0301808965301
ACH-000758,-0.0545645123965
ACH-000760,0.00715208721272
ACH-000763,0.141491611952
ACH-000764,0.005250568228979999
ACH-000765,-0.087416507978
ACH-000766,-0.12928884585300002
ACH-000767,-0.126033730307
ACH-000768,-0.110819520931
ACH-000769,0.308494303907
ACH-000770,-0.00770138742138
ACH-000771,-0.152659175901
ACH-000773,-0.029924484582599997
ACH-000776,0.0479093243661
ACH-000777,-0.260944405286
ACH-000778,-0.29348468800099997
ACH-000781,0.106844015128
ACH-000782,-0.19111181628899998
ACH-000783,-0.067098255274
ACH-000784,-0.129758848756
ACH-000785,0.0355661263058
ACH-000787,-0.0208689221094
ACH-000788,-0.12220859043
ACH-000791,0.160588624405
ACH-000792,-0.0648592569163
ACH-000794,-0.0166741111773
ACH-000796,-0.0869094631339
ACH-000799,0.20950654667
ACH-000800,0.0851316027266
ACH-000802,-0.166923439571
ACH-000804,0.194067183305
ACH-000805,-0.24680921285000001
ACH-000809,-0.115859231777
ACH-000810,-0.033202951144
ACH-000811,-0.08732602013389999
ACH-000817,-0.0779370588597
ACH-000819,-0.114396897211
ACH-000820,0.359383524863
ACH-000821,-0.267962806127
ACH-000822,-0.230953235497
ACH-000823,0.0108395014732
