,HEATR5B (54497)
ACH-000004,-0.211232271245
ACH-000007,-0.27296642764699997
ACH-000009,-0.0822797064325
ACH-000011,-0.184750100732
ACH-000012,-0.0212723501407
ACH-000013,-0.28739488700300003
ACH-000014,-0.35733600380900005
ACH-000015,0.025045802276900002
ACH-000017,-0.224930168792
ACH-000018,-0.525858609521
ACH-000019,-0.155807144423
ACH-000021,-0.41934148800399995
ACH-000022,-0.193472044214
ACH-000025,-0.260735482074
ACH-000028,-0.08854856025
ACH-000030,-0.11699742087300001
ACH-000035,-0.36880925406
ACH-000036,-0.45623400581
ACH-000037,-0.274134023616
ACH-000039,-0.0532423847509
ACH-000040,-0.19302314612399998
ACH-000041,0.054027459773000004
ACH-000042,-0.189871134064
ACH-000045,-0.47686304164300003
ACH-000047,-0.16649962081800002
ACH-000052,-0.40014753426700006
ACH-000053,-0.290479741423
ACH-000054,-0.136059761211
ACH-000055,0.01647933377
ACH-000060,-0.039457541085099995
ACH-000067,-0.326218274966
ACH-000070,-0.37873382677199996
ACH-000075,-0.175733656445
ACH-000078,-0.171997595147
ACH-000082,-0.21798033890000001
ACH-000085,-0.178201532255
ACH-000086,-0.11592144367799999
ACH-000087,-0.119840244187
ACH-000092,-0.49599373866700003
ACH-000095,-0.0056779615129199995
ACH-000097,-0.19528436981400002
ACH-000098,-0.007356631681089999
ACH-000099,-0.126006136939
ACH-000108,-0.09504580903339999
ACH-000113,-0.23430103017200002
ACH-000115,-0.21462275458900001
ACH-000116,-0.24653926270100002
ACH-000118,-0.303817539956
ACH-000120,-0.171474472267
ACH-000123,0.0107830254161
ACH-000127,-0.0789000317501
ACH-000128,-0.26450727476999997
ACH-000132,-0.197677235733
ACH-000133,-0.301169291833
ACH-000137,-0.110966428028
ACH-000138,-0.25615568058800003
ACH-000142,-0.0209452085346
ACH-000143,-0.0876808729009
ACH-000146,-0.268684134598
ACH-000148,-0.018595805308299997
ACH-000150,-0.10297517190300001
ACH-000152,-0.327964572982
ACH-000153,0.311820244426
ACH-000159,-0.18883437599199998
ACH-000160,-0.21191149886900001
ACH-000163,-0.18466893369399998
ACH-000167,-0.13120021885299998
ACH-000168,-0.482698688583
ACH-000169,-0.110507466672
ACH-000178,-0.26618686486
ACH-000182,0.0382981151502
ACH-000183,-0.09651167147959999
ACH-000188,-0.21258443728
ACH-000189,-0.221362066912
ACH-000190,-0.0204646156464
ACH-000198,-0.206176970961
ACH-000204,-0.34465028164000006
ACH-000206,-0.13941806130200002
ACH-000207,-0.403760912113
ACH-000211,-0.119065905004
ACH-000215,-0.234741360114
ACH-000221,0.0511864043015
ACH-000222,-0.383575588879
ACH-000223,-0.381757112118
ACH-000226,-0.146707861437
ACH-000227,-0.461509971087
ACH-000228,-0.210983474148
ACH-000231,-0.24886587753699999
ACH-000232,-0.31563853382
ACH-000233,-0.249892403586
ACH-000234,-0.251620250062
ACH-000235,-0.16630389634099998
ACH-000237,-0.17795435790199998
ACH-000238,-0.235418593525
ACH-000243,-0.11368487684699999
ACH-000244,-0.0664769764814
ACH-000246,-0.23610219079599998
ACH-000248,-0.436966887575
ACH-000250,-0.08237259461910001
ACH-000251,-0.09635284655439999
ACH-000253,-0.195027135607
ACH-000255,-0.22420761288600002
ACH-000256,-0.202666163471
ACH-000257,-0.000471042867651
ACH-000258,0.12342196969000001
ACH-000259,-0.130571943318
ACH-000260,-0.113110798401
ACH-000261,-0.100101840765
ACH-000262,-0.213155286447
ACH-000263,-0.35754170782600003
ACH-000264,-0.266487882264
ACH-000265,-0.06796430528580001
ACH-000266,0.000592414310758
ACH-000272,-0.323575090631
ACH-000273,-0.434561151127
ACH-000274,-0.0903000971196
ACH-000277,-0.11163982423499999
ACH-000278,-0.0005024922101419999
ACH-000279,-0.09654801161530001
ACH-000280,-0.03808662803769999
ACH-000281,-0.416454449916
ACH-000288,-0.179427730221
ACH-000291,-0.24979751137400003
ACH-000293,-0.323690232956
ACH-000294,-0.32706597305199997
ACH-000295,-0.33330661388599997
ACH-000296,0.8577562236859999
ACH-000302,-0.104029364103
ACH-000304,-0.061106599085400004
ACH-000307,-0.34028423549599995
ACH-000308,-0.196294144069
ACH-000310,0.0205677048772
ACH-000311,-0.0959606515228
ACH-000312,-0.129289254386
ACH-000315,-0.209044226871
ACH-000316,-0.0935426050778
ACH-000317,-0.0440055163445
ACH-000318,-0.195114726721
ACH-000319,-0.126253984633
ACH-000320,-0.322549620747
ACH-000322,-0.357367896392
ACH-000323,-0.195258202936
ACH-000324,-0.371433516345
ACH-000329,-0.13942989231300001
ACH-000330,-0.234662185389
ACH-000331,-0.10789740047900001
ACH-000332,-0.0867143564491
ACH-000334,-0.19666117772
ACH-000335,-0.251625090595
ACH-000336,-0.146709043083
ACH-000337,-0.21757822811799998
ACH-000339,-0.21136763221700003
ACH-000341,-0.0678378587329
ACH-000348,-0.2218435551
ACH-000350,-0.135603021219
ACH-000352,-0.158066945654
ACH-000356,-0.482393395926
ACH-000361,-0.40608186355899994
ACH-000362,-0.511925596003
ACH-000363,-0.21697001203000002
ACH-000364,-0.184707457051
ACH-000365,-0.350571090392
ACH-000366,-0.35209653034599997
ACH-000368,-0.183425067652
ACH-000374,-0.12411215351
ACH-000375,-0.07292394289260001
ACH-000376,-0.23705638825300002
ACH-000381,-0.369857922284
ACH-000383,-0.335492506543
ACH-000387,-0.25165117444699997
ACH-000389,-0.21208160457199998
ACH-000390,-0.397307741193
ACH-000393,-0.33806222028399996
ACH-000395,-0.344625907851
ACH-000397,-0.04581757621759999
ACH-000401,-0.122261758906
ACH-000402,-0.0619575612928
ACH-000403,-0.11374625213600001
ACH-000404,-0.149594145466
ACH-000406,-0.24988254495700002
ACH-000407,-0.250023430795
ACH-000408,-0.196644649538
ACH-000410,-0.322909209622
ACH-000411,-0.349330378196
ACH-000414,-0.17999566563799999
ACH-000415,-0.20876531138
ACH-000416,-0.143289244194
ACH-000420,-0.0167472558597
ACH-000421,-0.29912433149900003
ACH-000424,-0.155555822948
ACH-000425,-0.137926147743
ACH-000426,-0.243612532839
ACH-000427,-0.287020962784
ACH-000433,-0.31299586194
ACH-000436,-0.194744097057
ACH-000444,-0.142793138984
ACH-000445,-0.229039000728
ACH-000448,-0.289773163184
ACH-000450,-0.0828492399588
ACH-000452,-0.038647019048000004
ACH-000454,-0.283905645294
ACH-000458,-0.37080749995800005
ACH-000459,-0.0640261550204
ACH-000460,-0.0462610772748
ACH-000461,-0.298961957209
ACH-000463,-0.18324065089400002
ACH-000464,-0.256948184086
ACH-000466,-0.0487590310874
ACH-000467,-0.166533597619
ACH-000468,-0.19833411285
ACH-000469,-0.30703262998799996
ACH-000470,-0.07537650376289999
ACH-000471,-0.159193354513
ACH-000472,-0.311390843352
ACH-000473,-0.0263758675628
ACH-000475,0.005779778441859999
ACH-000476,-0.14445220039999998
ACH-000477,-0.268889802828
ACH-000480,0.0239238558885
ACH-000481,-0.0200113830504
ACH-000483,-0.228350046976
ACH-000484,-0.109218264747
ACH-000485,0.041026111109699996
ACH-000486,-0.206984738883
ACH-000487,0.11627964091199999
ACH-000488,-0.16590018714500002
ACH-000490,-0.144985869265
ACH-000491,-0.44688507894699997
ACH-000495,-0.39782852743600006
ACH-000496,-0.153726170555
ACH-000499,-0.18598982872900002
ACH-000500,0.07087055761460001
ACH-000502,-0.251248423999
ACH-000503,-0.0772025102921
ACH-000505,-0.22676605904
ACH-000507,-0.22934791445900002
ACH-000510,-0.121884883986
ACH-000511,-0.23330289216800001
ACH-000512,-0.193759188826
ACH-000516,-0.24386830202399998
ACH-000517,-0.145075358775
ACH-000518,-0.35721063511
ACH-000520,-0.24030284762200002
ACH-000521,-0.0826876445037
ACH-000522,-0.290230323803
ACH-000524,-0.21363367591
ACH-000527,-0.286430308496
ACH-000528,-0.242618268935
ACH-000537,-0.159605002961
ACH-000541,-0.415385962367
ACH-000542,-0.130553479287
ACH-000544,-0.0945259630153
ACH-000545,-0.224787999578
ACH-000547,-0.0103908621827
ACH-000548,-0.298403555402
ACH-000549,-0.09660604011900001
ACH-000550,-0.36189957465000006
ACH-000552,-0.177255179562
ACH-000556,-0.157681764728
ACH-000557,-0.531037107359
ACH-000570,-0.189732922795
ACH-000571,-0.123528925931
ACH-000573,-0.11410773821900001
ACH-000576,-0.305191199293
ACH-000580,0.0265814265432
ACH-000584,0.019925410860099996
