,PPM1E (22843)
ACH-000004,-0.0531257190705
ACH-000007,0.0885393112424
ACH-000009,-0.143615845558
ACH-000011,0.069272555359
ACH-000012,-0.27869009628400004
ACH-000013,-0.068429604258
ACH-000014,-0.0339495705454
ACH-000015,-0.16451642113700002
ACH-000017,-0.17664921114100002
ACH-000018,-0.13930041453199998
ACH-000019,-0.7741824071879999
ACH-000021,-0.18382459355300002
ACH-000022,-0.19461421268800003
ACH-000025,-0.1392368179
ACH-000028,-0.7785018097579999
ACH-000030,-0.14649093645300001
ACH-000035,-0.139950116064
ACH-000036,-0.11916336517899999
ACH-000037,-0.111898777672
ACH-000039,-0.0157211154033
ACH-000040,-0.217634200167
ACH-000041,-0.116432868887
ACH-000042,-0.201760003334
ACH-000045,-0.0881340802155
ACH-000047,-0.0353879310643
ACH-000052,-0.172454285445
ACH-000053,-0.161972204042
ACH-000054,-0.253169732725
ACH-000055,0.0584354945787
ACH-000060,-0.147937740046
ACH-000067,-0.229932032674
ACH-000070,-0.0148599093159
ACH-000075,0.0546334787004
ACH-000078,-0.223435692502
ACH-000082,-0.106355604704
ACH-000085,-0.28182982544199997
ACH-000086,-0.12360123052100001
ACH-000087,-0.17361973514899998
ACH-000092,-0.017082488740399998
ACH-000095,-0.19675284389699998
ACH-000097,-0.13927558814000002
ACH-000098,-0.162289256833
ACH-000099,-0.219387196851
ACH-000108,-0.0852172029586
ACH-000113,0.0219639997447
ACH-000115,-0.0669102425155
ACH-000116,-0.123911346107
ACH-000118,-0.0833623511945
ACH-000120,-0.276801115035
ACH-000123,-0.0646976371413
ACH-000127,-0.046526649246199994
ACH-000128,-0.0160017072879
ACH-000132,-0.0155765841723
ACH-000133,-0.0711933803735
ACH-000137,-0.0382822082518
ACH-000138,-0.29685330642200003
ACH-000142,0.0197206427923
ACH-000143,-0.209892097555
ACH-000146,0.012310643346299999
ACH-000148,-0.09849692124289999
ACH-000150,-0.174977747608
ACH-000152,-0.0662502395785
ACH-000153,-0.00523340387675
ACH-000159,-0.183876142874
ACH-000160,-0.12304445688400001
ACH-000163,-0.196054821554
ACH-000167,-0.332496255465
ACH-000168,-0.09399333782239999
ACH-000169,-0.025824024788700002
ACH-000178,-0.21787398242199998
ACH-000182,-0.136928871823
ACH-000183,0.0251819403177
ACH-000188,-0.199413538587
ACH-000189,-0.12471143781199999
ACH-000190,-0.26362410464200003
ACH-000198,-0.13138807307800002
ACH-000204,0.043905949178300006
ACH-000206,-0.114387897482
ACH-000207,-0.00139387372604
ACH-000211,-0.15384171723600001
ACH-000215,-0.08936800086419999
ACH-000221,-0.153322003608
ACH-000222,0.06198786459419999
ACH-000223,-0.10782546013399999
ACH-000226,-0.295151312703
ACH-000227,-0.0392126606181
ACH-000228,0.013415698892899999
ACH-000231,-0.11248458278899999
ACH-000232,-0.0334659032355
ACH-000233,-0.026241965133599998
ACH-000234,-0.244967543306
ACH-000235,-0.141970808411
ACH-000237,-0.0174626887627
ACH-000238,-0.30613773808600003
ACH-000243,-0.194602126105
ACH-000244,-0.0372329330589
ACH-000246,-0.143124302425
ACH-000248,-0.049189816128000004
ACH-000250,-0.15948044212999998
ACH-000251,-0.09824997662189999
ACH-000253,-0.216617268277
ACH-000255,-0.351448997596
ACH-000256,-0.08497458165449999
ACH-000257,0.0887553950192
ACH-000258,-0.0709246688485
ACH-000259,-0.056959136963099996
ACH-000260,-0.08558181078510001
ACH-000261,0.00325851503355
ACH-000262,-0.000712579785367
ACH-000263,-0.214488124926
ACH-000264,-0.307664931096
ACH-000265,-0.287847390974
ACH-000266,-0.09414482490260001
ACH-000272,-0.12383746354
ACH-000273,-0.142673768689
ACH-000274,-0.258497254406
ACH-000277,-0.136953855999
ACH-000278,-0.0041993991621999995
ACH-000279,-0.144383422034
ACH-000280,0.0291918827082
ACH-000281,-0.0122512346198
ACH-000288,-0.11654618350099999
ACH-000291,-0.18539393838100002
ACH-000293,-0.22302816184799998
ACH-000294,-0.148284592149
ACH-000295,-0.0426015680187
ACH-000296,-0.334075312111
ACH-000302,-0.00402788778454
ACH-000304,0.141066374032
ACH-000307,-0.09030902363110001
ACH-000308,-0.138365422335
ACH-000310,-0.10369532281600001
ACH-000311,-0.15037079877
ACH-000312,-0.146523605583
ACH-000315,-0.119776067908
ACH-000316,-0.0672416659275
ACH-000317,-0.0852471626607
ACH-000318,-0.0146655520215
ACH-000319,-0.0365093451846
ACH-000320,-0.0629297421599
ACH-000322,0.0368680768416
ACH-000323,-0.104081887119
ACH-000324,-0.11686330152999999
ACH-000329,-0.08388631462919999
ACH-000330,-0.09990008294849999
ACH-000331,-0.183031765323
ACH-000332,-0.102931148709
ACH-000334,-0.144781099823
ACH-000335,-0.12623763969000001
ACH-000336,-0.06944129168100001
ACH-000337,-0.119457406962
ACH-000339,-0.192517379541
ACH-000341,-0.08521755310630001
ACH-000348,-0.10473047379599999
ACH-000350,-0.225310637853
ACH-000352,-0.15301664463
ACH-000356,-0.0230369118079
ACH-000361,-0.012427456911599999
ACH-000362,-0.0620823010919
ACH-000363,-0.196945189288
ACH-000364,-0.137286288205
ACH-000365,-0.12203440671700001
ACH-000366,-0.148507748448
ACH-000368,-0.151925256598
ACH-000374,-0.04687965412549999
ACH-000375,0.13249054749000003
ACH-000376,-0.0336448726066
ACH-000381,-0.147875911597
ACH-000383,-0.10560136402999999
ACH-000387,-0.10401033042300001
ACH-000389,-0.098495062805
ACH-000390,-0.125623517798
ACH-000393,-0.10959643514900001
ACH-000395,-0.0825209750005
ACH-000397,-0.20816455701499997
ACH-000401,-0.214844258301
ACH-000402,-0.152614259725
ACH-000403,-0.193858724086
ACH-000404,-0.09626526706360002
ACH-000406,-0.0974394447912
ACH-000407,-0.381312662206
ACH-000408,-0.10067624332599999
ACH-000410,-0.142168329086
ACH-000411,-0.151814601251
ACH-000414,-0.028138440354299996
ACH-000415,-0.11468277885299999
ACH-000416,-0.159170379016
ACH-000420,-0.136878423872
ACH-000421,-0.133988293527
ACH-000424,-0.14747847462400002
ACH-000425,-0.133259996042
ACH-000426,-0.0880745609428
ACH-000427,-0.36125459034999996
ACH-000433,-0.18584837987599997
ACH-000436,-0.12061050831299999
ACH-000444,-0.149589866568
ACH-000445,-0.215676170413
ACH-000448,-0.0821915463249
ACH-000450,-0.196517479686
ACH-000452,-0.0695338434777
ACH-000454,-0.0480663659742
ACH-000458,-0.00903907649459
ACH-000459,-0.286985125479
ACH-000460,-0.210311356567
ACH-000461,-0.09137513820399999
ACH-000463,-0.17631333596700002
ACH-000464,0.171730901978
ACH-000466,-0.0422800585889
ACH-000467,0.049567567112800005
ACH-000468,-0.191311218683
ACH-000469,0.08877521691960001
ACH-000470,0.0164371397304
ACH-000471,-0.103323700106
ACH-000472,-0.14768373769200002
ACH-000473,-0.199378246923
ACH-000475,-0.06552132673290001
ACH-000476,-0.17564232261799997
ACH-000477,-0.12671058378
ACH-000480,-0.305887204611
ACH-000481,-0.042269277264599996
ACH-000483,-0.142624012327
ACH-000484,0.00467267300528
ACH-000485,-0.0556288823532
ACH-000486,-0.09829677813780001
ACH-000487,-0.162793741444
ACH-000488,-0.07153982187460001
ACH-000490,0.0344933535181
ACH-000491,-0.0004895068248269999
ACH-000495,0.164490363038
ACH-000496,-0.0658441763341
ACH-000499,-0.20106915385200003
ACH-000500,0.193962602685
ACH-000502,-0.159336409658
ACH-000503,-0.08386818699819999
ACH-000505,-0.17686400577
ACH-000507,0.0516041066078
ACH-000510,-0.179429488626
ACH-000511,-0.267479735972
ACH-000512,-0.07960898978469999
ACH-000516,-0.18366717349
ACH-000517,-0.09883988042570001
ACH-000518,-0.112315898917
ACH-000520,-0.0468608452634
ACH-000521,-0.0673541519579
ACH-000522,-0.104447803091
ACH-000524,-0.0342398303412
ACH-000527,-0.14599400076400001
ACH-000528,-0.143664592194
ACH-000537,-0.0970896438553
ACH-000541,-0.0900725911602
ACH-000542,-0.138639678259
ACH-000544,-0.0874813469345
ACH-000545,-0.16847933127999998
ACH-000547,-0.09079301733100001
ACH-000548,-0.108537250835
ACH-000549,-0.155666632565
ACH-000550,-0.0166129133962
ACH-000552,-0.142030081801
ACH-000556,-0.36254828219
ACH-000557,-0.09065842299049999
ACH-000570,-0.196095344443
ACH-000571,-0.17845143820099998
ACH-000573,-0.08308462672849999
ACH-000576,-0.042215942863
