,RPF2 (84154)
ACH-000004,-0.690017914522
ACH-000007,-0.837181375487
ACH-000009,-0.952469765989
ACH-000011,-0.9740558625040001
ACH-000012,-0.9197325549009999
ACH-000013,-0.629336683556
ACH-000014,-1.01799584963
ACH-000015,-0.707415267361
ACH-000017,-0.8062967152770001
ACH-000018,-1.15004878979
ACH-000019,-0.8413182617080001
ACH-000021,-0.896908483791
ACH-000022,-0.745995999748
ACH-000025,-0.946669296038
ACH-000028,-0.9594054625309999
ACH-000030,-0.8683924816859999
ACH-000035,-0.986038782624
ACH-000036,-1.3093656494900001
ACH-000037,-1.1885024497399999
ACH-000039,-0.8687391745990001
ACH-000040,-1.03687975794
ACH-000041,-0.839257767705
ACH-000042,-1.1463593942299999
ACH-000045,-0.910614849912
ACH-000047,-0.7132432635670001
ACH-000052,-0.8658197817509999
ACH-000053,-1.25269061406
ACH-000054,-1.05008514871
ACH-000055,-1.10036552904
ACH-000060,-1.14667407612
ACH-000067,-1.01654952207
ACH-000070,-0.9832459281479999
ACH-000075,-0.980368597079
ACH-000078,-1.06496640427
ACH-000082,-1.0025840352
ACH-000085,-0.886935833631
ACH-000086,-1.09279503225
ACH-000087,-0.607758030651
ACH-000092,-1.01340238381
ACH-000095,-1.16669186013
ACH-000097,-0.991092200176
ACH-000098,-1.0120451916500002
ACH-000099,-0.97147746509
ACH-000108,-0.8801639986929999
ACH-000113,-0.945527294316
ACH-000115,-0.861796572139
ACH-000116,-0.7100454137989999
ACH-000118,-0.8387771102339999
ACH-000120,-0.9467263790970001
ACH-000123,-0.897571293545
ACH-000127,-1.16337921489
ACH-000128,-0.855117991284
ACH-000132,-1.24279962456
ACH-000133,-0.8719940783679999
ACH-000137,-0.7488831487019999
ACH-000138,-1.10347650322
ACH-000142,-0.928809964274
ACH-000143,-0.842136360021
ACH-000146,-0.8094097852590001
ACH-000148,-0.928640747438
ACH-000150,-0.710885545732
ACH-000152,-0.795787310451
ACH-000153,-1.3875732823299998
ACH-000159,-1.26164553831
ACH-000160,-0.7654827694419999
ACH-000163,-1.02084726574
ACH-000167,-0.783603274886
ACH-000168,-1.12814501271
ACH-000169,-0.8099455593539999
ACH-000178,-0.905693643094
ACH-000182,-0.843976722458
ACH-000183,-0.785944336267
ACH-000188,-0.781092270717
ACH-000189,-1.03396994759
ACH-000190,-0.9274423056640001
ACH-000198,-0.948058863584
ACH-000204,-0.9061551331309999
ACH-000206,-0.8088594801450001
ACH-000207,-1.00035045499
ACH-000211,-0.6469787769049999
ACH-000215,-1.00137044201
ACH-000221,-0.972051969479
ACH-000222,-0.8918333775759999
ACH-000223,-0.762127094897
ACH-000226,-0.944372561017
ACH-000227,-0.844320976889
ACH-000228,-0.785193498942
ACH-000231,-1.19330788957
ACH-000232,-1.05626877793
ACH-000233,-0.9903505114550001
ACH-000234,-1.24441629543
ACH-000235,-1.06551545869
ACH-000237,-0.988342537001
ACH-000238,-0.9081398719399999
ACH-000243,-0.862523411029
ACH-000244,-0.764760644999
ACH-000246,-1.07483517099
ACH-000248,-0.875591746081
ACH-000250,-0.9294825016889999
ACH-000251,-1.0551411583399999
ACH-000253,-1.0730941037100001
ACH-000255,-1.01412925261
ACH-000256,-0.8502248365889999
ACH-000257,-0.7413712410459999
ACH-000258,-1.0867026031
ACH-000259,-0.813499715282
ACH-000260,-0.906951856831
ACH-000261,-0.830993189056
ACH-000262,-0.899441091564
ACH-000263,-0.7624052748989999
ACH-000264,-0.759670730967
ACH-000265,-0.871364398129
ACH-000266,-0.950262858774
ACH-000272,-1.29470245566
ACH-000273,-1.08861179721
ACH-000274,-1.37771558337
ACH-000277,-0.680420805045
ACH-000278,-0.9582003839309999
ACH-000279,-0.974881554763
ACH-000280,-0.922685837353
ACH-000281,-1.11705712713
ACH-000288,-0.9192587962119999
ACH-000291,-1.1394105419399998
ACH-000293,-0.7260778514030001
ACH-000294,-0.705201966956
ACH-000295,-1.03139873918
ACH-000296,-0.615428976527
ACH-000302,-0.667313253588
ACH-000304,-1.30688572268
ACH-000307,-0.930946691621
ACH-000308,-0.917876319524
ACH-000310,-0.9888624338040001
ACH-000311,-0.966089297366
ACH-000312,-0.885387573126
ACH-000315,-0.6225325735989999
ACH-000316,-0.724665700566
ACH-000317,-0.747960866781
ACH-000318,-1.05326507095
ACH-000319,-0.841163174299
ACH-000320,-1.26272704548
ACH-000322,-0.900376448393
ACH-000323,-1.2157662143799999
ACH-000324,-0.788273957332
ACH-000329,-1.35189858727
ACH-000330,-0.8291910413510001
ACH-000331,-0.824454792749
ACH-000332,-1.03682694248
ACH-000334,-1.07418666903
ACH-000335,-1.08920283721
ACH-000336,-1.0370346998
ACH-000337,-0.795789735344
ACH-000339,-0.7599315254699999
ACH-000341,-0.916370713381
ACH-000348,-0.893269902351
ACH-000350,-1.3062667306
ACH-000352,-0.755366809472
ACH-000356,-1.11631336886
ACH-000361,-1.1092978213200002
ACH-000362,-0.826017509251
ACH-000363,-0.978609695268
ACH-000364,-0.8068086333519999
ACH-000365,-1.0008437990999999
ACH-000366,-0.737913500007
ACH-000368,-1.06513747663
ACH-000374,-0.6459600385600001
ACH-000375,-0.97001109575
ACH-000376,-1.0146038183200001
ACH-000381,-0.830294683582
ACH-000383,-1.52746042621
ACH-000387,-0.9466635373469999
ACH-000389,-1.0765780043000002
ACH-000390,-1.1955427001999999
ACH-000393,-0.992791386761
ACH-000395,-0.974173518539
ACH-000397,-0.758802679067
ACH-000401,-0.788208603909
ACH-000402,-1.25888659912
ACH-000403,-0.924033698008
ACH-000404,-0.7961594963169999
ACH-000406,-0.86318725139
ACH-000407,-1.15063187519
ACH-000408,-1.0112559754500001
ACH-000410,-0.7224442853190001
ACH-000411,-0.8138559389579999
ACH-000414,-0.865303596028
ACH-000415,-0.807618984043
ACH-000416,-0.797291169426
ACH-000420,-0.641484034169
ACH-000421,-0.8309307874330001
ACH-000424,-1.074610649
ACH-000425,-1.18488855339
ACH-000426,-0.520999838054
