,RSRC2 (65117)
ACH-000004,-0.648092407169
ACH-000007,-0.765936821576
ACH-000009,-0.719756449821
ACH-000011,-0.10737493004000001
ACH-000012,-0.663393052686
ACH-000013,-0.615838721256
ACH-000014,-0.44009088291299997
ACH-000015,-0.666791394056
ACH-000017,-0.9921817446200001
ACH-000018,-0.740577465484
ACH-000019,-0.596810290943
ACH-000021,-0.674897758219
ACH-000022,-0.584912045643
ACH-000025,-0.7485437283249999
ACH-000028,-0.65648765527
ACH-000030,-0.41412441740999995
ACH-000035,-0.68727652302
ACH-000036,-0.810777454137
ACH-000037,-0.776813431972
ACH-000039,-0.648022299871
ACH-000040,-0.697159496271
ACH-000041,-0.459789494715
ACH-000042,-0.7040107956180001
ACH-000045,-0.661931814924
ACH-000047,-0.559267697451
ACH-000052,-0.318811142678
ACH-000053,-0.817909929421
ACH-000054,-0.638023199715
ACH-000055,-0.829050459823
ACH-000060,-0.89377834171
ACH-000067,-0.865423663891
ACH-000070,-0.6803360404809999
ACH-000075,-0.865605321091
ACH-000078,-0.636852322132
ACH-000082,-0.969893798163
ACH-000085,-0.6110610219129999
ACH-000086,-0.55633313064
ACH-000087,-0.533671505469
ACH-000092,-0.8455538878450001
ACH-000095,-0.726783839417
ACH-000097,-0.764673097766
ACH-000098,-0.662530651265
ACH-000099,-0.412331807646
ACH-000108,-0.7286713026530001
ACH-000113,-0.794194256233
ACH-000115,-0.510254771243
ACH-000116,-0.6625023998139999
ACH-000118,-0.7467030336149999
ACH-000120,-0.66386331565
ACH-000123,-0.482212566338
ACH-000127,-0.658288430005
ACH-000128,-0.6362220532899999
ACH-000132,-0.598650939226
ACH-000133,-0.80946036161
ACH-000137,-0.63521748173
ACH-000138,-0.6781306873109999
ACH-000142,-0.7187786841
ACH-000143,-0.656635979055
ACH-000146,-0.380471143125
ACH-000148,-0.8953917133429999
ACH-000150,-0.495094542887
ACH-000152,-0.828837836625
ACH-000153,-0.505561915168
ACH-000159,-0.582363740472
ACH-000160,-0.915382154491
ACH-000163,-0.519994855392
ACH-000167,-0.7822758312450001
ACH-000168,-0.608737047468
ACH-000169,-0.6204070499750001
ACH-000178,-0.7626549385870001
ACH-000182,-0.9341940813609999
ACH-000183,-0.5751670994520001
ACH-000188,-0.752295303874
ACH-000189,-0.954806670423
ACH-000190,-0.9811389626899999
ACH-000198,-0.772538177448
ACH-000204,-0.5550013155719999
ACH-000206,-0.823801478263
ACH-000207,-0.911422151635
ACH-000211,-0.756209296973
ACH-000215,-0.7837886800030001
ACH-000221,-0.5258751787
ACH-000222,-0.581601319289
ACH-000223,-0.866403818537
ACH-000226,-0.709787788106
ACH-000227,-0.764950672267
ACH-000228,-0.742500679867
ACH-000231,-0.723224143536
ACH-000232,-0.796516329188
ACH-000233,-0.671697353171
ACH-000234,-0.5355812669810001
ACH-000235,-0.586120628134
ACH-000237,-0.8222180106520001
ACH-000238,-0.801172110735
ACH-000243,-0.678954035044
ACH-000244,-0.647541733377
ACH-000246,-0.558171970022
ACH-000248,-0.7433746329440001
ACH-000250,-0.567597490892
ACH-000251,-0.978481081893
ACH-000253,-0.703089378097
ACH-000255,-0.24349666457199998
ACH-000256,-0.59118215448
ACH-000257,-1.08272859691
ACH-000258,-0.667528957464
ACH-000259,-0.778283170019
ACH-000260,-0.632090878068
ACH-000261,-0.7826785185840001
ACH-000262,-0.40544462472099996
ACH-000263,-0.654085999253
ACH-000264,-0.931186803476
ACH-000265,-0.520816814043
ACH-000266,-1.02105636293
ACH-000272,-0.4827358254
ACH-000273,-0.772111601087
ACH-000274,-0.41987557131
ACH-000277,-0.647063842054
ACH-000278,-0.6811092027310001
ACH-000279,-0.41843315777199996
ACH-000280,-0.34881599056400003
ACH-000281,-0.649472064682
ACH-000288,-0.642614772341
ACH-000291,-0.501128942117
ACH-000293,-0.5452714063490001
ACH-000294,-0.623513216006
ACH-000295,-0.11339140263
ACH-000296,-0.5616365966369999
ACH-000302,-0.58614983318
ACH-000304,-0.769743235603
ACH-000307,-0.602660317091
ACH-000308,-0.5696108212200001
ACH-000310,-0.539043533827
ACH-000311,-0.591779342388
ACH-000312,-0.668893376211
ACH-000315,-0.8663817820790001
ACH-000316,-0.66778239356
ACH-000317,-0.226497270116
ACH-000318,-0.810013904128
ACH-000319,-0.570154638751
ACH-000320,-0.7813372379629999
ACH-000322,-0.544008097794
ACH-000323,-0.36863192557999996
ACH-000324,-0.5633739194699999
ACH-000329,-0.676407688034
ACH-000330,-0.570189219214
ACH-000331,-0.821648425272
ACH-000332,-0.710209255466
ACH-000334,-1.08508539849
ACH-000335,-0.597910564306
ACH-000336,-0.39666615782799997
ACH-000337,-0.6507572432600001
ACH-000339,-0.638700565827
ACH-000341,-0.6591761112619999
ACH-000348,-0.9066880778949999
ACH-000350,-0.482337642887
ACH-000352,-0.49061427280000003
ACH-000356,-0.635549698407
ACH-000361,-0.632194203554
ACH-000362,-0.782832197365
ACH-000363,-0.582384681647
ACH-000364,-0.7819972333769999
ACH-000365,-0.705635514922
ACH-000366,-0.594762308672
ACH-000368,-0.726318694208
ACH-000374,-0.914910125527
ACH-000375,-0.524942955254
ACH-000376,-0.668544275935
ACH-000381,-0.554534507234
ACH-000383,-0.6176196997869999
ACH-000387,-0.89508695558
ACH-000389,-0.6449057393450001
ACH-000390,-0.503646690571
ACH-000393,-0.744295308318
ACH-000395,-0.813598781217
ACH-000397,-0.892425009839
ACH-000401,-0.738731700821
ACH-000402,-0.831732518822
ACH-000403,-0.757851524768
ACH-000404,-0.34357865851999997
ACH-000406,-0.677290604884
ACH-000407,-0.685753807957
ACH-000408,-0.5306051432259999
