,CHERP (10523)
ACH-000454,-1.55805147857
ACH-000458,-1.39214984435
ACH-000459,-1.6638182538600002
ACH-000460,-1.1188534161900001
ACH-000461,-1.77060241657
ACH-000463,-1.3306744346100001
ACH-000464,-1.13955516376
ACH-000466,-1.33648457277
ACH-000467,-1.30091195878
ACH-000468,-1.5758102049
ACH-000469,-1.1437139975200001
ACH-000470,-1.5143039489899999
ACH-000471,-1.2936031567200001
ACH-000472,-1.15841547509
ACH-000473,-1.17588779601
ACH-000475,-1.2512957069700001
ACH-000476,-1.2635634080299998
ACH-000477,-1.35005488602
ACH-000480,-1.1125027877200002
ACH-000481,-1.4435430487099998
ACH-000483,-1.38509598292
ACH-000484,-1.3011970303899998
ACH-000485,-1.1798590929600001
ACH-000486,-1.33816850845
ACH-000487,-1.0401432959
ACH-000488,-1.32436543287
ACH-000490,-1.4849000296200001
ACH-000491,-1.4210747007299998
ACH-000495,-1.2170225159999999
ACH-000496,-1.3361404244700001
ACH-000499,-1.31834536833
ACH-000500,-0.750884379912
ACH-000502,-1.1979283741
ACH-000503,-1.6505368453600002
ACH-000505,-1.7355135390599998
ACH-000507,-1.42472033993
ACH-000510,-1.18879819297
ACH-000511,-1.10496488959
ACH-000512,-0.941076192551
ACH-000516,-1.20485932947
ACH-000517,-1.14465099904
ACH-000518,-1.49462281164
ACH-000520,-1.65705453076
ACH-000521,-0.9779218936249999
ACH-000522,-1.20709451855
ACH-000524,-1.4838909182700002
ACH-000527,-1.22461992118
ACH-000528,-1.30472748005
ACH-000537,-1.20394912313
ACH-000541,-1.44220798535
ACH-000542,-1.52180647372
ACH-000544,-1.29279629769
ACH-000545,-1.3492333761500002
ACH-000547,-1.3464291359799998
ACH-000548,-1.1529804444299998
ACH-000549,-1.38692435513
ACH-000550,-0.92441087234
ACH-000552,-1.41439162335
ACH-000556,-1.23557930047
ACH-000557,-1.4206033908700002
ACH-000570,-1.08400771914
ACH-000571,-1.4928178709200002
ACH-000573,-1.24077664294
ACH-000576,-1.07757146467
ACH-000580,-1.39966471972
ACH-000584,-1.34871220943
ACH-000585,-1.1969284176200001
ACH-000588,-1.49088453111
ACH-000589,-1.5179211646700002
ACH-000591,-0.979201416535
ACH-000593,-1.37016642352
ACH-000600,-1.34858848236
ACH-000601,-1.41732584333
ACH-000604,-1.6341417950900001
ACH-000605,-1.29921520457
ACH-000606,-1.31081546873
ACH-000608,-1.30698944939
ACH-000614,-1.13228136253
ACH-000616,-1.19372770548
ACH-000618,-1.3379505786900001
ACH-000619,-1.42844543006
ACH-000620,-1.4685674757799998
ACH-000621,-1.66474074118
ACH-000622,-1.2806062344
ACH-000623,-1.43720829098
ACH-000624,-1.39893852719
ACH-000627,-1.40963096772
ACH-000630,-1.5043297140799998
ACH-000632,-1.2446688935799999
ACH-000633,-1.1421018699299998
ACH-000637,-1.33395293719
ACH-000638,-1.24663570845
ACH-000646,-1.5667154205399998
ACH-000647,-1.29745203689
ACH-000648,-1.2744605411299998
ACH-000649,-1.4508040919499998
ACH-000651,-1.23356975654
ACH-000652,-1.43331955074
ACH-000653,-1.45991588384
ACH-000657,-1.37190572284
ACH-000658,-1.2284713841500001
ACH-000661,-1.40009878479
ACH-000662,-1.34188601905
ACH-000663,-1.57976612787
ACH-000665,-1.39653057604
ACH-000671,-1.5054438159999999
ACH-000673,-1.24980263453
ACH-000676,-1.20798246385
ACH-000677,-1.65897582167
ACH-000681,-1.2920862283299999
ACH-000682,-1.56992201656
ACH-000683,-1.3018720581899998
ACH-000684,-1.0282107929100002
ACH-000688,-1.04385901632
ACH-000693,-1.18897586283
ACH-000694,-1.3024502945799998
ACH-000695,-1.22858479819
ACH-000696,-1.32785955
ACH-000697,-1.19986348817
ACH-000699,-1.20315864846
ACH-000701,-1.36073847931
ACH-000706,-1.23384840631
ACH-000711,-1.2375883568200001
ACH-000713,-1.4068532779299998
ACH-000714,-1.53354611729
ACH-000718,-1.31214216187
ACH-000720,-1.27897277336
ACH-000721,-1.3923406353
ACH-000724,-1.46118601806
ACH-000725,-2.06326315677
ACH-000732,-1.06780806281
ACH-000734,-1.42900243169
ACH-000735,-1.64117657671
ACH-000736,-1.3717659847600001
ACH-000738,-1.1753510922200001
ACH-000746,-1.23115898676
ACH-000747,-1.5537830677200002
ACH-000748,-1.35983894551
ACH-000753,-1.35276350287
ACH-000756,-1.4219897234799999
ACH-000757,-1.46242180389
ACH-000758,-1.16640925282
ACH-000760,-1.10404705448
ACH-000763,-1.03405372339
ACH-000764,-1.32830299318
ACH-000765,-1.19090100135
ACH-000766,-1.04398943043
ACH-000767,-1.4116671646799999
ACH-000768,-1.2537872092
ACH-000769,-1.19102872722
ACH-000770,-1.2292269360299999
ACH-000771,-1.55646327097
ACH-000773,-0.918197007579
ACH-000776,-1.3355028924099999
ACH-000777,-1.08477138463
ACH-000778,-1.33508434084
ACH-000781,-1.30721779519
ACH-000782,-1.19813432615
ACH-000783,-1.09124730346
ACH-000784,-1.16714730718
ACH-000785,-1.16004323786
ACH-000787,-1.23246496536
ACH-000788,-1.0051478938299998
ACH-000791,-1.24205899025
ACH-000792,-1.13802847044
ACH-000794,-1.4455037078900002
ACH-000796,-1.26550279301
ACH-000799,-1.30284376787
ACH-000800,-1.40753375582
ACH-000802,-1.3822350605899998
ACH-000804,-1.3457467545500001
ACH-000805,-1.28647481578
ACH-000809,-1.25893635906
ACH-000810,-1.12688095641
ACH-000811,-1.13486025543
ACH-000817,-0.873634583785
ACH-000819,-1.27914314097
ACH-000820,-1.24918467018
ACH-000821,-1.2920914943100001
ACH-000822,-1.34907162963
ACH-000823,-1.4756042494200001
ACH-000824,-1.2431663551999999
ACH-000827,-1.4027984823
ACH-000829,-1.38176386023
ACH-000831,-1.31174446273
ACH-000832,-1.24354604563
ACH-000833,-1.2161484623
ACH-000834,-1.6302940597100002
ACH-000835,-1.01925020181
ACH-000836,-1.34663835073
ACH-000837,-1.23799997949
ACH-000838,-1.4659817415
ACH-000839,-1.5363960889200001
ACH-000840,-1.33043277472
ACH-000841,-1.37491069924
ACH-000843,-1.3498592127000002
ACH-000846,-1.4103579404
ACH-000847,-1.1677416890899999
ACH-000848,-1.22722392908
ACH-000849,-1.2506033193500001
ACH-000851,-1.34154459393
ACH-000855,-1.13085811066
ACH-000856,-1.22570363623
ACH-000858,-1.2487335997700002
ACH-000859,-1.4140085299399998
ACH-000861,-1.715484842
ACH-000862,-1.0471704496799998
ACH-000865,-1.57543553959
ACH-000866,-1.1663403615899999
ACH-000867,-1.36678880274
ACH-000869,-1.3875842646899998
ACH-000872,-1.30938793371
ACH-000873,-1.14464843397
ACH-000876,-1.80915054479
ACH-000878,-1.19948299686
ACH-000880,-1.4869327425499999
ACH-000881,-1.3320500372
ACH-000882,-1.2568933856
ACH-000884,-1.12831883332
ACH-000885,-1.4103336202799999
ACH-000887,-1.18897779996
ACH-000888,-1.16388278411
ACH-000889,-1.57371195591
ACH-000890,-0.9945699982389999
ACH-000896,-1.28522750804
ACH-000898,-1.43615933187
ACH-000900,-1.4699799931400002
ACH-000901,-1.16533824017
ACH-000905,-1.24862833041
ACH-000906,-1.3525960739200003
ACH-000907,-1.2480334786299998
ACH-000910,-1.11550184418
ACH-000911,-1.25990395857
ACH-000912,-1.4448229979299998
ACH-000913,-1.2833494807799999
ACH-000915,-1.25031446357
ACH-000916,-1.13291089025
ACH-000917,-1.3330278099600001
ACH-000921,-1.26143020092
ACH-000924,-1.23297261595
ACH-000926,-0.956634773937
ACH-000928,-1.41822969127
ACH-000929,-1.3917702195
ACH-000932,-1.36448957033
ACH-000935,-1.13904186941
ACH-000936,-1.29688746316
ACH-000937,-1.37238909759
ACH-000938,-1.31136004629
ACH-000939,-1.599053866
ACH-000941,-1.95430996771
ACH-000943,-1.22023270139
ACH-000946,-1.42268844662
ACH-000947,-1.4306648291400001
ACH-000948,-1.2683193805
ACH-000950,-1.05535047156
ACH-000953,-1.15337732888
ACH-000957,-1.3478833431600001
ACH-000958,-1.09467939675
ACH-000960,-1.4409710776499998
ACH-000963,-1.0609643041799999
ACH-000968,-1.2397028546700002
ACH-000969,-1.34231899095
ACH-000973,-1.14726386213
ACH-000974,-1.1959413272200001
ACH-000975,-1.63661971917
ACH-000976,-1.1927312432
ACH-000978,-0.867860167019
ACH-000980,-1.01012205658
ACH-000984,-1.3869970769600002
ACH-000986,-1.26165247115
ACH-000988,-1.20989782721
ACH-000993,-0.974518826192
ACH-000994,-1.76960816306
ACH-000996,-1.42305549227
ACH-001001,-1.3974787695700002
ACH-001020,-1.39749289506
ACH-001028,-1.33864445011
ACH-001031,-1.4027180808700002
ACH-001038,-1.1785009999200002
ACH-001048,-1.4886225905300001
ACH-001050,-1.28139129396
ACH-001053,-1.3254723247600002
ACH-001054,-1.3680201774
ACH-001061,-1.1964493381
ACH-001067,-1.42988364414
ACH-001075,-1.0414991521899999
ACH-001096,-1.3257253368000002
ACH-001128,-1.4323746330899998
ACH-001134,-1.72800717258
ACH-001151,-1.43679076996
ACH-001163,-1.50503056006
ACH-001164,-1.1439754637100001
ACH-001173,-1.39399357699
ACH-001183,-1.46420985134
ACH-001184,-1.4460319372900001
ACH-001190,-1.2976120440999999
ACH-001192,-1.30244609619
ACH-001193,-1.34954184054
ACH-001196,-1.0445065892799998
ACH-001197,-1.4672067806
ACH-001205,-1.3138055108600002
ACH-001211,-1.3598421921500001
ACH-001212,-1.63521643915
ACH-001228,-1.3010439292799998
ACH-001232,-0.91799390043
ACH-001239,-1.47135954377
ACH-001274,-1.6259564471099999
ACH-001275,-1.3866988007700003
ACH-001277,-1.06514008832
ACH-001278,-1.3651115181
ACH-001280,-1.6910563399399998
ACH-001283,-1.05800830537
ACH-001289,-1.3172278047700001
ACH-001295,-1.47641242227
ACH-001300,-1.12241295073
ACH-001301,-1.37521433253
ACH-001302,-1.4188431018799998
ACH-001303,-1.57455612102
ACH-001306,-1.5975298654499999
ACH-001318,-1.1168979413
ACH-001322,-0.973619408474
ACH-001328,-1.32650942606
ACH-001332,-1.4971410259
ACH-001333,-1.25565292166
ACH-001336,-1.42357084255
ACH-001340,-1.13442204604
ACH-001346,-1.4278060671000001
ACH-001353,-1.1578325919399999
ACH-001354,-1.3832309431099998
ACH-001367,-1.23807036082
ACH-001368,-1.37244900342
ACH-001374,-1.32266103901
ACH-001375,-1.26598167134
ACH-001377,-1.23669608431
ACH-001380,-1.32253991431
ACH-001391,-1.33761563484
ACH-001407,-1.60811344583
ACH-001408,-1.21387428499
ACH-001413,-1.32645687904
ACH-001430,-1.29775010779
ACH-001431,-1.20500187811
ACH-001450,-1.05745419282
ACH-001496,-1.41664681933
ACH-001500,-1.05537941398
ACH-001521,-1.3632871816
ACH-001523,-1.04994572266
ACH-001532,-1.4834577521799999
ACH-001536,-1.35924050109
ACH-001550,-1.2943903008
ACH-001552,-1.4136704498600001
ACH-001554,-1.38590117439
ACH-001645,-1.1732438101
ACH-001654,-1.33665246269
ACH-001715,-1.24871070111
ACH-001735,-1.28451689186
ACH-001736,-1.2720771052
ACH-001737,-1.94355762402
ACH-001740,-1.27693229131
ACH-001745,-1.34889402395
ACH-001750,-1.4287956696200002
ACH-001765,-1.5265343121200001
ACH-001956,-1.28561431405
ACH-001957,-1.2410249701
