,IQCE (23288)
ACH-000004,-0.188813906149
ACH-000007,-0.312126660897
ACH-000009,-0.22964581130199999
ACH-000011,-0.0901661976134
ACH-000012,-0.174115703847
ACH-000013,-0.182742091331
ACH-000014,-0.364721314909
ACH-000015,-0.24585471302700002
ACH-000017,-0.26449045645999997
ACH-000018,-0.211906141875
ACH-000019,-0.108742312203
ACH-000021,-0.160929191172
ACH-000022,-0.34674729427400003
ACH-000025,-0.239999114404
ACH-000028,-0.0807371664703
ACH-000030,-0.11953889640200001
ACH-000035,-0.101598101424
ACH-000036,-0.334010329055
ACH-000037,-0.122584468296
ACH-000039,-0.208301973193
ACH-000040,-0.34050665173699995
ACH-000041,0.035059279483800006
ACH-000042,-0.354377622522
ACH-000045,-0.24752715553399998
ACH-000047,-0.38022138195
ACH-000052,-0.0524124100105
ACH-000053,-0.197513843466
ACH-000054,-0.278919248375
ACH-000055,-0.11765553659499998
ACH-000060,-0.32168803141999996
ACH-000067,-0.263240202309
ACH-000070,-0.23769482536400002
ACH-000075,-0.12838049274
ACH-000078,-0.13438124789300002
ACH-000082,-0.43608933860699994
ACH-000085,-0.33595557181100005
ACH-000086,0.106134755297
ACH-000087,-0.147140108816
ACH-000092,-0.39546859640199994
ACH-000095,-0.275422298143
ACH-000097,-0.241889879471
ACH-000098,-0.232853983248
ACH-000099,-0.321464085633
ACH-000108,-0.322339189758
ACH-000113,-0.149095921475
ACH-000115,-0.155143197997
ACH-000116,0.0014989040019899999
ACH-000118,-0.144522524421
ACH-000120,-0.378610069502
ACH-000123,-0.0953594813701
ACH-000127,-0.08078596264339999
ACH-000128,-0.45892662207400003
ACH-000132,-0.341067399887
ACH-000133,-0.276265897722
ACH-000137,-0.10276487829099999
ACH-000138,-0.218617579841
ACH-000142,-0.31217053216400004
ACH-000143,-0.328554547754
ACH-000146,-0.109644530605
ACH-000148,-0.152028276473
ACH-000150,-0.149555599769
ACH-000152,-0.24907528561
ACH-000153,-0.015470469318600001
ACH-000159,-0.186842191961
ACH-000160,-0.207949196728
ACH-000163,-0.218097797115
ACH-000167,-0.46440375615099994
ACH-000168,-0.32690914384799996
ACH-000169,-0.38716068479099996
ACH-000178,-0.144979408849
ACH-000182,-0.16915765845199998
ACH-000183,-0.1599611501
ACH-000188,-0.0238675596693
ACH-000189,-0.16967852785999998
ACH-000190,-0.49874615322099997
ACH-000198,-0.32619119576
ACH-000204,0.0766023696326
ACH-000206,-0.048123291078300004
ACH-000207,-0.123884106227
ACH-000211,-0.12339694302200001
ACH-000215,-0.19310338455499998
ACH-000221,-0.173121425332
ACH-000222,-0.300147367088
ACH-000223,-0.18132695745900002
ACH-000226,-0.027859998325999998
ACH-000227,-0.30247946503600004
ACH-000228,0.0176945724022
ACH-000231,-0.126536471103
ACH-000232,-0.22773971753000002
ACH-000233,-0.08039901089089999
ACH-000234,-0.17035074648200002
ACH-000235,-0.19754495869600003
ACH-000237,-0.250860836469
ACH-000238,-0.198817554079
ACH-000243,-0.0929695919159
ACH-000244,-0.620638122
ACH-000246,-0.394511346124
ACH-000248,-0.131843062962
ACH-000250,-0.22465907412799999
ACH-000251,-0.148967405714
ACH-000253,-0.150063423289
ACH-000255,-0.143260626893
ACH-000256,-0.218683713648
ACH-000257,-0.311973055812
ACH-000258,0.0307833980878
ACH-000259,-0.283482003565
ACH-000260,-0.0882235173067
ACH-000261,-0.206444587157
ACH-000262,-0.30418562706
ACH-000263,-0.345699058789
ACH-000264,-0.236903393634
ACH-000265,-0.073561823812
ACH-000266,-0.34670056386
ACH-000272,-0.0647299617694
ACH-000273,-0.378070005664
ACH-000274,-0.292143647513
ACH-000277,-0.18515993395599997
ACH-000278,-0.302789932784
ACH-000279,-0.24638888012899998
ACH-000280,-0.108762972158
ACH-000281,-0.437389724938
ACH-000288,-0.247341466751
ACH-000291,-0.31858350996
ACH-000293,-0.0710329004394
ACH-000294,-0.152322003392
ACH-000295,-0.07817148471789999
ACH-000296,0.0785576118024
