,HIGD1B (51751)
ACH-000004,0.050970620416800005
ACH-000007,-0.011914922709600002
ACH-000009,-0.011913268494799999
ACH-000011,-0.258233385891
ACH-000012,-0.154413076518
ACH-000013,-0.11130060189000002
ACH-000014,0.0635350804852
ACH-000015,0.009221280239149999
ACH-000017,-0.0588019309621
ACH-000018,-0.10276524707000001
ACH-000019,-0.014225604005400001
ACH-000021,0.0915095885462
ACH-000022,-0.156692132612
ACH-000025,-0.151242206079
ACH-000028,-0.10894270483599999
ACH-000030,-0.145487566693
ACH-000035,-0.0566442010566
ACH-000036,-0.125593625524
ACH-000037,0.0246427148053
ACH-000039,-0.266885730964
ACH-000040,-0.192588799178
ACH-000041,-0.117643130706
ACH-000042,0.125517017115
ACH-000045,-0.250497669729
ACH-000047,-0.144346253212
ACH-000052,-0.09480380828360001
ACH-000053,-0.0102493242563
ACH-000054,0.025749753862
ACH-000055,-0.0805657634286
ACH-000060,-0.169052608823
ACH-000067,-0.0944798258254
ACH-000070,0.0121468360155
ACH-000075,0.0316216022106
ACH-000078,-0.23697354484900002
ACH-000082,-0.0795580866585
ACH-000085,-0.304067460243
ACH-000086,0.069323237685
ACH-000087,0.116857418505
ACH-000092,-0.0464097074699
ACH-000095,-0.09097483564379999
ACH-000097,-0.166962849706
ACH-000098,0.017873352090200002
ACH-000099,0.10886372677000002
ACH-000108,0.0594124682241
ACH-000113,-0.0300834551669
ACH-000115,0.041003485803
ACH-000116,-0.124814468522
ACH-000118,0.0280990842512
ACH-000120,-0.0421345338677
ACH-000123,-0.007080680189
ACH-000127,0.114716650204
ACH-000128,-0.0560251234302
ACH-000132,-0.113410284724
ACH-000133,0.00438265041694
ACH-000137,-0.06642262153760001
ACH-000138,0.0615050526315
ACH-000142,-0.179809692134
ACH-000143,-0.088868458375
ACH-000146,0.0363392970071
ACH-000148,-0.039945371931800006
ACH-000150,-0.0358173700318
ACH-000152,-0.113753803633
ACH-000153,-0.0168645396448
ACH-000159,-0.210175480588
ACH-000160,-0.144501628985
ACH-000163,-0.124923004177
ACH-000167,0.0030464285177199996
ACH-000168,0.09966060588310001
ACH-000169,-0.08822142403169998
ACH-000178,-0.107274000178
ACH-000182,0.0477972160888
ACH-000183,-0.025181174506099996
ACH-000188,-0.0663797696237
ACH-000189,-0.017931644963700002
ACH-000190,0.0926422077983
ACH-000198,-0.0435206317227
ACH-000204,0.04759418719959999
ACH-000206,-0.17535572569699998
ACH-000207,-0.0694580052123
ACH-000211,-0.0806053017232
ACH-000215,-0.102232142734
ACH-000221,-0.14673271744799998
ACH-000222,0.0463324658483
ACH-000223,-0.0317487171306
ACH-000226,-0.108064915883
ACH-000227,-0.30909634594
ACH-000228,-0.029540071634200003
ACH-000231,0.0405761678821
ACH-000232,0.016652887345100002
ACH-000233,0.0619424257969
ACH-000234,-0.156081932671
ACH-000235,-0.140633756739
ACH-000237,-8.42030193674e-05
ACH-000238,-0.103469109164
ACH-000243,-0.029425579556299996
ACH-000244,-0.0322107865717
ACH-000246,-0.07274975510960001
ACH-000248,-0.15283042331
ACH-000250,-0.21429920789999998
ACH-000251,-0.21320604470600002
ACH-000253,0.000603093949644
ACH-000255,-0.37211085365900004
ACH-000256,-0.11099930693499999
ACH-000257,0.259842648118
ACH-000258,0.05979941164969999
ACH-000259,0.0284180030243
ACH-000260,-0.04831505101419999
ACH-000261,-0.07390030800639999
ACH-000262,0.0235790804295
ACH-000263,-0.22028627110500001
ACH-000264,-0.0120668712907
ACH-000265,-0.07328694023360001
ACH-000266,-0.0481943293576
ACH-000272,-0.12278705581800001
ACH-000273,-0.060061523088100005
ACH-000274,-0.15018335765000002
ACH-000277,-0.10734082516000001
ACH-000278,-0.0282974099316
ACH-000279,0.0851939223911
ACH-000280,-0.0773116801245
ACH-000281,0.126639311566
ACH-000288,-0.135026575961
ACH-000291,-0.152527347569
ACH-000293,-0.232647511735
ACH-000294,0.0948936178841
ACH-000295,-0.158091012957
ACH-000296,0.033213800411
ACH-000302,-0.135469195477
ACH-000304,-0.210553367394
ACH-000307,-0.0245173751219
ACH-000308,-0.116848654242
ACH-000310,0.196875937803
ACH-000311,-0.102588986963
ACH-000312,-0.0239993442184
ACH-000315,-0.0187570202308
ACH-000316,-0.12162112535
ACH-000317,0.0982689188535
ACH-000318,-0.151322937527
ACH-000319,-0.0720873342777
ACH-000320,0.022949165778299998
ACH-000322,0.06964402035610001
ACH-000323,0.131339596644
ACH-000324,-0.18816789852200003
ACH-000329,-0.034933454828800004
ACH-000330,-0.0375653781583
ACH-000331,-0.101467862959
ACH-000332,-0.0709880238643
ACH-000334,-0.166950341992
ACH-000335,-0.0719695830941
ACH-000336,-0.186631191479
ACH-000337,-0.0960388714263
ACH-000339,-0.147781243858
ACH-000341,-0.0275175122009
ACH-000348,0.0478535042829
ACH-000350,-0.172814236307
ACH-000352,-0.103185372603
ACH-000356,-0.26652439419
ACH-000361,-0.0166152392126
ACH-000362,0.0646101752808
ACH-000363,-0.0138422919144
ACH-000364,0.0012329607073199998
ACH-000365,0.056840904995999995
ACH-000366,-0.07661858545589999
ACH-000368,-0.142009227129
ACH-000374,-0.110631421449
ACH-000375,0.0663258226079
ACH-000376,0.030559927656400004
ACH-000381,0.165443774657
ACH-000383,-0.0884069553528
ACH-000387,-0.0375240612514
ACH-000389,-0.21825639965100002
ACH-000390,-0.250125371333
ACH-000393,-0.229832151261
ACH-000395,-0.156878921864
ACH-000397,-0.21114064407900002
ACH-000401,-0.0453875628237
ACH-000402,0.127390605572
ACH-000403,-0.0578093025088
ACH-000404,0.0344954605354
ACH-000406,-0.04253227782880001
ACH-000407,-0.0820721658735
ACH-000408,-0.009618686665620001
ACH-000410,0.0276227924089
ACH-000411,0.0368660768945
ACH-000414,-0.0302836436963
ACH-000415,-0.263230879787
ACH-000416,-0.130182516683
ACH-000420,-0.335232573026
ACH-000421,-0.0936552129888
ACH-000424,0.0214010915815
ACH-000425,-0.088219169147
ACH-000426,-0.24461534951699998
ACH-000427,-0.09951292353749999
ACH-000433,-0.32546028904
ACH-000436,-0.032277842781500005
ACH-000444,0.025292681625799996
ACH-000445,-0.022724666851499997
ACH-000448,-0.163732053844
ACH-000450,0.0438059265522
ACH-000452,-0.056094324485099996
ACH-000454,-0.0766552723577
ACH-000458,-0.223809853215
ACH-000459,0.0598690350957
ACH-000460,-0.0548444333708
ACH-000461,-0.0745991026646
ACH-000463,0.0180832428979
ACH-000464,-0.042397321396000005
ACH-000466,-0.0593711401949
ACH-000467,-0.0141315993616
ACH-000468,-0.217587165739
ACH-000469,-0.028297917538799996
ACH-000470,-0.039291249432699994
ACH-000471,-0.0435304553422
ACH-000472,-0.058340639996400004
ACH-000473,0.0715780824919
ACH-000475,-0.0461859031037
ACH-000476,-0.0685778503878
ACH-000477,-0.15628096839199998
ACH-000480,0.0057638959735299995
ACH-000481,-0.147868744656
ACH-000483,-0.12426624702500001
ACH-000484,-0.122927561468
ACH-000485,0.0358642373745
ACH-000486,-0.13292928932700002
ACH-000487,-0.060944513576199996
ACH-000488,-0.110725778397
ACH-000490,-0.10872177028300001
ACH-000491,-0.13379684286
ACH-000495,0.195419194729
ACH-000496,-0.14502503404
ACH-000499,0.0647214791993
ACH-000500,0.0911917056881
ACH-000502,-0.0758351295986
ACH-000503,0.135757453984
ACH-000505,-0.0345048500624
ACH-000507,-0.28158826154100003
ACH-000510,0.00754294027947
ACH-000511,-0.024184476052299998
ACH-000512,0.0313614488341
ACH-000516,-0.17842035342999998
ACH-000517,-0.170588091583
ACH-000518,-0.121321686688
ACH-000520,-0.0947979421637
ACH-000521,-0.128991407748
ACH-000522,-0.0666370736406
ACH-000524,-0.15820663283
