,PNMAL2 (57469)
ACH-000004,-0.07809193051760001
ACH-000007,0.027377505961700004
ACH-000009,0.0537288246433
ACH-000011,0.198782987255
ACH-000012,-0.0376400705544
ACH-000013,-0.216734500282
ACH-000014,0.08075538679760001
ACH-000015,-0.0805821210277
ACH-000017,0.08426368043929999
ACH-000018,0.0463311333235
ACH-000019,-0.00011889231774700002
ACH-000021,0.0340391049181
ACH-000022,-0.00123812424591
ACH-000025,0.184592855378
ACH-000028,0.0190484404785
ACH-000030,-0.128968522016
ACH-000035,0.021108187123500002
ACH-000036,0.13101184158600002
ACH-000037,-0.184663023427
ACH-000039,0.17407814422600001
ACH-000040,-0.0386962990768
ACH-000041,0.21382955916
ACH-000042,0.0791352114133
ACH-000045,-0.0732936727032
ACH-000047,-0.0841281399065
ACH-000052,-0.0609120675925
ACH-000053,-0.24328344739399999
ACH-000054,-0.034319366360000006
ACH-000055,-0.150251333396
ACH-000060,0.258403876527
ACH-000067,0.0724503133997
ACH-000070,0.0862087666592
ACH-000075,-0.0206771466494
ACH-000078,0.0394297181028
ACH-000082,-0.07425707004769999
ACH-000085,0.0940956261574
ACH-000086,0.042929090372
ACH-000087,0.020277285677900003
ACH-000092,0.0016620658652400002
ACH-000095,0.0234875088729
ACH-000097,0.019096426771
ACH-000098,-0.130089210234
ACH-000099,0.07287748456939999
ACH-000108,0.019844894648700002
ACH-000113,0.17904536887800002
ACH-000115,-0.216673054379
ACH-000116,0.0967668435352
ACH-000118,0.0940717924022
ACH-000120,-0.0019837683928900004
ACH-000123,-0.051945242248
ACH-000127,0.0657950039242
ACH-000128,0.189167278245
ACH-000132,0.11867458255300001
ACH-000133,-0.0683589444882
ACH-000137,-0.283116962159
ACH-000138,0.08616655988819999
ACH-000142,0.0117826703794
ACH-000143,0.0202583415009
ACH-000146,-0.00654674379065
ACH-000148,0.143365102333
ACH-000150,0.08664863751679999
ACH-000152,0.038890131189999996
ACH-000153,-0.0545986565598
ACH-000159,-0.00694065510871
ACH-000160,0.0122656146921
ACH-000163,0.14325949187
ACH-000167,0.0375768029391
ACH-000168,-0.0761028014316
ACH-000169,0.0613283166933
ACH-000178,0.10227091460200001
ACH-000182,-0.0262834853032
ACH-000183,-0.04553488730280001
ACH-000188,-0.0444059961572
ACH-000189,0.224554304977
ACH-000190,-0.0306340298444
ACH-000198,-0.0053182749568699995
ACH-000204,-0.182883025437
ACH-000206,-0.184674385754
ACH-000207,0.207029974082
ACH-000211,0.0234511081368
ACH-000215,-0.0101284035314
ACH-000221,-0.32956971328699997
ACH-000222,0.18232880274
ACH-000223,0.210599079306
ACH-000226,0.066027028643
ACH-000227,0.314828187251
ACH-000228,-0.00210637039658
ACH-000231,0.0576238980411
ACH-000232,0.22023629647
ACH-000233,-0.0015469724547699998
ACH-000234,-0.0224126330233
ACH-000235,0.024099853875700003
ACH-000237,-0.113896997534
ACH-000238,0.0459188370642
ACH-000243,0.109969903364
ACH-000244,-0.09113257634500001
ACH-000246,0.00196031751768
ACH-000248,0.111572865454
ACH-000250,0.00504228233279
ACH-000251,0.159320396877
ACH-000253,-0.10445053767899999
ACH-000255,-0.011221599644
ACH-000256,-0.0247435811958
ACH-000257,-0.020247485055900002
ACH-000258,0.17097271934900002
ACH-000259,0.0622853954683
ACH-000260,0.0331851168432
ACH-000261,-0.036238501348199996
ACH-000262,0.08548939211449999
ACH-000263,-0.18735843573
ACH-000264,0.19934657004999998
ACH-000265,0.0876697577787
ACH-000266,0.0390027065994
ACH-000272,0.0235960217822
ACH-000273,-0.0597054511674
ACH-000274,0.0660205698944
