,GUCA1B (2979)
ACH-000004,-0.0942688202452
ACH-000007,0.026320953418099997
ACH-000009,0.100471716602
ACH-000011,0.05233036164319999
ACH-000012,0.10933254786299999
ACH-000013,0.0823234016797
ACH-000014,-0.0537487146635
ACH-000015,0.216000264563
ACH-000017,0.00566064281007
ACH-000018,0.14218008825200001
ACH-000019,-0.0229479500013
ACH-000021,0.18632363147
ACH-000022,-0.070578161182
ACH-000025,0.0735366706563
ACH-000028,0.228396056553
ACH-000030,0.07653705854460001
ACH-000035,0.146259482709
ACH-000036,0.154652398762
ACH-000037,0.13912607515699998
ACH-000039,0.06323509413549999
ACH-000040,0.0745619019216
ACH-000041,0.0020689031658
ACH-000042,0.0718853870202
ACH-000045,0.00503256703875
ACH-000047,0.08034726186539999
ACH-000052,0.0693613159167
ACH-000053,0.0371470733611
ACH-000054,0.200853438193
ACH-000055,0.260697515087
ACH-000060,0.0226917998954
ACH-000067,0.131104849178
ACH-000070,0.18362825665399998
ACH-000075,0.0449646361865
ACH-000078,0.0863426284912
ACH-000082,0.07966911065719999
ACH-000085,0.342025286452
ACH-000086,-0.0218258273338
ACH-000087,0.169306536415
ACH-000092,0.141951843448
ACH-000095,0.152498865582
ACH-000097,-0.0073508548394
ACH-000098,-0.00315190968654
ACH-000099,0.163407482426
ACH-000108,0.156043604045
ACH-000113,0.243266806805
ACH-000115,0.132873909338
ACH-000116,0.04631183125030001
ACH-000118,0.11802604659600001
ACH-000120,0.09995650858930001
ACH-000123,0.0457686254189
ACH-000127,0.0721612845169
ACH-000128,0.0311007089109
ACH-000132,-0.00206058418543
ACH-000133,0.0756115025708
ACH-000137,0.0650166473477
ACH-000138,0.20065284033300002
ACH-000142,-0.058996528547
ACH-000143,0.124561140139
ACH-000146,0.12188320092800001
ACH-000148,0.04592108832
ACH-000150,0.0461850529414
ACH-000152,0.161118220084
ACH-000153,0.12050053805199999
ACH-000159,-0.07484638856169999
ACH-000160,0.186245272505
ACH-000163,0.0422755078582
ACH-000167,-0.0154966373961
ACH-000168,-0.0184715109938
ACH-000169,0.0533728771571
ACH-000178,0.025121002337599996
ACH-000182,0.256944716642
ACH-000183,0.152039935078
ACH-000188,0.08514624968119999
ACH-000189,0.06868295634669999
ACH-000190,0.158915181922
ACH-000198,-0.0570725340954
ACH-000204,-0.08413257325719999
ACH-000206,0.119578813124
ACH-000207,-0.0240307954759
ACH-000211,0.15385515678
ACH-000215,0.0769512400008
ACH-000221,0.160349369633
ACH-000222,0.08726218585619999
ACH-000223,-0.0451007688703
ACH-000226,0.172428802398
ACH-000227,0.0374166108938
ACH-000228,0.160394237788
ACH-000231,0.10266495185499999
ACH-000232,0.257484050113
ACH-000233,0.16400866773
ACH-000234,-0.0033633262622600004
ACH-000235,0.11617561665899999
ACH-000237,0.169898666483
ACH-000238,0.154657956733
ACH-000243,0.147899334893
ACH-000244,0.147723185034
ACH-000246,0.0440750133799
ACH-000248,-0.127231717581
ACH-000250,-0.09245857924180001
ACH-000251,0.137077292153
ACH-000253,0.09441399795389999
ACH-000255,0.113710529737
ACH-000256,0.203258019822
ACH-000257,0.0334941598096
ACH-000258,0.436746216084
ACH-000259,0.0658232465034
ACH-000260,0.0537510872459
ACH-000261,0.178837275216
ACH-000262,-0.0410944685199
ACH-000263,0.0595735173965
ACH-000264,-0.0484438655834
ACH-000265,0.166317560631
ACH-000266,0.11410995303200001
ACH-000272,0.24339554077599998
ACH-000273,0.019111716328400002
ACH-000274,0.22635101952
ACH-000277,-0.039077987122
ACH-000278,0.31380303361
ACH-000279,0.0205671035402
ACH-000280,0.0665710765799
ACH-000281,0.12593073378699998
ACH-000288,0.037923499083199995
ACH-000291,-0.00290813229533
ACH-000293,0.173297188812
ACH-000294,0.157686895842
ACH-000295,0.0840475617206
ACH-000296,0.46754092663900004
ACH-000302,0.0299602885495
ACH-000304,0.0017047278437100002
ACH-000307,-0.0181689111102
ACH-000308,0.1333726607
ACH-000310,0.17797375389800002
ACH-000311,0.10814754879
ACH-000312,0.135268099264
ACH-000315,0.23577737361499998
ACH-000316,0.0461465138217
ACH-000317,0.10060891219200001
ACH-000318,-0.12022082721699999
ACH-000319,0.203485730344
ACH-000320,0.360528350521
ACH-000322,-0.07397445449510001
ACH-000323,0.5179560380120001
ACH-000324,0.00898246006142
ACH-000329,0.202981493768
ACH-000330,0.19531757171300002
ACH-000331,0.0869836341598
