,EIF3E (3646)
ACH-000466,-1.3424220707700003
ACH-000467,-1.4905701791100001
ACH-000468,-1.1802924213400001
ACH-000469,-1.5216132757799998
ACH-000470,-1.29158346562
ACH-000471,-1.2447134421400001
ACH-000472,-1.45588788417
ACH-000473,-1.22137693186
ACH-000475,-1.27134267227
ACH-000476,-1.10380226788
ACH-000477,-2.2814328717
ACH-000480,-1.24124583074
ACH-000481,-1.44778262639
ACH-000483,-1.36649215428
ACH-000484,-1.6017311988799998
ACH-000485,-1.39939128885
ACH-000486,-1.30346340811
ACH-000487,-1.4280966476299999
ACH-000488,-0.993143624311
ACH-000490,-1.35786773444
ACH-000491,-1.57705702518
ACH-000495,-1.37770438733
ACH-000496,-1.48990210313
ACH-000499,-1.3716538355399999
ACH-000500,-1.6082149995100001
ACH-000502,-1.5858900370200002
ACH-000503,-1.18746080389
ACH-000505,-1.7151755453100002
ACH-000507,-1.2726180848100002
ACH-000510,-1.47233572846
ACH-000511,-1.41808643417
ACH-000512,-1.4931100299000002
ACH-000516,-1.1148285381899998
ACH-000517,-1.50245198868
ACH-000518,-1.19985326483
ACH-000520,-1.1837388931100001
ACH-000521,-1.2057301642
ACH-000522,-1.2175025094399998
ACH-000524,-1.41680288002
ACH-000527,-1.22476285081
ACH-000528,-1.4051467671000002
ACH-000537,-1.20243640002
ACH-000541,-0.9067722999079999
ACH-000542,-1.22945169792
ACH-000544,-1.29996920677
ACH-000545,-1.17597617975
ACH-000547,-1.46880360393
ACH-000548,-1.3561990696700001
ACH-000549,-1.2915272479000002
ACH-000550,-1.68312171615
ACH-000552,-1.5167847159099999
ACH-000556,-1.5384700572499999
ACH-000557,-1.43188652887
ACH-000570,-1.52228845481
ACH-000571,-1.55204529682
ACH-000573,-1.39249034161
ACH-000576,-1.4394783640399997
ACH-000580,-1.36639805118
ACH-000584,-1.22284391594
ACH-000585,-0.8281636618989999
ACH-000588,-1.37883290274
ACH-000589,-1.30348452751
ACH-000591,-1.58774334762
ACH-000593,-1.22686332162
ACH-000600,-1.62447863109
ACH-000601,-1.40405807868
ACH-000604,-0.944717472067
ACH-000605,-1.27627350162
ACH-000606,-1.25435475436
ACH-000608,-2.18656401436
ACH-000614,-1.6849567885299999
ACH-000616,-1.0530060327700002
ACH-000618,-1.22469096016
ACH-000619,-1.27435394848
ACH-000620,-1.18935636881
ACH-000621,-1.01739108389
ACH-000622,-2.25704801206
ACH-000623,-1.5041725849
ACH-000624,-1.1987338716
ACH-000627,-1.4814814015
ACH-000630,-1.45521206595
ACH-000632,-1.49905240286
ACH-000633,-1.6870635087299999
ACH-000637,-1.30580901078
ACH-000638,-1.3023296725700002
ACH-000646,-1.6572963790900002
ACH-000647,-1.35133177833
ACH-000648,-1.27102969642
ACH-000649,-1.30569518345
ACH-000651,-1.3070455002299999
ACH-000652,-1.32704078829
ACH-000653,-1.3693719037399998
ACH-000657,-1.4208724337099998
ACH-000658,-1.21796837436
ACH-000661,-1.8821407370599996
ACH-000662,-1.66174334695
ACH-000663,-1.54326523541
ACH-000665,-1.2431418128
ACH-000671,-1.65243580079
ACH-000673,-1.42254351956
ACH-000676,-1.5262675102599998
ACH-000677,-1.43798279282
ACH-000681,-1.56142660752
ACH-000682,-1.43681398239
ACH-000683,-1.36959408622
ACH-000684,-1.52927154254
ACH-000688,-1.5691156259299999
ACH-000693,-1.22969235877
ACH-000694,-1.3384238554899999
ACH-000695,-1.5162066074200002
ACH-000696,-1.16732368061
ACH-000697,-1.23617771208
ACH-000699,-1.10537927974
ACH-000701,-1.36347466301
ACH-000706,-1.5638163543999999
ACH-000711,-1.26707675797
ACH-000713,-1.0937566646999999
ACH-000714,-1.2341038063299998
ACH-000718,-1.08911424425
ACH-000720,-1.3781905301
ACH-000721,-1.0174841342899998
ACH-000724,-1.38067339905
ACH-000725,-0.800180101116
ACH-000732,-1.12519207339
ACH-000734,-1.46114600757
ACH-000735,-1.0900711518000001
ACH-000736,-1.17725126279
ACH-000738,-1.11031889574
ACH-000746,-1.54272670863
ACH-000747,-1.28512301948
ACH-000748,-1.57567139818
ACH-000753,-1.35637087345
ACH-000756,-1.00005206752
ACH-000757,-1.45535535595
ACH-000758,-1.11312411841
ACH-000760,-1.48784499
ACH-000763,-1.7563795512599998
ACH-000764,-1.1222695686
ACH-000765,-1.35631671482
ACH-000766,-1.22461986829
ACH-000767,-1.29650263576
ACH-000768,-1.3967054508
ACH-000769,-1.3519566333700002
ACH-000770,-1.6794686009200002
ACH-000771,-1.32619787516
ACH-000773,-1.42750860394
ACH-000776,-1.18824424729
ACH-000777,-1.24269933859
ACH-000778,-1.21764062639
ACH-000781,-1.4660948362600001
ACH-000782,-1.18284230469
ACH-000783,-1.43135134699
ACH-000784,-1.6928986831200001
ACH-000785,-1.41716972841
ACH-000787,-1.37440266997
ACH-000788,-1.18515608698
ACH-000791,-1.5776693243000002
ACH-000792,-1.10140246479
ACH-000794,-1.30146161047
ACH-000796,-1.14105540403
ACH-000799,-1.10485313877
ACH-000800,-1.12246168254
ACH-000802,-1.39200158628
ACH-000804,-1.31153655673
ACH-000805,-1.57540602311
ACH-000809,-1.23041264889
ACH-000810,-1.8426130946500001
ACH-000811,-1.25265755177
ACH-000817,-1.19158757719
ACH-000819,-1.24799526241
ACH-000820,-1.0932804922600001
ACH-000821,-1.6902181107799998
ACH-000822,-1.8950322639700001
ACH-000823,-1.18286954145
ACH-000824,-1.6081167005500001
ACH-000827,-1.1645322713500001
ACH-000829,-1.71131395414
ACH-000831,-1.2870124625700001
ACH-000832,-1.21379039709
ACH-000833,-1.7517634416499999
ACH-000834,-1.33831169211
ACH-000835,-1.51713422766
ACH-000836,-1.7475677019
ACH-000837,-1.28392735332
ACH-000838,-1.5999702477899997
ACH-000839,-1.40198357974
ACH-000840,-1.3971317829899998
ACH-000841,-1.21968644443
ACH-000843,-1.5480544500600002
ACH-000846,-1.1389793079000001
ACH-000847,-1.11678001035
ACH-000848,-1.42468091926
ACH-000849,-1.48451545117
ACH-000851,-1.26010106207
ACH-000855,-1.63128748333
ACH-000856,-1.4711324088100002
ACH-000858,-1.22423570768
ACH-000859,-1.0592769886799998
ACH-000861,-1.37637235
ACH-000862,-1.3665691644
ACH-000865,-1.38861217053
ACH-000866,-1.3764622281299999
ACH-000867,-1.728103516
ACH-000869,-0.9820519737019999
ACH-000872,-1.20856258857
ACH-000873,-1.19838660501
ACH-000876,-1.78918123307
ACH-000878,-1.10782194302
ACH-000880,-1.38065544949
ACH-000881,-1.5681622768399999
ACH-000882,-1.5104412010600001
ACH-000884,-1.34057709715
ACH-000885,-1.62861717352
ACH-000887,-1.28351166687
ACH-000888,-1.06634889061
ACH-000889,-1.40680058826
ACH-000890,-1.7130618636300001
ACH-000896,-1.22484904491
ACH-000898,-1.25461018691
ACH-000900,-1.30716658108
ACH-000901,-0.836048791581
ACH-000905,-1.33212208261
ACH-000906,-1.2696400433200001
ACH-000907,-1.74746570067
ACH-000910,-1.4720009794799997
ACH-000911,-1.02981256578
ACH-000912,-1.37130447614
ACH-000913,-1.43630580109
ACH-000915,-1.06888094568
ACH-000916,-1.4613765479700003
ACH-000917,-1.2770420538200002
ACH-000921,-1.54220201132
ACH-000924,-1.40441611072
ACH-000926,-1.65960424084
ACH-000928,-1.25607557374
ACH-000929,-1.1977056584899999
ACH-000932,-1.51330107216
ACH-000935,-1.87140221474
ACH-000936,-1.18585738732
ACH-000937,-1.3579273815000001
ACH-000938,-1.4307311439
ACH-000939,-1.47937347393
ACH-000941,-1.64925823681
ACH-000943,-1.36459435352
ACH-000946,-1.30325206269
ACH-000947,-1.3970216564700002
ACH-000948,-1.4233535904799999
ACH-000950,-1.74310739557
ACH-000953,-1.32917341111
ACH-000957,-1.5154904995299998
ACH-000958,-1.3267631319600002
ACH-000960,-1.56712984266
ACH-000963,-1.31096630419
ACH-000968,-1.5315168987
ACH-000969,-1.4549919115799999
ACH-000973,-1.2632589626700002
ACH-000974,-1.4489309838799997
ACH-000975,-1.10932828264
ACH-000976,-1.2319291915700001
ACH-000978,-1.15445727359
ACH-000980,-1.24438352055
ACH-000984,-1.34296155694
ACH-000986,-1.34575069708
ACH-000988,-1.72759571936
ACH-000993,-1.28556743651
ACH-000994,-1.41246640528
ACH-000996,-1.22230968162
ACH-001001,-1.3060936118200002
ACH-001020,-1.35938966081
ACH-001028,-1.42560041051
ACH-001031,-1.46663040368
ACH-001038,-1.08087218544
ACH-001048,-1.55791861639
ACH-001050,-1.76587136449
ACH-001053,-1.0864898117
ACH-001054,-1.02212059688
ACH-001061,-1.2910957779799999
ACH-001067,-1.1588199541600002
ACH-001075,-1.23977901433
ACH-001096,-1.46670891643
ACH-001128,-1.68937436512
ACH-001134,-1.41011625354
ACH-001151,-1.3171299437100001
ACH-001163,-1.2501213159
ACH-001164,-1.79661583545
ACH-001173,-1.32870060589
ACH-001183,-1.33283483543
ACH-001184,-1.61993099065
ACH-001190,-1.1366579967200001
ACH-001192,-0.603461493524
ACH-001193,-1.23688337535
ACH-001196,-1.00658854528
ACH-001197,-1.50702381118
ACH-001205,-1.35795530454
ACH-001211,-1.3134482686799998
ACH-001212,-1.2490415881399999
ACH-001228,-1.7061617659900001
ACH-001232,-1.61753294893
ACH-001239,-1.53394794448
ACH-001274,-1.40203595393
ACH-001275,-1.02837106956
ACH-001277,-1.24247668111
ACH-001278,-1.39274255645
ACH-001280,-1.6740443661700002
ACH-001283,-1.17996625366
ACH-001289,-1.3718892060299999
ACH-001295,-1.5784524514700002
ACH-001300,-1.3275448670399999
ACH-001301,-1.29033512493
ACH-001302,-1.3784331931600002
ACH-001303,-1.21164516665
ACH-001306,-1.24815734338
ACH-001318,-1.37818602314
ACH-001322,-1.14078798499
ACH-001328,-1.1383937095899999
ACH-001332,-1.3761304862700001
ACH-001333,-1.2918463874600001
ACH-001336,-1.2650755278499999
ACH-001340,-1.14506634808
ACH-001346,-1.3238169200799998
ACH-001353,-1.24352629528
ACH-001354,-1.1639963426
ACH-001367,-1.3712097294499999
ACH-001368,-1.32533281073
ACH-001374,-1.225467983
ACH-001375,-1.1025663405
ACH-001377,-1.54728911646
ACH-001380,-1.4346189147400001
ACH-001391,-1.4845675042700002
ACH-001407,-1.46186184838
ACH-001408,-1.15934131158
ACH-001413,-1.11018406866
ACH-001430,-1.01477102102
ACH-001431,-1.3451465806799998
ACH-001450,-1.52660888338
ACH-001496,-1.35720954211
ACH-001500,-1.6327745594499998
ACH-001521,-1.3709586170200003
ACH-001523,-1.2423329533499998
ACH-001532,-1.5874977121
ACH-001536,-1.17980702086
ACH-001550,-1.4093035442500002
ACH-001552,-1.5152387972499999
ACH-001554,-1.15699289338
ACH-001645,-1.3631650909
ACH-001654,-1.30777577923
ACH-001715,-1.08226418131
ACH-001735,-1.3415432760200001
ACH-001736,-1.0112763948299999
ACH-001737,-1.37061937021
ACH-001740,-1.4114219250600002
ACH-001745,-1.80039909447
ACH-001750,-1.02548159724
ACH-001765,-1.5230616202
ACH-001956,-1.24263818665
ACH-001957,-1.4740801276
