,SPESP1 (246777)
ACH-000004,0.183138060254
ACH-000007,-0.09930890538720001
ACH-000009,-0.051917693616399994
ACH-000011,0.0398315318247
ACH-000012,-0.043582507911099994
ACH-000013,0.027575971801299996
ACH-000014,-0.236975179791
ACH-000015,0.0921028306988
ACH-000017,0.0163733217135
ACH-000018,0.050885012291199995
ACH-000019,-0.280872011227
ACH-000021,0.11010761658500001
ACH-000022,-0.060071990341099994
ACH-000025,0.045741714542399996
ACH-000028,-0.03464758662009999
ACH-000030,0.0767505181087
ACH-000035,0.212158560319
ACH-000036,0.20094206888399999
ACH-000037,0.14262646374399998
ACH-000039,-0.0811941273383
ACH-000040,0.0357322584954
ACH-000041,0.252430197662
ACH-000042,-0.0316509673474
ACH-000045,-0.00562288550456
ACH-000047,-0.07206015239789999
ACH-000052,-0.00455133958664
ACH-000053,0.028434567188599998
ACH-000054,-0.0014303051251
ACH-000055,0.27416022974800003
ACH-000060,0.0324676647068
ACH-000067,0.08554211514419999
ACH-000070,0.06904172408169999
ACH-000075,-0.068834770273
ACH-000078,-0.014231946721700002
ACH-000082,0.142648560462
ACH-000085,0.023416351299099997
ACH-000086,0.037444268123199995
ACH-000087,-0.173217290561
ACH-000092,0.038278306458999996
ACH-000095,0.00331234709196
ACH-000097,0.09147407119869999
ACH-000098,0.0245510899242
ACH-000099,0.023101985932900002
ACH-000108,0.0337122142499
ACH-000113,0.0125952334274
ACH-000115,-0.00139267889394
ACH-000116,-0.07186760532019999
ACH-000118,0.0256370170486
ACH-000120,-0.240544457262
ACH-000123,0.039017293108099996
ACH-000127,0.056757322666
ACH-000128,0.0156502053443
ACH-000132,-0.0990790038225
ACH-000133,0.0260514048349
ACH-000137,-0.0580428829511
ACH-000138,-0.044405951184599994
ACH-000142,0.11919404423499999
ACH-000143,0.183751568475
ACH-000146,0.00996495623076
ACH-000148,-0.103932720427
ACH-000150,0.08202175847469999
ACH-000152,-0.0338325474136
ACH-000153,0.00171610443615
ACH-000159,-0.0107995565429
ACH-000160,0.062997005227
ACH-000163,0.0649188777938
ACH-000167,0.0586799492552
ACH-000168,0.0361596654549
ACH-000169,0.0542110933263
ACH-000178,0.106907965595
ACH-000182,0.117655180326
ACH-000183,-0.0109271565305
ACH-000188,0.026884267535500002
ACH-000189,0.033429683550299995
ACH-000190,0.0678250900366
ACH-000198,0.10220698410800001
ACH-000204,-0.12540296904200002
ACH-000206,-0.113388680886
ACH-000207,-0.274249321168
ACH-000211,0.0005522699548790001
ACH-000215,0.08969064080280001
ACH-000221,0.135751896395
ACH-000222,0.08128431321980001
ACH-000223,-0.0796274399213
ACH-000226,0.10594256501299999
ACH-000227,-0.0640357374598
ACH-000228,0.11265448705700001
ACH-000231,-0.00447441357009
ACH-000232,0.021213002528400002
ACH-000233,0.0776527891397
ACH-000234,-0.038238483681900005
ACH-000235,0.00198239720917
ACH-000237,0.0396412507306
ACH-000238,0.0840646285148
ACH-000243,-0.0903457523964
ACH-000244,0.12073768798699999
ACH-000246,0.052413652846
ACH-000248,0.14717159261600002
ACH-000250,-0.008681698279860001
ACH-000251,-0.107959973703
ACH-000253,-0.0023727237841799998
ACH-000255,0.147737973218
ACH-000256,-0.031490703006
ACH-000257,-0.21611391857700002
ACH-000258,-0.129248234909
ACH-000259,0.0568899749739
ACH-000260,0.0451236223669
ACH-000261,0.0659137206063
ACH-000262,-0.0577885145878
ACH-000263,0.014512353885299999
ACH-000264,0.0046901575891700005
ACH-000265,-0.0813200902244
ACH-000266,-0.133954266559
ACH-000272,-0.01282409263
ACH-000273,0.05828419675419999
