,MT1E (4493)
ACH-000004,0.0947130125592
ACH-000007,0.0680448699449
ACH-000009,0.15508629246300001
ACH-000011,0.194134515891
ACH-000012,0.217682376954
ACH-000013,0.180324878368
ACH-000014,0.269507416966
ACH-000015,0.201273824828
ACH-000017,0.222362200082
ACH-000018,0.041515244075
ACH-000019,-0.065105395425
ACH-000021,0.151628249594
ACH-000022,0.226105074711
ACH-000025,0.08564953023219998
ACH-000028,0.283279426342
ACH-000030,0.10617376139399999
ACH-000035,0.194704372546
ACH-000036,-0.00887152776468
ACH-000037,0.033901757354
ACH-000039,-0.0389516344118
ACH-000040,-0.00018473691873299998
ACH-000041,0.06703256055269999
ACH-000042,0.26449510123799996
ACH-000045,0.0279953494155
ACH-000047,0.128594998514
ACH-000052,-0.0104022376722
ACH-000053,0.150395413197
ACH-000054,0.0302780980309
ACH-000055,0.305123357271
ACH-000060,0.164453689231
ACH-000067,0.207661581811
ACH-000070,-0.11851808167000001
ACH-000075,0.427609821896
ACH-000078,0.123400991085
ACH-000082,0.0651705784603
ACH-000085,0.0397238268324
ACH-000086,-0.029865361154800003
ACH-000087,0.25942818306
ACH-000092,0.04556638164580001
ACH-000095,0.16296782278799998
ACH-000097,0.134987591678
ACH-000098,0.0915478010565
ACH-000099,0.359844348887
ACH-000108,0.226632049864
ACH-000113,0.09250798528780001
ACH-000115,-0.04973606058090001
ACH-000116,-0.007088514954850001
ACH-000118,0.23534283816999998
ACH-000120,0.115466122886
ACH-000123,0.18725196504299998
ACH-000127,0.151215689104
ACH-000128,-0.0577324026861
ACH-000132,0.033394552622700004
ACH-000133,-0.123582577665
ACH-000137,0.17376651573399998
ACH-000138,0.15429162730999998
ACH-000142,0.0482887397885
ACH-000143,-0.139943553761
ACH-000146,0.201159246235
ACH-000148,0.125855403625
ACH-000150,-0.129913776788
ACH-000152,-0.0334338628156
ACH-000153,0.175389930434
ACH-000159,0.176298729653
ACH-000160,0.135206528953
ACH-000163,0.266408867782
ACH-000167,-0.169787087961
ACH-000168,0.0948613106351
ACH-000169,0.139349865503
ACH-000178,0.276759295486
ACH-000182,0.007988571631819999
ACH-000183,0.07761342315339999
ACH-000188,0.0290077830198
ACH-000189,-0.360867532379
ACH-000190,-0.162788590709
ACH-000198,0.18149165141600002
ACH-000204,0.180723208536
ACH-000206,0.061251413094800006
ACH-000207,0.131336560742
ACH-000211,0.100093639189
ACH-000215,0.08538548052179999
ACH-000221,0.08508829901239999
ACH-000222,0.0335384014761
ACH-000223,0.218261032089
ACH-000226,0.231397245458
ACH-000227,0.5505287488449999
ACH-000228,0.343598035419
ACH-000231,-0.0029429395558299995
ACH-000232,0.34287521688199996
ACH-000233,0.266839143681
ACH-000234,0.272725647437
ACH-000235,0.22425526785
ACH-000237,0.262408929889
ACH-000238,0.05770279152419999
ACH-000243,0.220445889771
ACH-000244,-0.0602104762447
ACH-000246,0.0750522098646
ACH-000248,0.268355416068
ACH-000250,0.0387430680001
ACH-000251,0.252665407791
ACH-000253,-0.0543760032465
ACH-000255,0.124502962105
ACH-000256,0.165146047115
ACH-000257,-0.029613379136299998
ACH-000258,-0.0137959250899
ACH-000259,0.06658352080550001
ACH-000260,0.149210127206
ACH-000261,0.17628555439899998
ACH-000262,0.109565611453
ACH-000263,0.208568173208
ACH-000264,-0.0315616806552
ACH-000265,0.371834580616
ACH-000266,0.206427388861
ACH-000272,0.207009049797
ACH-000273,0.0807197721188
ACH-000274,0.10034384659199999
ACH-000277,0.13963884034000001
ACH-000278,0.029223850840400002
ACH-000279,0.21204832993900002
ACH-000280,0.22117154031800002
ACH-000281,0.27773196351999996
ACH-000288,-0.0420174665752
ACH-000291,0.0025806655626
ACH-000293,0.0583174504961
ACH-000294,0.366085184028
