,ADM2 (79924)
ACH-000004,0.0195693425855
ACH-000007,-0.11836620410599999
ACH-000009,0.06397496148199999
ACH-000011,-0.165259769227
ACH-000012,-0.111564466657
ACH-000013,-0.0852757171458
ACH-000014,-0.201850434498
ACH-000015,0.00890928021305
ACH-000017,-0.15931096892899999
ACH-000018,0.0764263255672
ACH-000019,-0.20703992266899998
ACH-000021,0.04932133750440001
ACH-000022,-0.0145214889766
ACH-000025,0.046828004116199994
ACH-000028,-0.0654200718686
ACH-000030,-0.110029286501
ACH-000035,0.129293863873
ACH-000036,-0.013674452302500001
ACH-000037,0.165517924927
ACH-000039,-0.0827083458423
ACH-000040,-0.051171692112400004
ACH-000041,-0.067788845993
ACH-000042,-0.0299574153239
ACH-000045,-0.0962139626
ACH-000047,-0.196067238942
ACH-000052,-0.15399669453700002
ACH-000053,0.04820605366669999
ACH-000054,0.0714767507029
ACH-000055,-0.006798655839770001
ACH-000060,-0.28998890906999997
ACH-000067,0.03465026669
ACH-000070,0.0803838244552
ACH-000075,-0.0071180481675
ACH-000078,-0.19423575445900002
ACH-000082,-0.0035886512213800003
ACH-000085,-0.204698530246
ACH-000086,0.054630308678
ACH-000087,0.029549548938799998
ACH-000092,0.0586719822439
ACH-000095,-0.140873573896
ACH-000097,-0.109549247805
ACH-000098,-0.0273118048038
ACH-000099,-0.13536019087200002
ACH-000108,-0.128306581619
ACH-000113,-0.023385536998200004
ACH-000115,0.011704008848800001
ACH-000116,0.06841290476379999
ACH-000118,-0.0457717607691
ACH-000120,-0.133004335962
ACH-000123,-0.07267170526210001
ACH-000127,0.0865518177053
ACH-000128,-0.030141656487799998
ACH-000132,0.061459108807899995
ACH-000133,0.148394494297
ACH-000137,0.0335224179156
ACH-000138,0.140192005633
ACH-000142,-0.038803806271900006
ACH-000143,-0.411279518965
ACH-000146,0.0389193501454
ACH-000148,0.0150388761241
ACH-000150,0.00777834834964
ACH-000152,0.02906850503
ACH-000153,0.000671967514277
ACH-000159,0.140659397955
ACH-000160,-0.17835429164900002
ACH-000163,0.285701804133
ACH-000167,0.18692779252500002
ACH-000168,0.143547591811
ACH-000169,0.0105489701928
ACH-000178,0.00816031063397
ACH-000182,-0.04736304886
ACH-000183,-0.00959281080617
ACH-000188,0.13766226452
ACH-000189,0.216879141404
ACH-000190,0.12133207657299999
ACH-000198,0.167351294618
ACH-000204,-0.0867356696281
ACH-000206,0.0752312970146
ACH-000207,0.059313181875300006
ACH-000211,0.033191110267500004
ACH-000215,-0.0205596832471
ACH-000221,0.11492089331599999
ACH-000222,-0.197321301906
ACH-000223,0.0802275549516
ACH-000226,-0.012143303971500001
ACH-000227,0.294208019032
ACH-000228,-0.187475185695
ACH-000231,-0.245896402049
ACH-000232,-0.027568409684700004
ACH-000233,-0.0981316178668
ACH-000234,0.0933664578521
ACH-000235,-0.023328465536599997
ACH-000237,0.0147051946829
ACH-000238,0.080922317016
ACH-000243,0.06545293448390001
ACH-000244,0.38691582807499997
ACH-000246,-0.020783166377
ACH-000248,-0.07891680720119999
ACH-000250,0.007631942228270001
ACH-000251,0.301437094474
ACH-000253,-0.0595912695455
ACH-000255,0.09955683534870001
ACH-000256,-0.156444167532
ACH-000257,-0.009396699923340001
ACH-000258,-0.0369333585412
ACH-000259,-0.0708424116346
ACH-000260,-0.0926588719826
ACH-000261,-0.102380063659
ACH-000262,-0.054059232811199995
ACH-000263,-0.045056331728800005
ACH-000264,-0.12521608337999998
ACH-000265,0.025341739508700004
ACH-000266,-0.11029558380799999
ACH-000272,-0.116740463044
ACH-000273,0.09509059458689999
ACH-000274,-0.039373944682
ACH-000277,-0.137498930095
ACH-000278,-0.130713221806
ACH-000279,-0.08515798671800001
ACH-000280,-0.0657944554441
ACH-000281,-0.275735051893
ACH-000288,0.00172428097452
ACH-000291,0.00970941285198
ACH-000293,-0.131990156832
ACH-000294,0.000508423922164
ACH-000295,-0.24924225784899998
ACH-000296,0.0390132569863
