,MBL2 (4153)
ACH-000004,0.154851124476
ACH-000007,0.123406413122
ACH-000009,0.339733308107
ACH-000011,0.179767017518
ACH-000012,0.280255067277
ACH-000013,0.00419728939648
ACH-000014,0.37998270479999996
ACH-000015,0.194221043211
ACH-000017,0.13498545454299998
ACH-000018,0.167127983443
ACH-000019,-0.220898858187
ACH-000021,0.277728935457
ACH-000022,0.15386843563400002
ACH-000025,-0.0180110501329
ACH-000028,0.0532969295591
ACH-000030,-0.05211439326140001
ACH-000035,0.247750482065
ACH-000036,0.142172387087
ACH-000037,0.159310920628
ACH-000039,0.0783270207426
ACH-000040,0.28489890366099996
ACH-000041,0.26306953599800004
ACH-000042,0.23619737458099999
ACH-000045,0.320242066149
ACH-000047,0.121072814287
ACH-000052,-0.0634142956477
ACH-000053,0.190145689826
ACH-000054,0.044119407805900006
ACH-000055,0.215325535887
ACH-000060,0.130306873953
ACH-000067,0.054325072417699995
ACH-000070,0.145526172315
ACH-000075,0.10425254532
ACH-000078,0.20251480207400002
ACH-000082,0.123136288764
ACH-000085,0.159092662949
ACH-000086,0.208662043255
ACH-000087,0.315655140738
ACH-000092,0.20267796511100003
ACH-000095,0.08415381082630001
ACH-000097,0.176683793611
ACH-000098,0.173339136677
ACH-000099,0.105354793909
ACH-000108,0.35673982574
ACH-000113,0.133247750595
ACH-000115,0.45280879384499995
ACH-000116,0.186782553277
ACH-000118,0.150013323565
ACH-000120,0.104574104776
ACH-000123,0.27481279069200004
ACH-000127,0.220581567804
ACH-000128,0.124481315009
ACH-000132,0.235875664001
ACH-000133,0.023013178979599997
ACH-000137,0.0630651041796
ACH-000138,0.312633339359
ACH-000142,0.301723683949
ACH-000143,0.241494360146
ACH-000146,0.184239425914
ACH-000148,0.11606533895099999
ACH-000150,0.163100725348
ACH-000152,0.0273134735506
ACH-000153,0.251767183377
ACH-000159,0.115621201698
ACH-000160,0.25542598209899997
ACH-000163,0.136558496664
ACH-000167,0.252072538408
ACH-000168,0.202541461129
ACH-000169,-0.0029795008780599997
ACH-000178,0.0390508346863
ACH-000182,0.0752357952525
ACH-000183,0.252887825493
ACH-000188,0.0167463244282
ACH-000189,0.239007878529
ACH-000190,0.052504239247699994
ACH-000198,0.113819997935
ACH-000204,-0.14511306816
ACH-000206,0.219622284227
ACH-000207,-0.154961390725
ACH-000211,0.16068016830700002
ACH-000215,0.29617669273200004
ACH-000221,0.332357635182
ACH-000222,0.410334140111
ACH-000223,0.08687084845149999
ACH-000226,0.05080539553399999
ACH-000227,0.0177860323416
ACH-000228,-0.0928002192853
ACH-000231,0.157198253099
ACH-000232,0.243812989704
ACH-000233,0.16251458156999998
ACH-000234,0.281734493766
ACH-000235,0.23103353261100001
ACH-000237,0.17124383668999998
ACH-000238,0.0365101842025
ACH-000243,0.180145716265
ACH-000244,0.19014769568300002
ACH-000246,0.19135924435499999
ACH-000248,0.191748615722
ACH-000250,0.244881006063
ACH-000251,0.00305321519904
ACH-000253,0.10756124310699999
ACH-000255,0.09262331973719999
ACH-000256,0.313198929854
ACH-000257,-0.0443112488671
ACH-000258,0.281421951522
ACH-000259,0.142058392237
ACH-000260,0.106720132241
ACH-000261,0.20703336952100002
ACH-000262,0.008543163737850001
ACH-000263,-0.19609399645999998
ACH-000264,0.185498096164
ACH-000265,0.165703103756
ACH-000266,0.235403531809
ACH-000272,0.155925893718
ACH-000273,0.106962443233
ACH-000274,0.176758580668
ACH-000277,0.100589016261
ACH-000278,0.263850362249
ACH-000279,0.198676767489
ACH-000280,0.268590144959
ACH-000281,0.32256487671100004
ACH-000288,0.128982913059
ACH-000291,0.26271099332
ACH-000293,0.139641925373
ACH-000294,0.257274674259
ACH-000295,0.270727233185
ACH-000296,-0.053583833734999996
ACH-000302,0.14572067853
ACH-000304,-0.0879015185777
ACH-000307,0.20625131272
ACH-000308,0.022726008073
ACH-000310,0.353045700212
ACH-000311,0.250124964529
ACH-000312,0.378305751804
ACH-000315,0.12184438903200001
ACH-000316,0.261162171281
ACH-000317,0.10563883812000001
ACH-000318,0.200090905201
ACH-000319,0.064368197926
ACH-000320,0.24191342785
ACH-000322,-0.0597918164783
ACH-000323,0.00209025286441
ACH-000324,0.176292415598
ACH-000329,0.169331996217
ACH-000330,-0.0909312515832
