,MYO1E (4643)
ACH-000004,-0.32086375431200004
ACH-000007,-0.0983288010254
ACH-000009,0.08893733200069999
ACH-000011,0.226181392305
ACH-000012,0.0852636215236
ACH-000013,0.012598679713099999
ACH-000014,-0.0322907331921
ACH-000015,-0.00417024926059
ACH-000017,0.09040496996310002
ACH-000018,-0.152979260286
ACH-000019,0.451282548156
ACH-000021,0.17644269257
ACH-000022,0.04804229248
ACH-000025,0.267858741026
ACH-000028,0.282452446421
ACH-000030,0.170234385889
ACH-000035,-0.00755151139616
ACH-000036,0.17416068062800003
ACH-000037,0.358383406989
ACH-000039,0.293794006642
ACH-000040,-0.0642399160518
ACH-000041,-0.032266095880400004
ACH-000042,0.176841289243
ACH-000045,0.118804354029
ACH-000047,0.0339213551928
ACH-000052,-0.129481728637
ACH-000053,0.117478039604
ACH-000054,-0.047079815301
ACH-000055,-0.185224860105
ACH-000060,0.0135416403046
ACH-000067,0.058524218943
ACH-000070,-0.0878005692615
ACH-000075,0.045537817400400006
ACH-000078,0.25902255853
ACH-000082,0.107647730064
ACH-000085,0.248863117091
ACH-000086,0.0627681325094
ACH-000087,0.00982575573895
ACH-000092,-0.0017631330380299998
ACH-000095,0.164739028659
ACH-000097,0.0995207205006
ACH-000098,-0.0146425028269
ACH-000099,0.166235299142
ACH-000108,0.2031781051
ACH-000113,0.221258084733
ACH-000115,0.11183532821799999
ACH-000116,0.14723312674900002
ACH-000118,0.0889229514153
ACH-000120,0.270538424659
ACH-000123,0.0687348260068
ACH-000127,0.0670400163182
ACH-000128,0.205664145503
ACH-000132,-0.0859314707489
ACH-000133,0.267931999484
ACH-000137,-0.0406817635535
ACH-000138,0.33146639465
ACH-000142,-0.018003362606299998
ACH-000143,0.13333104507899998
ACH-000146,0.167201063183
ACH-000148,0.00990165668647
ACH-000150,0.23882005859400002
ACH-000152,-0.0069112609366499995
ACH-000153,0.20499651823800003
ACH-000159,0.0037011097995700002
ACH-000160,0.148363959825
ACH-000163,0.254769016087
ACH-000167,0.2422204471
ACH-000168,0.397728953688
ACH-000169,0.12437520196599999
ACH-000178,0.106844917904
ACH-000182,0.0818832207868
ACH-000183,-0.190068599894
ACH-000188,0.0222818272939
ACH-000189,0.456059774893
ACH-000190,0.155584001977
ACH-000198,0.13571549631899998
ACH-000204,-0.335377548119
ACH-000206,0.022654053441499997
ACH-000207,0.088696231448
ACH-000211,0.104802015586
ACH-000215,0.12873860704
ACH-000221,-0.0898820789896
ACH-000222,0.20260311749600002
ACH-000223,0.0746959453915
ACH-000226,0.10123222695900001
ACH-000227,-0.0961091802047
ACH-000228,0.171439263227
ACH-000231,0.047682603658600005
ACH-000232,0.14216913676100001
ACH-000233,0.106890263353
ACH-000234,0.231072959292
ACH-000235,0.130405287152
ACH-000237,0.015746537248
ACH-000238,0.0624147639315
ACH-000243,0.11310422824100001
ACH-000244,0.162946425648
ACH-000246,0.165564854625
ACH-000248,0.09824535970760001
ACH-000250,0.318429370068
ACH-000251,0.168149036072
ACH-000253,-0.0202767321842
ACH-000255,0.031606588806500004
ACH-000256,-0.0316861907008
ACH-000257,0.0892654388036
ACH-000258,-0.017042242152
ACH-000259,0.0861340417274
ACH-000260,0.09686668395610001
ACH-000261,0.05037446596919999
ACH-000262,-0.051347760644800004
ACH-000263,-0.10482486988600001
ACH-000264,0.0017940874389400002
ACH-000265,0.0330692609891
ACH-000266,0.09010938250700001
ACH-000272,0.0648628056025
ACH-000273,0.055361310824400004
ACH-000274,0.0731404386825
ACH-000277,0.14598874033700002
ACH-000278,0.15208437673800002
