,CARD10 (29775)
ACH-000004,-0.486735434453
ACH-000007,-0.178720921052
ACH-000009,-0.186291335959
ACH-000011,-0.410519365188
ACH-000012,-0.317582483419
ACH-000013,-0.45870306725599996
ACH-000014,-0.37215402950599996
ACH-000015,-0.398377991008
ACH-000017,-0.282522358225
ACH-000018,-0.121432757319
ACH-000019,-0.259211973531
ACH-000021,-0.08885539118239999
ACH-000022,0.00902682336017
ACH-000025,-0.28091692094799997
ACH-000028,-0.361372317333
ACH-000030,-0.41909165025300005
ACH-000035,-0.110050331144
ACH-000036,-0.27984171761599996
ACH-000037,-0.8887184264970001
ACH-000039,-0.46572614634099996
ACH-000040,-0.204888195493
ACH-000041,-0.39673756750699996
ACH-000042,-0.47358046694300004
ACH-000045,-0.2773794768
ACH-000047,-0.340272972111
ACH-000052,-0.36830653346000003
ACH-000053,-0.40478249369
ACH-000054,-0.314420338866
ACH-000055,-0.337231659573
ACH-000060,-0.820800157017
ACH-000067,-0.19726122739399998
ACH-000070,-0.313122392461
ACH-000075,0.041515236804
ACH-000078,-0.279742400808
ACH-000082,-0.17910708817899998
ACH-000085,-0.289999523555
ACH-000086,-0.163276923267
ACH-000087,-0.141410936038
ACH-000092,-0.48273690032300004
ACH-000095,-0.38602715439
ACH-000097,-0.12833968614
ACH-000098,-0.236830651277
ACH-000099,-0.327364266181
ACH-000108,-0.0338582161448
ACH-000113,-0.282491659135
ACH-000115,-0.290849608289
ACH-000116,-0.09664482791689999
ACH-000118,-0.20109384460299998
ACH-000120,-0.196417675602
ACH-000123,-0.192886960059
ACH-000127,-0.162358842852
ACH-000128,-0.0642522190369
ACH-000132,-0.223590578316
ACH-000133,-0.23857070371300002
ACH-000137,-0.145390759744
ACH-000138,-0.017817518654099997
ACH-000142,-0.233612929282
ACH-000143,-0.286169740266
ACH-000146,-0.232885886764
ACH-000148,-0.17895230633200002
ACH-000150,-0.270455732352
ACH-000152,-0.0954762379627
ACH-000153,-0.00040396665471
ACH-000159,-0.48110674902500006
ACH-000160,-0.272642067929
ACH-000163,-0.264501145475
ACH-000167,-0.185140057242
ACH-000168,-0.217567507066
ACH-000169,-0.232684264033
ACH-000178,-0.22933789639199997
ACH-000182,-0.301245705449
ACH-000183,-0.071771426886
ACH-000188,-0.236284495168
ACH-000189,-0.278683428719
ACH-000190,-0.121329956108
ACH-000198,-0.330247195161
ACH-000204,-0.469064716302
ACH-000206,-0.19938328424600002
ACH-000207,0.0165677496345
ACH-000211,-0.13964250930400002
ACH-000215,-0.22761271982099998
ACH-000221,-0.33191942426
ACH-000222,-0.364058286964
ACH-000223,-0.126894555249
ACH-000226,-0.241187993112
ACH-000227,-0.392185636524
ACH-000228,-0.229354476374
ACH-000231,-0.25988512443100004
ACH-000232,-0.285218289193
ACH-000233,-0.23138018073199998
ACH-000234,-0.29690210440000003
ACH-000235,-0.248064163244
ACH-000237,-0.317911585296
ACH-000238,-0.248840078248
ACH-000243,-0.20197644769
ACH-000244,-0.35559774020199997
ACH-000246,-0.639874167928
ACH-000248,-0.47287982665600004
ACH-000250,-0.50327811247
ACH-000251,-0.061127542043699995
ACH-000253,-0.23029122766
ACH-000255,-0.267563227529
ACH-000256,-0.27067813602699997
ACH-000257,-0.257557444849
ACH-000258,-0.0535411582494
ACH-000259,-0.164642294968
ACH-000260,-0.102846737533
ACH-000261,-0.326734290889
ACH-000262,-0.530779942385
ACH-000263,-0.22505548340999998
ACH-000264,-0.167626093414
ACH-000265,-0.275936021079
ACH-000266,-0.324962914611
ACH-000272,-0.548268215923
ACH-000273,-0.707582076897
ACH-000274,-0.558088864156
ACH-000277,-0.355588341106
ACH-000278,-0.31705025294399997
ACH-000279,-0.27724635945
ACH-000280,-0.42349014435000004
ACH-000281,-0.43696381348700003
ACH-000288,-0.446596493566
ACH-000291,-0.155882393136
ACH-000293,-0.250776872896
ACH-000294,-0.053783796333
ACH-000295,-0.47664122892300004
ACH-000296,-0.261694091319
ACH-000302,-0.379860990849
ACH-000304,-0.22630266849199998
ACH-000307,-0.08526287742149999
ACH-000308,-0.085570889506
ACH-000310,-0.22163868081500002
ACH-000311,-0.24303627231999997
ACH-000312,-0.306731449341
ACH-000315,-0.175589209251
ACH-000316,-0.679674596329
ACH-000317,-0.20738053772
ACH-000318,-0.36529643147299995
ACH-000319,-0.189150333926
ACH-000320,-0.461867353627
ACH-000322,-0.455529728376
ACH-000323,-0.343464625621
ACH-000324,-0.48987010399400005
ACH-000329,-0.46246312044
ACH-000330,-0.42189878829300004
ACH-000331,-0.153405707629
ACH-000332,-0.297327153007
ACH-000334,-0.33905824530100004
ACH-000335,-0.218215046538
ACH-000336,-0.395358420841
ACH-000337,-0.312550551788
ACH-000339,-0.340315418323
ACH-000341,-0.275832053195
ACH-000348,-0.20439136390700002
ACH-000350,-0.182704692447
ACH-000352,-0.226086124533
ACH-000356,-0.0256776657266
ACH-000361,-0.050786933725
ACH-000362,-0.259103493265
ACH-000363,-0.419806542629
ACH-000364,-0.605036086653
ACH-000365,-0.275910737037
ACH-000366,-0.056302185259499996
ACH-000368,-0.447271901431
ACH-000374,-0.10504166891899999
ACH-000375,-0.279799004891
ACH-000376,-0.302736878908
ACH-000381,-0.123500375499
ACH-000383,-0.313436541962
ACH-000387,-0.25730925862799997
ACH-000389,-0.186289590475
ACH-000390,-0.247641877047
ACH-000393,-0.303927501234
ACH-000395,-0.698937273354
ACH-000397,0.143828105252
ACH-000401,-0.467133852999
ACH-000402,-0.241072025312
ACH-000403,-0.463549002372
ACH-000404,-0.188566905156
ACH-000406,-0.276834424972
ACH-000407,-0.05840642231430001
ACH-000408,-0.189193733648
ACH-000410,-0.153979176012
ACH-000411,-0.277020393508
ACH-000414,-0.114356511732
ACH-000415,-0.265638025904
ACH-000416,-0.16235636862800001
ACH-000420,-0.346471887016
ACH-000421,-0.305529620265
ACH-000424,-0.413708324348
ACH-000425,-0.529290876943
ACH-000426,-0.0284753785556
ACH-000427,-0.484533707175
ACH-000433,-0.294083155534
ACH-000436,-0.48237792354500003
ACH-000444,-0.254530052672
ACH-000445,-0.478055307521
ACH-000448,-0.323880664047
ACH-000450,-0.36046937161799997
ACH-000452,-0.181251117966
ACH-000454,-0.343559138579
ACH-000458,-0.349916940824
ACH-000459,-0.255331149128
ACH-000460,0.126008190159
ACH-000461,-0.57336598913
ACH-000463,-0.109490170358
ACH-000464,-0.855844810186
ACH-000466,-0.634913363536
ACH-000467,-0.16626621397500002
ACH-000468,-0.37960546239500004
ACH-000469,-0.8481587303120001
ACH-000470,-0.294796067441
ACH-000471,-0.373847035514
ACH-000472,-0.260004111363
ACH-000473,-0.270073668192
ACH-000475,-0.254857887706
ACH-000476,-0.276683586561
ACH-000477,-0.526055072002
ACH-000480,-0.154453233409
ACH-000481,-0.131155661524
ACH-000483,-0.10997074169500001
ACH-000484,-0.23602381369000003
ACH-000485,-0.15963849499000002
ACH-000486,-0.25580446484
ACH-000487,-0.252471194621
ACH-000488,-0.20043062003800002
ACH-000490,-0.27265042994800004
ACH-000491,-0.14173350896099998
ACH-000495,-0.282544753297
ACH-000496,-0.0904445662793
ACH-000499,-0.075128079858
ACH-000500,-0.20716652475699998
ACH-000502,-0.18867913179499998
ACH-000503,0.0341332108543
ACH-000505,-0.275719585588
ACH-000507,-0.283687961022
ACH-000510,-0.246584257136
ACH-000511,-0.285750095285
ACH-000512,-0.32308352584399996
ACH-000516,-0.606696977611
ACH-000517,-0.259730265746
ACH-000518,-0.254220089837
ACH-000520,0.0500272293815
ACH-000521,-0.345153333283
ACH-000522,-0.274578499835
ACH-000524,-0.30347753617199996
ACH-000527,-0.24017557781100002
ACH-000528,-0.188416322208
ACH-000537,-0.7904612704170001
ACH-000541,-0.380350737223
ACH-000542,-0.18117017428800003
ACH-000544,0.184176527315
ACH-000545,-0.11886953879699999
ACH-000547,-0.303027885847
ACH-000548,-0.247097252604
ACH-000549,-0.303148570477
ACH-000550,-0.116656930744
ACH-000552,-0.253109054881
ACH-000556,-0.32655566195999997
ACH-000557,-0.293718563118
ACH-000570,-0.35149757146300004
ACH-000571,-0.321626752579
ACH-000573,-0.167522575469
ACH-000576,-0.391379562393
ACH-000580,-0.189609642799
ACH-000584,-0.23948421498000003
ACH-000585,-0.055206013960300004
ACH-000588,-0.13843181264499999
ACH-000589,-0.5694172525819999
ACH-000591,-0.392923701794
ACH-000593,-0.206418469084
ACH-000600,-0.200502323787
ACH-000601,-0.460484765819
ACH-000604,-0.191103473055
ACH-000605,-0.305729630587
ACH-000606,-0.170378850834
ACH-000608,-0.147655902515
ACH-000614,-0.252995591463
ACH-000616,-0.282902266266
ACH-000618,-0.400955054137
ACH-000619,-0.190887792308
ACH-000620,-0.180260038645
ACH-000621,-0.442251562852
ACH-000622,-0.214616228242
ACH-000623,-0.351559037975
ACH-000624,-0.277655233883
ACH-000627,-0.305614742679
ACH-000630,-0.35564125823799997
ACH-000632,-0.250642393516
ACH-000633,-0.649442479789
ACH-000637,-0.316601064251
ACH-000638,-0.07878584878660001
ACH-000646,-0.650356755226
ACH-000647,-0.427381250692
ACH-000648,-0.693316801487
ACH-000649,-0.8141377283429999
ACH-000651,-0.247159329089
ACH-000652,-0.102750189475
ACH-000653,-0.21796090834399998
ACH-000657,-0.342158990486
ACH-000658,-0.230125541815
ACH-000661,-0.314463268932
ACH-000662,-0.484621348397
ACH-000663,-0.337597528042
ACH-000665,-0.29341478435400004
ACH-000671,-0.394830486987
ACH-000673,-0.413412190764
ACH-000676,-0.371530440052
ACH-000677,-0.165293818597
ACH-000681,-0.445955993368
ACH-000682,-0.214631765548
ACH-000683,-0.100396749364
ACH-000684,-0.568797260589
ACH-000688,-0.210898466055
ACH-000693,-0.281530594651
ACH-000694,-0.262639994522
ACH-000695,-0.300902111852
ACH-000696,-0.243557506007
ACH-000697,-0.244261718066
ACH-000699,-0.465522997477
ACH-000701,-0.00410386574759
ACH-000706,-0.117136116197
ACH-000711,-0.247094434485
ACH-000713,-0.0551410974784
ACH-000714,-0.269873136889
ACH-000718,-0.29246918882
ACH-000720,-0.221784315559
ACH-000721,-0.211266433684
ACH-000724,-0.371497864551
ACH-000725,-0.60703221956
ACH-000732,-0.093363640151
ACH-000734,-0.0668865161546
ACH-000735,-0.237282616615
ACH-000736,-0.106931992924
ACH-000738,-0.243707534562
ACH-000746,-0.103432216178
ACH-000747,-0.273625289574
ACH-000748,-0.208357568647
ACH-000753,-0.45110315468900003
ACH-000756,-0.085884081116
ACH-000757,-0.280137684596
ACH-000758,-0.24516675753000003
ACH-000760,-0.09919298423319999
ACH-000763,-0.27137850446999995
ACH-000764,-0.37894382650700004
ACH-000765,-0.215877120467
ACH-000766,-0.201347020308
ACH-000767,-0.34774640617299996
ACH-000768,-0.24317614633200002
ACH-000769,-0.41306839344
ACH-000770,-0.332465515893
ACH-000771,-0.22668011423300002
ACH-000773,-0.523720363458
ACH-000776,0.0891409400345
ACH-000777,-0.138964832375
ACH-000778,-0.0602524007582
ACH-000781,-0.135937635657
ACH-000782,-0.184061872628
ACH-000783,-0.310355978888
ACH-000784,-0.164721009112
ACH-000785,-0.204986280784
ACH-000787,-0.41895153647
ACH-000788,-0.33627122066799997
ACH-000791,-0.472622281034
ACH-000792,-0.442517938698
ACH-000794,-0.173931861925
ACH-000796,-0.09012046778169999
ACH-000799,-0.734865461066
ACH-000800,-0.36915892225
ACH-000802,-0.30058476931899997
ACH-000804,-0.271633980837
ACH-000805,-0.439234142477
ACH-000809,-0.181164070207
ACH-000810,-0.354559330818
ACH-000811,-0.113288579427
ACH-000817,-0.298193409124
ACH-000819,-0.17127398375100003
ACH-000820,-0.8683010252850001
ACH-000821,-0.313165678258
ACH-000822,-0.218537808691
ACH-000823,-0.130729012453
ACH-000824,-0.220612880531
ACH-000827,-0.24346733796999998
ACH-000829,-0.355523629264
ACH-000831,-0.217124989474
ACH-000832,-0.27997301624000004
ACH-000833,-0.0721742107506
ACH-000834,-0.26519671195
ACH-000835,-0.161437589494
ACH-000836,-0.36753459153499995
ACH-000837,-0.302543622362
ACH-000838,-0.05303026282790001
ACH-000839,-0.154778692174
ACH-000840,-0.31624233734
ACH-000841,-0.480398862175
ACH-000843,-0.149205175931
ACH-000846,-0.110341176716
ACH-000847,-0.46178404189499994
ACH-000848,-0.09078249465800001
ACH-000849,-0.0615110210065
ACH-000851,-0.104953672702
ACH-000855,-0.35632384329800004
ACH-000856,-0.463814915549
ACH-000858,-0.265957222356
ACH-000859,-0.319247962608
ACH-000861,-0.0753187507133
ACH-000862,-0.208170829495
ACH-000865,-0.193068329364
ACH-000866,-0.219448833534
ACH-000867,-0.228663529129
ACH-000869,-0.140250072794
ACH-000872,-0.297369752592
ACH-000873,-0.178372056889
ACH-000876,-0.280097180374
ACH-000878,-0.266834873426
ACH-000880,-0.053497808104999996
ACH-000881,-0.26489442858
ACH-000882,-0.205126981514
ACH-000884,-0.284031639589
ACH-000885,-0.397031368319
ACH-000887,-0.235954648607
ACH-000888,-0.0753226166287
ACH-000889,-0.191513449787
ACH-000890,-0.536362707333
ACH-000896,-0.63373743101
ACH-000898,-0.146197584146
ACH-000900,-0.472724664836
ACH-000901,-0.285078943832
ACH-000905,-0.0171262929513
ACH-000906,-0.17808508901
ACH-000907,-0.459758352787
ACH-000910,-0.465984508604
ACH-000911,-0.27637252573300003
ACH-000912,-0.194324715875
ACH-000913,-0.00116757109899
ACH-000915,-0.20263542015
ACH-000916,0.18412784627300002
ACH-000917,-0.307542640245
ACH-000921,-0.232012526239
ACH-000924,-0.11685806555
ACH-000926,-0.317302548706
ACH-000928,-0.207485059904
ACH-000929,-0.338122898534
ACH-000932,-0.463944600132
ACH-000935,-0.21336240596500003
ACH-000936,-0.383344776861
ACH-000937,-0.471058842761
ACH-000938,-0.224408863531
ACH-000939,-0.313857314619
ACH-000941,-0.07436408235660001
ACH-000943,-0.268607707467
ACH-000946,-0.0264492939706
ACH-000947,-0.31010055602200004
ACH-000948,-0.26441869623500003
ACH-000950,-0.256907289849
ACH-000953,-0.403089689855
ACH-000957,-0.22392311603300002
ACH-000958,-0.37232264977300006
ACH-000960,-0.321171457467
