,HNRNPUL2 (221092)
ACH-000288,-0.308702941514
ACH-000291,-0.350852704204
ACH-000293,-0.64272490425
ACH-000294,-0.209413128498
ACH-000295,-0.433779866655
ACH-000296,-0.255778091266
ACH-000302,-0.35297999045199996
ACH-000304,-0.36988832460500004
ACH-000307,-0.392889802532
ACH-000308,-0.615733648997
ACH-000310,-0.46439073491000005
ACH-000311,-0.34693720557499996
ACH-000312,-0.274253535752
ACH-000315,-0.405147953037
ACH-000316,-0.325323177478
ACH-000317,-0.6338481047110001
ACH-000318,-0.9207166415610001
ACH-000319,-0.397525643675
ACH-000320,-0.128024102048
ACH-000322,-0.7092441279699999
ACH-000323,-0.00745253281367
ACH-000324,-0.296276545682
ACH-000329,-0.39182392803599997
ACH-000330,-0.536379969131
ACH-000331,-0.5363024332249999
ACH-000332,-0.305735300161
ACH-000334,-0.220746435517
ACH-000335,-0.618705214416
ACH-000336,-0.5428689532150001
ACH-000337,-0.787455809246
ACH-000339,-0.446492926737
ACH-000341,-0.20518188778700003
ACH-000348,-0.39622892649
ACH-000350,-0.248816572563
ACH-000352,-0.483549789868
ACH-000356,-0.566590605384
ACH-000361,-0.37970637791699996
ACH-000362,-0.341753055151
ACH-000363,-0.196074215835
ACH-000364,-0.352304931447
ACH-000365,-0.395088265721
ACH-000366,-0.570641388868
ACH-000368,-0.208088357077
ACH-000374,-0.550229515365
ACH-000375,-0.39239227992799997
ACH-000376,-0.39891971361199996
ACH-000381,-0.469738958253
ACH-000383,-0.34876033585199995
ACH-000387,-0.273502038106
ACH-000389,-0.421024580366
ACH-000390,-0.364422315377
ACH-000393,-0.398657673898
ACH-000395,-0.187494792603
ACH-000397,-0.46009894203199997
ACH-000401,-0.493607656743
ACH-000402,-0.5126064507729999
ACH-000403,-0.36240270818099996
ACH-000404,-0.390034680736
ACH-000406,-0.320612999813
ACH-000407,-0.640752219573
ACH-000408,-0.5724742462619999
ACH-000410,-0.42707443
ACH-000411,-0.420846701597
ACH-000414,-0.40464881973800004
ACH-000415,-0.665040213798
ACH-000416,-0.35294129996299994
ACH-000420,-0.42537737119999997
ACH-000421,-0.43612425218
ACH-000424,-0.478117822494
ACH-000425,-0.39694917765
ACH-000426,-0.163478283644
ACH-000427,-0.509286445169
ACH-000433,-0.531585029701
ACH-000436,-0.23725230291299998
ACH-000444,-0.237816682088
ACH-000445,-0.30729960359700004
ACH-000448,-0.27923577923099996
ACH-000450,-0.44136964624499997
ACH-000452,-0.374108225382
ACH-000454,-0.647291669632
ACH-000458,-0.6646823748430001
ACH-000459,-0.0890622462166
ACH-000460,-0.354220573272
ACH-000461,-0.618035337157
ACH-000463,-0.23658187458000002
ACH-000464,-0.547113210057
ACH-000466,-0.5309349267010001
ACH-000467,-0.292569259809
ACH-000468,-0.276735249067
ACH-000469,-0.36381385341
ACH-000470,-0.516879431036
ACH-000471,-0.124458064565
ACH-000472,-0.415962562882
ACH-000473,-0.551674180237
ACH-000475,-0.32547878961599996
ACH-000476,-0.516383166086
ACH-000477,-0.552240869947
ACH-000480,-0.448046569389
ACH-000481,-0.577031768271
ACH-000483,-0.529124461094
ACH-000484,-0.736669167727
ACH-000485,-0.190546240732
ACH-000486,-0.47628690198
ACH-000487,-0.430349673482
ACH-000488,-0.379478757743
ACH-000490,-0.270909213069
ACH-000491,-0.35912541456200003
ACH-000495,-0.538737614876
ACH-000496,-0.34940924179399996
ACH-000499,-0.179843104733
ACH-000500,-0.747338205227
ACH-000502,-0.38369983364200005
ACH-000503,-0.16081606267999998
ACH-000505,-0.36129865552
ACH-000507,-0.417572276589
ACH-000510,-0.414064094679
ACH-000511,-0.345712479508
ACH-000512,-0.161450245635
ACH-000516,-0.239127348311
ACH-000517,-0.46310290873000004
ACH-000518,-0.18084468549899999
ACH-000520,-0.294266145282
ACH-000521,-0.513080086046
ACH-000522,-0.473675628132
ACH-000524,-0.430001037095
ACH-000527,-0.409388172017
ACH-000528,-0.47378930291199994
ACH-000537,-0.542132516907
ACH-000541,-0.633022569125
ACH-000542,-0.33357066950500003
ACH-000544,-0.43911217226300003
ACH-000545,-0.617602436496
ACH-000547,-0.148395903463
ACH-000548,-0.6622809810279999
ACH-000549,-0.446827636309
ACH-000550,-0.179425280064
ACH-000552,-0.529768397529
ACH-000556,-0.379049354198
ACH-000557,-0.27816691954
ACH-000570,-0.356741282803
ACH-000571,-0.353304197113
ACH-000573,-0.30902599763
ACH-000576,-0.256198054706
ACH-000580,-0.5640771738889999
ACH-000584,-0.38291317978100003
ACH-000585,-0.451244729435
ACH-000588,-0.623077652096
ACH-000589,-0.379577573909
ACH-000591,-0.233985644356
ACH-000593,-0.512707181743
ACH-000600,-0.504120448657
ACH-000601,-0.318016434837
ACH-000604,-0.156424142704
ACH-000605,-0.268779693878
ACH-000606,-0.40765759063100004
ACH-000608,-0.530811709696
ACH-000614,-0.662158991414
ACH-000616,-0.306916153972
ACH-000618,-0.593540842012
ACH-000619,-0.38752799554899997
ACH-000620,-0.388097656024
ACH-000621,-0.44127857023500006
ACH-000622,-0.293759203068
ACH-000623,-0.500930891837
ACH-000624,-0.408680068055
ACH-000627,-0.38234678667800004
ACH-000630,-0.429082782768
ACH-000632,-0.322021607299
ACH-000633,-0.46338736659100005
ACH-000637,-0.463544052354
ACH-000638,-0.404020118973
ACH-000646,-0.40008785249799994
ACH-000647,-0.387504731126
ACH-000648,-0.567809979002
ACH-000649,-0.53156676812
ACH-000651,-0.316965488275
ACH-000652,-0.399501932361
ACH-000653,-0.474228911579
ACH-000657,-0.375884127612
ACH-000658,-0.265272307239
ACH-000661,-0.38920648972599997
ACH-000662,-0.8235397491840001
ACH-000663,-0.6342029538130001
ACH-000665,-0.556473083652
ACH-000671,-0.6190745914810001
ACH-000673,-0.378439037493
ACH-000676,-0.420681792301
ACH-000677,-0.250702385482
ACH-000681,-0.340936806219
ACH-000682,-0.418799433439
ACH-000683,-0.447515157825
ACH-000684,-0.366043128469
ACH-000688,-0.153690373432
ACH-000693,-0.379855500445
ACH-000694,-0.581330146048
ACH-000695,-0.555849306453
ACH-000696,-0.407992572782
ACH-000697,-0.26127852211999997
ACH-000699,-0.298097400784
ACH-000701,-0.581580570685
ACH-000706,-0.326130638596
ACH-000711,-0.34019279647699996
ACH-000713,-0.47017941938600005
ACH-000714,-0.436013837473
ACH-000718,-0.335096074758
ACH-000720,-0.487688775865
ACH-000721,-0.493245327382
ACH-000724,-0.381335974523
ACH-000725,-0.22393730269099998
ACH-000732,-0.6832493239540001
ACH-000734,-0.565659515223
ACH-000735,-0.521957044213
ACH-000736,-0.5009769749499999
ACH-000738,-0.4384103099
ACH-000746,-0.343572447805
ACH-000747,-0.379888294025
ACH-000748,-0.20301346179699997
ACH-000753,-0.39920434433799995
ACH-000756,-0.692319960249
ACH-000757,-0.634394911299
ACH-000758,-0.390652302338
ACH-000760,-0.470430294032
ACH-000763,-0.433290617932
ACH-000764,-0.18521315489999998
ACH-000765,-0.7644310766719999
ACH-000766,-0.396599820378
ACH-000767,-0.517029480766
ACH-000768,-0.42928514853200006
ACH-000769,-0.270948461403
ACH-000770,-0.39847286353
ACH-000771,-0.356668762155
ACH-000773,-0.34699311900200003
ACH-000776,-0.390555890745
ACH-000777,-0.365697094844
ACH-000778,-0.6275935292539999
ACH-000781,-0.42658189447899997
ACH-000782,-0.34132362560999996
ACH-000783,-0.41346852991099997
ACH-000784,-0.274173181648
ACH-000785,-0.224617898284
ACH-000787,-0.219379641325
ACH-000788,-0.289020740531
ACH-000791,-0.39735038641500003
ACH-000792,-0.500757311997
ACH-000794,-0.6816212407629999
ACH-000796,-0.182316756675
ACH-000799,-0.69833700712
ACH-000800,-0.22864377105300002
ACH-000802,-0.493683008308
ACH-000804,-0.256388515079
ACH-000805,-0.42415411716799994
ACH-000809,-0.284295071828
ACH-000810,-0.22892126406399999
ACH-000811,-0.363418825644
ACH-000817,-0.409512236697
ACH-000819,-0.24290872286200002
ACH-000820,-0.121752454802
ACH-000821,-0.7815379639839999
ACH-000822,-0.133192351087
ACH-000823,-0.49672178602399997
ACH-000824,-0.462031601673
ACH-000827,-0.516237685205
ACH-000829,-0.619652545628
ACH-000831,-0.435997462394
ACH-000832,-0.7039547744939999
ACH-000833,-0.482135861804
ACH-000834,-0.644663928847
ACH-000835,-0.306417510795
ACH-000836,-0.280279201856
ACH-000837,-0.46973087181699996
ACH-000838,-0.42545886288
ACH-000839,-0.533200610576
ACH-000840,-0.6714855006880001
ACH-000841,-0.341785608733
ACH-000843,-0.18507903686799998
ACH-000846,-0.341264559877
ACH-000847,-0.124690418981
ACH-000848,-0.430304976786
ACH-000849,-0.164005707576
ACH-000851,-0.45175545321500005
ACH-000855,-0.368818038106
ACH-000856,-0.324200162118
ACH-000858,-0.41219734190499996
ACH-000859,-0.6824062540279999
ACH-000861,-0.535065721261
ACH-000862,0.028232024988500002
ACH-000865,-0.356546010993
ACH-000866,-0.343196518869
ACH-000867,-0.360534246299
ACH-000869,-0.278495468077
ACH-000872,-0.49642453427199995
ACH-000873,-0.14043609564999998
ACH-000876,-0.62449568523
ACH-000878,-0.400742469266
ACH-000880,-0.197917482888
ACH-000881,-0.397763897099
ACH-000882,-0.380784283085
ACH-000884,-0.336762107043
ACH-000885,-0.41211492909
ACH-000887,-0.629224207495
ACH-000888,-0.418333072802
ACH-000889,-0.410285473995
ACH-000890,-0.647344449498
ACH-000896,-0.19142775222800001
ACH-000898,-0.272819268991
ACH-000900,-0.646891410899
ACH-000901,-0.657786760578
ACH-000905,-0.387297050079
ACH-000906,-0.350926757623
ACH-000907,-0.39142214901600003
ACH-000910,-0.14772244079500002
ACH-000911,-0.343522849138
ACH-000912,-0.29777822514
ACH-000913,-0.312289627819
ACH-000915,-0.327157322186
ACH-000916,-0.6854858360130001
ACH-000917,-0.563137378985
ACH-000921,-0.339237185832
ACH-000924,-0.265106992505
ACH-000926,-0.263915431696
ACH-000928,-0.18834780083299998
ACH-000929,-0.510826153215
ACH-000932,-0.344767363556
ACH-000935,-0.38645615478100004
ACH-000936,-0.5733890630399999
ACH-000937,-0.37321552004299996
ACH-000938,-0.44564530368199995
ACH-000939,-0.485554477433
ACH-000941,-0.499153421071
ACH-000943,-0.45539274238000005
ACH-000946,-0.523372961161
ACH-000947,-0.322164781881
ACH-000948,-0.485307451502
ACH-000950,-0.445611485132
ACH-000953,-0.36033458337200003
ACH-000957,-0.451043445338
ACH-000958,-0.464488016908
ACH-000960,-0.323120928456
ACH-000963,-0.3808443673
ACH-000968,-0.454849608076
ACH-000969,-0.436971419984
ACH-000973,-0.443613767371
ACH-000974,-0.578679120949
ACH-000975,-0.344679656636
ACH-000976,-0.447343281877
ACH-000978,0.143609829236
ACH-000980,-0.451938428125
ACH-000984,-0.48179670853999995
ACH-000986,-0.327239357669
ACH-000988,-0.288785719378
ACH-000993,-0.444018248939
ACH-000994,-0.0847706708979
ACH-000996,-0.566236644167
ACH-001001,-0.492387399585
ACH-001020,-0.535039077773
ACH-001028,-0.38423778108999995
ACH-001031,-0.27600601395
ACH-001038,-0.156687796869
ACH-001048,-0.279481888879
ACH-001050,-0.325792547959
ACH-001053,-0.234305558986
ACH-001054,-0.39370884816299995
ACH-001061,-0.470467455393
ACH-001067,-0.403850343212
ACH-001075,-0.44522149758900004
ACH-001096,-0.46354599663199997
ACH-001128,-0.38016129349699995
ACH-001134,-0.268557483107
ACH-001151,-0.5106567692499999
ACH-001163,-0.478803625357
ACH-001164,-0.28124081496500003
ACH-001173,-0.387483766145
ACH-001183,-0.0274930223967
ACH-001184,-0.014006508718099999
ACH-001190,-0.533387486224
ACH-001192,-0.40287916001900004
ACH-001193,-0.604627063149
ACH-001196,-0.263815123119
ACH-001197,-0.422564533155
ACH-001205,-0.491697531126
ACH-001211,-0.37775066879299996
ACH-001212,-0.17152670993299998
ACH-001228,-0.35802412583099996
ACH-001232,-0.281842077221
ACH-001239,-0.323809439787
ACH-001274,-0.150437528328
ACH-001275,-0.350317746743
ACH-001277,-0.443332652672
ACH-001278,-0.272973695698
ACH-001280,-0.312610423838
ACH-001283,-0.550515982556
ACH-001289,-0.46052692199100004
ACH-001295,-0.260517904693
ACH-001300,-0.205126340595
ACH-001301,-0.41133327826099997
ACH-001302,-0.425547443874
ACH-001303,-0.152596880107
ACH-001306,-0.47487396207599997
ACH-001318,-0.46128797395800003
ACH-001322,-0.605107757287
ACH-001328,-0.43530057328599997
ACH-001332,-0.344851297898
ACH-001333,-0.419861827108
ACH-001336,-0.555771693415
ACH-001340,-0.33090686934
ACH-001346,-0.514112267758
ACH-001353,-0.35762701615500003
ACH-001354,0.071690064215
ACH-001367,-0.565416497105
ACH-001368,-0.45572815730800004
ACH-001374,-0.370999946013
ACH-001375,-0.36105610899499996
ACH-001377,-0.310118464001
ACH-001380,-0.477380822021
ACH-001391,-0.7755579106730001
ACH-001407,-0.44609385716399996
ACH-001408,-0.551699883368
ACH-001413,-0.539380225167
ACH-001430,-0.320082712483
ACH-001431,-0.409461408709
ACH-001450,-0.254916615215
ACH-001496,-0.27149692434
ACH-001500,-0.461593629076
ACH-001521,-0.330065735323
ACH-001523,-0.323037544857
ACH-001532,-0.513732297157
ACH-001536,-0.269441642129
ACH-001550,-0.716801626736
ACH-001552,-0.152338000733
ACH-001554,-0.430994095229
ACH-001645,-0.334635073848
ACH-001654,-0.40156848652099997
ACH-001715,-0.325205401503
ACH-001735,-0.558941275793
ACH-001736,-0.477411436581
ACH-001737,-0.559317051942
ACH-001740,-0.214542915803
ACH-001745,-0.42089456278899995
ACH-001750,-0.281002579343
ACH-001765,-0.292172062329
ACH-001956,-0.357087836244
ACH-001957,-0.493270099833
