,CYP4Z1 (199974)
ACH-000004,-0.09862853571550001
ACH-000007,0.22697012221500001
ACH-000009,-0.0920274408669
ACH-000011,0.161464884988
ACH-000012,0.0819262346154
ACH-000013,-0.0460566383876
ACH-000014,0.0091314902013
ACH-000015,-0.06282277700240001
ACH-000017,0.0925889208034
ACH-000018,-0.135064794035
ACH-000019,-0.284368310844
ACH-000021,-0.000960124569185
ACH-000022,-0.10861634123700001
ACH-000025,-0.091073665206
ACH-000028,0.0100152223504
ACH-000030,0.00876104861367
ACH-000035,0.00667580949989
ACH-000036,-0.111479294643
ACH-000037,0.132655031623
ACH-000039,0.0231578993046
ACH-000040,0.056329268686100005
ACH-000041,0.112878952678
ACH-000042,0.135940138243
ACH-000045,-0.18709127210499998
ACH-000047,0.14935463284199998
ACH-000052,-0.141387301883
ACH-000053,-0.0037316391299499997
ACH-000054,0.012528882097
ACH-000055,0.0896906563852
ACH-000060,0.017654624243999998
ACH-000067,0.0756950778168
ACH-000070,-0.110501049771
ACH-000075,0.008717628418440001
ACH-000078,0.0216980936985
ACH-000082,0.21651424208
ACH-000085,-0.0508847083729
ACH-000086,0.0741784706743
ACH-000087,-0.043271790821500004
ACH-000092,-0.155354364343
ACH-000095,-0.0544887701616
ACH-000097,0.14690300264
ACH-000098,-0.044326557295000006
ACH-000099,0.0778027917782
ACH-000108,0.017406165805799997
ACH-000113,-0.182851278886
ACH-000115,0.142997952872
ACH-000116,-0.06514791955799999
ACH-000118,0.045965702851999996
ACH-000120,0.039390901174300004
ACH-000123,0.0396023948741
ACH-000127,-0.00669265617671
ACH-000128,-0.28025126389000005
ACH-000132,0.212065484829
ACH-000133,0.128897746741
ACH-000137,-0.140063383892
ACH-000138,-0.0737013024464
ACH-000142,0.0431815355749
ACH-000143,0.15260261688500001
ACH-000146,0.06757930467079999
ACH-000148,-0.00178825578515
ACH-000150,-0.316079595915
ACH-000152,-0.318187382089
ACH-000153,-0.105329112103
ACH-000159,-0.0322925105043
ACH-000160,-0.0422622088912
ACH-000163,0.12306005253699999
ACH-000167,-0.310939797865
ACH-000168,-0.108390740976
ACH-000169,-0.0317713951459
ACH-000178,-0.0319964444308
ACH-000182,0.11498721233300001
ACH-000183,-0.147288644548
ACH-000188,-0.0103518974581
ACH-000189,0.257221943316
ACH-000190,0.109112840357
ACH-000198,-0.0714228064996
ACH-000204,0.258115536824
ACH-000206,-0.124096108999
ACH-000207,-0.124237215948
ACH-000211,0.185653621489
ACH-000215,-0.154950079902
ACH-000221,-0.051041804061699995
ACH-000222,-0.133502847714
ACH-000223,0.152226940951
ACH-000226,-0.142643177979
ACH-000227,0.0482882423045
ACH-000228,-0.11393403473500001
ACH-000231,-0.0243288858623
ACH-000232,0.0459551185903
ACH-000233,0.030268001825
ACH-000234,0.0338952449427
ACH-000235,0.026067557237900003
ACH-000237,-0.0761163148171
ACH-000238,0.14723173267200002
ACH-000243,0.00953373056434
ACH-000244,-0.01080914217
ACH-000246,-0.0897776786853
ACH-000248,0.17397539849100002
ACH-000250,-0.0427019277823
ACH-000251,0.24528376910799998
ACH-000253,-0.08534534988060001
ACH-000255,-0.0332901533051
ACH-000256,0.12220611109200001
ACH-000257,0.226416344346
ACH-000258,-0.134715752465
ACH-000259,0.0243644662328
ACH-000260,0.0911903727275
ACH-000261,-0.10333466841700001
ACH-000262,-0.0879165051195
ACH-000263,-0.469476398346
ACH-000264,-0.06578325961380001
ACH-000265,0.0637941565876
ACH-000266,0.10234597760099999
ACH-000272,-0.216555369867
ACH-000273,-0.018235082818599996
ACH-000274,0.17007518564399998
ACH-000277,0.0905544880232
ACH-000278,-0.05299957426369999
ACH-000279,0.06058375173830001
ACH-000280,-0.177993071906
ACH-000281,0.217426850788
ACH-000288,-0.05454850615640001
ACH-000291,-0.0938912964252
ACH-000293,-0.00414488558039
ACH-000294,-0.0390362677772
ACH-000295,-0.193868209095
ACH-000296,0.0948053475845
ACH-000302,-0.06402958227819999
ACH-000304,0.200392552454
ACH-000307,-0.08585265111130001
ACH-000308,0.0366171457668
ACH-000310,0.300467050573
ACH-000311,-0.061591927913
ACH-000312,-0.033627673342
ACH-000315,-0.0803584250874
ACH-000316,-0.181979693651
ACH-000317,-0.11444890576899999
ACH-000318,-0.160486133887
ACH-000319,-0.0495769249292
ACH-000320,-0.132002591944
ACH-000322,0.059367487210800006
