,DTNA (1837)
ACH-000004,-0.015855722181899998
ACH-000007,0.140332315611
ACH-000009,0.00461559689601
ACH-000011,0.00467803835908
ACH-000012,0.23133218472199998
ACH-000013,0.036793412544
ACH-000014,0.23117573655
ACH-000015,-0.004714417190310001
ACH-000017,0.145776451412
ACH-000018,0.122913869389
ACH-000019,0.00547072852305
ACH-000021,0.11801020351199999
ACH-000022,0.0955764004741
ACH-000025,0.0513676261426
ACH-000028,0.0209921781708
ACH-000030,0.026789433452599997
ACH-000035,0.041296867632900004
ACH-000036,-0.006752984955279999
ACH-000037,0.09971582200950001
ACH-000039,0.276582863195
ACH-000040,0.156170307108
ACH-000041,0.146291986003
ACH-000042,0.050626451466800004
ACH-000045,0.0391595259713
ACH-000047,0.11669189663599999
ACH-000052,0.08991590016869999
ACH-000053,0.08174503387460001
ACH-000054,0.0346583625851
ACH-000055,-0.183012802309
ACH-000060,0.0635620487651
ACH-000067,0.262139987042
ACH-000070,0.110709591061
ACH-000075,0.253176813387
ACH-000078,0.0671183109946
ACH-000082,0.0579665066729
ACH-000085,0.00473984991364
ACH-000086,0.148248440466
ACH-000087,0.20503770079
ACH-000092,0.11989154700600001
ACH-000095,0.0399093795117
ACH-000097,0.150411090937
ACH-000098,0.075333662126
ACH-000099,0.0546195834134
ACH-000108,0.0586035255015
ACH-000113,-0.024831084697799998
ACH-000115,0.025424172621800002
ACH-000116,0.116380497124
ACH-000118,0.10876322905500001
ACH-000120,0.145762371693
ACH-000123,0.0642963795717
ACH-000127,0.0488801029972
ACH-000128,0.057335081991600007
ACH-000132,-0.0301649828524
ACH-000133,0.163392502516
ACH-000137,0.12591175518
ACH-000138,0.0118252970976
ACH-000142,0.0465944073511
ACH-000143,0.16511715625700002
ACH-000146,0.09542273645230001
ACH-000148,0.0816133168853
ACH-000150,0.0435227412593
ACH-000152,0.109148637371
ACH-000153,0.28459582758699997
ACH-000159,0.0788247504465
ACH-000160,0.15348877760500002
ACH-000163,-0.108200355634
ACH-000167,0.163294612856
ACH-000168,0.16889118326299998
ACH-000169,-0.0255991799409
ACH-000178,0.264258237618
ACH-000182,0.0602394893888
ACH-000183,0.0486533070298
ACH-000188,0.0852099982962
ACH-000189,-0.313720104838
ACH-000190,0.10108245265100001
ACH-000198,0.114283552827
ACH-000204,0.306203157496
ACH-000206,-0.0191704393673
ACH-000207,0.0833560324332
ACH-000211,0.0363207387049
ACH-000215,-0.012730500198600002
ACH-000221,0.07567184364839999
ACH-000222,0.34166822102300004
ACH-000223,0.021601346680400004
ACH-000226,0.0296918919184
ACH-000227,-0.167916452055
ACH-000228,-0.0410134798975
ACH-000231,0.159600380076
ACH-000232,-0.07328226339480001
ACH-000233,0.10268898772299999
ACH-000234,0.08817882153300001
ACH-000235,0.0391639942391
ACH-000237,0.148607227397
ACH-000238,0.0291676548126
ACH-000243,0.11188912750800001
ACH-000244,-0.016665359942700003
ACH-000246,0.0955006139779
ACH-000248,-0.0384756970498
ACH-000250,0.07684050599230001
ACH-000251,0.18441250755600003
ACH-000253,-0.0423790911835
ACH-000255,0.184682895771
ACH-000256,0.042200435145899995
ACH-000257,0.15934423158299998
ACH-000258,0.212426372582
ACH-000259,0.00644102941626
ACH-000260,0.163499958313
ACH-000261,-0.0390886434194
ACH-000262,0.223314874395
ACH-000263,-0.365225472571
ACH-000264,-0.0033602660057100004
ACH-000265,0.153280219862
ACH-000266,0.128261323105
ACH-000272,0.101732224041
ACH-000273,0.0382151657601
ACH-000274,0.0128756779378
ACH-000277,-0.038494809805199995
ACH-000278,0.10428001506000001
ACH-000279,0.0927303873579
ACH-000280,0.23046242089699998
ACH-000281,0.0242056646662
ACH-000288,0.15085938365
ACH-000291,0.0132315765787
ACH-000293,0.014224845276299998
ACH-000294,0.0387190410726
ACH-000295,0.09127110496539999
ACH-000296,-0.103313282595
ACH-000302,0.037760275280400005
ACH-000304,0.42445182434199996
ACH-000307,0.05842914191719999
ACH-000308,0.0601880289128
ACH-000310,0.0614175419212
ACH-000311,0.218465060298
ACH-000312,0.08564966735339999
ACH-000315,0.128395732405
ACH-000316,0.0969693706133
ACH-000317,0.10290550694700001
ACH-000318,-0.08954375374989999
ACH-000319,-0.013065187129299998
ACH-000320,0.139372444553
ACH-000322,-0.035935839803599996
ACH-000323,0.0463535142825
ACH-000324,0.18000263252
ACH-000329,0.0927990330434
ACH-000330,0.04523616313730001
ACH-000331,0.134708437707
ACH-000332,0.0419525848123
ACH-000334,0.0293411211136
ACH-000335,0.170113089003
ACH-000336,0.177890357938
ACH-000337,0.171415679042
ACH-000339,0.28500605827500003
ACH-000341,-0.0803990057214
ACH-000348,0.0321194613032
ACH-000350,0.113759871485
ACH-000352,0.159427306643
ACH-000356,0.10639432160599999
ACH-000361,0.26696822998
ACH-000362,0.136211742598
ACH-000363,0.111045990616
ACH-000364,0.298757843716
ACH-000365,0.0831024848158
ACH-000366,0.101905330287
ACH-000368,0.134317057537
ACH-000374,0.186452045018
ACH-000375,0.0309756416029
ACH-000376,0.148236658087
ACH-000381,0.255383579877
ACH-000383,-0.00783953754463
ACH-000387,0.247465941484
ACH-000389,0.201648872065
ACH-000390,0.0333516832418
ACH-000393,0.028327183772900003
ACH-000395,0.236825153446
ACH-000397,0.08178225343880001
ACH-000401,-0.036234933673099996
ACH-000402,-0.161832474077
ACH-000403,0.0383190767801
ACH-000404,-0.13349753654000002
ACH-000406,0.10999349100400001
ACH-000407,0.00352805406092
ACH-000408,0.17605483292100002
ACH-000410,0.116640116852
ACH-000411,0.192649088889
ACH-000414,0.062894026642
ACH-000415,0.118673540001
ACH-000416,0.040697598346899996
ACH-000420,0.013091711249200002
ACH-000421,0.115330937762
