,RFPL4A (342931)
ACH-000375,-0.5505014895120001
ACH-000376,-0.207197842596
ACH-000381,-0.182343886468
ACH-000383,-0.297567811853
ACH-000387,-0.170984115533
ACH-000389,-0.498075459601
ACH-000390,-0.198817521688
ACH-000393,-0.220837056374
ACH-000395,-0.361024850464
ACH-000397,-0.436399380705
ACH-000401,-0.33534775262600003
ACH-000402,-0.31455491994600004
ACH-000403,-0.377919479879
ACH-000404,-0.08935877313190001
ACH-000406,-0.11441827829399999
ACH-000407,-0.18018616119800002
ACH-000408,-0.191135831449
ACH-000410,-0.27179664923700003
ACH-000411,-0.279359825893
ACH-000414,-0.226591181205
ACH-000415,-0.044876266155900006
ACH-000416,-0.214985666501
ACH-000420,-0.21270536662
ACH-000421,-0.259516126911
ACH-000424,0.0914942959111
ACH-000425,-0.134158823736
ACH-000426,-0.291406453781
ACH-000427,-0.306200465751
ACH-000433,-0.5880465584610001
ACH-000436,-0.18950120179699997
ACH-000444,-0.11394962915
ACH-000445,-0.464222374886
ACH-000448,-0.366060787768
ACH-000450,-0.0391740432527
ACH-000452,0.0163065753112
ACH-000454,-0.162188089832
ACH-000458,-0.1912493186
ACH-000459,-0.149587555122
ACH-000460,-0.310524731426
ACH-000461,-0.157767513814
ACH-000463,-0.187122471309
ACH-000464,-0.351586231796
ACH-000466,-0.11635043464400001
ACH-000467,-0.170182708048
ACH-000468,-0.315726269021
ACH-000469,-0.22165419561
ACH-000470,-0.47805626638300003
ACH-000471,-0.271438858424
ACH-000472,-0.28383911896200004
ACH-000473,-0.35871767204899996
ACH-000475,-0.19458052090199998
ACH-000476,-0.337976519275
ACH-000477,-0.256426607579
ACH-000480,-0.26807878935
ACH-000481,-0.102474850965
ACH-000483,-0.18636623781199999
ACH-000484,-0.482649199736
ACH-000485,-0.26630637421799996
ACH-000486,-0.201109495107
ACH-000487,-0.226356834498
ACH-000488,-0.31609819469
ACH-000490,-0.245335692806
ACH-000491,-0.195040058219
ACH-000495,-0.320924992333
ACH-000496,-0.119233557662
ACH-000499,-0.24727302305799997
ACH-000500,-0.501862107347
ACH-000502,-0.204302014978
ACH-000503,-0.18164843848
ACH-000505,-0.405268300477
ACH-000507,-0.293993823402
ACH-000510,-0.367840494739
ACH-000511,-0.422401629744
ACH-000512,-0.058105128572300005
ACH-000516,-0.39383960186399997
ACH-000517,-0.254584344421
ACH-000518,-0.0659515781236
ACH-000520,-0.323575103041
ACH-000521,-0.256493428932
ACH-000522,-0.25823435859
ACH-000524,-0.27507500391199996
ACH-000527,-0.19614920045499998
ACH-000528,-0.174842054217
ACH-000537,-0.08819885830489999
ACH-000541,-0.37550763318700003
ACH-000542,-0.213769906756
ACH-000544,-0.14520274308199999
ACH-000545,-0.19872393213599998
ACH-000547,-0.469288398688
ACH-000548,-0.525241039587
ACH-000549,-0.153214139434
ACH-000550,-0.177687815597
ACH-000552,-0.22352873976100002
ACH-000556,-0.198932153449
ACH-000557,-0.166773863324
ACH-000570,-0.315824908645
ACH-000571,-0.265574575784
ACH-000573,-0.264873643413
ACH-000576,-0.18037661021499998
ACH-000580,-0.424849958326
ACH-000584,-0.335505561448
ACH-000585,-0.210227678595
ACH-000588,-0.288980316276
ACH-000589,-0.245861013829
ACH-000591,-0.277888678888
ACH-000593,-0.23434156943300002
ACH-000600,-0.23951010791400001
ACH-000601,-0.204836658183
ACH-000604,-0.330885635385
ACH-000605,-0.079848226585
ACH-000606,-0.244600696318
ACH-000608,-0.204943339594
ACH-000614,-0.306251244265
ACH-000616,-0.293461289422
ACH-000618,-0.108481094417
ACH-000619,-0.0175234171249
ACH-000620,-0.40341267494800004
ACH-000621,-0.37150036869900005
ACH-000622,-0.292808245394
ACH-000623,-0.31150146741
ACH-000624,-0.390777678587
ACH-000627,-0.37927446603200005
ACH-000630,-0.20438761020100002
ACH-000632,-0.240363957847
ACH-000633,-0.357040064812
ACH-000637,-0.204580980713
ACH-000638,-0.129294328822
ACH-000646,-0.184622215735
ACH-000647,-0.214526048011
ACH-000648,-0.30258315154
ACH-000649,-0.248759673642
ACH-000651,-0.0977028546902
ACH-000652,-0.0664452291065
ACH-000653,-0.23647028234700002
ACH-000657,-0.254624965313
ACH-000658,-0.195057126956
ACH-000661,-0.145436755177
ACH-000662,-0.5070773361199999
ACH-000663,-0.0418840836362
ACH-000665,-0.193784730806
ACH-000671,-0.274231152123
ACH-000673,-0.279465702876
ACH-000676,-0.357970237488
ACH-000677,-0.259421424441
ACH-000681,-0.266791839874
ACH-000682,-0.08488944150810002
ACH-000683,-0.21650817906199998
ACH-000684,-0.555123693736
ACH-000688,-0.12842654125999997
ACH-000693,-0.154115160926
ACH-000694,-0.197274091666
ACH-000695,0.0780291696945
ACH-000696,-0.27110973875300004
ACH-000697,-0.387881599626
ACH-000699,-0.275604902561
ACH-000701,-0.358717953715
ACH-000706,-0.10566960155300001
ACH-000711,-0.257589950218
ACH-000713,-0.22406965209399998
ACH-000714,-0.23173787976500002
ACH-000718,-0.332606823883
ACH-000720,-0.267995713202
ACH-000721,-0.256677567408
ACH-000724,-0.327447523686
ACH-000725,-0.188785763089
ACH-000732,-0.421649602403
ACH-000734,-0.376032153698
ACH-000735,-0.18444839233600002
ACH-000736,-0.267140529445
ACH-000738,-0.0916247013967
ACH-000746,-0.277754318076
ACH-000747,-0.06443435786730001
ACH-000748,-0.282429093773
ACH-000753,-0.191435979498
ACH-000756,-0.579895619986
ACH-000757,-0.293007508412
ACH-000758,-0.39093065527500004
ACH-000760,-0.154080088296
ACH-000763,-0.21245898609799999
ACH-000764,-0.256545643444
ACH-000765,-0.228090078292
ACH-000766,-0.27806426457
ACH-000767,-0.19340199601500002
ACH-000768,-0.285255788953
ACH-000769,-0.37526777193000005
ACH-000770,-0.209645658013
ACH-000771,-0.182504451545
ACH-000773,-0.3864896928
ACH-000776,-0.23302320740600002
ACH-000777,-0.3004856852
ACH-000778,-0.141338231441
ACH-000781,-0.10987671539300001
ACH-000782,-0.25367646957199996
ACH-000783,-0.189752326195
ACH-000784,-0.106698344802
ACH-000785,-0.164727488772
ACH-000787,-0.222068347709
ACH-000788,-0.246085492428
ACH-000791,-0.252488796933
ACH-000792,-0.253233990898
ACH-000794,-0.24281065542
ACH-000796,-0.258742188272
ACH-000799,-0.285629104727
ACH-000800,-0.19475389788
ACH-000802,-0.22842174941100002
ACH-000804,-0.219002897718
ACH-000805,-0.206740823277
ACH-000809,-0.34942045677199995
ACH-000810,-0.524462403811
ACH-000811,-0.272860175409
ACH-000817,-0.227452828885
ACH-000819,-0.28499980211599996
ACH-000820,-0.26840299347
ACH-000821,-0.185775104223
ACH-000822,-0.368411720144
ACH-000823,-0.19271509422699998
ACH-000824,-0.498048047458
ACH-000827,-0.34685540930299996
ACH-000829,-0.22813115977099999
ACH-000831,-0.247509712586
ACH-000832,-0.18746939747900002
ACH-000833,-0.177486381611
ACH-000834,-0.288111917112
ACH-000835,-0.14992801265900002
ACH-000836,-0.23219140086800003
ACH-000837,-0.0653834173559
ACH-000838,-0.298696434279
ACH-000839,-0.15764791198300002
ACH-000840,-0.0791080593062
ACH-000841,-0.26022541341999994
ACH-000843,-0.479312046083
ACH-000846,-0.26345260644
ACH-000847,-0.262280099556
ACH-000848,-0.31451139679900003
ACH-000849,-0.351014273574
ACH-000851,-0.17923398509100003
ACH-000855,-0.17287876938400001
ACH-000856,-0.35511553054399997
ACH-000858,-0.11261714151699999
ACH-000859,-0.11154256947100001
ACH-000861,-0.326930827572
ACH-000862,-0.242453555141
ACH-000865,-0.202211841952
ACH-000866,-0.154941175327
ACH-000867,-0.19102264545400002
ACH-000869,-0.161007518417
ACH-000872,-0.114179728589
ACH-000873,-0.028705567794699998
ACH-000876,-0.12626260523900001
ACH-000878,-0.37692517395900005
ACH-000880,-0.257659604165
ACH-000881,-0.270384690912
ACH-000882,-0.130846254209
ACH-000884,-0.201601966332
ACH-000885,-0.166997537695
ACH-000887,-0.22810122617800002
ACH-000888,-0.207489935221
ACH-000889,-0.26173760755
ACH-000890,-0.126935701397
ACH-000896,-0.15806919796
ACH-000898,-0.224165005586
ACH-000900,-0.307787563583
ACH-000901,-0.29669380746199997
ACH-000905,-0.289490806635
ACH-000906,-0.27652062719
ACH-000907,-0.36286110266800004
ACH-000910,-0.280173799214
ACH-000911,-0.226869225207
ACH-000912,-0.117304357657
ACH-000913,-0.199134225171
ACH-000915,-0.268716666902
ACH-000916,-0.24743942875799999
ACH-000917,-0.15638767521
ACH-000921,-0.35208335227
ACH-000924,-0.225988138944
ACH-000926,-0.367049004189
ACH-000928,-0.195288004135
ACH-000929,0.0159129936693
ACH-000932,-0.28619552188999997
ACH-000935,-0.43143150330799995
ACH-000936,-0.18422844595600002
ACH-000937,-0.10246555893999999
ACH-000938,-0.08086504254
ACH-000939,-0.237268285418
ACH-000941,-0.34863863075499996
ACH-000943,-0.280533352027
ACH-000946,-0.22298144698300001
ACH-000947,-0.22935252508
ACH-000948,-0.15759901794700001
ACH-000950,-0.108116496906
ACH-000953,-0.140157949814
ACH-000957,-0.40399218530000003
ACH-000958,-0.24786969358600003
ACH-000960,-0.0397691618072
ACH-000963,-0.193941279984
ACH-000968,-0.17359406713599998
ACH-000969,-0.136856352184
ACH-000973,-0.241704105334
ACH-000974,-0.18712039460700003
ACH-000975,-0.10990974691
ACH-000976,-0.322305010452
ACH-000978,-0.263094841937
ACH-000980,-0.180934675339
ACH-000984,-0.40294824031
ACH-000986,-0.146240108051
ACH-000988,-0.20040426076499998
ACH-000993,-0.401163131979
ACH-000994,-0.164428822488
ACH-000996,-0.462405790958
ACH-001001,-0.271864071149
ACH-001020,-0.208942760907
ACH-001028,-0.290592882908
ACH-001031,-0.215256512676
ACH-001038,-0.253756670851
ACH-001048,-0.304904420907
ACH-001050,-0.25792206533900003
ACH-001053,-0.49590812642399995
ACH-001054,-0.136443287301
ACH-001061,-0.187212849212
ACH-001067,-0.533382280807
ACH-001075,-0.348020126769
ACH-001096,-0.17159082875599999
ACH-001128,-0.741881451374
ACH-001134,-0.28156783238899996
ACH-001151,-0.224509851952
ACH-001163,-0.209425242817
ACH-001164,-0.313729855755
ACH-001173,-0.369731287248
ACH-001183,-0.153238922742
ACH-001184,-0.117138813955
ACH-001190,-0.058623427253599994
ACH-001192,-0.39877414205399997
ACH-001193,-0.0527433096839
ACH-001196,-0.090096014483
ACH-001197,-0.165911290742
ACH-001205,-0.205450445562
ACH-001211,-0.347598779011
ACH-001212,-0.405288329983
ACH-001228,-0.24468958698000004
ACH-001232,0.0157049683014
ACH-001239,-0.168182399258
ACH-001274,-0.08586232454230001
ACH-001275,-0.08428546750930001
ACH-001277,-0.442232629863
ACH-001278,-0.19198230680599998
ACH-001280,-0.401318821565
ACH-001283,-0.204887831422
ACH-001289,-0.37068612796899997
ACH-001295,-0.207985568413
ACH-001300,-0.23809218813799998
ACH-001301,-0.16700241503799998
ACH-001302,-0.237042735457
ACH-001303,-0.09918417833979999
ACH-001306,-0.289156381922
ACH-001318,-0.0943711691013
ACH-001322,-0.261835826813
ACH-001328,-0.25813508731
ACH-001332,0.157090124569
ACH-001333,-0.0981080903187
ACH-001336,-0.223900831408
ACH-001340,-0.222637485597
ACH-001346,-0.335706914678
ACH-001353,-0.15258630601099998
ACH-001354,-0.21289059563499999
ACH-001367,-0.281259096348
ACH-001368,-0.223046847879
ACH-001374,-0.515441233943
ACH-001375,-0.258395399223
ACH-001377,-0.48358642082500003
ACH-001380,-0.231855178045
ACH-001391,-0.139842642252
ACH-001407,-0.19049455435899998
ACH-001408,-0.226669808138
ACH-001413,-0.37068602854599997
ACH-001430,-0.321501336224
ACH-001431,-0.356057795144
ACH-001450,-0.22745065138099999
ACH-001496,-0.19783446707000002
ACH-001500,-0.299970920473
ACH-001521,-0.281571116693
ACH-001523,-0.269493241054
ACH-001532,-0.25343578596099997
ACH-001536,-0.339780596965
ACH-001550,-0.118929064672
ACH-001552,-0.27070414422600003
ACH-001554,-0.23284599132
ACH-001645,-0.199123671143
ACH-001654,-0.07585417790589999
ACH-001715,-0.17186058680500002
ACH-001735,-0.0637333565655
ACH-001736,-0.22424382772100002
ACH-001737,0.31923923852499997
ACH-001740,-0.23124614875500002
ACH-001745,-0.24242107990200001
ACH-001750,-0.34259866208800005
ACH-001765,-0.284493078696
ACH-001956,-0.383776107138
ACH-001957,-0.16508011834
