,ATCAY (85300)
ACH-000004,-0.15561135318
ACH-000007,-0.0827470334787
ACH-000009,-0.20146243767299998
ACH-000011,-0.48369213263099997
ACH-000012,-0.11960561282099999
ACH-000013,-0.257364222452
ACH-000014,-0.396094527114
ACH-000015,-0.321578898259
ACH-000017,-0.18916693676399998
ACH-000018,-0.300030842479
ACH-000019,-0.0800405712005
ACH-000021,-0.386786490935
ACH-000022,-0.21461630587699998
ACH-000025,-0.278848215211
ACH-000028,-0.0710734579858
ACH-000030,-0.281305501702
ACH-000035,-0.314954100843
ACH-000036,-0.318723187868
ACH-000037,-0.1397958107
ACH-000039,-0.351717474281
ACH-000040,-0.209039895903
ACH-000041,-0.211559422178
ACH-000042,-0.14559514858300002
ACH-000045,-0.329033775254
ACH-000047,-0.167703041206
ACH-000052,0.0749696511262
ACH-000053,-0.212575312551
ACH-000054,-0.32471518164700003
ACH-000055,-0.0875544760807
ACH-000060,-0.197404840226
ACH-000067,-0.21135473236900001
ACH-000070,-0.087071483552
ACH-000075,-0.365167470423
ACH-000078,-0.0844680399058
ACH-000082,-0.18206082811000002
ACH-000085,-0.246582317478
ACH-000086,-0.36203088785899995
ACH-000087,-0.029460551098599998
ACH-000092,-0.308797940922
ACH-000095,-0.493886733574
ACH-000097,-0.271076760357
ACH-000098,-0.419619629155
ACH-000099,-0.292205209133
ACH-000108,-0.31459870720800004
ACH-000113,-0.12861179339
ACH-000115,-0.325777730286
ACH-000116,-0.253231235497
ACH-000118,-0.159844196337
ACH-000120,-0.133026622299
ACH-000123,-0.18798132145100002
ACH-000127,-0.250763021507
ACH-000128,-0.141409866194
ACH-000132,-0.27590598534
ACH-000133,-0.165649403527
ACH-000137,-0.296817390847
ACH-000138,-0.31246438138300003
ACH-000142,-0.293917133971
ACH-000143,-0.199508273012
ACH-000146,-0.24179193764899998
ACH-000148,-0.267775197311
ACH-000150,-0.531663786047
ACH-000152,-0.178612535002
ACH-000153,-0.04838608627569999
ACH-000159,-0.260559047081
ACH-000160,-0.153259702088
ACH-000163,0.000890373417225
ACH-000167,-0.300551088623
ACH-000168,-0.349634566138
ACH-000169,-0.121804593583
ACH-000178,-0.17832096356600002
ACH-000182,-0.380657794873
ACH-000183,-0.385444137254
ACH-000188,-0.105663413152
ACH-000189,-0.138858625231
ACH-000190,-0.19832181958700001
ACH-000198,-0.0288846336262
ACH-000204,-0.060238884600300004
ACH-000206,0.061642262676300005
ACH-000207,-0.23397187318799997
ACH-000211,-0.152460676042
ACH-000215,-0.17690920001200003
ACH-000221,-0.322214853519
ACH-000222,-0.0295229396254
ACH-000223,-0.192644330617
ACH-000226,-0.132199691631
ACH-000227,-0.0565661284298
ACH-000228,-0.220917259686
ACH-000231,-0.20643574582199997
ACH-000232,-0.09634801814789999
ACH-000233,-0.25617079959899997
ACH-000234,-0.34620281669799996
ACH-000235,-0.281880320532
ACH-000237,-0.153599397
ACH-000238,-0.263184999635
ACH-000243,-0.222757102352
ACH-000244,-0.167231230026
ACH-000246,-0.281868729089
ACH-000248,-0.15773013367
ACH-000250,-0.325516941587
ACH-000251,-0.236397698025
ACH-000253,-0.21393987875
ACH-000255,-0.315109234178
ACH-000256,-0.053209247111
ACH-000257,-0.450322337561
ACH-000258,-0.4754144379
ACH-000259,-0.245079506007
ACH-000260,-0.207833465006
ACH-000261,-0.230742449645
ACH-000262,-0.305518941936
ACH-000263,-0.255253058895
ACH-000264,-0.205109500896
ACH-000265,-0.199536200895
ACH-000266,-0.31582476343000004
ACH-000272,-0.225527210268
ACH-000273,-0.187446044767
ACH-000274,-0.261454070214
ACH-000277,-0.317189486812
ACH-000278,-0.112150160085
ACH-000279,-0.205924950091
ACH-000280,-0.275221317596
ACH-000281,-0.321443531319
ACH-000288,-0.08548236699799999
ACH-000291,-0.300445320898
ACH-000293,-0.147507524399
ACH-000294,-0.330886895922
ACH-000295,-0.151778348581
ACH-000296,-0.240368091585
ACH-000302,-0.326960621447
ACH-000304,-0.147600651606
ACH-000307,-0.36909561804499996
ACH-000308,-0.214120715993
ACH-000310,-0.2400557106
ACH-000311,-0.139523530511
ACH-000312,-0.269078386611
ACH-000315,-0.338520581891
ACH-000316,-0.118902758689
ACH-000317,-0.20878791223999998
ACH-000318,-0.0502791416751
ACH-000319,-0.241821177033
ACH-000320,-0.184873924338
ACH-000322,-0.06105098232000001
ACH-000323,-0.132365153873
ACH-000324,-0.295594045809
ACH-000329,-0.240870730566
ACH-000330,-0.336660532682
ACH-000331,-0.0859048242286
ACH-000332,-0.217928886439
ACH-000334,-0.0212543641789
ACH-000335,-0.26513948414
ACH-000336,-0.0612495190258
ACH-000337,-0.37062404300499996
ACH-000339,-0.193641337333
ACH-000341,-0.41485010668899996
ACH-000348,-0.219646009624
ACH-000350,-0.31316704665600004
ACH-000352,-0.286402805724
ACH-000356,0.05610984445830001
ACH-000361,-0.353323323548
ACH-000362,-0.24454897283100002
ACH-000363,-0.21510733519699998
ACH-000364,-0.624721785085
ACH-000365,-0.393219133977
ACH-000366,-0.353535796192
ACH-000368,-0.172508609763
ACH-000374,-0.17454213129700002
ACH-000375,-0.19794173025400003
ACH-000376,-0.0527954265333
ACH-000381,-0.33146615493299997
ACH-000383,-0.262704238092
ACH-000387,-0.257292533851
ACH-000389,-0.174387968114
ACH-000390,-0.24578034460700002
ACH-000393,-0.269194068324
ACH-000395,0.0315202519106
ACH-000397,-0.192008284026
ACH-000401,-0.541939083544
ACH-000402,-0.125875257131
ACH-000403,-0.223492144866
ACH-000404,-0.0583717354617
ACH-000406,-0.28280940471500005
ACH-000407,-0.34579019983900006
ACH-000408,-0.21388588528900002
ACH-000410,-0.24293660124699998
ACH-000411,-0.126400350897
ACH-000414,-0.17836157350600002
ACH-000415,-0.141131451519
ACH-000416,-0.329162345265
ACH-000420,-0.13309941148
ACH-000421,-0.372484647338
ACH-000424,-0.0819734511525
ACH-000425,-0.215824152379
ACH-000426,-0.518800218269
ACH-000427,-0.147108470506
ACH-000433,-0.348276008717
ACH-000436,-0.378751964564
ACH-000444,-0.27612266697
ACH-000445,-0.332783654514
ACH-000448,-0.158958537011
ACH-000450,-0.0143997913589
ACH-000452,-0.203296607787
ACH-000454,-0.07603506559510001
ACH-000458,-0.195763358281
ACH-000459,-0.284831400899
ACH-000460,-0.240279627012
ACH-000461,-0.221346560158
ACH-000463,-0.18789822973200002
ACH-000464,-0.251999899752
ACH-000466,-0.16268206115800002
ACH-000467,-0.0340726923737
ACH-000468,-0.331078683656
ACH-000469,-0.115765980997
ACH-000470,0.00372184813406
ACH-000471,-0.117578757296
ACH-000472,-0.174781256138
ACH-000473,-0.292396221477
ACH-000475,-0.278075658933
ACH-000476,-0.15910872655799999
ACH-000477,-0.316547820393
ACH-000480,-0.0764914076359
ACH-000481,-0.216907252357
ACH-000483,-0.465755520667
ACH-000484,0.031009021142700002
ACH-000485,-0.208365162839
ACH-000486,-0.213124534961
ACH-000487,-0.09055579533819999
ACH-000488,-0.22687169956300002
ACH-000490,-0.260951553359
ACH-000491,-0.215722215858
ACH-000495,-0.22133178710700002
ACH-000496,-0.21314822033
ACH-000499,-0.350712079421
ACH-000500,-0.7044967361660001
ACH-000502,-0.0800681431119
ACH-000503,-0.12247430077
ACH-000505,-0.294112124794
ACH-000507,-0.140896773424
ACH-000510,-0.215549269641
ACH-000511,-0.175415040186
ACH-000512,-0.114627282185
ACH-000516,-0.21057405318599998
ACH-000517,-0.31667707116
ACH-000518,-0.24061999073100002
ACH-000520,0.0525297629194
ACH-000521,-0.22680649624200003
ACH-000522,-0.270149911106
ACH-000524,-0.285457937185
ACH-000527,-0.214282750625
ACH-000528,-0.303236870552
ACH-000537,-0.23559474361299998
ACH-000541,0.26904714176100003
ACH-000542,-0.270473392825
ACH-000544,-0.0666867856768
ACH-000545,-0.43052704692
ACH-000547,-0.31010282737100003
ACH-000548,-0.0372351599258
ACH-000549,-0.384179516007
ACH-000550,-0.09446847490869999
ACH-000552,-0.260346590781
ACH-000556,-0.395455740492
ACH-000557,-0.366376414617
ACH-000570,-0.1396277228
ACH-000571,-0.196369559403
ACH-000573,-0.23025104989999998
ACH-000576,-0.313081855595
ACH-000580,-0.25721730828
ACH-000584,-0.280530855371
ACH-000585,-0.37695978518600004
ACH-000588,-0.266103737374
ACH-000589,-0.256815420583
