,GPBP1L1 (60313)
ACH-000004,-0.122764120373
ACH-000007,-0.306531027296
ACH-000009,-0.195143535308
ACH-000011,-0.0719679903807
ACH-000012,-0.0957350507145
ACH-000013,-0.0831396659502
ACH-000014,-0.464727853395
ACH-000015,-0.19266887368000002
ACH-000017,-0.264761581787
ACH-000018,-0.396168589394
ACH-000019,-0.188226975194
ACH-000021,-0.140017473253
ACH-000022,0.0889054439862
ACH-000025,-0.23648470424600002
ACH-000028,-0.245722555952
ACH-000030,-0.21366029685899998
ACH-000035,-0.0626398074701
ACH-000036,-0.192023741345
ACH-000037,-0.0949599978847
ACH-000039,-0.188367734575
ACH-000040,-0.222745705252
ACH-000041,-0.04437110227319999
ACH-000042,-0.08105031780619999
ACH-000045,0.0280576589757
ACH-000047,-0.370365391311
ACH-000052,-0.139143656728
ACH-000053,-0.22165300868700002
ACH-000054,-0.22222382757800002
ACH-000055,-0.014086004157200002
ACH-000060,-0.254725754884
ACH-000067,-0.346590699569
ACH-000070,0.0112298799535
ACH-000075,-0.21233874609900003
ACH-000078,-0.09899380822899999
ACH-000082,-0.00313571468361
ACH-000085,-0.20324741415
ACH-000086,-0.27895735477
ACH-000087,-0.269712978776
ACH-000092,-0.243202118789
ACH-000095,-0.17148961142299998
ACH-000097,-0.0115275788185
ACH-000098,-0.0440030123307
ACH-000099,-0.184413283191
ACH-000108,-0.17705747688999998
ACH-000113,-0.0650169801363
ACH-000115,-0.0970539181552
ACH-000116,0.0238755620798
ACH-000118,-0.139778834147
ACH-000120,-0.170900465561
ACH-000123,-0.18850834143
ACH-000127,-0.0991721932976
ACH-000128,-0.187261391049
ACH-000132,-0.112671222768
ACH-000133,-0.0865724626276
ACH-000137,0.239266087266
ACH-000138,-0.0944452785153
ACH-000142,-0.165362709808
ACH-000143,-0.285866603019
ACH-000146,-0.0746910646442
ACH-000148,-0.0690943953314
ACH-000150,-0.40466845504
ACH-000152,-0.10930010209100001
ACH-000153,-0.38210816099699996
ACH-000159,-1.6151862423700002e-06
ACH-000160,-0.15122777047900002
ACH-000163,-0.122129951847
ACH-000167,-0.23810042832400002
ACH-000168,-0.0606367409576
ACH-000169,-0.17411204766199997
ACH-000178,-0.10471027650900001
ACH-000182,0.0423478757466
ACH-000183,-0.0115017278733
ACH-000188,-0.110332169092
ACH-000189,0.0705770986838
ACH-000190,-0.0338643738
ACH-000198,0.0326807706996
ACH-000204,-0.17257801031300002
ACH-000206,-0.17533807493099998
ACH-000207,0.206123665065
ACH-000211,0.0046250315853800005
ACH-000215,0.0447222005654
ACH-000221,-0.29583726172200003
ACH-000222,0.08537697807289998
ACH-000223,0.0034234889695799998
ACH-000226,-0.14114133787799998
ACH-000227,-0.110387193139
ACH-000228,-0.23052755216600002
ACH-000231,-0.0835531441165
ACH-000232,-0.09013552449269999
ACH-000233,-0.0488869573363
ACH-000234,0.09501935358100001
ACH-000235,-0.11921952178200002
ACH-000237,-0.17624052548799998
ACH-000238,-0.23261835308000003
ACH-000243,-0.29200473648200004
ACH-000244,-0.199269352507
ACH-000246,-0.270460066685
ACH-000248,-0.0874979474158
ACH-000250,-0.00875429513105
ACH-000251,-0.166524975194
ACH-000253,-0.0496749160544
ACH-000255,-0.146881301764
ACH-000256,-0.370686674745
ACH-000257,-0.290010421108
ACH-000258,-0.165187015776
ACH-000259,0.039632625705699996
ACH-000260,-0.082361378212
ACH-000261,-0.08774387892510001
ACH-000262,-0.026206475614200003
