,SMC1B (27127)
ACH-000004,0.199751114403
ACH-000007,-0.149478096911
ACH-000009,-0.18635264123599998
ACH-000011,0.18253845072
ACH-000012,0.015091860734000002
ACH-000013,-0.027124609172999997
ACH-000014,-0.08892131397360001
ACH-000015,-0.040451013557199995
ACH-000017,-0.057524042559199996
ACH-000018,0.07293193794910001
ACH-000019,-0.008433595848489999
ACH-000021,-0.041060417165900004
ACH-000022,0.11012307996899999
ACH-000025,0.0599705076195
ACH-000028,0.0608790398424
ACH-000030,-0.004537449740390001
ACH-000035,0.0625155736287
ACH-000036,-0.0726389540585
ACH-000037,-0.11395185143200001
ACH-000039,-0.286717686815
ACH-000040,-0.021755363022
ACH-000041,-0.11874586955600001
ACH-000042,-0.0694418300325
ACH-000045,-0.0792755898977
ACH-000047,0.0563567552934
ACH-000052,0.394357493522
ACH-000053,0.00327465316287
ACH-000054,0.160951807106
ACH-000055,0.148217909787
ACH-000060,-0.011053419875
ACH-000067,0.054139376928699995
ACH-000070,0.126993109051
ACH-000075,0.13446959347
ACH-000078,-0.0031254713477
ACH-000082,0.223822899986
ACH-000085,-0.11569635952099999
ACH-000086,0.161067274584
ACH-000087,0.174319716633
ACH-000092,0.0066439599777999995
ACH-000095,-0.133284491442
ACH-000097,-0.0655503474595
ACH-000098,0.14184616201
ACH-000099,0.0151458371933
ACH-000108,-0.015493887979299998
ACH-000113,0.06972611716030001
ACH-000115,-0.047959889126699996
ACH-000116,-0.05388661646000001
ACH-000118,-0.10131878419299999
ACH-000120,-0.0358258889172
ACH-000123,-0.121771995085
ACH-000127,0.026017204309
ACH-000128,0.07971770413530001
ACH-000132,0.0166834306097
ACH-000133,0.12463955203400001
ACH-000137,-0.051536013043
ACH-000138,0.103289916898
ACH-000142,0.151234423136
ACH-000143,0.047858206124800004
ACH-000146,-0.0601905457027
ACH-000148,0.217558992031
ACH-000150,0.09811476168279999
ACH-000152,0.031909196410699996
ACH-000153,0.21080494013599999
ACH-000159,0.0780068062292
ACH-000160,0.422082453647
ACH-000163,0.09516017507050001
ACH-000167,0.473211813769
ACH-000168,0.21387524649700002
ACH-000169,-0.07340961303669999
ACH-000178,-0.09012623877810001
ACH-000182,0.12068541369
ACH-000183,0.049183779636000007
ACH-000188,0.168940814017
ACH-000189,-0.258711059471
ACH-000190,0.344229028804
ACH-000198,0.104076778662
ACH-000204,-0.10229140639699999
ACH-000206,-0.24365792287500002
ACH-000207,-0.0722790588551
ACH-000211,0.0210539936028
ACH-000215,0.09818272703960002
ACH-000221,-0.158675813625
ACH-000222,-0.004860328307859999
ACH-000223,-0.0596509291496
ACH-000226,0.04627160791780001
ACH-000227,0.143649945379
ACH-000228,-0.0189865768829
ACH-000231,0.10805197672
ACH-000232,0.0515470577576
ACH-000233,0.06966575284030001
ACH-000234,0.284052575124
ACH-000235,0.045434317932400006
ACH-000237,0.09095041268120001
ACH-000238,-0.027620227164099998
ACH-000243,0.0703510379051
ACH-000244,0.133270560176
ACH-000246,0.0164843535217
ACH-000248,0.146529345263
ACH-000250,0.0678462049314
ACH-000251,0.0968856307932
ACH-000253,-0.00575436708832
ACH-000255,0.11304100837200001
ACH-000256,-0.058265464568
ACH-000257,0.0676649145053
ACH-000258,0.025433758628700003
ACH-000259,0.0410325057784
ACH-000260,0.035366056791
ACH-000261,0.0993502628071
ACH-000262,0.0691971009589
ACH-000263,0.0246381076873
ACH-000264,-0.0872693488039
ACH-000265,0.0035689926224599998
ACH-000266,-0.06970521713010001
ACH-000272,0.0345532419844
ACH-000273,0.14903401650999998
ACH-000274,-0.0107069994282
ACH-000277,-0.003612148103
ACH-000278,0.0302643922074
ACH-000279,0.134806209229
ACH-000280,0.043942850775699996
ACH-000281,-0.298807292219
ACH-000288,0.10942757892100001
ACH-000291,-0.00616146576335
ACH-000293,0.146990285024
ACH-000294,-0.0331795867062
ACH-000295,-0.104524337923
ACH-000296,0.0656405947985
ACH-000302,-0.108807691647
ACH-000304,0.38967669224299994
ACH-000307,0.187162774806
ACH-000308,0.0857768189948
ACH-000310,-0.381806792311
ACH-000311,-0.11503595479800001
ACH-000312,-0.13565775921499998
ACH-000315,-0.100435950567
ACH-000316,0.108589799545
ACH-000317,0.195547690372
ACH-000318,-0.0419414120269
ACH-000319,0.10433541981899999
ACH-000320,0.08409139237010001
ACH-000322,0.144054289711
ACH-000323,0.07977044645060001
ACH-000324,-0.0936010428409
ACH-000329,0.0788137061662
ACH-000330,-0.07612471803399999
ACH-000331,0.141776315949
ACH-000332,-0.08429972561860001
ACH-000334,0.00652280670346
ACH-000335,-0.00717227103545
ACH-000336,0.523591289832
ACH-000337,-0.225985379453
ACH-000339,0.117708305284
ACH-000341,0.18390086964699998
ACH-000348,0.149447798021
ACH-000350,-0.242708240887
ACH-000352,0.023843789458900002
ACH-000356,-0.044720193863
ACH-000361,0.15686570946599998
ACH-000362,-0.029613485669800002
ACH-000363,0.023880785169700002
ACH-000364,0.036250958810600004
ACH-000365,0.006723814599640001
ACH-000366,0.206967247385
ACH-000368,0.09392454311899999
ACH-000374,-0.0286396904808
ACH-000375,0.013465601377999998
ACH-000376,0.160681079762
ACH-000381,-0.00515882322342
ACH-000383,0.045818534893500004
ACH-000387,0.0172543583744
ACH-000389,0.0065224789990600005
ACH-000390,-0.104471560932
ACH-000393,0.049772360064500004
ACH-000395,0.090325474374
ACH-000397,0.119934325489
ACH-000401,-0.537031163059
ACH-000402,0.135334568643
ACH-000403,0.0790742499851
ACH-000404,0.512526600635
ACH-000406,0.030685192567799998
ACH-000407,0.025614959437000002
ACH-000408,0.160871617572
ACH-000410,0.10885386806399999
ACH-000411,0.00183416710866
ACH-000414,-0.0543416396465
ACH-000415,0.00772246526862
ACH-000416,0.138516266096
ACH-000420,0.05265935675419999
ACH-000421,0.127590621855
ACH-000424,0.23811794605
ACH-000425,-0.0920775315739
ACH-000426,-0.13634698593800001
ACH-000427,-0.0302802628219
ACH-000433,-0.0315912626579
ACH-000436,0.223129186657
ACH-000444,0.220607524012
ACH-000445,0.0665793866273
ACH-000448,0.100661661884
ACH-000450,0.333260098174
ACH-000452,0.0997014614281
ACH-000454,-0.0489424439111
ACH-000458,0.0255836277582
ACH-000459,0.49303848436399994
ACH-000460,0.0168128928694
ACH-000461,-0.00511905877118
ACH-000463,0.024284375473
ACH-000464,0.12048410508099999
ACH-000466,-0.195303661614
ACH-000467,0.163996513695
ACH-000468,-0.0727849378623
ACH-000469,-0.07097881295780001
ACH-000470,-0.199942359756
ACH-000471,0.0341998276871
ACH-000472,0.118333475724
ACH-000473,0.105899990968
ACH-000475,-0.028786903532799998
ACH-000476,0.206845557883
ACH-000477,0.0200797502549
ACH-000480,0.13979857327700002
ACH-000481,-0.0581211881556
ACH-000483,0.0394641590263
ACH-000484,0.21649621581599998
ACH-000485,-0.151549294701
ACH-000486,0.107789982237
ACH-000487,0.0546556615458
ACH-000488,-0.035856356028400004
ACH-000490,0.0034623708427499998
ACH-000491,0.17216024769000002
ACH-000495,-0.0789719607032
ACH-000496,-0.0751067973891
ACH-000499,-0.09979695605319999
ACH-000500,-0.133918950512
ACH-000502,-0.045630157800500004
ACH-000503,0.195401299716
ACH-000505,0.155444925815
ACH-000507,-0.0367524934183
ACH-000510,0.12226034585000001
ACH-000511,0.225370495545
ACH-000512,0.08040762904960001
ACH-000516,0.11662684688899999
ACH-000517,-0.0424298232806
ACH-000518,0.159399692603
ACH-000520,0.0222306653693
ACH-000521,-0.07658687579139999
ACH-000522,0.162586746235
ACH-000524,-0.171269327129
ACH-000527,-0.0219857267177
ACH-000528,-0.0873517347428
ACH-000537,0.322198908296
ACH-000541,0.174296594543
ACH-000542,0.0937744243831
ACH-000544,-0.0500250632042
ACH-000545,0.146968314769
ACH-000547,-0.352985617737
ACH-000548,0.149414266477
ACH-000549,0.0393012330771
ACH-000550,0.0453331353766
ACH-000552,-0.034797194254099995
ACH-000556,-0.0142375807534
ACH-000557,-0.038942474012
ACH-000570,-0.039682390477400006
ACH-000571,-0.0026907412134200004
ACH-000573,-0.12557718740499998
ACH-000576,0.206142051862
ACH-000580,0.14146656664100002
ACH-000584,0.0276110946125
ACH-000585,0.20186339550700003
ACH-000588,0.285791185047
ACH-000589,0.0332911578586
ACH-000591,-0.09188465433319999
ACH-000593,0.0845347994861
ACH-000600,0.05689370792830001
