,FHDC1 (85462)
ACH-000004,0.10173615284399999
ACH-000007,0.354360264816
ACH-000009,0.0643408378603
ACH-000011,0.127662919151
ACH-000012,0.0766374588122
ACH-000013,0.0861461296504
ACH-000014,0.155085447293
ACH-000015,0.163332758103
ACH-000017,0.10672264306
ACH-000018,0.332690163039
ACH-000019,0.0936033791131
ACH-000021,0.00978823457189
ACH-000022,0.09840206443779999
ACH-000025,0.0699466977174
ACH-000028,0.23850550649
ACH-000030,0.11791949745899999
ACH-000035,0.0896074854795
ACH-000036,0.136408737358
ACH-000037,-0.139234165794
ACH-000039,0.0941713986621
ACH-000040,0.309195462807
ACH-000041,0.0346018959177
ACH-000042,0.015332865162
ACH-000045,0.11787290615700001
ACH-000047,0.229978065482
ACH-000052,0.33593253311399995
ACH-000053,0.120160630613
ACH-000054,0.0703689369627
ACH-000055,0.048339496068400004
ACH-000060,0.154136284403
ACH-000067,0.102979744151
ACH-000070,0.101666359629
ACH-000075,0.12782240449100002
ACH-000078,0.105383357293
ACH-000082,0.054739883246300004
ACH-000085,0.136993593355
ACH-000086,0.09153623964919999
ACH-000087,0.132649590525
ACH-000092,0.13038266543
ACH-000095,0.239979507216
ACH-000097,0.323721358997
ACH-000098,0.0621384928086
ACH-000099,0.0754299312331
ACH-000108,0.30958261111900004
ACH-000113,0.0584895797253
ACH-000115,0.0147200345346
ACH-000116,0.08253264160939999
ACH-000118,0.14717680661
ACH-000120,0.0306138492048
ACH-000123,0.150897512619
ACH-000127,0.153069759079
ACH-000128,0.205746968332
ACH-000132,0.17631516821899998
ACH-000133,0.0631467363925
ACH-000137,0.107275091459
ACH-000138,0.157883028626
ACH-000142,0.27010484973
ACH-000143,-0.025066871406999997
ACH-000146,0.0756427917818
ACH-000148,0.0615313310036
ACH-000150,0.18284258085400001
ACH-000152,0.19603831907299998
ACH-000153,0.40152511083400005
ACH-000159,0.204044160874
ACH-000160,0.134312108051
ACH-000163,-0.0693720473262
ACH-000167,-0.21942577118
ACH-000168,0.0207842014245
ACH-000169,0.219488273815
ACH-000178,0.118987474506
ACH-000182,0.104441524901
ACH-000183,0.047056177284399994
ACH-000188,0.157946828101
ACH-000189,0.24360967848
ACH-000190,0.19946030423900002
ACH-000198,0.131390689777
ACH-000204,0.101992965251
ACH-000206,0.140580540679
ACH-000207,0.062021018613599994
ACH-000211,0.0867236365666
ACH-000215,0.09824141666740001
ACH-000221,0.114465155244
ACH-000222,-0.0213370750338
ACH-000223,0.0013632076482700001
ACH-000226,0.129456567258
ACH-000227,-0.0395095287359
ACH-000228,0.0101090709549
ACH-000231,0.10578662140799999
ACH-000232,0.0660170560884
ACH-000233,0.213865891226
ACH-000234,0.10092637723400001
ACH-000235,0.172807221281
ACH-000237,0.114354681876
ACH-000238,-0.0637271501036
ACH-000243,0.04392012490180001
ACH-000244,0.20165489899099998
ACH-000246,0.130567277491
ACH-000248,0.186596411261
ACH-000250,0.142698628645
ACH-000251,0.007500942945760001
ACH-000253,0.241521355366
ACH-000255,0.14914850561100002
ACH-000256,0.011686301005899999
ACH-000257,0.20548352904599998
ACH-000258,0.116550161513
ACH-000259,0.108543899845
ACH-000260,0.193528939941
ACH-000261,0.11090147644500001
ACH-000262,0.22338505765799999
ACH-000263,-0.0346072430708
ACH-000264,0.173574643353
ACH-000265,0.055996843740999995
ACH-000266,0.022892804995
ACH-000272,0.107387507619
ACH-000273,0.168135209369
ACH-000274,0.0782645850973
ACH-000277,0.121829769207
ACH-000278,0.28277024341999996
ACH-000279,0.0441853651416
ACH-000280,0.32615085409600003
ACH-000281,-0.0060982542720100005
ACH-000288,0.12269497333799999
ACH-000291,0.0848199110696
ACH-000293,0.120626180034
ACH-000294,0.20758966171100002
ACH-000295,0.162130344605
ACH-000296,0.163737239079
ACH-000302,0.0973966233889
ACH-000304,0.0690778669884
ACH-000307,0.113438783169
ACH-000308,0.0619013359349
ACH-000310,-0.00242403578959
ACH-000311,0.0651413641876
ACH-000312,0.118665398763
ACH-000315,-0.186346997644
ACH-000316,0.0362431823971
ACH-000317,0.150889246561
ACH-000318,-0.025925339946300002
ACH-000319,0.054339569252199994
ACH-000320,0.0887811736181
ACH-000322,0.05412685150780001
ACH-000323,-0.017630683469
ACH-000324,0.136547478336
ACH-000329,-0.008595787586870001
ACH-000330,0.024948796392599996
ACH-000331,0.140914903822
ACH-000332,0.151994715011
ACH-000334,0.276164705727
ACH-000335,0.029087512751
ACH-000336,0.0186969032093
ACH-000337,0.402848074789
ACH-000339,0.11766059640399999
ACH-000341,-0.06394736152660001
ACH-000348,0.0745646265656
ACH-000350,0.188258731846
ACH-000352,0.0745900408722
ACH-000356,0.35260225677100004
ACH-000361,0.484957776025
