,CPTP (80772)
ACH-000004,0.20639342635000002
ACH-000007,0.161509201677
ACH-000009,0.110911821797
ACH-000011,0.152461712634
ACH-000012,0.10552462316700001
ACH-000013,0.0276353132515
ACH-000014,0.0104602957034
ACH-000015,-0.0167255907148
ACH-000017,-0.0194725184671
ACH-000018,0.292934355834
ACH-000019,0.138343253644
ACH-000021,0.190084709541
ACH-000022,0.19275541468600002
ACH-000025,0.09834392955910001
ACH-000028,0.0824625264338
ACH-000030,0.175790150195
ACH-000035,0.23190414161400003
ACH-000036,0.13353743952400002
ACH-000037,0.00792264997905
ACH-000039,0.0331282962755
ACH-000040,0.038822756621199994
ACH-000041,0.0332552041951
ACH-000042,0.13044632704
ACH-000045,0.143847313527
ACH-000047,-0.005341046328539999
ACH-000052,0.233825676917
ACH-000053,0.0799257664271
ACH-000054,0.135204588658
ACH-000055,-0.0680192867303
ACH-000060,0.0670038396955
ACH-000067,0.208045614335
ACH-000070,0.0399448300841
ACH-000075,-0.15768850517799998
ACH-000078,0.15499429098
ACH-000082,0.0991371098424
ACH-000085,-0.10427706946000001
ACH-000086,0.0909127608788
ACH-000087,-0.143785871359
ACH-000092,0.07666503827589999
ACH-000095,0.0144142638166
ACH-000097,0.144828707006
ACH-000098,0.18132181673
ACH-000099,0.147050486854
ACH-000108,-0.0341577743054
ACH-000113,0.0687565296185
ACH-000115,-0.24211112356999998
ACH-000116,0.11585632353599999
ACH-000118,0.273329822808
ACH-000120,0.0696107426766
ACH-000123,0.302715393115
ACH-000127,0.17145821174400003
ACH-000128,-0.0769739914864
ACH-000132,0.189740358277
ACH-000133,0.0216008237538
ACH-000137,0.113974149208
ACH-000138,0.15474720838199998
ACH-000142,0.0107889181953
ACH-000143,0.0389348323373
ACH-000146,0.217500804934
ACH-000148,0.0212555060764
ACH-000150,-0.312874554018
ACH-000152,0.24081644685400003
ACH-000153,-0.216539626615
ACH-000159,0.146180292401
ACH-000160,0.137249944146
ACH-000163,0.282911125394
ACH-000167,-0.0815026766289
ACH-000168,0.264945554266
ACH-000169,0.049362067755
ACH-000178,0.0440589333039
ACH-000182,0.30997713345600003
ACH-000183,0.18222840866300002
ACH-000188,0.16069212706299998
ACH-000189,0.196329350747
ACH-000190,0.188112348059
ACH-000198,0.15900616777
ACH-000204,-0.021799964917799997
ACH-000206,0.167699316676
ACH-000207,0.049148391179599994
ACH-000211,0.126737784901
ACH-000215,0.0823175480826
ACH-000221,0.24332746091
ACH-000222,0.0662615842394
ACH-000223,0.306730756655
ACH-000226,0.114969231914
ACH-000227,0.11296557519099999
ACH-000228,0.0950027242312
ACH-000231,0.156985400502
ACH-000232,0.151191603525
ACH-000233,0.0537463410159
ACH-000234,-0.0293347842154
ACH-000235,0.0708691201775
ACH-000237,0.163100764507
ACH-000238,0.192958043178
ACH-000243,0.190527415733
ACH-000244,-0.246807822452
ACH-000246,0.209076283601
ACH-000248,0.273785497744
ACH-000250,-0.0165113984631
ACH-000251,0.0648037209254
ACH-000253,0.00251790227745
ACH-000255,0.16039299839
ACH-000256,-0.139164107702
ACH-000257,0.170518404654
ACH-000258,0.0165967448624
ACH-000259,0.11475491122300001
ACH-000260,0.061012512402300004
ACH-000261,0.0420215346329
ACH-000262,0.170637098602
ACH-000263,-0.177624821209
ACH-000264,0.042778223734999996
ACH-000265,0.305426730837
ACH-000266,0.0908337855427
ACH-000272,0.167051630564
ACH-000273,0.05116080284130001
ACH-000274,0.0713158277789
ACH-000277,0.08678632024530002
ACH-000278,0.144189510882
ACH-000279,-0.0200157702509
ACH-000280,0.0180684000278
ACH-000281,0.25429697831799997
ACH-000288,-0.10884712086
ACH-000291,0.0829957579569
ACH-000293,0.20063226203899998
ACH-000294,0.16973879552
ACH-000295,-0.0269432840644
ACH-000296,0.157107361754
ACH-000302,0.117670193923
ACH-000304,0.085064763213
ACH-000307,0.0829287817566
ACH-000308,0.0065116996476100005
ACH-000310,0.35202169614100004
ACH-000311,-0.009141038374090001
ACH-000312,-0.0133480473354
ACH-000315,0.334273461947
ACH-000316,0.289553545222
ACH-000317,-0.00880755944132
ACH-000318,0.103014702434
ACH-000319,0.0300367471857
ACH-000320,0.477442494892
ACH-000322,-0.020710246382799998
ACH-000323,0.07313923876299999
ACH-000324,0.0818516272157
ACH-000329,0.00350861371706
ACH-000330,-0.0239425629783
ACH-000331,0.21761519606199997
ACH-000332,0.177455786937
ACH-000334,0.27766813614700003
ACH-000335,0.40166366883599997
ACH-000336,0.451252335045
ACH-000337,0.156587204821
ACH-000339,0.131631400604
ACH-000341,0.259316074994
ACH-000348,0.15886560872199998
ACH-000350,0.10735726546299999
ACH-000352,0.144626888537
ACH-000356,0.144383599782
ACH-000361,0.138278439798
ACH-000362,0.113297314984
ACH-000363,0.26331477807799997
ACH-000364,0.120066784804
