,CD3E (916)
ACH-000004,-0.14262447838099998
ACH-000007,-0.020970900999599997
ACH-000009,-0.052471535889099995
ACH-000011,0.0223885833403
ACH-000012,0.136071996989
ACH-000013,0.0445627792942
ACH-000014,0.039762669050400004
ACH-000015,0.025984775033400003
ACH-000017,-0.09529764930469999
ACH-000018,-0.228571047551
ACH-000019,0.0911591592526
ACH-000021,0.0164515946813
ACH-000022,0.0852043371788
ACH-000025,0.0966022284547
ACH-000028,0.00951478214234
ACH-000030,0.0297891960605
ACH-000035,0.19905129554200002
ACH-000036,0.042583327628199996
ACH-000037,-0.0572042681306
ACH-000039,0.129984209403
ACH-000040,0.008317283754649999
ACH-000041,0.203299867585
ACH-000042,-0.0118687954062
ACH-000045,-0.0356363097009
ACH-000047,0.109150111023
ACH-000052,0.0781677511446
ACH-000053,0.016130969034500002
ACH-000054,-0.056725953734300005
ACH-000055,-0.149076465418
ACH-000060,0.0514276135487
ACH-000067,0.041359778501699994
ACH-000070,-0.0161185513741
ACH-000075,0.323573462891
ACH-000078,-0.04545362448200001
ACH-000082,-0.0104796609853
ACH-000085,0.054595459673100005
ACH-000086,-0.113951860908
ACH-000087,0.16118230839199998
ACH-000092,0.00896698927548
ACH-000095,0.0410114319645
ACH-000097,0.167847380693
ACH-000098,0.06888996408430001
ACH-000099,0.08399992524210001
ACH-000108,-0.132652051816
ACH-000113,0.0390925371423
ACH-000115,-0.0603980670166
ACH-000116,0.0742239729325
ACH-000118,-0.0667702433331
ACH-000120,-0.116463662328
ACH-000123,0.00667078325146
ACH-000127,0.147170942876
ACH-000128,-0.0016205703319300002
ACH-000132,-0.103651764261
ACH-000133,0.0189492638354
ACH-000137,-0.0115117481477
ACH-000138,-0.11154759114700001
ACH-000142,-0.04864544393180001
ACH-000143,0.0503594457032
ACH-000146,-0.060474250079500004
ACH-000148,0.0794015808583
ACH-000150,0.0867211045964
ACH-000152,0.00800974631667
ACH-000153,-0.177652652876
ACH-000159,0.0911336375506
ACH-000160,0.0277064665382
ACH-000163,0.178463634889
ACH-000167,-0.25132502679900004
ACH-000168,0.0578179375755
ACH-000169,0.09645146922049999
ACH-000178,0.024376922374299996
ACH-000182,0.22035026269900002
ACH-000183,0.0783171438368
ACH-000188,0.07675298435210001
ACH-000189,0.11390300859099999
ACH-000190,0.154283802735
ACH-000198,-0.0502584983373
ACH-000204,0.08935465844080001
ACH-000206,-0.0884218346371
ACH-000207,0.269740121053
ACH-000211,0.122724391577
ACH-000215,0.177676977122
ACH-000221,0.10107882543600001
ACH-000222,-0.0476122680657
ACH-000223,0.00043147756301
ACH-000226,0.08322735210269999
ACH-000227,-0.110413537357
ACH-000228,-0.0475117614475
ACH-000231,0.0299409720997
ACH-000232,0.10014529923599999
ACH-000233,-0.0025103376603600003
ACH-000234,0.011689411092100001
ACH-000235,0.0548916339661
ACH-000237,0.0474159040238
ACH-000238,-0.017288751012900002
ACH-000243,-0.0680875048138
ACH-000244,0.0196259774542
ACH-000246,0.05627542109519999
ACH-000248,0.29556047275499997
ACH-000250,-0.0484075998781
ACH-000251,0.30712220171300003
ACH-000253,0.0771083294895
ACH-000255,0.176043341001
ACH-000256,0.183127552677
ACH-000257,-0.149288726083
ACH-000258,0.00977351191492
ACH-000259,0.0229939247513
ACH-000260,-0.011517041871799999
ACH-000261,0.119179773469
ACH-000262,0.146384281738
ACH-000263,0.112844126866
ACH-000264,0.05897673299330001
ACH-000265,0.013047892612000001
ACH-000266,-0.0128793168934
ACH-000272,0.16914949403700003
ACH-000273,0.07396653655430001
ACH-000274,0.0306887588066
ACH-000277,0.22984828609900002
ACH-000278,-0.08931428857180002
ACH-000279,0.10451449594699999
ACH-000280,-0.06030241937530001
ACH-000281,-0.07811458613410001
ACH-000288,0.0530147721431
ACH-000291,0.175180438351
ACH-000293,-0.0156795778335
ACH-000294,0.0673978860663
ACH-000295,0.279245707738
ACH-000296,0.338850746709
ACH-000302,0.021399634852599998
ACH-000304,0.36719069947800004
ACH-000307,0.0633505692815
ACH-000308,0.00516129545641
ACH-000310,-0.0327614022824
ACH-000311,-0.0910257139167
ACH-000312,-0.14016526435499999
ACH-000315,-0.108894039307
ACH-000316,-0.06503554458840001
ACH-000317,0.0734024433516
ACH-000318,0.0732178799372
ACH-000319,-0.0601178708309
ACH-000320,-0.20425562964299998
ACH-000322,-0.0477091837271
ACH-000323,-0.0265509704153
ACH-000324,0.151575084911
ACH-000329,-0.09855567103610001
ACH-000330,0.10331574659199999
ACH-000331,0.0168536059283
ACH-000332,-0.09913843130169998
ACH-000334,-0.0404660968437
ACH-000335,0.046456201262300004
ACH-000336,0.00469605843592
ACH-000337,0.03654885601280001
ACH-000339,0.06998538919269999
ACH-000341,-0.023070175396599998
ACH-000348,0.005487013177640001
ACH-000350,0.0371136010381
ACH-000352,0.144077069868
ACH-000356,-0.044968525391800004
ACH-000361,-0.0108626413769
ACH-000362,0.058703651546999996
ACH-000363,-0.010052783513799998
ACH-000364,0.0016227266275999999
ACH-000365,0.031166898135900005
ACH-000366,-0.00940764809924
ACH-000368,-0.117976755369
ACH-000374,-0.249355670383
ACH-000375,0.233692834656
ACH-000376,0.033987578451299995
ACH-000381,0.241729224292
ACH-000383,0.0409460063759
ACH-000387,-2.81192476914e-05
ACH-000389,0.24423532094099998
ACH-000390,0.0663975825848
ACH-000393,-0.016967187441
ACH-000395,0.186418951054
ACH-000397,0.11005010813100001
ACH-000401,-0.0998371904585
ACH-000402,-0.0472222763297
ACH-000403,0.00021340012707499997
ACH-000404,-0.180197365561
ACH-000406,0.025129080589099996
ACH-000407,0.0708386909917
ACH-000408,-0.112396153564
ACH-000410,0.219392290014
ACH-000411,-0.07634684302339999
ACH-000414,-0.029130635794000003
ACH-000415,-0.056643304920699994
ACH-000416,0.0426844866648
ACH-000420,-0.0687384584787
ACH-000421,0.008712688549860001
ACH-000424,0.007393380879479999
ACH-000425,0.0177714322375
ACH-000426,-0.0697915422163
ACH-000427,0.14394065663699998
ACH-000433,-0.0345585587288
ACH-000436,-0.015281306417200002
ACH-000444,0.029906998848900003
ACH-000445,0.041534419718199996
ACH-000448,0.2146788166
ACH-000450,0.0544212046459
ACH-000452,0.0425935548482
ACH-000454,0.303905984474
ACH-000458,-0.00674722142033
ACH-000459,-0.0192487812429
ACH-000460,0.0657142236173
ACH-000461,0.0379274873311
ACH-000463,0.14550854711300001
ACH-000464,-0.157964361294
ACH-000466,0.111714046641
ACH-000467,-0.040440301861
ACH-000468,-0.08275284355830001
ACH-000469,0.0348781781601
ACH-000470,-0.00284007839691
ACH-000471,0.10437495294299999
ACH-000472,0.0316371012821
ACH-000473,0.15298596292799999
ACH-000475,0.0929840511039
ACH-000476,0.121367047224
ACH-000477,0.145092368774
ACH-000480,0.127623627568
ACH-000481,0.00100784853799
ACH-000483,-0.143994428001
ACH-000484,-0.171962677948
ACH-000485,0.08882011534749999
ACH-000486,0.10272864448999999
ACH-000487,-0.0433737603532
ACH-000488,-0.023467573005699998
ACH-000490,0.09971129968699999
ACH-000491,0.0196672979446
ACH-000495,-0.14598318957999998
ACH-000496,-0.056551384051400005
ACH-000499,-0.09517273159430001
ACH-000500,-0.290172389224
ACH-000502,0.046721416696199995
ACH-000503,-0.193218560425
ACH-000505,-0.07956651891639999
ACH-000507,0.064860649057
ACH-000510,0.00755436150726
ACH-000511,-0.0940751275851
ACH-000512,0.165967489464
ACH-000516,0.08887131915930001
