,GRAP2 (9402)
ACH-000004,-0.187836313264
ACH-000007,-0.227719910358
ACH-000009,0.019306225526
ACH-000011,-0.196914927846
ACH-000012,-0.265196924568
ACH-000013,-0.197781611455
ACH-000014,-0.25762989012299997
ACH-000015,-0.328600741891
ACH-000017,-0.0702112040469
ACH-000018,-0.188619174842
ACH-000019,-0.382266239652
ACH-000021,-0.228802179463
ACH-000022,-0.0783510976044
ACH-000025,-0.19952071715300002
ACH-000028,-0.166412839564
ACH-000030,-0.317011725651
ACH-000035,-0.42956416973000006
ACH-000036,-0.219156402708
ACH-000037,-0.199224646864
ACH-000039,0.00401835997027
ACH-000040,-0.015564580730200001
ACH-000041,-0.274401790498
ACH-000042,-0.311046578031
ACH-000045,-0.278399189526
ACH-000047,-0.102448746131
ACH-000052,-0.486417930681
ACH-000053,-0.19427043799199997
ACH-000054,-0.164560230501
ACH-000055,-0.341188893825
ACH-000060,-0.33774359598000003
ACH-000067,-0.24866974241
ACH-000070,-0.5158340290869999
ACH-000075,-0.0785030887682
ACH-000078,-0.0329260280054
ACH-000082,-0.29226832271
ACH-000085,-0.249827909799
ACH-000086,-0.259855686871
ACH-000087,-0.560721511664
ACH-000092,-0.267263393139
ACH-000095,-0.235780358803
ACH-000097,-0.23988901524700001
ACH-000098,-0.254797243548
ACH-000099,-0.07709943249810002
ACH-000108,-0.0889173038494
ACH-000113,-0.223284231615
ACH-000115,-0.06811999021649999
ACH-000116,-0.26788008273499997
ACH-000118,-0.21341427217300002
ACH-000120,0.055414111557599996
ACH-000123,-0.23402035523899997
ACH-000127,-0.236016169984
ACH-000128,-0.523703968983
ACH-000132,-0.27812612947299997
ACH-000133,-0.299701103232
ACH-000137,-0.378633061879
ACH-000138,-0.005743694007989999
ACH-000142,-0.296297173706
ACH-000143,-0.44162599764399996
ACH-000146,-0.20755217186500002
ACH-000148,-0.226364973464
ACH-000150,0.151939678765
ACH-000152,-0.073455155215
ACH-000153,-0.658582806795
ACH-000159,-0.034944693307
ACH-000160,-0.283956706126
ACH-000163,-0.35614468389200005
ACH-000167,-0.10455833891
ACH-000168,-0.363898569266
ACH-000169,-0.451960726327
ACH-000178,-0.287460534848
ACH-000182,-0.18978621802999998
ACH-000183,-0.330667269076
ACH-000188,-0.24350472903200002
ACH-000189,-0.0860272624319
ACH-000190,-0.15869960308
ACH-000198,-0.305047117175
ACH-000204,-0.332433150831
ACH-000206,-0.31429250896899996
ACH-000207,-0.119497538117
ACH-000211,-0.22592218351799997
ACH-000215,-0.307919579078
ACH-000221,-0.296365820623
ACH-000222,-0.124914196061
ACH-000223,-0.368651561371
ACH-000226,-0.284384188712
ACH-000227,-0.46709361723000004
ACH-000228,-0.289025280575
ACH-000231,-0.44570902199900003
ACH-000232,-0.320742759515
ACH-000233,-0.34026532604599996
ACH-000234,-0.17829341817299998
ACH-000235,-0.231549057799
ACH-000237,-0.214986022232
ACH-000238,0.019044270461099997
ACH-000243,-0.307020848738
ACH-000244,-0.157713649077
ACH-000246,-0.15174522922800002
ACH-000248,-0.325459520279
ACH-000250,-0.280560086812
ACH-000251,0.0816415131699
