,OR10Q1 (219960)
ACH-000004,-0.017361633624
ACH-000007,0.38710704877700003
ACH-000009,0.294923669694
ACH-000011,0.109112757062
ACH-000012,0.260606838582
ACH-000013,0.159687492652
ACH-000014,0.15269599558900002
ACH-000015,0.0736679746777
ACH-000017,0.19240075247699998
ACH-000018,0.280443582127
ACH-000019,0.23918347488299999
ACH-000021,0.139580148707
ACH-000022,0.14201711565199998
ACH-000025,0.0468487804775
ACH-000028,0.16969350212200002
ACH-000030,0.13984579995
ACH-000035,0.20942713197700003
ACH-000036,0.107036787497
ACH-000037,0.19796971919
ACH-000039,0.149563651332
ACH-000040,0.0246046336183
ACH-000041,0.142073917113
ACH-000042,0.0682912602364
ACH-000045,0.258079048224
ACH-000047,0.235084157634
ACH-000052,0.068829564231
ACH-000053,0.226384729658
ACH-000054,0.224261752185
ACH-000055,0.153038404196
ACH-000060,0.0946522123908
ACH-000067,0.3664747126199999
ACH-000070,0.18011869676199999
ACH-000075,0.22317511986699998
ACH-000078,0.231780811728
ACH-000082,-0.0213334263036
ACH-000085,0.398674907627
ACH-000086,-0.0119069197208
ACH-000087,0.188404149861
ACH-000092,0.12297260440300001
ACH-000095,0.178666574732
ACH-000097,0.153103926502
ACH-000098,0.215295199449
ACH-000099,0.19756609006200002
ACH-000108,0.11323966974199999
ACH-000113,0.0917516892612
ACH-000115,0.0592066327047
ACH-000116,0.13614173556700002
ACH-000118,-0.0629195231234
ACH-000120,0.23972241582400003
ACH-000123,0.21308514279899998
ACH-000127,0.132615116097
ACH-000128,-0.012902360282399999
ACH-000132,0.0351161880202
ACH-000133,0.0799620514355
ACH-000137,0.34725315619400005
ACH-000138,0.0361780234957
ACH-000142,0.115582485177
ACH-000143,-0.005714858473850001
ACH-000146,0.299506085287
ACH-000148,0.10035391418299999
ACH-000150,0.160731192734
ACH-000152,0.228697764175
ACH-000153,0.20499896603599999
ACH-000159,0.0514051178049
ACH-000160,0.257595265662
ACH-000163,-0.015363298479500001
ACH-000167,0.366414433226
ACH-000168,0.050725644987900005
ACH-000169,0.283194285064
ACH-000178,0.16965347280999998
ACH-000182,0.23899852263399998
ACH-000183,0.055749104817
ACH-000188,0.188307787471
ACH-000189,-0.26249467801
ACH-000190,0.13682954529400002
ACH-000198,0.121718270697
ACH-000204,0.23353821148499998
ACH-000206,0.00634489978012
ACH-000207,0.13779887457999998
ACH-000211,0.200753373841
ACH-000215,0.09534053612150001
ACH-000221,0.024379431272999998
ACH-000222,0.17281101351199998
ACH-000223,0.199131041602
ACH-000226,0.18920870303100001
ACH-000227,0.10833117172800001
ACH-000228,0.0682431795966
ACH-000231,0.24564747239
ACH-000232,0.141850149564
ACH-000233,0.18448142502700002
ACH-000234,0.12538188980999998
ACH-000235,0.110434304345
ACH-000237,0.0632657760018
ACH-000238,0.118847368859
ACH-000243,0.18225861899300003
ACH-000244,-0.0991976485045
ACH-000246,0.191425646376
ACH-000248,0.164513196938
ACH-000250,0.12970248461699999
ACH-000251,-0.0315941155856
ACH-000253,0.248834335932
ACH-000255,0.257678609673
ACH-000256,0.0184698207407
ACH-000257,0.15084277635600002
ACH-000258,0.130004807962
ACH-000259,0.134895089578
ACH-000260,0.26359510067499997
ACH-000261,0.0834754974956
ACH-000262,0.23630344008499998
ACH-000263,0.058668802873400004
ACH-000264,0.112344384167
ACH-000265,0.20621968157900003
ACH-000266,0.183168465148
ACH-000272,0.200736261138
ACH-000273,0.0589549773638
ACH-000274,0.303664901718
ACH-000277,0.16198701026100001
ACH-000278,0.24254290145799998
ACH-000279,0.166154816738
ACH-000280,0.16697115057700002
ACH-000281,0.25033362723
ACH-000288,0.225543340597
ACH-000291,0.280488350955
ACH-000293,0.148287273555
ACH-000294,0.128761748077
ACH-000295,-0.21594458111200002
ACH-000296,0.319465259795
ACH-000302,0.12674311544199998
ACH-000304,0.124687020524
ACH-000307,0.0194568562822
ACH-000308,0.0631524042632
ACH-000310,0.373468626866
ACH-000311,0.0641038281044
ACH-000312,0.12311947658900001
ACH-000315,0.0023766082270399998
ACH-000316,0.0406059324001
ACH-000317,-0.0598013767294
ACH-000318,0.127732489343
ACH-000319,0.0687151503576
ACH-000320,0.113332364516
ACH-000322,0.172442457326
ACH-000323,0.35919066859800003
ACH-000324,0.0596383622138
ACH-000329,0.271623340195
ACH-000330,0.327189924028
ACH-000331,0.192442875841
ACH-000332,0.199125101025
ACH-000334,0.176404587561
ACH-000335,0.383382752275
ACH-000336,0.131216756091
ACH-000337,0.08563793400389999
ACH-000339,0.183397892929
ACH-000341,-0.14007698837500002
ACH-000348,0.227280179251
ACH-000350,0.168965251955
ACH-000352,0.046949556158800004
ACH-000356,0.142753654259
ACH-000361,0.167688352513
ACH-000362,0.212351236353
ACH-000363,0.130932861474
ACH-000364,0.10047813809499999
ACH-000365,0.178425979104
ACH-000366,0.023741430562900002
ACH-000368,0.30351725128199997
ACH-000374,0.167681604756
ACH-000375,0.31905932287
ACH-000376,0.05747695795919999
ACH-000381,0.116894839884
ACH-000383,0.0497294071128
ACH-000387,0.154612541232
ACH-000389,0.417921050418
ACH-000390,0.047700019382999996
ACH-000393,0.204376915636
ACH-000395,0.0972978571302
ACH-000397,0.11240438181
ACH-000401,0.39534765249
ACH-000402,0.17765095330699998
ACH-000403,0.125212895824
ACH-000404,0.198310989489
ACH-000406,0.144096316954
ACH-000407,0.13847970164
ACH-000408,-0.0364936094123
ACH-000410,0.08227204780450001
ACH-000411,0.272950642164
ACH-000414,0.050973068366
ACH-000415,0.0550003626573
ACH-000416,0.234079145249
ACH-000420,-0.17878788153900002
ACH-000421,0.055736823975300005
ACH-000424,0.0729666180671
ACH-000425,0.235110565867
ACH-000426,0.254717007093
ACH-000427,0.31888503833799997
ACH-000433,0.287630385433
ACH-000436,0.0560704470546
ACH-000444,0.301234344658
ACH-000445,0.167026573408
ACH-000448,0.0550805909605
ACH-000450,-0.26949111378199997
ACH-000452,0.0654981329559
ACH-000454,0.17711558304000002
ACH-000458,0.0896744319048
ACH-000459,0.22768982308400001
ACH-000460,0.190083331591
ACH-000461,0.221648022594
ACH-000463,0.137222711999
ACH-000464,0.0847878280605
ACH-000466,0.0833790081017
ACH-000467,0.220740722136
ACH-000468,-0.0180449406056
ACH-000469,0.212857494382
ACH-000470,0.522507907245
ACH-000471,0.105133907737
ACH-000472,0.277151816502
ACH-000473,0.338642706915
ACH-000475,0.206510410002
ACH-000476,0.0502674876948
ACH-000477,0.193935584776
ACH-000480,0.100669287032
ACH-000481,-0.0913737347944
ACH-000483,0.16896977360800003
ACH-000484,0.143505260578
ACH-000485,0.05050596400809999
ACH-000486,0.19984127391399997
ACH-000487,0.0760745807626
ACH-000488,0.29957228210700004
ACH-000490,0.175258490513
ACH-000491,0.172097708829
ACH-000495,0.20524076599
ACH-000496,0.166376076264
ACH-000499,0.167891116357
ACH-000500,0.374914799183
ACH-000502,0.142720977428
ACH-000503,-0.22343836733000003
ACH-000505,0.10064491257500001
ACH-000507,0.168055104095
ACH-000510,0.144398766695
ACH-000511,0.021230730089599997
ACH-000512,0.17013590253
ACH-000516,0.235853664494
ACH-000517,0.160129667877
ACH-000518,0.12056280598500001
ACH-000520,-0.025264725885799998
ACH-000521,0.28761449922800003
ACH-000522,0.10698093496
ACH-000524,0.269419261263
ACH-000527,0.185469862672
ACH-000528,0.172317865841
ACH-000537,0.144009082901
ACH-000541,-0.042876047313199994
ACH-000542,0.150163812082
ACH-000544,0.170421653628
ACH-000545,0.151999054865
ACH-000547,0.44260011263000004
ACH-000548,0.148382238961
ACH-000549,0.06886238164210001
ACH-000550,0.107782479047
ACH-000552,0.186171831943
ACH-000556,0.193234939709
ACH-000557,0.08945709605519998
ACH-000570,0.269097855372
ACH-000571,0.152343273474
ACH-000573,0.08949940900039999
ACH-000576,0.041230444764
ACH-000580,0.08862588958920001
ACH-000584,0.061437588708899996
ACH-000585,0.184426060556
ACH-000588,0.134426416435
ACH-000589,0.030800451579299996
ACH-000591,0.00870904151029
ACH-000593,0.139104322872
ACH-000600,-0.201142577731
ACH-000601,0.150200485779
ACH-000604,0.184241452585
ACH-000605,0.140630225384
ACH-000606,0.0764918797078
ACH-000608,0.0961290402125
ACH-000614,-0.08681229754480001
ACH-000616,0.26416750771999997
ACH-000618,0.0033365856141199996
ACH-000619,0.18589255750599998
ACH-000620,0.25845994427700003
ACH-000621,0.104501766252
ACH-000622,0.121311914967
ACH-000623,0.323949899019
ACH-000624,0.117897432788
ACH-000627,0.12212323895999999
ACH-000630,0.188988616807
ACH-000632,0.0878800560474
ACH-000633,0.166110639202
ACH-000637,-0.221253137984
ACH-000638,-0.199357652847
ACH-000646,-0.0281993812697
ACH-000647,0.11343382859000001
ACH-000648,0.255670869193
ACH-000649,0.168925666755
ACH-000651,0.11719964017699999
ACH-000652,0.0679270830629
ACH-000653,0.161545241965
ACH-000657,0.037231860029
ACH-000658,0.134727975606
ACH-000661,-0.08606744031670001
ACH-000662,0.240994840456
ACH-000663,0.120371199352
ACH-000665,-0.100337398399
ACH-000671,0.21505328234
ACH-000673,0.163399462796
ACH-000676,0.0922040811788
ACH-000677,0.139229586198
ACH-000681,0.0646206258719
ACH-000682,0.193068701119
ACH-000683,0.100595909704
ACH-000684,0.418009664675
