,ALPPL2 (251)
ACH-000004,0.10720343740700002
ACH-000007,0.0782653404077
ACH-000009,0.08593138239949999
ACH-000011,-0.163543163783
ACH-000012,0.0246951458121
ACH-000013,0.030313028855499996
ACH-000014,-0.301840743291
ACH-000015,0.0
ACH-000017,-0.0708515769422
ACH-000018,0.073405150211
ACH-000019,-0.393095163403
ACH-000021,0.0423506756121
ACH-000022,-0.16464829605
ACH-000025,0.177883274821
ACH-000028,0.00508352695542
ACH-000030,-0.083789737617
ACH-000035,0.157330017464
ACH-000036,-0.146182687104
ACH-000037,-0.470997478527
ACH-000039,0.0262769537951
ACH-000040,0.268892661173
ACH-000041,0.0169794183931
ACH-000042,0.10936729439500001
ACH-000045,0.0557181032058
ACH-000047,-0.0305241010745
ACH-000052,-0.188764662203
ACH-000053,0.08336050639110001
ACH-000054,-0.151135529509
ACH-000055,-0.223017304957
ACH-000060,0.0342848409703
ACH-000067,0.0866329266186
ACH-000070,0.34778066206600006
ACH-000075,-0.15558502478
ACH-000078,-0.011701306371400001
ACH-000082,-0.00791022343769
ACH-000085,0.036984634381400004
ACH-000086,-0.022160962434999997
ACH-000087,0.0211328058927
ACH-000092,-0.132469975465
ACH-000095,-0.143370708363
ACH-000097,-0.11709054920999998
ACH-000098,-0.150200341361
ACH-000099,-0.0938924583388
ACH-000108,0.122095086305
ACH-000113,-0.0904212785154
ACH-000115,-0.0952101757955
ACH-000116,-0.125176000485
ACH-000118,0.0254990741646
ACH-000120,0.0034015125655
ACH-000123,-0.044663846644699995
ACH-000127,-0.0195085427107
ACH-000128,-0.077441242396
ACH-000132,0.156913255996
ACH-000133,-0.0715458464597
ACH-000137,0.11825713293199999
ACH-000138,-0.100471428806
ACH-000142,-0.120325469651
ACH-000143,0.198509481798
ACH-000146,0.062220268339200004
ACH-000148,0.0111635849239
ACH-000150,-0.0944101290037
ACH-000152,0.015307829403799999
ACH-000153,-0.235570194918
ACH-000159,-0.236087298596
ACH-000160,0.008955058095759999
ACH-000163,-0.16986097352899998
ACH-000167,-0.293659095699
ACH-000168,0.0114428340313
ACH-000169,-0.188654345294
ACH-000178,-0.11613716498
ACH-000182,0.138272380734
ACH-000183,0.0788980137665
ACH-000188,-0.05029785711780001
ACH-000189,-0.244890068905
ACH-000190,0.019295244218400003
ACH-000198,0.013527294257100001
ACH-000204,-0.0299718455738
ACH-000206,-0.231933596998
ACH-000207,-0.00383281929634
ACH-000211,-0.0231790110136
ACH-000215,-0.06724185671249999
ACH-000221,-0.231477442886
ACH-000222,-0.08967517220280001
ACH-000223,0.105182193488
ACH-000226,0.0261773753962
ACH-000227,0.09316045410769999
ACH-000228,-0.11658636705700001
ACH-000231,0.11874581596799999
ACH-000232,-0.0974768285798
ACH-000233,-0.0645678370264
ACH-000234,-0.230820444929
ACH-000235,0.09365176838739998
ACH-000237,-0.13026975509299998
ACH-000238,0.0321959627956
ACH-000243,0.148249787968
ACH-000244,-0.022864365982900002
ACH-000246,-0.025292609405400002
ACH-000248,-0.016513733949700002
ACH-000250,0.0564637997542
ACH-000251,0.08596756821260002
ACH-000253,0.0536930558659
ACH-000255,-0.176375673396
ACH-000256,-0.175516350143
ACH-000257,-0.0081586519151
ACH-000258,-0.127326083822
ACH-000259,0.0394136636167
ACH-000260,-0.14259507066500002
ACH-000261,0.034510781327
ACH-000262,0.00206736579411
ACH-000263,0.166258221949
ACH-000264,-0.0914141195421
ACH-000265,-0.072592884183
ACH-000266,-0.024059014312999998
ACH-000272,-0.0720629698943
ACH-000273,-0.059753880340300006
ACH-000274,-0.03498617469780001
ACH-000277,-0.0599076850879
ACH-000278,-0.0426247165724
ACH-000279,0.0014623165821400002
ACH-000280,-0.114847925393
ACH-000281,0.167992991508
ACH-000288,-0.0319470114384
ACH-000291,-0.22773114300900002
ACH-000293,-0.00794147703124
ACH-000294,0.027927214786799995
ACH-000295,-0.00526145072806
ACH-000296,0.251097832953
ACH-000302,0.0214391724083
ACH-000304,0.18229986219799998
ACH-000307,0.033260631304000005
ACH-000308,-0.0766040090467
ACH-000310,0.00380494016085
ACH-000311,0.046591875400900006
ACH-000312,0.0267547895875
