,TSPO (706)
ACH-000004,0.027072293565799998
ACH-000007,0.096084493659
ACH-000009,0.08593844382789999
ACH-000011,0.07972965416189999
ACH-000012,0.14032942891300001
ACH-000013,0.054228977327300004
ACH-000014,0.188612676779
ACH-000015,0.117756367673
ACH-000017,0.00938331798527
ACH-000018,0.35146999723899996
ACH-000019,0.289007465113
ACH-000021,0.100631097294
ACH-000022,0.13423585522700002
ACH-000025,0.19937655019499997
ACH-000028,0.20604682042599998
ACH-000030,0.0613370307735
ACH-000035,0.164330913585
ACH-000036,0.0663090249386
ACH-000037,0.0796501898109
ACH-000039,0.09007295094360002
ACH-000040,-0.0021517075510399998
ACH-000041,0.25102423133499996
ACH-000042,-0.019230793751099998
ACH-000045,0.126404674238
ACH-000047,-0.00674570479883
ACH-000052,0.147167666836
ACH-000053,0.0289144233006
ACH-000054,-0.0371916837739
ACH-000055,0.06443946374750001
ACH-000060,-0.156048923679
ACH-000067,0.11685104041899999
ACH-000070,0.0369296683289
ACH-000075,-0.0983571889917
ACH-000078,0.11922985835899999
ACH-000082,0.173861729829
ACH-000085,0.0586169588442
ACH-000086,0.372265369402
ACH-000087,0.165494021354
ACH-000092,0.044630568868699996
ACH-000095,-0.00754872462357
ACH-000097,0.0274105054452
ACH-000098,0.0743973099802
ACH-000099,0.161718359303
ACH-000108,0.000754549229985
ACH-000113,0.22361493228100002
ACH-000115,-0.20409824049199998
ACH-000116,0.18222371171
ACH-000118,0.0700198625039
ACH-000120,0.133329364485
ACH-000123,-0.00253785274842
ACH-000127,0.163253809405
ACH-000128,0.134213562422
ACH-000132,0.121714294913
ACH-000133,0.233980445919
ACH-000137,0.0679659657092
ACH-000138,0.234493349729
ACH-000142,0.183843977806
ACH-000143,0.20489426917599998
ACH-000146,0.17180445742800002
ACH-000148,0.07021399145219999
ACH-000150,0.17314706919199999
ACH-000152,0.015329775196799999
ACH-000153,0.435235412404
ACH-000159,0.189611260617
ACH-000160,0.335781916658
ACH-000163,0.05651585892469999
ACH-000167,0.118376606038
ACH-000168,0.0815715029029
ACH-000169,0.141305264021
ACH-000178,0.047506964444199995
ACH-000182,0.130333459259
ACH-000183,0.0585250896827
ACH-000188,0.21830223987300001
ACH-000189,-0.139444568022
ACH-000190,0.018031731204099996
ACH-000198,0.161305142755
