,BZW2 (28969)
ACH-000004,0.092167173913
ACH-000007,-0.141232486817
ACH-000009,-0.020923653355000002
ACH-000011,-0.028166738686900002
ACH-000012,0.0743631390556
ACH-000013,0.242501363358
ACH-000014,0.212782247498
ACH-000015,0.0212745636966
ACH-000017,-0.0526912254775
ACH-000018,0.0462015849465
ACH-000019,-0.019542223662099997
ACH-000021,0.0801013712845
ACH-000022,-0.021308698135799997
ACH-000025,0.0943539809687
ACH-000028,0.100946331603
ACH-000030,0.203703893977
ACH-000035,0.0326365339155
ACH-000036,0.169731292445
ACH-000037,0.20659540688099998
ACH-000039,0.142684004041
ACH-000040,0.209338799644
ACH-000041,0.00834219985532
ACH-000042,0.0464537887918
ACH-000045,0.20720829466200003
ACH-000047,0.125097056433
ACH-000052,-0.24026890583799998
ACH-000053,0.07547378439249999
ACH-000054,0.06328004758740001
ACH-000055,0.110398990665
ACH-000060,0.050133286634
ACH-000067,0.130387610642
ACH-000070,0.351949805309
ACH-000075,0.201837048583
ACH-000078,-0.0741696094152
ACH-000082,0.052676044611099995
ACH-000085,0.09278365245789999
ACH-000086,0.328027630097
ACH-000087,0.051217426929800004
ACH-000092,0.187856095451
ACH-000095,0.0524150391237
ACH-000097,-0.024994054693999998
ACH-000098,0.12068457137199999
ACH-000099,0.012221465052200002
ACH-000108,0.131724055403
ACH-000113,0.0837476594987
ACH-000115,0.178593173702
ACH-000116,0.059331736928000006
ACH-000118,0.116437181442
ACH-000120,0.11882936332800001
ACH-000123,-0.00786306577135
ACH-000127,0.062409370651
ACH-000128,0.0121396453745
ACH-000132,0.24614582189800002
ACH-000133,0.12214962482200001
ACH-000137,-0.0018989820868499999
ACH-000138,0.142164410319
ACH-000142,0.11706298167000001
ACH-000143,-0.0214542576113
ACH-000146,0.12779062882
ACH-000148,0.151124639365
ACH-000150,0.268307648678
ACH-000152,0.130607884133
ACH-000153,-0.168434979894
ACH-000159,0.018650557141599997
ACH-000160,0.220592194681
ACH-000163,0.385590275311
ACH-000167,-0.125239933073
ACH-000168,-0.00118983397776
