,PDZK1IP1 (10158)
ACH-000004,-0.43479961201399997
ACH-000007,-0.676995854694
ACH-000009,-0.26754579252599997
ACH-000011,-0.424626284685
ACH-000012,-0.601329519411
ACH-000013,-0.437586156904
ACH-000014,-0.234094248825
ACH-000015,-0.39136478186800006
ACH-000017,-0.46500215359200003
ACH-000018,-0.429132261561
ACH-000019,-0.47684120595299995
ACH-000021,-0.469192305854
ACH-000022,-0.303189837748
ACH-000025,-0.266616248542
ACH-000028,-0.438767727715
ACH-000030,-0.483435537267
ACH-000035,-0.7203652146539999
ACH-000036,-0.434961265398
ACH-000037,-0.443727436338
ACH-000039,-0.437831129793
ACH-000040,-0.527170802813
ACH-000041,-0.35687698060500006
ACH-000042,-0.298783143519
ACH-000045,-0.025555516961699998
ACH-000047,-0.49407246130099997
ACH-000052,-0.47026213697400004
ACH-000053,-0.511049074405
ACH-000054,-0.553575245842
ACH-000055,-0.46336471405100005
ACH-000060,-0.464792294755
ACH-000067,-0.41371217142300004
ACH-000070,-0.347338335217
ACH-000075,-0.31254933114100003
ACH-000078,-0.439776335382
ACH-000082,-0.48825594766400005
ACH-000085,-0.294220765359
ACH-000086,-0.504005185568
ACH-000087,-0.5223705009690001
ACH-000092,-0.610807400805
ACH-000095,-0.456578039697
ACH-000097,-0.30681193317
ACH-000098,-0.5821865720080001
ACH-000099,-0.33929076923
ACH-000108,-0.387069838752
ACH-000113,-0.321312562689
ACH-000115,-0.160522752215
ACH-000116,-0.47158984246799995
ACH-000118,-0.43060599733599997
ACH-000120,-0.413393112566
ACH-000123,-0.418432104588
ACH-000127,-0.512426665949
ACH-000128,-0.324262641296
ACH-000132,-0.499584570964
ACH-000133,-0.380791840919
ACH-000137,-0.506064883585
ACH-000138,-0.21740832527600001
ACH-000142,-0.8079247940180001
ACH-000143,-0.36767435056000003
ACH-000146,-0.34341987054799994
ACH-000148,-0.21118318381499998
ACH-000150,-0.337157415004
ACH-000152,-0.501404039306
ACH-000153,-0.22340242361499998
ACH-000159,-0.35188506115199997
ACH-000160,-0.309644285348
ACH-000163,-0.19459617543299998
ACH-000167,-0.41384050754199997
ACH-000168,-0.581197391069
ACH-000169,-0.412957360376
ACH-000178,-0.592346661638
ACH-000182,-0.47428745967299996
ACH-000183,-0.17865511211
ACH-000188,-0.6864232470880001
