,CLECL1 (160365)
ACH-000004,0.0209112565475
ACH-000007,0.208832582222
ACH-000009,0.042313016261300004
ACH-000011,0.16805148336
ACH-000012,0.00612833233337
ACH-000013,0.07414982637239999
ACH-000014,0.334630227201
ACH-000015,0.028474877831599996
ACH-000017,-0.13172302570299999
ACH-000018,-0.063038714055
ACH-000019,-0.0751904393223
ACH-000021,0.137482707657
ACH-000022,0.0658220589102
ACH-000025,-0.0923760667746
ACH-000028,0.0781837101966
ACH-000030,0.08909059993239998
ACH-000035,0.0321228218602
ACH-000036,0.266816103426
ACH-000037,-0.0143854576582
ACH-000039,-0.19524789018
ACH-000040,0.172761344489
ACH-000041,0.0941798561163
ACH-000042,0.176725065771
ACH-000045,0.06427511952880001
ACH-000047,-0.0447818177016
ACH-000052,0.36557383482199995
ACH-000053,0.0233835378738
ACH-000054,0.025930144462599995
ACH-000055,-0.0826512818232
ACH-000060,0.152169196569
ACH-000067,0.0344934230832
ACH-000070,0.235427048143
ACH-000075,-0.503554287251
ACH-000078,-0.05299374517680001
ACH-000082,-0.07516414356239999
ACH-000085,0.29164011257399997
ACH-000086,-0.139024299979
ACH-000087,0.14248482352800002
ACH-000092,-0.0714017129098
ACH-000095,-0.026628972528
ACH-000097,0.0792106954027
ACH-000098,-0.00736405115974
ACH-000099,0.0680089638947
ACH-000108,0.26858990824900003
ACH-000113,-0.232771656917
ACH-000115,0.34709019552000003
ACH-000116,0.20467133333
ACH-000118,-0.008979212087579999
ACH-000120,0.07813158423060002
ACH-000123,-0.0269086038253
ACH-000127,0.00199368601833
ACH-000128,0.028087767302299997
ACH-000132,-0.04754379237430001
ACH-000133,-0.187165291219
ACH-000137,0.28319687345100003
ACH-000138,0.10347149649800001
ACH-000142,-0.0215862142441
ACH-000143,-0.000886981553862
ACH-000146,-0.012263308922700002
ACH-000148,0.107769254072
ACH-000150,-0.103191732181
ACH-000152,0.028387230073199998
ACH-000153,0.18654979225999999
ACH-000159,-0.127546869098
ACH-000160,-0.114099528617
ACH-000163,0.17260874169399998
ACH-000167,0.324647184624
ACH-000168,0.204842475484
ACH-000169,0.010098036792100001
ACH-000178,0.13172199795999998
ACH-000182,0.135692285458
ACH-000183,-0.00406066421912
ACH-000188,0.0061712998285899994
ACH-000189,0.058970830289099996
ACH-000190,0.0798998752977
ACH-000198,-0.10262747694800001
ACH-000204,-0.21277789622
ACH-000206,-0.24877714886
ACH-000207,-0.381713381861
ACH-000211,0.0436402660002
ACH-000215,-0.049839169319
ACH-000221,0.315718090782
ACH-000222,0.0770174878577
ACH-000223,-0.026561800953299998
ACH-000226,0.0249418217828
ACH-000227,-0.13443236474300002
ACH-000228,-0.171657016303
ACH-000231,-0.059747058275100004
ACH-000232,-0.022638506782
ACH-000233,0.213761388877
ACH-000234,-0.0843503752725
ACH-000235,-0.00887956299876
ACH-000237,0.0563087757674
ACH-000238,-0.0862560840363
ACH-000243,0.09527938134500001
ACH-000244,-0.282850987796
ACH-000246,-0.0205708699934
ACH-000248,0.00313705665658
ACH-000250,-0.024866081637400003
ACH-000251,-0.16143664652999998
ACH-000253,0.0656053488378
ACH-000255,0.0030854824021199997
ACH-000256,0.134440084472
ACH-000257,0.17300153596999998
ACH-000258,-0.22563880378000004
ACH-000259,0.037500336885800005
ACH-000260,0.0110119310027
ACH-000261,0.0366688394136
ACH-000262,0.113431966709
ACH-000263,-0.185513675476
ACH-000264,0.00676961814333
ACH-000265,0.17782763946
ACH-000266,0.0599494541753
ACH-000272,0.0313080111341
ACH-000273,-0.205244261166
ACH-000274,-0.12391841467
ACH-000277,-0.09600256811720001
