,RPL18A (6142)
ACH-000004,-1.18066407844
ACH-000007,-1.10127945717
ACH-000009,-1.40813614996
ACH-000011,-1.18778709839
ACH-000012,-1.03347123387
ACH-000013,-1.28475039318
ACH-000014,-1.49492513678
ACH-000015,-1.4339029466
ACH-000017,-1.3327856443200001
ACH-000018,-1.2845442961700002
ACH-000019,-1.57156074709
ACH-000021,-1.4465316789200002
ACH-000022,-1.28355849053
ACH-000025,-1.14687395782
ACH-000028,-1.30578509793
ACH-000030,-1.32230310831
ACH-000035,-1.1174197640299999
ACH-000036,-1.4216560042299997
ACH-000037,-1.51899322975
ACH-000039,-1.45864155903
ACH-000040,-1.31989847988
ACH-000041,-1.50271447389
ACH-000042,-1.2647523071100002
ACH-000045,-1.4608800341200001
ACH-000047,-1.15718741122
ACH-000052,-1.27998517605
ACH-000053,-1.2952289795999998
ACH-000054,-1.2396104349700001
ACH-000055,-1.40227084909
ACH-000060,-1.259156463
ACH-000067,-1.3923565509
ACH-000070,-1.59423785189
ACH-000075,-1.6425971421399999
ACH-000078,-1.60421200028
ACH-000082,-1.26147698793
ACH-000085,-1.1173097388700002
ACH-000086,-1.2019676908499999
ACH-000087,-1.35461361262
ACH-000092,-1.42532176834
ACH-000095,-1.4438945639899998
ACH-000097,-1.41474404087
ACH-000098,-1.5105398644799999
ACH-000099,-1.29786978745
ACH-000108,-1.2500756074600001
ACH-000113,-1.42385034502
ACH-000115,-1.46310501164
ACH-000116,-0.927144197144
ACH-000118,-1.24701644497
ACH-000120,-1.31828942018
ACH-000123,-1.44175593261
ACH-000127,-1.23978375328
ACH-000128,-1.41382694107
ACH-000132,-1.2455819224
ACH-000133,-1.1035073225299998
ACH-000137,-1.47797484533
ACH-000138,-1.3663369414700002
ACH-000142,-1.37001278373
ACH-000143,-1.39830205959
ACH-000146,-1.32543703811
ACH-000148,-1.3618826577899998
ACH-000150,-1.56529394456
ACH-000152,-1.39425987602
ACH-000153,-1.25040982291
ACH-000159,-1.5331597301299997
ACH-000160,-1.4492988661000001
ACH-000163,-1.102473364
ACH-000167,-0.193423169888
ACH-000168,-1.29263494252
ACH-000169,-1.25079839315
ACH-000178,-1.41790236715
ACH-000182,-1.5392756807499999
ACH-000183,-1.21982028526
ACH-000188,-1.35604773782
ACH-000189,-0.964641930987
ACH-000190,-1.7131638421000002
ACH-000198,-1.30179077204
ACH-000204,-1.2848538706700001
ACH-000206,-1.81082476039
ACH-000207,-0.8762338997820001
ACH-000211,-1.20787263146
ACH-000215,-1.6818731006999998
ACH-000221,-1.3797477946
ACH-000222,-1.1206380495200001
ACH-000223,-1.42338650451
ACH-000226,-1.3032725707500001
ACH-000227,-1.7404866197599997
ACH-000228,-1.10805687889
ACH-000231,-1.26853359756
ACH-000232,-1.32703988424
ACH-000233,-1.38949248971
ACH-000234,-1.329765249
ACH-000235,-1.49805707027
ACH-000237,-1.57696547148
ACH-000238,-1.07817075999
ACH-000243,-1.14585954145
ACH-000244,-1.28896192916
ACH-000246,-1.40546997848
ACH-000248,-1.21097816871
ACH-000250,-1.2960337690500001
ACH-000251,-1.51850063907
ACH-000253,-1.23054000666
ACH-000255,-1.31068268733
ACH-000256,-1.48779817553
ACH-000257,-1.71681687538
ACH-000258,-1.54073323176
ACH-000259,-1.38344426649
ACH-000260,-1.23608834636
ACH-000261,-1.39311095595
ACH-000262,-1.15921904879
ACH-000263,-1.4250437593399998
ACH-000264,-1.41578181063
ACH-000265,-1.23429008942
ACH-000266,-1.4058650234299999
ACH-000272,-1.37291029461
ACH-000273,-1.2902775686599999
ACH-000274,-1.6725878297
ACH-000277,-1.29317115475
ACH-000278,-1.2358372770000001
ACH-000279,-1.6851395969
ACH-000280,-1.59299283428
ACH-000281,-1.3529306547
ACH-000288,-1.4849132008
ACH-000291,-1.33459593944
ACH-000293,-1.5073650196000001
ACH-000294,-1.32734755144
ACH-000295,-1.51481606782
ACH-000296,-1.6184393545
ACH-000302,-1.72451726413
ACH-000304,-1.71244872165
ACH-000307,-1.4010913649599999
ACH-000308,-1.48990456938
ACH-000310,-1.4825359071000002
ACH-000311,-1.5198386710499998
ACH-000312,-1.4687088302000002
ACH-000315,-1.52387482801
ACH-000316,-1.62163062926
ACH-000317,-1.05716038025
ACH-000318,-1.2255796749099999
ACH-000319,-1.3716409922400001
ACH-000320,-1.52612537167
ACH-000322,-1.8043194033599999
ACH-000323,-1.07789827919
ACH-000324,-1.3408636193
ACH-000329,-1.63749696774
ACH-000330,-1.08245261169
ACH-000331,-1.13914547492
ACH-000332,-1.316864043
ACH-000334,-1.5519022592200002
ACH-000335,-1.19659537098
ACH-000336,-1.69379876087
ACH-000337,-1.3118508818899999
ACH-000339,-1.48258645073
ACH-000341,-1.6710877811000002
ACH-000348,-1.40952946621
ACH-000350,-1.71638847747
ACH-000352,-1.21024093688
ACH-000356,-1.20526452545
ACH-000361,-1.5982841119
ACH-000362,-1.6087689495100002
ACH-000363,-1.51525318232
ACH-000364,-1.5180531004799998
ACH-000365,-1.34546722538
ACH-000366,-1.29854206657
ACH-000368,-1.5029246963799998
ACH-000374,-1.2794734027899999
ACH-000375,-1.49596170236
ACH-000376,-1.29254314046
ACH-000381,-1.42063283288
ACH-000383,-1.74568965215
ACH-000387,-1.27461644965
ACH-000389,-1.18762947452
ACH-000390,-1.30043455739
ACH-000393,-1.3521050105799999
ACH-000395,-1.4567592010400001
ACH-000397,-0.924954108054
ACH-000401,-1.28275584048
ACH-000402,-1.5485012179
ACH-000403,-1.6495418628
ACH-000404,-1.77692119662
ACH-000406,-1.29412424273
ACH-000407,-1.4094280940600001
ACH-000408,-1.0238262260100002
ACH-000410,-1.2503711916700002
ACH-000411,-1.32423660275
ACH-000414,-1.6653238033500002
ACH-000415,-1.08148203658
ACH-000416,-1.29324323692
ACH-000420,-1.3002282014
ACH-000421,-1.2509005158600002
ACH-000424,-1.6251747778999999
ACH-000425,-1.38526459856
ACH-000426,-0.974516524737
ACH-000427,-1.45568585285
ACH-000433,-1.7162927703600002
ACH-000436,-1.28640275904
ACH-000444,-1.53992855361
ACH-000445,-1.5699055345700001
ACH-000448,-1.39387466347
ACH-000450,-1.7321210105900002
ACH-000452,-1.57100330539
ACH-000454,-0.9671617581990001
ACH-000458,-1.0312215756899998
ACH-000459,-1.05667662248
ACH-000460,-1.19920575325
ACH-000461,-1.7193741235
ACH-000463,-1.48784766102
ACH-000464,-1.42610294316
ACH-000466,-1.39663782539
ACH-000467,-0.984261701727
ACH-000468,-1.7236947491900003
ACH-000469,-1.28497381455
ACH-000470,-1.50487033661
ACH-000471,-1.5049437637399998
ACH-000472,-1.5961995739200001
ACH-000473,-1.20830749794
ACH-000475,-1.60145471022
ACH-000476,-1.5629585862200002
ACH-000477,-2.3167039007900003
ACH-000480,-1.28624202529
ACH-000481,-1.34225727484
ACH-000483,-1.30373211003
ACH-000484,-1.51223580004
ACH-000485,-1.33357852143
ACH-000486,-1.48233493273
ACH-000487,-1.06488957002
ACH-000488,-1.22883410501
ACH-000490,-1.4147834658200003
ACH-000491,-1.4587087158899998
ACH-000495,-1.30270676486
ACH-000496,-1.37299758433
ACH-000499,-1.13178899683
ACH-000500,-1.20862899836
ACH-000502,-1.16543034375
ACH-000503,-1.06740688264
ACH-000505,-1.62921894329
ACH-000507,-1.2110535038099999
ACH-000510,-1.6265852604700002
ACH-000511,-1.0952113347499999
ACH-000512,-1.39734340192
ACH-000516,-1.38179700793
ACH-000517,-1.41185201753
ACH-000518,-1.02454108425
ACH-000520,-1.57276548335
ACH-000521,-1.3550719102700002
ACH-000522,-1.4441091741999998
ACH-000524,-1.30662133716
ACH-000527,-1.31713615738
ACH-000528,-1.05054787677
ACH-000537,-1.14682533044
ACH-000541,-1.21769315068
ACH-000542,-1.39043720671
ACH-000544,-1.3560029023700002
ACH-000545,-1.0842407703799999
ACH-000547,-1.28778504077
ACH-000548,-1.0964572646200001
ACH-000549,-1.31325540449
ACH-000550,-1.19253704815
ACH-000552,-1.3423974311899998
ACH-000556,-1.51440189032
ACH-000557,-1.79846099715
ACH-000570,-1.45102586144
ACH-000571,-2.25279653305
ACH-000573,-1.33074932541
ACH-000576,-1.15452390096
ACH-000580,-1.31034090917
ACH-000584,-1.21196703674
ACH-000585,-1.05653315503
ACH-000588,-1.1825087445
ACH-000589,-1.37310623635
ACH-000591,-1.3532753666100001
ACH-000593,-1.5452467194400001
ACH-000600,-1.5677734149200002
ACH-000601,-1.31353557429
ACH-000604,-1.1454892999700002
ACH-000605,-1.0808918303
ACH-000606,-1.31010585517
ACH-000608,-2.2056588980900003
ACH-000614,-1.46716136222
ACH-000616,-1.12985371538
ACH-000618,-1.11264094403
ACH-000619,-1.26507420889
ACH-000620,-1.45889762798
ACH-000621,-1.5047019644100001
ACH-000622,-0.9373157403039999
ACH-000623,-1.3829514650499999
ACH-000624,-1.33240372698
ACH-000627,-1.3692088283000001
ACH-000630,-1.2609639617100001
ACH-000632,-1.52559386174
