,LDHAL6B (92483)
ACH-000004,0.149845452219
ACH-000007,0.352122614999
ACH-000009,0.0457769309395
ACH-000011,0.257792640128
ACH-000012,-0.00791505695702
ACH-000013,0.0623003594479
ACH-000014,-0.23030373684500002
ACH-000015,0.0352716587822
ACH-000017,0.024145935337900003
ACH-000018,-0.013488105257899998
ACH-000019,0.009301582696350001
ACH-000021,0.0488471796208
ACH-000022,0.0995445657385
ACH-000025,0.0033681340614899998
ACH-000028,0.112086935801
ACH-000030,0.0255264898244
ACH-000035,0.09599021570689999
ACH-000036,0.189083148756
ACH-000037,0.029937285252799997
ACH-000039,-0.147482681388
ACH-000040,-0.023163423004099997
ACH-000041,-0.155190497888
ACH-000042,0.1473268552
ACH-000045,0.00113983181896
ACH-000047,-0.0190518863628
ACH-000052,0.294254178884
ACH-000053,0.022501663473499998
ACH-000054,0.09589030879480001
ACH-000055,-0.047698660795499996
ACH-000060,0.11718717390000001
ACH-000067,0.203045031183
ACH-000070,0.11291127688699999
ACH-000075,0.20026452803199998
ACH-000078,0.0681151820928
ACH-000082,-0.212456270405
ACH-000085,0.127072806372
ACH-000086,0.062416342947899994
ACH-000087,0.457465911828
ACH-000092,0.121164397753
ACH-000095,-0.0328592810434
ACH-000097,0.17914904422699998
ACH-000098,0.0168959525705
ACH-000099,0.0273811843778
ACH-000108,0.0458231452295
ACH-000113,-0.0447635289603
ACH-000115,0.005425149273840001
ACH-000116,-0.0292186314513
ACH-000118,0.13662095452
ACH-000120,0.25513272616
ACH-000123,-0.0206888178097
ACH-000127,-0.10639026357300001
ACH-000128,0.0973085926489
ACH-000132,0.0697613995017
ACH-000133,0.175184792024
ACH-000137,0.132371736238
ACH-000138,0.11549921762599999
ACH-000142,-0.026839247238699997
ACH-000143,-0.226464149958
ACH-000146,0.0597095919768
ACH-000148,-0.0475125003529
ACH-000150,-0.0277471604876
ACH-000152,-0.0586061424725
ACH-000153,0.129676027163
ACH-000159,-0.112901416126
ACH-000160,-0.044755361751699994
ACH-000163,0.06846638731480001
ACH-000167,-0.22001195296700002
ACH-000168,-0.120828131586
ACH-000169,0.10541651423000001
ACH-000178,-0.00744138160351
ACH-000182,0.09278522358480001
ACH-000183,0.008013836260470001
ACH-000188,0.0365749210515
ACH-000189,-0.34183027133599997
ACH-000190,0.13116224486
ACH-000198,0.100518107889
ACH-000204,0.08144741943639999
ACH-000206,-0.0193814864313
ACH-000207,-0.24511864522100002
ACH-000211,0.0600140951175
ACH-000215,0.0639744500795
ACH-000221,0.43093222312
ACH-000222,-0.046463346809700004
ACH-000223,-8.4934030488e-05
ACH-000226,0.13509112395300002
ACH-000227,-0.227995693832
ACH-000228,0.142006694055
ACH-000231,0.10836097458900001
ACH-000232,-0.124461441775
ACH-000233,0.131165601962
ACH-000234,-0.00870787400072
ACH-000235,0.151205762574
ACH-000237,0.03305364287259999
ACH-000238,-0.0658597059565
ACH-000243,0.212107757666
ACH-000244,-0.0138693970811
ACH-000246,0.186812484168
ACH-000248,0.09407732306430001
ACH-000250,0.0670971373883
ACH-000251,0.32611211709000004
ACH-000253,0.013177701470700002
ACH-000255,-0.07818514109710001
ACH-000256,-0.00894735063793
ACH-000257,0.101780525252
ACH-000258,0.113598134089
ACH-000259,0.11221337815
ACH-000260,0.142113944461
ACH-000261,0.100201695034
ACH-000262,0.294115080909
ACH-000263,0.26881791521
ACH-000264,0.12303098088400001
ACH-000265,-0.0318204064423
ACH-000266,0.0382363279366
ACH-000272,0.08275427730389999
ACH-000273,-0.0703579120084
ACH-000274,-0.0548446771463
ACH-000277,0.0522348220436
ACH-000278,-0.0893392291172
ACH-000279,0.012769403036899999
ACH-000280,-0.0845426751067
ACH-000281,-0.15844273065300002
ACH-000288,0.0959605885558
ACH-000291,0.16023685695
ACH-000293,0.137126052368
ACH-000294,-0.0154222787149
ACH-000295,0.17249567481400002
ACH-000296,0.010848679155700001
ACH-000302,0.0556383257469
ACH-000304,-0.283082155972
ACH-000307,0.10955866127999998
ACH-000308,0.101192820418
ACH-000310,-0.06315373087869999
ACH-000311,0.15350762237600002
ACH-000312,0.0658693790467
ACH-000315,0.066866095412
ACH-000316,0.0365421382475
ACH-000317,-0.15469611020500001
ACH-000318,0.030819661680799998
