,UBE2U (148581)
ACH-000004,0.138361008441
ACH-000007,0.11262444415100001
ACH-000009,-0.0754180788247
ACH-000011,0.24190339597
ACH-000012,0.08522544429289998
ACH-000013,0.0770014109922
ACH-000014,0.173844627159
ACH-000015,0.00502889680523
ACH-000017,0.0706996891597
ACH-000018,0.0647165016081
ACH-000019,0.345778878471
ACH-000021,-0.156051469792
ACH-000022,-0.0122983544471
ACH-000025,0.00174038475828
ACH-000028,0.0222184530403
ACH-000030,-0.041366499219699995
ACH-000035,0.0107093463996
ACH-000036,0.21806612323199998
ACH-000037,-0.04823088196880001
ACH-000039,0.0038510662751999997
ACH-000040,-0.150961920214
ACH-000041,-0.0758752622766
ACH-000042,0.0324622229234
ACH-000045,0.145766428251
ACH-000047,-0.0178194487701
ACH-000052,-0.317578413183
ACH-000053,0.108705912603
ACH-000054,-0.0887037064025
ACH-000055,0.021320528374700002
ACH-000060,-0.06515288084359999
ACH-000067,-0.0768437504192
ACH-000070,0.15445388460599999
ACH-000075,0.257837057676
ACH-000078,0.031065732006900004
ACH-000082,0.022823595537799998
ACH-000085,-0.117350344691
ACH-000086,0.16884272584
ACH-000087,0.177736871443
ACH-000092,-0.0209089952404
ACH-000095,0.0056147191894100005
ACH-000097,-0.0137595851991
ACH-000098,0.133821165869
ACH-000099,0.130723818362
ACH-000108,0.263725209523
ACH-000113,0.0333104567728
ACH-000115,-0.0636892020856
ACH-000116,0.06700062774540001
ACH-000118,0.0607171638469
ACH-000120,-0.0228375235886
ACH-000123,0.184135704885
ACH-000127,-0.00946359241188
ACH-000128,-0.023091813483099997
ACH-000132,-0.026430617639200002
ACH-000133,0.042904530023
ACH-000137,0.184516542431
ACH-000138,0.00469576123729
ACH-000142,-0.057205891097
ACH-000143,-0.024651510874000002
ACH-000146,0.162945907648
ACH-000148,0.06198529627180001
ACH-000150,-0.0512667076205
ACH-000152,0.00770441160626
ACH-000153,0.004334726552010001
ACH-000159,0.10977358930600001
ACH-000160,0.103791436687
ACH-000163,0.109844992964
ACH-000167,-0.00279788134771
ACH-000168,0.178677709116
ACH-000169,0.0377756478425
ACH-000178,0.08492454704210001
ACH-000182,0.201878146364
ACH-000183,0.213950067474
ACH-000188,0.136768219864
ACH-000189,0.180917464269
ACH-000190,-0.0536856900354
ACH-000198,0.032815765657299996
ACH-000204,0.014155868981899999
ACH-000206,-0.034055702625799995
ACH-000207,-0.112680298637
ACH-000211,0.0730221270229
ACH-000215,0.0252613464282
ACH-000221,-0.111282876599
ACH-000222,0.11503224122300001
ACH-000223,-0.07602753072539999
ACH-000226,0.00495343675301
ACH-000227,-0.0306664852785
ACH-000228,0.053033868377800004
ACH-000231,0.0712952869382
ACH-000232,0.12393953465600001
ACH-000233,0.0533728467033
ACH-000234,-0.0081530591909
ACH-000235,0.058513749221800006
ACH-000237,-0.032644851063399996
ACH-000238,-0.23830685078699998
ACH-000243,0.0488609130093
ACH-000244,0.261064299256
ACH-000246,0.06377175795869999
ACH-000248,-0.0752198465091
ACH-000250,0.044141034050699995
ACH-000251,0.277262967229
ACH-000253,0.0881074165781
ACH-000255,-0.0483050497717
ACH-000256,0.11375887774900001
ACH-000257,0.100788035087
ACH-000258,0.059741969928599994
ACH-000259,0.052359207718400004
ACH-000260,0.034194998752599993
ACH-000261,-0.0548432036886
ACH-000262,0.20826545232000002
ACH-000263,0.144591216507
ACH-000264,-0.0679147211277
ACH-000265,0.0293606136319
ACH-000266,0.009230850545620001
ACH-000272,-0.0180322792239
ACH-000273,0.197927820287
ACH-000274,0.007156233882450001
ACH-000277,0.0248796331371
ACH-000278,-0.0009759055813660002
ACH-000279,0.0820784440041
ACH-000280,0.0738547709058
ACH-000281,0.0327757471298
ACH-000288,-0.058360099309400004
ACH-000291,0.0012622678243699999
ACH-000293,0.004725851707520001
ACH-000294,0.0439192388689
ACH-000295,0.155199125605
ACH-000296,-0.168446756477
