,NET1 (10276)
ACH-000004,-0.0421083564688
ACH-000007,-0.043446718385699995
ACH-000009,-0.10686628039200001
ACH-000011,-0.143079014412
ACH-000012,-0.037391245481699996
ACH-000013,-0.0525814786986
ACH-000014,-0.027040228081299997
ACH-000015,-0.0155006500122
ACH-000017,0.0558528433879
ACH-000018,-0.0410156457876
ACH-000019,-0.25131100174000004
ACH-000021,-0.119876188688
ACH-000022,-0.10134017875199999
ACH-000025,-0.013062189073099998
ACH-000028,-0.058318774475300005
ACH-000030,-0.054996087060799996
ACH-000035,-0.0190821806112
ACH-000036,-0.0721927477856
ACH-000037,-0.225209011097
ACH-000039,0.11798561114499999
ACH-000040,-0.16856011143199998
ACH-000041,-0.13803274025999998
ACH-000042,-0.056802281003
ACH-000045,0.0116775508658
ACH-000047,-0.07923369009980001
ACH-000052,-0.08982492832419998
ACH-000053,-0.00253969608346
ACH-000054,-0.119751576901
ACH-000055,-0.021607680285799995
ACH-000060,-0.047559174262699996
ACH-000067,-0.202730771956
ACH-000070,-0.157245545175
ACH-000075,0.00629435690822
ACH-000078,-0.126410477322
ACH-000082,-0.069891986416
ACH-000085,-0.073373137325
ACH-000086,-0.0192856734233
ACH-000087,0.220380216386
ACH-000092,0.00346220792242
ACH-000095,0.0123621974156
ACH-000097,-0.11330503236400001
ACH-000098,-0.187124148368
ACH-000099,-0.16605123967
ACH-000108,0.0371299649835
ACH-000113,-0.19511376038400002
ACH-000115,-0.133218970614
ACH-000116,0.0111014816972
ACH-000118,-0.10378927027999998
ACH-000120,-0.202974391567
ACH-000123,-0.153767541298
ACH-000127,-0.0295787655633
ACH-000128,0.194203313126
ACH-000132,-0.139036127421
ACH-000133,0.073073736509
ACH-000137,0.0003504888379280001
ACH-000138,-0.276249589229
ACH-000142,0.13446279034000003
ACH-000143,-0.112239327709
ACH-000146,0.00848289218633
ACH-000148,-0.260782449814
ACH-000150,0.058407601731099996
ACH-000152,0.035977795224099995
ACH-000153,-0.034509962973000005
ACH-000159,-0.0320308097914
ACH-000160,-0.0367678949735
ACH-000163,0.055977898042
ACH-000167,0.195285449818
ACH-000168,-0.310032384376
ACH-000169,-0.0038976579295100003
ACH-000178,-0.0485424093859
ACH-000182,0.028168101727800002
ACH-000183,-0.0062051538265299995
ACH-000188,-0.062435025106800005
ACH-000189,-0.112751634667
ACH-000190,-0.11153616527
ACH-000198,-0.0202889602264
ACH-000204,-0.0645532443455
ACH-000206,-0.0948402682684
ACH-000207,-0.334917088176
ACH-000211,0.105282871921
ACH-000215,-0.0327375924858
ACH-000221,0.0034923002412199995
ACH-000222,-0.037470905973400005
ACH-000223,-0.14252130751599998
ACH-000226,0.07602102208539999
ACH-000227,-0.137409199967
ACH-000228,0.0050527264280900005
ACH-000231,-0.09578739205350001
ACH-000232,-0.266261340734
ACH-000233,-0.0244639291198
ACH-000234,-0.188377083791
ACH-000235,-0.10234217958599999
ACH-000237,-0.213550380259
ACH-000238,0.07854554161739999
ACH-000243,-0.160738754263
ACH-000244,0.06791673441719999
ACH-000246,-0.0540859448785
ACH-000248,-0.06348876789130001
ACH-000250,-0.215799823318
ACH-000251,-0.06887334785610001
ACH-000253,0.075408197772
ACH-000255,-0.08657527845280001
ACH-000256,-0.166801964906
ACH-000257,-0.16918066650400002
ACH-000258,-0.27756391805999997
ACH-000259,-0.046986442565599994
ACH-000260,0.0109457815157
ACH-000261,-0.0295226884001
ACH-000262,-0.269877923508
ACH-000263,-0.113052183648
ACH-000264,-0.129773250823
ACH-000265,0.00784644138765
ACH-000266,-0.12057461843900001
ACH-000272,-0.0659173889944
ACH-000273,-0.236772487819
