,CES4A (283848)
ACH-000004,-0.18720738916700003
ACH-000007,-0.341323202448
ACH-000009,-0.11312251274
ACH-000011,-0.13581235237400002
ACH-000012,-0.0679210906386
ACH-000013,-0.206287046699
ACH-000014,-0.0103810390886
ACH-000015,-0.0962238187975
ACH-000017,-0.11400127789100001
ACH-000018,-0.267952323776
ACH-000019,-0.0077305429465100006
ACH-000021,-0.216384485303
ACH-000022,-0.148674108997
ACH-000025,-0.281380723847
ACH-000028,0.0665470888712
ACH-000030,-0.11632845149
ACH-000035,-0.181632103871
ACH-000036,-0.11057743627800001
ACH-000037,-0.641375246429
ACH-000039,-0.287882250793
ACH-000040,-0.225708373332
ACH-000041,-0.0209349951323
ACH-000042,-0.391881756515
ACH-000045,-0.397009872384
ACH-000047,-0.20975786116
ACH-000052,-0.11352020721799999
ACH-000053,-0.28059433514000004
ACH-000054,-0.178909338962
ACH-000055,-0.109006206366
ACH-000060,-0.145164927859
ACH-000067,-0.28521130028700004
ACH-000070,-0.15531526053300002
ACH-000075,-0.306143884776
ACH-000078,-0.324170440011
ACH-000082,-0.285607717405
ACH-000085,-0.3892644591800001
ACH-000086,-0.333027623161
ACH-000087,0.057463626607599995
ACH-000092,-0.331239439954
ACH-000095,-0.16813209807
ACH-000097,-0.08737874321820001
ACH-000098,-0.246386727735
ACH-000099,-0.0764188941267
ACH-000108,-0.126668334728
ACH-000113,-0.153128884891
ACH-000115,-0.309492100958
ACH-000116,-0.282073131779
ACH-000118,-0.165306089916
ACH-000120,-0.458512241355
ACH-000123,-0.034341518675599994
ACH-000127,-0.340343673498
ACH-000128,-0.342741763658
ACH-000132,-0.421315609152
ACH-000133,-0.296119786472
ACH-000137,-0.08689332813660001
ACH-000138,-0.316094615187
ACH-000142,-0.028211106060900003
ACH-000143,-0.27398733314199997
ACH-000146,-0.40676622516500005
ACH-000148,-0.14717580844699998
ACH-000150,-0.08506840894510001
ACH-000152,-0.323850408654
ACH-000153,-0.0824065475792
ACH-000159,-0.117952998851
ACH-000160,-0.09783648970789999
ACH-000163,-0.10616467159199999
ACH-000167,-0.45410460656400004
ACH-000168,-0.214783385782
ACH-000169,-0.0443414157216
ACH-000178,-0.131237674452
ACH-000182,-0.277771842863
ACH-000183,-0.289368072082
ACH-000188,-0.201815343994
ACH-000189,-0.408164125311
ACH-000190,-0.106638270007
ACH-000198,-0.247950384149
ACH-000204,0.0332733358453
ACH-000206,0.15474306387599998
ACH-000207,-0.167783624315
ACH-000211,-0.128318488073
ACH-000215,-0.209570024558
ACH-000221,-0.159479891964
ACH-000222,-0.0144290696769
ACH-000223,0.0416752036344
ACH-000226,-0.15358519415
ACH-000227,-0.194036516834
ACH-000228,-0.199152220322
ACH-000231,-0.36011151927699997
ACH-000232,-0.266752612678
ACH-000233,-0.146631933064
ACH-000234,-0.24705227182700001
ACH-000235,-0.207438668894
ACH-000237,-0.226326921642
ACH-000238,-0.140147799158
ACH-000243,-0.131851165435
ACH-000244,-0.00386471878514
ACH-000246,-0.09536493493130001
ACH-000248,-0.23797583881099998
ACH-000250,-0.156732530466
ACH-000251,0.00484383141024
ACH-000253,-0.21221957527399998
ACH-000255,-0.157862003549
ACH-000256,-0.11619287538100001
ACH-000257,-0.179089840247
ACH-000258,-0.27035815193
ACH-000259,-0.236268963272
ACH-000260,-0.267800115928
