,GRID2IP (392862)
ACH-000004,0.0639302730412
ACH-000007,0.18604290340399998
ACH-000009,0.187029187529
ACH-000011,0.10708713263
ACH-000012,-0.0554291946727
ACH-000013,0.18562756975400002
ACH-000014,0.17521945721299997
ACH-000015,0.023605770479799996
ACH-000017,0.12234175338099999
ACH-000018,-0.297273401313
ACH-000019,0.0739955867815
ACH-000021,0.126204476655
ACH-000022,-0.09685634484069999
ACH-000025,0.20377063548500002
ACH-000028,0.10170751185
ACH-000030,0.145640348822
ACH-000035,0.09289015516110001
ACH-000036,-0.307090562815
ACH-000037,0.25060248257
ACH-000039,0.323365330775
ACH-000040,0.043312719109399996
ACH-000041,0.160091806921
ACH-000042,-0.117964082896
ACH-000045,0.0933556230662
ACH-000047,0.09574463514519999
ACH-000052,-0.09366826846550001
ACH-000053,0.14458080497099998
ACH-000054,-0.145078981347
ACH-000055,0.0315951961967
ACH-000060,-0.0371611743955
ACH-000067,0.16835170865
ACH-000070,-0.0942302096575
ACH-000075,-0.0337585204755
ACH-000078,0.22223202583700002
ACH-000082,0.126251567171
ACH-000085,-0.0313479989586
ACH-000086,0.257509348059
ACH-000087,0.292901191645
ACH-000092,-0.04339376606169999
ACH-000095,0.224055925755
ACH-000097,0.09272965777789999
ACH-000098,-0.0340204853154
ACH-000099,0.0176090866826
ACH-000108,0.0118340408441
ACH-000113,-0.06881656874410001
ACH-000115,0.160497950852
ACH-000116,0.0509079286181
ACH-000118,0.029635221817799998
ACH-000120,-0.10004165726500001
ACH-000123,0.0029643204817199997
ACH-000127,0.16156035817
ACH-000128,-0.07996888602680001
ACH-000132,0.32079255003400003
ACH-000133,0.059976337170000005
ACH-000137,0.000288247761363
ACH-000138,0.168192130979
ACH-000142,-0.264699806492
ACH-000143,0.026553356085900003
ACH-000146,0.13011250352700002
ACH-000148,0.064915911697
ACH-000150,0.0525346313181
ACH-000152,0.05950682098809999
ACH-000153,0.0755896562592
ACH-000159,0.103501542872
ACH-000160,-0.09057640855900001
ACH-000163,0.187653216072
ACH-000167,0.31461832731
ACH-000168,0.0784441974722
ACH-000169,0.0249170867862
ACH-000178,-0.0307755702642
ACH-000182,0.049830851498
ACH-000183,0.00523027378662
ACH-000188,0.0033094326359099997
ACH-000189,-0.11110064144000001
ACH-000190,0.10551476945900001
ACH-000198,0.104291780247
ACH-000204,0.339424440097
ACH-000206,0.168925304713
ACH-000207,-0.262412435991
ACH-000211,0.0870577506859
ACH-000215,0.0604419523147
ACH-000221,0.242140195323
ACH-000222,0.174503639011
ACH-000223,-0.0033520302237899998
ACH-000226,0.0187433148139
ACH-000227,0.152406173577
ACH-000228,0.076728780214
ACH-000231,0.009315443873719999
ACH-000232,0.0474126129384
ACH-000233,-0.056865663204500004
ACH-000234,-0.0962412781926
ACH-000235,0.0339511448985
ACH-000237,-0.055827670240199995
ACH-000238,0.023385986801900002
ACH-000243,0.0999895817398
ACH-000244,0.0178677561184
ACH-000246,-0.0410693229938
ACH-000248,-0.0025704589091
ACH-000250,0.0207823927108
ACH-000251,0.0231191131885
ACH-000253,0.06977067713539999
ACH-000255,0.07157330432910002
ACH-000256,0.146034948871
ACH-000257,0.20022189789099998
ACH-000258,0.36810440689900004
ACH-000259,-0.022364862595599996
ACH-000260,0.098283743531
ACH-000261,0.18528263639400003
ACH-000262,0.044220300051699996
ACH-000263,-0.274409605081
ACH-000264,0.103457321523
ACH-000265,0.152136037489
ACH-000266,-0.00110885059867
ACH-000272,0.146447506692
ACH-000273,-0.0148557537988
ACH-000274,-0.049660362023099994
ACH-000277,0.161230446992
