,NPHS2 (7827)
ACH-000004,-0.041012747341900004
ACH-000007,-0.19177644661899998
ACH-000009,-0.117788572434
ACH-000011,-0.092486208238
ACH-000012,-0.212837944512
ACH-000013,-0.09481122307810001
ACH-000014,-0.205754169428
ACH-000015,0.0037174134613600003
ACH-000017,0.139073199839
ACH-000018,-0.0260887775239
ACH-000019,-0.26862613998199997
ACH-000021,-0.0590554019106
ACH-000022,-0.169118814988
ACH-000025,-0.19625773064500002
ACH-000028,-0.0685896808833
ACH-000030,-0.0046300394422499995
ACH-000035,-0.18713644101
ACH-000036,-0.038960920587
ACH-000037,-0.35227835370800004
ACH-000039,-0.186659076864
ACH-000040,0.031112193006799998
ACH-000041,-0.012391204663200001
ACH-000042,-0.0370163474204
ACH-000045,-0.044187077621099996
ACH-000047,0.027515325014700002
ACH-000052,-0.108939250706
ACH-000053,-0.0331759706405
ACH-000054,-0.0635272123701
ACH-000055,-0.179034528907
ACH-000060,0.202770150752
ACH-000067,-0.009069806571559999
ACH-000070,-0.136604780921
ACH-000075,-0.0837372893164
ACH-000078,0.242181330841
ACH-000082,0.0359033054378
ACH-000085,-0.12153239335100001
ACH-000086,-0.277054389959
ACH-000087,-0.030870905559099996
ACH-000092,-0.12867828056
ACH-000095,-0.103136760132
ACH-000097,-0.0246366914806
ACH-000098,-0.024219636731400002
ACH-000099,0.00977240983973
ACH-000108,0.235147305788
ACH-000113,-0.125999767589
ACH-000115,-0.05565626625680001
ACH-000116,-0.0653906032316
ACH-000118,0.07359636586849999
ACH-000120,-0.054098134045900005
ACH-000123,-0.08936416170499999
ACH-000127,-0.17763236803
ACH-000128,0.0887015552338
ACH-000132,-0.180658958374
ACH-000133,-0.196293654133
ACH-000137,-0.0784903064764
ACH-000138,-0.0459159824166
ACH-000142,-0.205632305514
ACH-000143,-0.276172595396
ACH-000146,-0.132126053681
ACH-000148,-0.280873357873
ACH-000150,-0.0268005025822
ACH-000152,-0.24851949181
ACH-000153,-0.09073971017000002
ACH-000159,-0.162085512741
ACH-000160,-0.008674302841030001
ACH-000163,-0.0894268695455
ACH-000167,-0.242900729202
ACH-000168,0.020487606497200002
ACH-000169,-0.26949198961
ACH-000178,-0.205649162291
ACH-000182,-0.161204109086
ACH-000183,0.026027080600499998
ACH-000188,0.009659992386059999
ACH-000189,-0.417210462211
ACH-000190,-0.277782751185
ACH-000198,-0.09307327469769999
ACH-000204,-0.51455351911
ACH-000206,0.0483040445104
ACH-000207,-0.0907908496852
ACH-000211,0.0426493375039
ACH-000215,-0.0811045331669
ACH-000221,-0.180808783649
ACH-000222,0.126818714645
ACH-000223,-0.10086356314099999
ACH-000226,-0.249627849719
ACH-000227,0.11203950957900001
ACH-000228,-0.0461556806369
ACH-000231,-0.201861926522
ACH-000232,-0.164500573083
ACH-000233,-0.0510579122489
ACH-000234,-0.198360391773
ACH-000235,0.0144946053672
ACH-000237,-0.052440007942399995
ACH-000238,-0.0256472260226
ACH-000243,0.011661005480799999
ACH-000244,-0.239966528684
ACH-000246,-0.11824837875199999
ACH-000248,-0.16323436952099998
ACH-000250,-0.0339597419668
ACH-000251,-0.174986070764
ACH-000253,-0.224688435616
ACH-000255,-0.069559337625
ACH-000256,-0.206356334161
ACH-000257,0.0214484814538
ACH-000258,0.176731991019
ACH-000259,-0.142126177931
ACH-000260,-0.00324114776838
ACH-000261,-0.0711708746044
ACH-000262,-0.158962462447
ACH-000263,0.134034750068
ACH-000264,-0.134464427904
ACH-000265,0.0436065256984
ACH-000266,0.00502883794634
ACH-000272,-0.136791419428
ACH-000273,-0.198420316263
ACH-000274,0.00980520817009
ACH-000277,0.0202304060627
ACH-000278,-0.017132004000500002
ACH-000279,-0.0115146482702
ACH-000280,-0.108336777213
ACH-000281,-0.16878389756099998
ACH-000288,-0.15901124717499998
ACH-000291,-0.140129664873
ACH-000293,-0.374395645228
ACH-000294,-0.0374707567054
ACH-000295,-0.325460541957
ACH-000296,0.0640501153539
ACH-000302,-0.119662932928
ACH-000304,-0.144974012872
ACH-000307,0.0602515492447
ACH-000308,-0.169811907242
ACH-000310,-0.0509148023024
ACH-000311,0.0433374312704
ACH-000312,0.0937509584024
ACH-000315,-0.30666369821600004
ACH-000316,-0.0576499560924
ACH-000317,0.14265253441
ACH-000318,-0.129170054843
ACH-000319,-0.133509793884
ACH-000320,0.206946520346
ACH-000322,0.09754360756279999
ACH-000323,-0.42419665112800004
ACH-000324,-0.0964828114505
ACH-000329,-0.144885253266
ACH-000330,-0.109755478012
ACH-000331,-0.219425201988
ACH-000332,-0.06951185481910001
ACH-000334,0.133822992982
ACH-000335,-0.116852633182
ACH-000336,0.266006837648
ACH-000337,-0.46332723208300003
ACH-000339,-0.110706861449
ACH-000341,-0.125780399157
ACH-000348,-0.17116337001499998
ACH-000350,0.0645817793944
ACH-000352,-0.18156892379099998
ACH-000356,-0.058460666655400007
ACH-000361,-0.0318145120156
ACH-000362,0.0192615277613
ACH-000363,-0.1944039597
ACH-000364,-0.114168126288
ACH-000365,-0.0761433347365
ACH-000366,0.053941420236300004
ACH-000368,-0.0750108509492
ACH-000374,-0.047505099942300004
ACH-000375,-0.0834348729438
ACH-000376,-0.21823909808800002
ACH-000381,-0.198358286181
ACH-000383,-0.039622381558800004
ACH-000387,-0.0266544726398
ACH-000389,-0.118568266844
ACH-000390,0.0847693682177
ACH-000393,0.0
ACH-000395,0.0583314342644
ACH-000397,0.110049847545
ACH-000401,-0.208716564314
ACH-000402,-0.210509588465
ACH-000403,-0.10520543883099999
ACH-000404,0.20510969481199998
ACH-000406,0.00631925075792
ACH-000407,-0.015973409288600002
ACH-000408,0.08792541286810002
ACH-000410,-0.136067104931
ACH-000411,-0.17199257420800002
ACH-000414,0.17038748863699998
ACH-000415,-0.136439156194
ACH-000416,-0.078710624238
ACH-000420,0.07455986644210001
ACH-000421,-0.017609926335599997
ACH-000424,-0.0892060801509
ACH-000425,-0.130023305658
ACH-000426,-0.0610505846449
ACH-000427,-0.501761327289
ACH-000433,-0.09521439208100001
ACH-000436,-0.13961315887700002
ACH-000444,-0.161294966262
