,FIGNL1 (63979)
ACH-000004,-0.253491982618
ACH-000007,-0.35813657378200003
ACH-000009,-0.13335115578600001
ACH-000011,-0.141194439806
ACH-000012,-0.24781412850600001
ACH-000013,-0.10530153363500001
ACH-000014,-0.248272751705
ACH-000015,-0.09123021726080001
ACH-000017,-0.08757773926269999
ACH-000018,-0.293230755781
ACH-000019,-0.193150618966
ACH-000021,-0.0495258906587
ACH-000022,-0.41397965405000003
ACH-000025,-0.34137290671899995
ACH-000028,0.0907266478036
ACH-000030,-0.166001009863
ACH-000035,-0.17119362215199999
ACH-000036,-0.444723744317
ACH-000037,-0.176857855511
ACH-000039,-0.160810184462
ACH-000040,-0.39383503482
ACH-000041,-0.179633504443
ACH-000042,-0.27657570852200003
ACH-000045,-0.5425976528199999
ACH-000047,-0.25406721764199997
ACH-000052,-0.518314946499
ACH-000053,-0.327135844818
ACH-000054,-0.36947087793899996
ACH-000055,-0.434659845409
ACH-000060,-0.302128822173
ACH-000067,0.0202542524974
ACH-000070,-0.468991154969
ACH-000075,-0.43783128647799996
ACH-000078,-0.348760527418
ACH-000082,-0.608588186016
ACH-000085,-0.112643364635
ACH-000086,-0.285921330947
ACH-000087,-0.49980608683999994
ACH-000092,-0.143558172066
ACH-000095,-0.32574591776
ACH-000097,-0.212584645552
ACH-000098,-0.167792777456
ACH-000099,-0.18977062594
ACH-000108,-0.19821191012699999
ACH-000113,-0.149255604088
ACH-000115,-0.006986024532689999
ACH-000116,-0.324553389345
ACH-000118,-0.0552130670011
ACH-000120,0.0656070619357
ACH-000123,-0.1935556109
ACH-000127,-0.20597584221700002
ACH-000128,-0.352305988635
ACH-000132,-0.0069612500485000004
ACH-000133,-0.379129463314
ACH-000137,-0.302288184223
ACH-000138,-0.195631632856
ACH-000142,-0.259384849181
ACH-000143,-0.143208103013
ACH-000146,-0.136416958616
ACH-000148,-0.253943873965
ACH-000150,-0.34922746365699997
ACH-000152,-0.185757451622
ACH-000153,-0.243295493867
ACH-000159,-0.278293987074
ACH-000160,-0.285816681939
ACH-000163,-0.140574782314
ACH-000167,-0.0638792876853
ACH-000168,-0.17373859438900002
ACH-000169,-0.280470221041
ACH-000178,-0.262530066679
ACH-000182,-0.157422522645
ACH-000183,-0.21755157377599998
ACH-000188,-0.0764177060047
ACH-000189,-0.45620066784900004
ACH-000190,-0.09114661868820001
ACH-000198,-0.17529651546100003
ACH-000204,-0.21820511079399998
ACH-000206,-0.19811731635899998
ACH-000207,-0.304970944281
ACH-000211,-0.0669266004193
ACH-000215,-0.264382997725
ACH-000221,-0.326731074216
ACH-000222,-0.280511331634
ACH-000223,-0.20895303616
ACH-000226,0.0755454042745
ACH-000227,-0.190049032061
ACH-000228,-0.6129222918689999
ACH-000231,-0.23349486480599999
ACH-000232,-0.16389011216399998
ACH-000233,-0.134153502861
ACH-000234,0.11491098721200001
ACH-000235,-0.328364919163
ACH-000237,-0.340521732944
ACH-000238,-0.235713213951
ACH-000243,-0.12549111485300002
ACH-000244,-0.48254585436999997
ACH-000246,0.0306046208018
ACH-000248,-0.11431529251900001
ACH-000250,-0.235295012262
ACH-000251,0.20514021951699998
ACH-000253,-0.405045739191
ACH-000255,-0.51692779565
ACH-000256,-0.0369023828591
ACH-000257,-0.41613891314999996
ACH-000258,-0.43477319342200005
ACH-000259,-0.20059381563099998
ACH-000260,-0.11487522488500002
ACH-000261,-0.24456860348200002
ACH-000262,-0.44068449947
ACH-000263,-0.5508550900460001
ACH-000264,-0.36134945955200004
ACH-000265,-0.10913235454600001
ACH-000266,-0.28702946295299997
ACH-000272,-0.23406406359
ACH-000273,-0.260449322952
ACH-000274,-0.20715140480500002
ACH-000277,-0.278876126047
ACH-000278,-0.285172129503
ACH-000279,-0.14086986164999998
ACH-000280,-0.09415882399350001
ACH-000281,-0.169859689803
ACH-000288,-0.270207145596
ACH-000291,-0.224557616061
ACH-000293,0.037326538986999995
ACH-000294,-0.385600946951
ACH-000295,-0.6831702889669999
ACH-000296,-0.0483153648629
ACH-000302,-0.13470290602600002
ACH-000304,-0.0386243846012
ACH-000307,-0.7802481735310001
ACH-000308,-0.391745224142
ACH-000310,0.0542460757935
ACH-000311,-0.146710297455
ACH-000312,0.027799886290799998
ACH-000315,-0.33573534795800003
ACH-000316,0.194326232341
ACH-000317,0.300113133809
ACH-000318,-0.223305968679
ACH-000319,-0.25365743244600003
ACH-000320,-0.269000478514
ACH-000322,-0.40988125314499996
ACH-000323,-0.0694702184873
ACH-000324,-0.211911991693
ACH-000329,-0.163787928356
ACH-000330,-0.324916270582
ACH-000331,-0.15968564238900002
ACH-000332,-0.134931897793
ACH-000334,-0.0777752114002
ACH-000335,0.20292280183800002
ACH-000336,0.08539176161340001
ACH-000337,-0.321220560167
ACH-000339,-0.283988468049
