,ANKDD1B (728780)
ACH-000004,0.16464884892200002
ACH-000007,0.35634826846
ACH-000009,-0.029272358946000002
ACH-000011,0.1355483276
ACH-000012,0.105092095087
ACH-000013,0.196069876624
ACH-000014,0.126141220748
ACH-000015,0.129009343844
ACH-000017,0.177364118348
ACH-000018,0.00126287069039
ACH-000019,0.134276904625
ACH-000021,0.0100174550323
ACH-000022,0.215534682699
ACH-000025,0.213412858963
ACH-000028,0.0869951542393
ACH-000030,-0.101339432296
ACH-000035,0.0816864794035
ACH-000036,0.274601953285
ACH-000037,-0.156456627834
ACH-000039,0.212837818322
ACH-000040,0.160891418871
ACH-000041,0.206886721523
ACH-000042,0.153408457983
ACH-000045,0.0778511602025
ACH-000047,0.116741295204
ACH-000052,-0.252782400114
ACH-000053,0.00217648972976
ACH-000054,0.0131286926137
ACH-000055,0.143211497746
ACH-000060,0.0305069152588
ACH-000067,0.195184050079
ACH-000070,0.0789338302665
ACH-000075,-0.00306455812399
ACH-000078,0.171116460392
ACH-000082,0.217522095486
ACH-000085,0.0554324208916
ACH-000086,0.10645161521400001
ACH-000087,0.23728319438700002
ACH-000092,0.0965814819485
ACH-000095,0.039769649063800004
ACH-000097,0.0206356239771
ACH-000098,0.0504027337056
ACH-000099,0.195998229725
ACH-000108,0.414210186105
ACH-000113,0.035321724374199996
ACH-000115,0.111782957773
ACH-000116,0.013256092566799998
ACH-000118,0.241051316338
ACH-000120,0.360473290682
ACH-000123,0.268007973214
ACH-000127,0.172803766222
ACH-000128,0.206546387398
ACH-000132,0.13360191971
ACH-000133,0.08769549370310001
ACH-000137,0.07244660438139999
ACH-000138,0.238211907428
ACH-000142,0.172133387419
ACH-000143,0.158277893216
ACH-000146,0.170407798231
ACH-000148,0.05143228224330001
ACH-000150,-0.0393897481708
ACH-000152,0.232964869366
ACH-000153,0.021153839615000003
ACH-000159,0.11375800753599999
ACH-000160,0.06430337524230001
ACH-000163,0.133385093773
ACH-000167,0.198042375468
ACH-000168,0.0933858406994
ACH-000169,0.150839069119
ACH-000178,0.0467405905485
ACH-000182,0.090977916779
ACH-000183,0.10627888335100001
ACH-000188,0.059051039947800005
ACH-000189,0.156766484162
ACH-000190,0.17914317334600002
ACH-000198,0.09375385774499999
ACH-000204,0.24696793191999997
ACH-000206,0.080923334393
ACH-000207,0.378984115159
ACH-000211,0.039097997765900006
ACH-000215,0.014109451719500002
ACH-000221,0.174151696335
ACH-000222,0.44082331682899994
ACH-000223,0.189812513062
ACH-000226,0.154825703722
ACH-000227,0.07416552949039999
ACH-000228,-0.0684419338321
ACH-000231,0.16471898935100002
ACH-000232,0.08447234686760001
