,CAPN2 (824)
ACH-000004,-0.07579944473339999
ACH-000007,0.135641590317
ACH-000009,-0.0769879482258
ACH-000011,0.048023978235499996
ACH-000012,0.173954902518
ACH-000013,0.0262753372737
ACH-000014,0.166479776336
ACH-000015,0.057540339747299996
ACH-000017,0.221188237976
ACH-000018,0.036561821658300006
ACH-000019,0.185191982141
ACH-000021,-0.007945722670129999
ACH-000022,0.114492168812
ACH-000025,-0.135551163186
ACH-000028,0.07128038698599999
ACH-000030,0.0361819312673
ACH-000035,-0.0852150453805
ACH-000036,0.15896122593
ACH-000037,-0.10516695259099999
ACH-000039,-0.00570291189546
ACH-000040,0.180289490886
ACH-000041,-0.0208642336065
ACH-000042,-0.10043433409
ACH-000045,-0.0207958225374
ACH-000047,0.09213304896389998
ACH-000052,0.000564788444509
ACH-000053,-0.033065890041900005
ACH-000054,-0.0815022680297
ACH-000055,-0.13242465805700002
ACH-000060,-0.0758893660077
ACH-000067,0.0657225240408
ACH-000070,0.184103197434
ACH-000075,0.0833853462589
ACH-000078,0.12020728054199999
ACH-000082,-0.11050342398099999
ACH-000085,-0.320179590084
ACH-000086,0.08338169325960001
ACH-000087,0.210289822564
ACH-000092,-0.00033222189176
ACH-000095,-0.13530342607100002
ACH-000097,0.17469498927000002
ACH-000098,-0.0160203489641
ACH-000099,-0.0024086656631900003
ACH-000108,0.147906434079
ACH-000113,-0.0937077159043
ACH-000115,-0.337973340016
ACH-000116,-0.0325310689927
ACH-000118,-0.0612604026075
ACH-000120,0.020545407375299998
ACH-000123,-0.00925675829458
ACH-000127,-0.004354137169229999
ACH-000128,0.078576648283
ACH-000132,-0.0837124616463
ACH-000133,0.10434778950300001
ACH-000137,0.0017605816794100003
ACH-000138,0.167017094669
ACH-000142,-0.132886889265
ACH-000143,0.07396786699880001
ACH-000146,-0.048194360184500004
ACH-000148,0.00147366568844
ACH-000150,-0.0430301692677
ACH-000152,-0.0643769338701
ACH-000153,-0.249671455058
ACH-000159,-0.110123431754
ACH-000160,0.09068782198830001
ACH-000163,-0.0596231115817
ACH-000167,-0.25979584059599997
ACH-000168,0.096755019705
ACH-000169,0.0739153085928
ACH-000178,0.130461877039
ACH-000182,0.0417513272542
ACH-000183,0.018892447198599997
ACH-000188,0.046439564951599996
ACH-000189,-0.226074418381
ACH-000190,0.163886308422
ACH-000198,0.04389342999800001
ACH-000204,-0.153026692304
ACH-000206,0.272966604429
ACH-000207,0.173633251433
ACH-000211,0.06072681113990001
ACH-000215,-0.0565609309253
ACH-000221,0.100917058489
ACH-000222,0.0945467140054
ACH-000223,0.0340223946821
ACH-000226,-0.122567095294
ACH-000227,-0.104094512063
ACH-000228,-0.05734844627780001
ACH-000231,0.0113136848959
ACH-000232,-0.0639913353473
ACH-000233,0.00811652292474
ACH-000234,-0.206016295663
ACH-000235,0.0302986671545
ACH-000237,0.060482652048800004
ACH-000238,-0.169807231231
ACH-000243,0.136361025945
ACH-000244,-0.186900694953
ACH-000246,-0.005481933354560001
ACH-000248,0.00892523852563
ACH-000250,-0.014482747496200002
ACH-000251,0.0379154691232
ACH-000253,0.0354058019508
ACH-000255,0.0623351846352
ACH-000256,0.026718758421299997
ACH-000257,-0.188562534144
ACH-000258,0.021715486685700003
ACH-000259,0.10831199355599999
ACH-000260,-0.000134683103706
ACH-000261,0.0638975343599
ACH-000262,-0.07102526701589999
ACH-000263,-0.288541579517
ACH-000264,-0.044208318041400005
ACH-000265,0.10247873225
ACH-000266,0.0390378439868
ACH-000272,-0.0453566621267
ACH-000273,0.077388519341
ACH-000274,0.11886967308
ACH-000277,-0.22407271761599998
ACH-000278,0.141723834598
ACH-000279,0.0288067571698
ACH-000280,0.0420060074459
ACH-000281,-0.0360255768838
ACH-000288,0.06919753303989999
ACH-000291,-0.0676691542515
ACH-000293,-0.07070639902010001
ACH-000294,0.041519479552099996
ACH-000295,-0.182147374145
ACH-000296,0.08440952801780001
ACH-000302,0.00276687494332
ACH-000304,0.21516014377599998
ACH-000307,-0.07057361022419999
ACH-000308,0.00255185490152
ACH-000310,-0.09557821490160001
ACH-000311,-0.12301052608200001
ACH-000312,-0.11589250859200001
ACH-000315,-0.164453610994
ACH-000316,-0.00338426699241
ACH-000317,0.0302753622651
ACH-000318,0.10525301457
ACH-000319,0.10291708066
ACH-000320,0.11429100214299999
ACH-000322,0.105925057164
ACH-000323,-0.17688871354200003
ACH-000324,0.0641478778324
ACH-000329,0.12598183656300002
ACH-000330,-0.148623045291
ACH-000331,0.186208817664
ACH-000332,0.0798954984146
ACH-000334,-0.0639618937315
ACH-000335,0.273019927743
ACH-000336,-0.056684159902800006
ACH-000337,-0.13939299275699998
ACH-000339,0.0554777108181
ACH-000341,-0.288034202866
ACH-000348,0.129016942206
