,UPF3A (65110)
ACH-000004,-0.319424713905
ACH-000007,-0.680841250132
ACH-000009,-0.582485669515
ACH-000011,-0.5522480825770001
ACH-000012,-0.40016966869000004
ACH-000013,-0.474974439591
ACH-000014,-0.44685094969300004
ACH-000015,-0.698624898613
ACH-000017,-0.490968720648
ACH-000018,-0.6745478386830001
ACH-000019,-0.44860682829099996
ACH-000021,-0.42486697930399997
ACH-000022,-0.597087489815
ACH-000025,-0.5043734487070001
ACH-000028,-0.522084418201
ACH-000030,-0.542635407075
ACH-000035,-0.366121705634
ACH-000036,-0.6809336263019999
ACH-000037,-0.712286248243
ACH-000039,-0.6043564396710001
ACH-000040,-0.5818659526359999
ACH-000041,-0.705840145419
ACH-000042,-0.628375522628
ACH-000045,-0.40050111845799996
ACH-000047,-0.495663180466
ACH-000052,-0.5728626338399999
ACH-000053,-0.430969781518
ACH-000054,-0.40654855228299996
ACH-000055,-0.422311470413
ACH-000060,-0.575303444847
ACH-000067,-0.608563033304
ACH-000070,-0.48462776563999993
ACH-000075,-0.787328740865
ACH-000078,-0.757261548793
ACH-000082,-0.671357738116
ACH-000085,-0.282510332317
ACH-000086,-0.491697078621
ACH-000087,-0.605814352552
ACH-000092,-0.730234140857
ACH-000095,-0.594777194874
ACH-000097,-0.376882791156
ACH-000098,-0.420403632143
ACH-000099,-0.7273087993699999
ACH-000108,-0.564234192736
ACH-000113,-0.32774666538
ACH-000115,-0.323801274947
ACH-000116,-0.557491345841
ACH-000118,-0.404091417102
ACH-000120,-0.41387901473000005
ACH-000123,-0.562993468166
ACH-000127,-0.21174569535799997
ACH-000128,-0.722744391646
ACH-000132,-0.738854968006
ACH-000133,-0.609455375703
ACH-000137,-0.612612348886
ACH-000138,-0.437966395593
ACH-000142,-0.400714427386
ACH-000143,-0.457450809506
ACH-000146,-0.44106449370899997
ACH-000148,-0.48943896351099997
ACH-000150,-0.7370969305230001
ACH-000152,-0.548814784106
ACH-000153,-0.914390787209
ACH-000159,-0.547229146831
ACH-000160,-0.49236349974
ACH-000163,-0.35038293024000006
ACH-000167,-0.7249345713259999
ACH-000168,-0.517008483346
ACH-000169,-0.49304505270099996
ACH-000178,-0.689466943171
ACH-000182,-0.716527549082
ACH-000183,-0.38161429676700004
ACH-000188,-0.5730389239670001
ACH-000189,-0.6548713355319999
ACH-000190,-0.657657539798
ACH-000198,-0.353332498204
ACH-000204,-0.378918602527
ACH-000206,-0.38771261142700003
ACH-000207,-0.882563828684
ACH-000211,-0.576221896143
ACH-000215,-0.555881679004
ACH-000221,-0.34258618167800003
ACH-000222,-0.580148268294
ACH-000223,-0.469672454828
ACH-000226,-0.828320421066
ACH-000227,-0.690505888814
ACH-000228,-0.59644492756
ACH-000231,-0.543932766745
ACH-000232,-0.607676969614
ACH-000233,-0.49440770756700003
ACH-000234,-0.55054000919
ACH-000235,-0.486198634454
ACH-000237,-0.633805539753
ACH-000238,-1.2580031691299998
ACH-000243,-0.590101786874
ACH-000244,-0.791462268248
ACH-000246,-0.48705187828999996
ACH-000248,-0.28010795530099997
ACH-000250,-0.78258425823
ACH-000251,-0.476555018549
ACH-000253,-0.605384608579
ACH-000255,-0.330460419431
ACH-000256,-0.744463438465
ACH-000257,-0.51558661835
ACH-000258,-0.394987576246
ACH-000259,-0.841013146205
ACH-000260,-0.576290066918
ACH-000261,-0.5737198097489999
ACH-000262,-0.492892658842
ACH-000263,-0.163274193103
ACH-000264,-0.514540947971
ACH-000265,-0.44863141826200004
ACH-000266,-0.758947940728
ACH-000272,-0.34620711284500005
ACH-000273,-0.5925510130030001
ACH-000274,-0.886486369615
ACH-000277,-0.433103574683
ACH-000278,-0.8963256930700001
ACH-000279,-0.340272242421
ACH-000280,-0.6970063630779999
ACH-000281,-0.623722283404
ACH-000288,-0.810668815268
ACH-000291,-0.866638287952
ACH-000293,-0.584233678954
ACH-000294,-0.77136095391
ACH-000295,-0.6824919788680001
ACH-000296,-0.676168414905
ACH-000302,-0.470334660708
ACH-000304,-0.283489711938
ACH-000307,-0.39393537427299996
ACH-000308,-0.53866903005
ACH-000310,-0.562732301411
ACH-000311,-0.532355247633
ACH-000312,-0.49584590660800004
ACH-000315,-0.5290501705539999
ACH-000316,-0.478699777645
ACH-000317,-0.0707135367221
ACH-000318,-0.346889963892
ACH-000319,-0.683523744982
ACH-000320,-0.663651578341
ACH-000322,-0.650116141971
ACH-000323,-0.524288650222
ACH-000324,-0.660982681719
ACH-000329,-0.612615332943
ACH-000330,-0.304360524208
ACH-000331,-0.709315498133
ACH-000332,-0.49389892798
ACH-000334,-0.43218780852
ACH-000335,-0.150160851467
ACH-000336,-0.632867254207
ACH-000337,-0.756962142364
ACH-000339,-0.528997810933
ACH-000341,-0.4993503539
ACH-000348,-0.511831886642
ACH-000350,-0.510651990384
ACH-000352,-0.49926226485299996
ACH-000356,-0.358390482847
ACH-000361,-0.619876544273
ACH-000362,-0.45285544822499996
ACH-000363,-0.593456403461
ACH-000364,-0.743933474733
ACH-000365,-0.6671559299459999
ACH-000366,-0.47145446623099996
ACH-000368,-0.703237399509
ACH-000374,-0.444819612764
ACH-000375,-0.740950055111
ACH-000376,-0.539965438148
ACH-000381,-0.523255428862
ACH-000383,-0.6794134549940001
ACH-000387,-0.4014417596
ACH-000389,-0.503069868454
ACH-000390,-0.348652071427
ACH-000393,-0.5454902551399999
ACH-000395,-0.755269610119
ACH-000397,-0.6532278046500001
ACH-000401,-0.643149852295
ACH-000402,-0.43143804438999994
ACH-000403,-0.8663211957729999
ACH-000404,-0.15039448393100002
ACH-000406,-0.47065083912699995
ACH-000407,-0.38957920947400004
ACH-000408,-0.151523004302
ACH-000410,-0.608668984305
ACH-000411,-0.893230268011
ACH-000414,-0.640662884679
ACH-000415,-0.643352319321
ACH-000416,-0.5223946228399999
ACH-000420,-0.533433720015
ACH-000421,-0.580025700215
ACH-000424,-0.6207979188989999
ACH-000425,-0.210786403237
ACH-000426,-0.524715321376
ACH-000427,-0.537139011807
ACH-000433,-0.719971476839
ACH-000436,-0.344503618429
ACH-000444,-0.533148461249
ACH-000445,-0.487190875947
ACH-000448,-0.596279330795
ACH-000450,-0.473722370372
ACH-000452,-0.44060697779200003
ACH-000454,-0.561170419911
ACH-000458,-0.505647126183
ACH-000459,-0.460982132298
ACH-000460,-0.578721745205
ACH-000461,-0.39590006797
ACH-000463,-0.51007865431
ACH-000464,-0.751723874445
ACH-000466,-0.436125834415
ACH-000467,-0.971850058858
ACH-000468,-0.493465520457
ACH-000469,-0.60359848188
ACH-000470,-0.5926847159699999
ACH-000471,-0.599884646576
ACH-000472,-0.33439264754799997
ACH-000473,-0.533092875698
ACH-000475,-0.44235520795100003
ACH-000476,-0.216232220321
ACH-000477,-0.148252461044
ACH-000480,-0.409460764038
ACH-000481,-0.467983228245
ACH-000483,-0.591493589646
ACH-000484,-0.575934792668
ACH-000485,-0.588803465931
ACH-000486,-0.395963252939
ACH-000487,-0.482747879502
ACH-000488,-0.508012916014
ACH-000490,-0.333403222353
ACH-000491,-0.379843015045
ACH-000495,-0.231928650011
ACH-000496,-0.654361775669
ACH-000499,-0.344642019059
ACH-000500,-0.491340216751
ACH-000502,-0.53869225825
ACH-000503,-0.51911274717
ACH-000505,-0.407230705154
ACH-000507,-0.40873416209200003
ACH-000510,-0.407055870256
ACH-000511,-0.509556838622
ACH-000512,-0.430071774723
ACH-000516,-0.347112813495
ACH-000517,-0.5103024100729999
ACH-000518,-0.614175052325
ACH-000520,-0.610471840488
ACH-000521,-0.380332824511
ACH-000522,-0.34753356078500003
ACH-000524,-0.592644517324
ACH-000527,-0.5356787357680001
ACH-000528,-0.48015523260399995
ACH-000537,-0.334443084905
ACH-000541,-0.5714692908060001
ACH-000542,-0.478763749367
ACH-000544,-0.531804116532
ACH-000545,-0.554120064095
ACH-000547,-0.703684750096
ACH-000548,-0.681984121558
ACH-000549,-0.614126983232
ACH-000550,-0.639400320622
ACH-000552,-0.49500336045500004
ACH-000556,-0.653894240855
ACH-000557,-0.27808943208299997
ACH-000570,-0.683294883956
ACH-000571,-0.554458351002
ACH-000573,-0.419101095922
ACH-000576,-0.672133862272
ACH-000580,-0.301795639908
ACH-000584,-0.534001523313
ACH-000585,-0.682861408341
ACH-000588,-0.591359527303
ACH-000589,-0.619787223679
ACH-000591,-0.48345920465099995
ACH-000593,-0.376568851905
ACH-000600,-0.411261931309
ACH-000601,-0.5827046921679999
ACH-000604,-0.5377740324
ACH-000605,-0.356054343948
ACH-000606,-0.48161515256000004
ACH-000608,-0.832201341749
ACH-000614,-0.0745201171497
ACH-000616,-0.5756560954609999
ACH-000618,-0.485643944265
ACH-000619,-0.7740835922589999
ACH-000620,-0.409098546882
ACH-000621,-0.681442585008
ACH-000622,-0.325129255411
ACH-000623,-0.591078041506
ACH-000624,-0.594901501796
ACH-000627,-0.853615061614
ACH-000630,-0.393055230511
ACH-000632,-0.416369421764
ACH-000633,-0.592681174539
ACH-000637,-0.506206659962
ACH-000638,-0.290054215037
ACH-000646,-0.42933259601199997
ACH-000647,-0.5615639944690001
ACH-000648,-0.545344705251
ACH-000649,-0.42924284122199996
ACH-000651,-0.541244931461
ACH-000652,-0.6155497866790001
ACH-000653,-0.531386331269
ACH-000657,-0.510868042589
ACH-000658,-0.592522619177
ACH-000661,-0.43923912014600003
ACH-000662,-0.43698608753300006
ACH-000663,-0.518034599219
ACH-000665,-0.632394182706
ACH-000671,-0.6302623269740001
ACH-000673,-0.704329103367
ACH-000676,-0.364389735271
ACH-000677,-0.37673057104900004
ACH-000681,-0.27693679609
ACH-000682,-0.490460326903
ACH-000683,-0.622408418875
ACH-000684,-0.288984605121
ACH-000688,-0.659513215696
ACH-000693,-0.66807885713
ACH-000694,-0.408047183796
ACH-000695,-0.626376987293
ACH-000696,-0.659762386848
ACH-000697,-0.0860779981302
ACH-000699,-0.528247025664
ACH-000701,-0.550177330364
ACH-000706,-0.400874346121
ACH-000711,-0.581928031337
ACH-000713,-0.44145484041
ACH-000714,-0.491582671199
ACH-000718,-0.7252112320309999
ACH-000720,-0.613076568493
ACH-000721,-0.393056252857
ACH-000724,-0.994981841877
ACH-000725,-0.17345343122
ACH-000732,-0.491713528091
ACH-000734,-0.397465515428
ACH-000735,-0.587607525779
ACH-000736,-0.729457499733
ACH-000738,-0.576437456304
ACH-000746,-0.22751993608000004
ACH-000747,-0.348972927811
ACH-000748,-0.624192260775
ACH-000753,-0.567277459871
ACH-000756,-0.38906782754600006
ACH-000757,-0.414031255259
ACH-000758,-0.5738501058600001
ACH-000760,-0.6249826745
ACH-000763,-0.456784244926
ACH-000764,-0.459103347327
ACH-000765,-0.227572980347
ACH-000766,-0.662491679076
ACH-000767,-0.483745757536
ACH-000768,-0.39454971189300003
ACH-000769,-0.46662571721199997
ACH-000770,-0.737740425327
ACH-000771,-0.7075718740870001
ACH-000773,-0.502579743294
ACH-000776,-0.42128692233000004
ACH-000777,-0.677049516487
ACH-000778,-0.651009447024
ACH-000781,-0.526224724409
ACH-000782,-0.40898067403000005
ACH-000783,-0.923060293413
ACH-000784,-0.369660143447
ACH-000785,-0.671816426584
ACH-000787,-0.579316579805
ACH-000788,-0.487033836096
ACH-000791,-0.44662431024899996
ACH-000792,-0.44283763531099996
ACH-000794,-0.575420697587
ACH-000796,-0.514301676179
ACH-000799,-0.424981646213
ACH-000800,-0.400257674796
ACH-000802,-0.6915643953630001
ACH-000804,-0.448776254428
ACH-000805,-0.6715782718179999
ACH-000809,-0.475774648728
ACH-000810,-0.185171535233
ACH-000811,-0.8073421037620001
ACH-000817,-0.687228326486
ACH-000819,-0.435359881896
ACH-000820,-0.539780556703
ACH-000821,-0.26406769063499996
ACH-000822,-0.57612670448
ACH-000823,-0.31216927047
ACH-000824,-0.601205747775
ACH-000827,-0.595837766069
ACH-000829,-0.466906163237
ACH-000831,-0.394873823954
ACH-000832,-0.44514263443
ACH-000833,-0.548948577003
ACH-000834,-0.523515550704
ACH-000835,-0.45291460086900004
ACH-000836,-0.436346494643
ACH-000837,-0.450862172973
ACH-000838,-0.466779031408
ACH-000839,-0.52722299067
ACH-000840,-0.6790116517020001
ACH-000841,-0.28590528111499997
ACH-000843,-0.199346754154
ACH-000846,-0.38932958736999995
ACH-000847,-0.33425990098999997
ACH-000848,-0.6585423438870001
ACH-000849,-0.793098521381
ACH-000851,-0.406968147375
ACH-000855,-0.648956006869
ACH-000856,-0.7953023576710001
ACH-000858,-0.326163243589
ACH-000859,-0.443109133231
ACH-000861,-0.5601831352750001
ACH-000862,-0.74268979823
ACH-000865,-0.44696180823700005
ACH-000866,-0.580841636666
ACH-000867,-0.727142899161
ACH-000869,-0.473020840687
ACH-000872,-0.605056641034
ACH-000873,-0.949312332589
ACH-000876,-0.304322645066
ACH-000878,-0.387659953736
ACH-000880,-0.716430520012
ACH-000881,-0.477211375263
ACH-000882,-0.35028249553
ACH-000884,-0.483259860265
ACH-000885,-0.622055114761
ACH-000887,-0.541782251546
ACH-000888,-0.556520821439
ACH-000889,-0.580294837175
ACH-000890,-0.6938045658290001
ACH-000896,-0.570348353509
ACH-000898,-0.46947088790700003
ACH-000900,-0.379811462656
ACH-000901,-0.47515699723800003
ACH-000905,-0.590705968317
ACH-000906,-0.394870782542
ACH-000907,-0.48552643904799997
ACH-000910,-0.42412438069799996
ACH-000911,-0.44094526049099997
ACH-000912,-0.719646013496
ACH-000913,-0.340632336269
ACH-000915,-0.557808728678
ACH-000916,-1.34988208409
ACH-000917,-0.160921752405
ACH-000921,-0.503858602545
ACH-000924,-0.387294310415
ACH-000926,-0.66814164039
ACH-000928,-0.778541233152
ACH-000929,-0.7776173861660001
ACH-000932,-0.447599917174
ACH-000935,-0.504648414865
ACH-000936,-0.32586576183000004
ACH-000937,-0.622342201453
ACH-000938,-0.560477368923
ACH-000939,-0.620178301359
ACH-000941,-0.677799674276
ACH-000943,-0.587990456985
ACH-000946,-0.6536570217800001
ACH-000947,-0.491933364297
ACH-000948,-0.7333305901899999
ACH-000950,-0.7175689743260001
ACH-000953,-0.649187828833
ACH-000957,-0.524130582982
ACH-000958,-0.929399076357
ACH-000960,-0.75972478807
ACH-000963,-0.42727094606700006
ACH-000968,-0.44169744983000003
ACH-000969,-0.524226731596
ACH-000973,-0.438071444222
ACH-000974,-0.611370512537
ACH-000975,-0.581462342526
ACH-000976,-0.419651818562
ACH-000978,-0.289574735113
ACH-000980,-0.431040814397
ACH-000984,-0.440025328525
ACH-000986,-0.5156896122219999
ACH-000988,-0.337821315652
ACH-000993,-0.7427578274269999
ACH-000994,-0.443447671375
ACH-000996,-0.884130822247
ACH-001001,-0.634460606232
ACH-001020,-0.748457842182
ACH-001028,-0.569057753196
ACH-001031,-0.8082047596269999
ACH-001038,-0.621998811195
ACH-001048,-0.845430876713
ACH-001050,-0.33588844697400005
ACH-001053,-0.523128867387
ACH-001054,-0.45773481093699997
ACH-001061,-0.473673363929
ACH-001067,-0.476273091639
ACH-001075,-0.649251214429
ACH-001096,-0.6827464058630001
ACH-001128,-0.8803940251729999
ACH-001134,-0.413202290191
ACH-001151,-0.538712321404
ACH-001163,-0.602035370686
ACH-001164,-0.7197808046009999
ACH-001173,-0.591070503099
ACH-001183,-0.603021616974
ACH-001184,-0.48470246012400003
ACH-001190,-0.747888262971
ACH-001192,-0.51312097443
ACH-001193,-0.500095004886
ACH-001196,-0.526992606366
ACH-001197,-0.381627687244
ACH-001205,-0.490312017517
ACH-001211,-0.560102855019
ACH-001212,-0.539001956332
ACH-001228,-0.520839138154
ACH-001232,-0.513048302223
ACH-001239,-0.452944187228
ACH-001274,-0.753057176892
ACH-001275,-0.143407411736
ACH-001277,-0.7364889497849999
ACH-001278,-0.836078184696
ACH-001280,-1.0510272024299998
ACH-001283,-0.721099763045
ACH-001289,-0.665366264498
ACH-001295,-0.6718632600069999
ACH-001300,-0.627373595432
ACH-001301,-0.39234808791500003
ACH-001302,-0.732503795747
ACH-001303,-0.36385832819799996
ACH-001306,-0.402247396268
ACH-001318,-0.335344738161
ACH-001322,-0.331375849206
ACH-001328,-0.771961275517
ACH-001332,-0.654117162473
ACH-001333,-0.447879902573
ACH-001336,-0.40422024845
ACH-001340,-0.74298878337
ACH-001346,-0.5844784846800001
ACH-001353,-0.678193733523
ACH-001354,-0.7664298828749999
ACH-001367,-0.626651145072
ACH-001368,-0.46420325902500004
ACH-001374,-1.0151984375399998
ACH-001375,-0.7100027501989999
ACH-001377,-0.571608418954
ACH-001380,-0.515438931827
ACH-001391,-0.685740153115
ACH-001407,-0.43078145350599995
ACH-001408,-0.5986082335189999
ACH-001413,-0.675362174597
ACH-001430,-0.48058707264399997
ACH-001431,-0.368053595995
ACH-001450,-0.5283923755259999
ACH-001496,-0.478741966707
ACH-001500,-0.348820029912
ACH-001521,-1.25884508062
ACH-001523,-0.579071540423
ACH-001532,-0.731382214437
ACH-001536,-0.503953611201
ACH-001550,-0.42823513865
ACH-001552,-0.526686846936
ACH-001554,-0.611017756588
ACH-001645,-0.36655240339
ACH-001654,-0.684612505545
ACH-001715,-0.884338291894
ACH-001735,-0.613157998061
ACH-001736,-0.506318302192
ACH-001737,-0.275326985111
ACH-001740,-0.621279699596
ACH-001745,-0.290792455084
ACH-001750,-0.490336201096
ACH-001765,-0.5956364388090001
ACH-001956,-0.538620069728
ACH-001957,-0.609484865605
