,TAGLN3 (29114)
ACH-000004,-0.0707780483353
ACH-000007,-0.385385676104
ACH-000009,-0.114744368091
ACH-000011,-0.319571068094
ACH-000012,-0.116867260354
ACH-000013,-0.179758678084
ACH-000014,-0.38436810830300006
ACH-000015,-0.124066599129
ACH-000017,-0.0681984662491
ACH-000018,-0.187732807804
ACH-000019,-0.374764643416
ACH-000021,-0.128362407081
ACH-000022,-0.35456954992899997
ACH-000025,-0.16895581339000001
ACH-000028,-0.0639950108961
ACH-000030,-0.127289260926
ACH-000035,-0.21110626893399997
ACH-000036,-0.135399864
ACH-000037,0.139773432986
ACH-000039,-0.273368606604
ACH-000040,-0.13139215505899998
ACH-000041,-0.0920986312444
ACH-000042,-0.12123289763499999
ACH-000045,-0.250457099244
ACH-000047,-0.238871952163
ACH-000052,-0.188936633915
ACH-000053,-0.2359091236
ACH-000054,-0.33135093662500004
ACH-000055,-0.220907064796
ACH-000060,-0.517582665871
ACH-000067,-0.21934001658000005
ACH-000070,-0.0817371204178
ACH-000075,-0.10173844190999999
ACH-000078,0.007422392715970001
ACH-000082,-0.068606477074
ACH-000085,-0.09892194102099999
ACH-000086,-0.144036141892
ACH-000087,-0.03892158598269999
ACH-000092,-0.125611831734
ACH-000095,-0.030224388358599998
ACH-000097,-0.20540930976799998
ACH-000098,-0.0422720202188
ACH-000099,0.055925522707000005
ACH-000108,-0.22897145286200002
ACH-000113,-0.030198631149800002
ACH-000115,-0.0891979421658
ACH-000116,-0.0600572526727
ACH-000118,-0.280619559901
ACH-000120,-0.116456732109
ACH-000123,-0.185622796616
ACH-000127,-0.179948802704
ACH-000128,-0.358787318853
ACH-000132,-0.18399269342099997
ACH-000133,-0.0306947326853
ACH-000137,-0.058749454587000004
ACH-000138,-0.21035023807
ACH-000142,-0.19494257145399999
ACH-000143,-0.307491852846
ACH-000146,-0.255455531806
ACH-000148,-0.113717371515
ACH-000150,-0.197270614185
ACH-000152,-0.283922288397
ACH-000153,-0.27911305235399997
ACH-000159,-0.17840658095800002
ACH-000160,-0.24737994965500001
ACH-000163,-0.10414615774800001
ACH-000167,-0.23273028329999998
ACH-000168,-0.220106103185
ACH-000169,-0.0521223123898
ACH-000178,-0.0888309351792
ACH-000182,-0.09548683828839999
ACH-000183,-0.108024998434
ACH-000188,-0.0904734114068
ACH-000189,-0.339021045443
ACH-000190,-0.0664096565193
ACH-000198,-0.167651739587
ACH-000204,0.00807309989836
ACH-000206,-0.00468310178597
ACH-000207,-0.257838468591
ACH-000211,-0.0882528971899
ACH-000215,-0.10889925117
ACH-000221,-0.197373285991
ACH-000222,-0.29160270766999996
ACH-000223,-0.170837185242
ACH-000226,-0.0786337222376
ACH-000227,-0.0030607793122800005
ACH-000228,-0.17638232973
ACH-000231,-0.129698803233
ACH-000232,-0.020755576991299998
ACH-000233,-0.135468486186
ACH-000234,0.0240406335341
ACH-000235,-0.10255558954800001
ACH-000237,-0.130474646574
ACH-000238,-0.113239088624
ACH-000243,-0.164776535865
ACH-000244,-0.0745263983836
ACH-000246,-0.18331738937300002
ACH-000248,-0.19151995533500002
ACH-000250,-0.217246366981
ACH-000251,-0.487141589009
ACH-000253,-0.05814454464030001
ACH-000255,-0.06492431922849999
ACH-000256,0.079418742306
ACH-000257,0.195502203766
