,HMGA2 (8091)
ACH-000004,-0.061080830002
ACH-000007,-0.2778857021
ACH-000009,-0.0810182644338
ACH-000011,-0.13431069868599999
ACH-000012,-0.870684665029
ACH-000013,-0.09348481370169999
ACH-000014,-0.27523008297699997
ACH-000015,-0.130335650469
ACH-000017,-0.130871160495
ACH-000018,-0.194609408114
ACH-000019,-0.147015340874
ACH-000021,-0.0906429702565
ACH-000022,-0.06922351298360001
ACH-000025,-0.484165450487
ACH-000028,-0.171969652179
ACH-000030,-0.0592305005961
ACH-000035,-0.16390259562599999
ACH-000036,-0.138862619846
ACH-000037,-0.226869111836
ACH-000039,-0.314159525187
ACH-000040,-0.285379671655
ACH-000041,-0.145204532676
ACH-000042,-0.232476560465
ACH-000045,-0.0251264182648
ACH-000047,-0.0378071235856
ACH-000052,-0.472457637494
ACH-000053,0.066874385499
ACH-000054,-0.36139914574
ACH-000055,-0.5720499951470001
ACH-000060,-0.0911082976738
ACH-000067,-0.257780149926
ACH-000070,-0.0038676125686799997
ACH-000075,-0.080173429102
ACH-000078,0.07575016843270001
ACH-000082,-0.33499548078200003
ACH-000085,-0.164639803154
ACH-000086,-0.45624512152099994
ACH-000087,-0.270259693036
ACH-000092,-0.107812083085
ACH-000095,-0.235480945501
ACH-000097,-0.196666260826
ACH-000098,-0.08168023063339999
ACH-000099,0.0467952648241
ACH-000108,-0.304116146589
ACH-000113,-0.06915083305599999
ACH-000115,0.0941237295016
ACH-000116,-0.263746933818
ACH-000118,-0.129824362799
ACH-000120,-0.203387992851
ACH-000123,-0.08632150127520001
ACH-000127,0.039237033578499995
ACH-000128,-0.27428398267299997
ACH-000132,0.0344710486037
ACH-000133,-0.32521040434500004
ACH-000137,-0.024078357606099998
ACH-000138,-0.172693486974
ACH-000142,-0.15650011502299999
ACH-000143,-0.127564403618
ACH-000146,-0.045481601643599996
ACH-000148,-0.17734738462299998
ACH-000150,-0.262670997917
ACH-000152,-0.23735258772300002
ACH-000153,0.00248733365852
ACH-000159,-0.153191084995
ACH-000160,0.058205559346599996
ACH-000163,-0.153526407427
ACH-000167,0.345659419548
ACH-000168,0.0628055184247
ACH-000169,-0.30903777547
ACH-000178,-0.09770199496929999
ACH-000182,-0.17691618487500002
ACH-000183,0.08795567851910001
ACH-000188,-0.134285119686
ACH-000189,-0.166644835117
ACH-000190,0.17720122421300002
ACH-000198,-0.03554168167980001
ACH-000204,-0.284675503628
ACH-000206,-0.0764853216252
ACH-000207,-0.20182619349199998
ACH-000211,-0.21438980009
ACH-000215,-0.0441579785862
ACH-000221,-0.18843880128499998
ACH-000222,0.026256850666200003
ACH-000223,-0.04372148752880001
ACH-000226,-0.232576413435
ACH-000227,-0.266367127811
ACH-000228,0.0217653822872
ACH-000231,-0.120834621848
ACH-000232,-0.197587913172
ACH-000233,-0.0512448425246
ACH-000234,-0.361421943839
ACH-000235,-0.17833701268599997
ACH-000237,-0.162717447478
ACH-000238,0.0720307786877
ACH-000243,-0.0764841168162
ACH-000244,0.365483079986
ACH-000246,-0.287956557304
ACH-000248,-0.164160422186
ACH-000250,-0.103946814723
ACH-000251,-0.395486055302
ACH-000253,0.00502626966094
ACH-000255,0.00512565854969
ACH-000256,-0.182054750614
ACH-000257,-0.141961820013
ACH-000258,-0.21297136921300003
ACH-000259,-0.094433923053
ACH-000260,-0.09979029798800002
ACH-000261,-0.133515135387
ACH-000262,-0.11443087661399999
ACH-000263,-0.318686927023
ACH-000264,-0.20991543055
ACH-000265,-0.261176112632
ACH-000266,-0.173770139936
ACH-000272,-0.0228252011393
ACH-000273,-0.0304681748041
ACH-000274,-0.212819682777
ACH-000277,0.0196603331805
ACH-000278,-0.18718190891
ACH-000279,-0.132660533529
ACH-000280,-0.059460796607300005
ACH-000281,-0.25929142339899997
ACH-000288,-0.128109664453
ACH-000291,-0.22183941496399998
ACH-000293,-0.100622203575
ACH-000294,-0.0755254557908
ACH-000295,0.133748829373
ACH-000296,-0.292589889125
ACH-000302,-0.10117812312300001
ACH-000304,-0.513128558684
ACH-000307,-0.10653632224
ACH-000308,-0.0988721404987
ACH-000310,-0.101827411564
ACH-000311,-0.122974288948
ACH-000312,-0.015212009982
ACH-000315,-0.363393465776
ACH-000316,-0.0965536472129
ACH-000317,-0.0711352870448
ACH-000318,-0.061205079009400004
ACH-000319,-0.005022431592319999
ACH-000320,-0.0255143311872
ACH-000322,-0.118179330118
ACH-000323,0.0022704508815100002
ACH-000324,-0.371943219694
ACH-000329,-0.171032306505
ACH-000330,-0.105447466954
ACH-000331,-0.14196759565199998
ACH-000332,-0.11041593142999999
ACH-000334,0.140990124406
ACH-000335,-0.29873491325199997
ACH-000336,-0.19732288035
ACH-000337,-0.274308879201
ACH-000339,-0.204733169217
ACH-000341,0.325475944256
ACH-000348,-0.109004387774
ACH-000350,-0.269736430262
