,SMTNL2 (342527)
ACH-000004,0.0750537079594
ACH-000007,-0.150844572648
ACH-000009,0.0960150388982
ACH-000011,-0.211672752953
ACH-000012,0.0706322436113
ACH-000013,-0.0421449623214
ACH-000014,0.18203953993
ACH-000015,-0.0811204405584
ACH-000017,0.118748157396
ACH-000018,-0.266984531636
ACH-000019,0.11294203646199999
ACH-000021,0.0929340503091
ACH-000022,0.0684221340713
ACH-000025,-0.1142673102
ACH-000028,-0.013663427182700002
ACH-000030,0.07594030773180001
ACH-000035,0.233431138728
ACH-000036,0.0141779508601
ACH-000037,-0.009254753605620001
ACH-000039,0.243721890039
ACH-000040,-0.160727644597
ACH-000041,-0.0436083224352
ACH-000042,0.0732465699868
ACH-000045,0.125647660355
ACH-000047,-0.00291413174359
ACH-000052,-0.254559473921
ACH-000053,0.163149089919
ACH-000054,0.15244013324
ACH-000055,-0.174791403339
ACH-000060,-0.103586270005
ACH-000067,0.08680759380599999
ACH-000070,-0.110264622308
ACH-000075,0.253132234097
ACH-000078,0.17017773510099998
ACH-000082,-0.00945006927748
ACH-000085,-0.08743313535589999
ACH-000086,0.106040686769
ACH-000087,0.236635505632
ACH-000092,0.0921791749563
ACH-000095,0.0688418825337
ACH-000097,-0.0147276481256
ACH-000098,-0.09580416162210001
ACH-000099,0.039230996322699996
ACH-000108,0.131027193148
ACH-000113,-0.057422084977400006
ACH-000115,-0.242627751028
ACH-000116,0.09491731094
ACH-000118,0.141740161319
ACH-000120,0.0026840226243
ACH-000123,0.0830942477098
ACH-000127,0.052259561827
ACH-000128,-0.0485817915941
ACH-000132,0.131804527732
ACH-000133,-0.09775714580080001
ACH-000137,-0.27016944976999996
ACH-000138,0.168961616697
ACH-000142,-0.0259249476267
ACH-000143,-0.145823230506
ACH-000146,0.260856000833
ACH-000148,0.0047747393982
ACH-000150,-0.138202845233
ACH-000152,-0.09744490203360001
ACH-000153,0.350992824155
ACH-000159,-0.0822353725566
ACH-000160,0.18996827871199998
ACH-000163,0.0875602447687
ACH-000167,-0.226296571137
ACH-000168,-0.137910159896
ACH-000169,0.0824473320664
ACH-000178,-0.122385593816
ACH-000182,-0.026520985775200002
ACH-000183,0.00872163654467
ACH-000188,-0.102351428291
ACH-000189,0.132683058145
ACH-000190,0.107469300947
ACH-000198,0.081316204459
ACH-000204,0.006945790575100001
ACH-000206,-0.0660077193729
ACH-000207,0.0175437798224
ACH-000211,0.042748122507999996
ACH-000215,0.12188954859500001
ACH-000221,-0.029932051365400003
ACH-000222,0.140604067203
ACH-000223,0.00616211188469
ACH-000226,-0.0339493987219
ACH-000227,-0.086825715829
ACH-000228,0.00523853013583
ACH-000231,-0.015052501110200001
ACH-000232,0.0917279446287
ACH-000233,0.04784354492930001
ACH-000234,0.012977452431999999
ACH-000235,0.0430425138816
ACH-000237,0.066664141101
ACH-000238,-0.029668459355200003
ACH-000243,0.14566535779
ACH-000244,-0.111333574452
ACH-000246,-0.0459361467782
ACH-000248,-0.060554471665000005
ACH-000250,-0.0688049812377
ACH-000251,0.243343762374
ACH-000253,-0.0594338655344
ACH-000255,0.124981423937
ACH-000256,-0.257807399439
ACH-000257,0.205060718078
ACH-000258,0.12267660677200001
ACH-000259,0.041783042368800004
ACH-000260,0.157358295656
ACH-000261,0.07153689367539999
ACH-000262,-0.0436254253441
ACH-000263,0.15501164965800002
ACH-000264,-0.029719499147799998
ACH-000265,0.114622237216
ACH-000266,0.0656701175693
ACH-000272,-0.0685801942562
ACH-000273,0.08422219504419999
ACH-000274,-0.0229281265422
ACH-000277,-0.104985778692
ACH-000278,-0.13905293668
ACH-000279,0.0398161439005
ACH-000280,-0.0177824668384
ACH-000281,0.164500260813
ACH-000288,-0.104751505994
ACH-000291,-0.00912972073153
ACH-000293,0.09967526677249999
ACH-000294,-0.000849425477171
ACH-000295,-0.217656122377
ACH-000296,-0.0650089412531
ACH-000302,-0.025473260355799998
ACH-000304,-0.0949416107907
ACH-000307,0.136394128428
ACH-000308,0.019336026656400003
ACH-000310,0.242849224038
ACH-000311,0.359407525315
ACH-000312,0.0141382657752
ACH-000315,-0.079950000769
ACH-000316,-0.17608512420800002
