,SURF2 (6835)
ACH-000004,-0.102925810834
ACH-000007,-0.0586716804414
ACH-000009,-0.0720222902224
ACH-000011,0.21155278605500002
ACH-000012,0.00916072758459
ACH-000013,-0.0358665232518
ACH-000014,-0.061803723933300005
ACH-000015,-0.12257298876900001
ACH-000017,0.116324029976
ACH-000018,0.203836889974
ACH-000019,-0.0854613823396
ACH-000021,0.0061579445626100005
ACH-000022,-0.030724290521400004
ACH-000025,0.196849774559
ACH-000028,-0.006617459870229999
ACH-000030,0.026108324066300002
ACH-000035,0.14479460325899998
ACH-000036,-0.330718666118
ACH-000037,-0.0714357680341
ACH-000039,-0.0412615934068
ACH-000040,0.09023449676510001
ACH-000041,-0.043598180675
ACH-000042,-0.11194801455999999
ACH-000045,0.0598571562423
ACH-000047,0.030920605175400004
ACH-000052,0.0427069582394
ACH-000053,-0.126322166964
ACH-000054,0.024136714695000002
ACH-000055,0.051791588778999996
ACH-000060,-0.1780044362
ACH-000067,0.0742756295978
ACH-000070,0.175182325739
ACH-000075,-0.00617849233539
ACH-000078,0.0940137129159
ACH-000082,0.156714474054
ACH-000085,0.224471284006
ACH-000086,0.08044036053939999
ACH-000087,0.0970139099176
ACH-000092,-0.00887598494809
ACH-000095,-0.11269623037999998
ACH-000097,-0.112603196681
ACH-000098,0.0326864229007
ACH-000099,-0.09299076202819999
ACH-000108,0.0873543394189
ACH-000113,0.0469384761951
ACH-000115,0.0751974472323
ACH-000116,-0.036100161198
ACH-000118,0.0714046573488
ACH-000120,0.0392149498356
ACH-000123,-0.146300103843
ACH-000127,0.124640413408
ACH-000128,0.130062611491
ACH-000132,0.05489720298140001
ACH-000133,0.193123868369
ACH-000137,0.196502781865
ACH-000138,-0.0859602956413
ACH-000142,0.044293273909599994
ACH-000143,-0.0521481264841
ACH-000146,-0.0185528246819
ACH-000148,-0.010453837482
ACH-000150,0.0326902320917
ACH-000152,-0.0447492369818
ACH-000153,-0.305098284038
ACH-000159,-0.42570874079099996
ACH-000160,-0.197747936268
ACH-000163,0.00981013635096
ACH-000167,0.055472718534500004
ACH-000168,0.07668270330560001
ACH-000169,0.0307106703555
ACH-000178,0.0140178905414
ACH-000182,-0.0407975451127
ACH-000183,0.020377694198700003
ACH-000188,-0.010349807128899999
ACH-000189,-0.00708573370624
ACH-000190,0.054696433728
ACH-000198,0.129740250173
ACH-000204,-0.0938740860113
ACH-000206,0.140890234343
ACH-000207,0.132471062147
ACH-000211,0.0127335982764
ACH-000215,-0.0316444474804
ACH-000221,0.17282757725900003
ACH-000222,0.00855464302347
ACH-000223,0.0373869988986
ACH-000226,-0.04294663403469999
ACH-000227,0.0659778975145
ACH-000228,-0.0752103057084
ACH-000231,-0.007672147792689999
ACH-000232,0.07723209010089999
ACH-000233,0.0913407691575
ACH-000234,-0.0111069169774
ACH-000235,0.049158162115199994
ACH-000237,0.0194412334382
ACH-000238,-0.0618675526014
ACH-000243,0.143683256594
ACH-000244,-0.193351958809
ACH-000246,-0.0462149377414
ACH-000248,0.282967172404
ACH-000250,-0.0550041381502
ACH-000251,-0.10140044834899999
ACH-000253,-0.156309499914
