,SIGMAR1 (10280)
ACH-000004,-0.171368062559
ACH-000007,-0.40621497784599997
ACH-000009,-0.513152232398
ACH-000011,-0.456969030855
ACH-000012,-0.162678643344
ACH-000013,-0.0987715714455
ACH-000014,-0.30253959709600003
ACH-000015,-0.37807188760899996
ACH-000017,-0.263194696096
ACH-000018,-0.501379647715
ACH-000019,0.011332608049299999
ACH-000021,-0.395874764069
ACH-000022,-0.288287618246
ACH-000025,-0.051015075032
ACH-000028,-0.250954299306
ACH-000030,-0.289673902714
ACH-000035,-0.248016052257
ACH-000036,-0.320310811604
ACH-000037,-0.43615952219400006
ACH-000039,-0.08752507104419999
ACH-000040,-0.313030642974
ACH-000041,-0.397753475594
ACH-000042,-0.288247348713
ACH-000045,-0.267543034048
ACH-000047,-0.26006979716699996
ACH-000052,-0.212699927916
ACH-000053,-0.20844475744399998
ACH-000054,-0.167077779117
ACH-000055,-0.394378502075
ACH-000060,-0.130286099366
ACH-000067,-0.353246463906
ACH-000070,-0.477081363702
ACH-000075,-0.17003583871800002
ACH-000078,-0.20101354835299998
ACH-000082,-0.17643953167800003
ACH-000085,-0.27093179161
ACH-000086,-0.11044229353900001
ACH-000087,-0.0728199368128
ACH-000092,-0.305784332144
ACH-000095,-0.312563619695
ACH-000097,-0.284647143344
ACH-000098,-0.32867905632399996
ACH-000099,-0.493355076612
ACH-000108,-0.199716569095
ACH-000113,-0.231017112775
ACH-000115,-0.334864610142
ACH-000116,-0.180071492887
ACH-000118,-0.334752292544
ACH-000120,-0.05963747937009999
ACH-000123,-0.14898304104
ACH-000127,-0.213351727508
ACH-000128,0.025425850685299997
ACH-000132,-0.26817591552
ACH-000133,-0.278356495553
ACH-000137,-0.330755025763
ACH-000138,-0.146437600162
ACH-000142,-0.10785307694900001
ACH-000143,-0.271323090682
ACH-000146,-0.232500760661
ACH-000148,-0.35184502791
ACH-000150,-0.35869338965899994
ACH-000152,-0.0656481757619
ACH-000153,0.028655027856200003
ACH-000159,-0.260835670666
ACH-000160,-0.382529294757
ACH-000163,-0.380918956629
ACH-000167,-0.189633898388
ACH-000168,-0.20855040572900002
ACH-000169,-0.252843519337
ACH-000178,-0.22778848687699998
ACH-000182,-0.376068993521
ACH-000183,-0.301997345986
ACH-000188,-0.388738347684
ACH-000189,-0.627714243003
ACH-000190,-0.368116362862
ACH-000198,-0.160567720975
ACH-000204,-0.15553850227
ACH-000206,-0.11736068102700001
ACH-000207,-0.458035893293
ACH-000211,-0.26982684401900003
ACH-000215,-0.48372018230400005
ACH-000221,-0.18775225217500002
ACH-000222,-0.338746333319
ACH-000223,-0.22411532362300002
ACH-000226,-0.441360966187
ACH-000227,0.0355532528608
ACH-000228,-0.351741142707
ACH-000231,-0.205056195923
ACH-000232,-0.291588332613
ACH-000233,-0.166510973785
ACH-000234,-0.0666953069599
ACH-000235,-0.284630557464
ACH-000237,-0.22387710075199999
ACH-000238,-0.39970759847
ACH-000243,-0.34000101714599995
ACH-000244,-0.144051734699
ACH-000246,-0.34258872610299995
ACH-000248,-0.20839813042999997
ACH-000250,-0.18747640340500002
ACH-000251,-0.173685455308
ACH-000253,-0.140973197869
ACH-000255,-0.320985852749
ACH-000256,-0.373162494788
ACH-000257,-0.105002944034
ACH-000258,-0.239601155782
ACH-000259,-0.2761916366
ACH-000260,-0.270266685827
ACH-000261,-0.441648884915
ACH-000262,-0.143166598481
ACH-000263,-0.19658928572
ACH-000264,-0.36092221328
ACH-000265,-0.512913770595
ACH-000266,-0.371857498635
ACH-000272,-0.372830259013
ACH-000273,-0.15014699796599998
ACH-000274,-0.354653810793
ACH-000277,-0.174807354653
ACH-000278,-0.39182085846500003
ACH-000279,-0.305309592502
ACH-000280,-0.145660021626
ACH-000281,-0.202921317998
ACH-000288,-0.11455948534600001
ACH-000291,-0.261818319267
ACH-000293,-0.0470827027896
ACH-000294,-0.126928649838
ACH-000295,-0.403107900601
ACH-000296,-0.34803750915200005
ACH-000302,-0.254117028274
ACH-000304,-0.841471107515
ACH-000307,-0.18825467199299997
ACH-000308,-0.348339304222
ACH-000310,-0.42589119159199995
ACH-000311,-0.414807600855
ACH-000312,-0.20547888963199998
ACH-000315,-0.102419353342
ACH-000316,-0.37259660918399995
ACH-000317,-0.0996511554499
ACH-000318,-0.323301031237
ACH-000319,-0.17675522236299998
ACH-000320,0.08597144249399999
ACH-000322,-0.542173492105
ACH-000323,-0.297303685468
ACH-000324,-0.299574007403
ACH-000329,-0.20132295574900003
ACH-000330,-0.31811360874899997
ACH-000331,-0.343265591338
ACH-000332,-0.256575254654
ACH-000334,-0.259967983288
ACH-000335,-0.443797361887
ACH-000336,-0.381322954409
ACH-000337,-0.532388497468
ACH-000339,-0.5084007743119999
ACH-000341,-0.153145725226
ACH-000348,-0.285452924793
ACH-000350,-0.161552192946
ACH-000352,-0.29546788645
ACH-000356,-0.221594642111
ACH-000361,-0.155481529843
ACH-000362,-0.152137452933
ACH-000363,-0.344308323796
ACH-000364,-0.50568370076
ACH-000365,-0.159620635152
ACH-000366,-0.36765313365900004
ACH-000368,-0.040064973148800004
ACH-000374,-0.39075469287000003
ACH-000375,-0.37783551710100005
ACH-000376,-0.23590964975
ACH-000381,-0.35031528663500006
ACH-000383,-0.23198321004500003
ACH-000387,-0.30428634735
ACH-000389,-0.27884211255999997
ACH-000390,-0.594400001907
ACH-000393,-0.157365136407
ACH-000395,-0.20233709327399999
ACH-000397,-0.34444870331
ACH-000401,-0.0954521108756
ACH-000402,-0.22515692356699998
ACH-000403,-0.197910676147
ACH-000404,-0.25966393035999996
ACH-000406,-0.244760906353
ACH-000407,-0.193125150515
ACH-000408,-0.441644905474
ACH-000410,-0.267315992083
ACH-000411,-0.4496682315300001
ACH-000414,-0.37070057787699995
ACH-000415,0.0254948241406
ACH-000416,-0.261218174917
ACH-000420,-0.0831064319344
ACH-000421,-0.158593349632
ACH-000424,-0.21120132231
ACH-000425,-0.183796199616
ACH-000426,-0.21038043903499998
ACH-000427,-0.160134341163
ACH-000433,-0.45478208676799997
ACH-000436,-0.184387632881
ACH-000444,-0.456902928501
ACH-000445,-0.25551024402399997
ACH-000448,-0.409929918322
ACH-000450,-0.317125571969
ACH-000452,-0.266751392128
ACH-000454,-0.13139591035
ACH-000458,-0.156674067676
ACH-000459,-0.00284160108845
ACH-000460,-0.302127279106
ACH-000461,-0.0668385297124
ACH-000463,-0.37184690660999997
ACH-000464,-0.415589749475
ACH-000466,-0.21140768059099999
ACH-000467,-0.16606663105900002
ACH-000468,-0.12906400758
ACH-000469,-0.43888104432400005
ACH-000470,-0.329108447997
ACH-000471,-0.228310489833
ACH-000472,-0.186408736021
ACH-000473,-0.393545115213
ACH-000475,-0.301993041569
ACH-000476,-0.145707592752
ACH-000477,-0.34538893540700005
ACH-000480,-0.266197082656
ACH-000481,-0.144830307174
ACH-000483,-0.177347193168
ACH-000484,-0.38831038899899994
ACH-000485,-0.38501552031099995
ACH-000486,-0.301063078506
ACH-000487,-0.345128331497
ACH-000488,-0.173734938493
ACH-000490,-0.290255875349
ACH-000491,-0.288957916762
ACH-000495,-0.28193960115899996
ACH-000496,-0.178812288455
ACH-000499,-0.186044750161
ACH-000500,-0.0786404126087
ACH-000502,-0.301030810305
ACH-000503,-0.40229221547399996
ACH-000505,-0.09412864210899999
ACH-000507,-0.44858542499700005
ACH-000510,-0.181766599309
ACH-000511,-0.257930997816
ACH-000512,-0.049859086643799996
ACH-000516,-0.35453498329099997
ACH-000517,-0.251684553654
ACH-000518,-0.19931882625
ACH-000520,-0.559686528802
ACH-000521,-0.35934314794
ACH-000522,-0.21785907884199998
ACH-000524,-0.34861141324199996
ACH-000527,-0.137284086387
ACH-000528,-0.208904670364
ACH-000537,-0.14402542231899998
ACH-000541,-0.271191049113
ACH-000542,-0.37905075505900004
ACH-000544,-0.14701748593800001
ACH-000545,-0.19211401282
ACH-000547,-0.36045475717200004
ACH-000548,-0.226755657897
ACH-000549,-0.295353064206
ACH-000550,-0.118943204606
ACH-000552,-0.176145605769
ACH-000556,-0.261318236621
ACH-000557,-0.140260253679
ACH-000570,-0.258146118328
ACH-000571,-0.282309001686
ACH-000573,-0.20406365177400002
ACH-000576,-0.219097206437
ACH-000580,-0.376660549089
ACH-000584,-0.36652404527599997
ACH-000585,-0.0942012444667
ACH-000588,-0.257459169307
ACH-000589,-0.348787973486
ACH-000591,-0.12884014357999998
ACH-000593,-0.0138271005844
ACH-000600,-0.268647925692
ACH-000601,-0.290267127951
ACH-000604,-0.441352182464
ACH-000605,-0.37055837819700005
ACH-000606,-0.08712420971719999
ACH-000608,-0.219029967022
ACH-000614,-0.28735963490899996
ACH-000616,-0.472038214138
ACH-000618,0.0195691083715
ACH-000619,-0.34352585172899996
ACH-000620,-0.166761819788
ACH-000621,-0.122218596553
ACH-000622,-0.26503740894
ACH-000623,-0.226380582835
ACH-000624,-0.39021640864699997
ACH-000627,-0.212766006477
ACH-000630,-0.0391570615232
ACH-000632,-0.17149210094099998
ACH-000633,0.0357270499959
ACH-000637,-0.318411745942
ACH-000638,-0.219850619742
ACH-000646,-0.125359753093
ACH-000647,-0.38239793011699996
ACH-000648,-0.366080064385
ACH-000649,-0.23034741369000003
ACH-000651,-0.178311152101
ACH-000652,0.0789633646648
ACH-000653,-0.25550422312300003
ACH-000657,-0.159318554111
ACH-000658,-0.267304027728
ACH-000661,-0.114857722434
ACH-000662,-0.431701131556
ACH-000663,-0.26530759193500003
ACH-000665,-0.285715044365
ACH-000671,-0.10957754319900001
ACH-000673,-0.151388066541
ACH-000676,-0.276922697366
ACH-000677,-0.169509857071
ACH-000681,-0.22524256952399999
ACH-000682,-0.322330980334
ACH-000683,-0.142270944135
ACH-000684,-0.23939731326699998
ACH-000688,-0.412611596334
ACH-000693,-0.24611626357500002
ACH-000694,-0.302923869909
ACH-000695,-0.23014343403299997
ACH-000696,-0.309944221602
ACH-000697,-0.158673573747
ACH-000699,-0.44988602610899997
ACH-000701,-0.07493563184600001
ACH-000706,-0.289345854266
ACH-000711,-0.270323202208
ACH-000713,-0.11736024872300001
ACH-000714,-0.0462201635275
ACH-000718,-0.450960607486
ACH-000720,-0.228512126298
ACH-000721,-0.0998716439375
ACH-000724,-0.45457787147600004
ACH-000725,-0.265066005028
ACH-000732,-0.36385487929099997
ACH-000734,-0.33246731612
ACH-000735,-0.17591071033599998
ACH-000736,-0.221606490119
ACH-000738,-0.416427523701
ACH-000746,-0.361803196458
ACH-000747,-0.347011859776
ACH-000748,-0.336076765838
ACH-000753,-0.10758338258
ACH-000756,-0.319463182723
ACH-000757,-0.322554878166
ACH-000758,-0.41267186256300004
ACH-000760,-0.159733485551
ACH-000763,-0.439923681766
ACH-000764,-0.37638377459899997
