,NFYB (4801)
ACH-000794,-0.6095958295989999
ACH-000796,-0.9978402942389999
ACH-000799,-1.02486233685
ACH-000800,-0.9867586321170001
ACH-000802,-0.79716633126
ACH-000804,-0.840906262844
ACH-000805,-0.7716766099060001
ACH-000809,-0.909414373607
ACH-000810,-0.71373431271
ACH-000811,-0.661424656202
ACH-000817,-0.6776840341570001
ACH-000819,-0.9746737582899999
ACH-000820,-1.1207532037
ACH-000821,-0.9286305937520001
ACH-000822,-1.37698748145
ACH-000823,-0.9663024142569999
ACH-000824,-0.9685270610269999
ACH-000827,-0.858940177974
ACH-000829,-0.9543193326970001
ACH-000831,-0.8941379700509999
ACH-000832,-0.7884874610870001
ACH-000833,-0.543790959194
ACH-000834,-0.981474308043
ACH-000835,-0.891763755675
ACH-000836,-0.353968612799
ACH-000837,-1.09129289859
ACH-000838,-0.535464651465
ACH-000839,-0.876785610634
ACH-000840,-1.2333177962000001
ACH-000841,-0.7605549231450001
ACH-000843,-0.7017487076510001
ACH-000846,-0.657053809515
ACH-000847,-0.877942260862
ACH-000848,-0.6907526304620001
ACH-000849,-0.742092348432
ACH-000851,-0.92956774823
ACH-000855,-0.706745327077
ACH-000856,-0.954012285192
ACH-000858,-0.7141303033319999
ACH-000859,-0.664694127649
ACH-000861,-1.05185275644
ACH-000862,-0.962369886256
ACH-000865,-0.879456872955
ACH-000866,-0.7962452307629999
ACH-000867,-0.747085498938
ACH-000869,-1.11310338721
ACH-000872,-0.641628590479
ACH-000873,-0.529887340141
ACH-000876,-0.931779961112
ACH-000878,-0.714418309354
ACH-000880,-0.9672084997750001
ACH-000881,-0.886604488049
ACH-000882,-0.866085990892
ACH-000884,-0.8858669533210001
ACH-000885,-0.840003846522
ACH-000887,-0.874880002008
ACH-000888,-0.9404246301100001
ACH-000889,-0.855142662102
ACH-000890,-0.820040659419
ACH-000896,-0.667499837151
ACH-000898,-0.887267559452
ACH-000900,-0.8553245436460001
ACH-000901,-0.8992250020360001
ACH-000905,-0.7971022759630001
ACH-000906,-0.849866580441
ACH-000907,-0.839298086453
ACH-000910,-1.03174038838
ACH-000911,-0.955859270631
ACH-000912,-0.8420905376090001
ACH-000913,-0.9247282015070001
ACH-000915,-0.845805743215
ACH-000916,-0.9486327539839999
ACH-000917,-1.0755142130700002
ACH-000921,-1.05899350927
ACH-000924,-0.693133157553
ACH-000926,-0.9583775189799999
ACH-000928,-1.20360933094
ACH-000929,-0.923965206521
ACH-000932,-0.8028693706569999
ACH-000935,-0.586089880927
ACH-000936,-0.71881562005
ACH-000937,-0.786774163401
ACH-000938,-0.9892411437659999
ACH-000939,-0.497165107861
ACH-000941,-0.721267005449
ACH-000943,-0.77449328795
ACH-000946,-1.01485735169
ACH-000947,-0.821093105042
ACH-000948,-0.85470180949
ACH-000950,-0.568731053229
ACH-000953,-0.6457896899100001
ACH-000957,-0.9791241182279999
ACH-000958,-0.760912651323
ACH-000960,-0.993607650053
ACH-000963,-0.8312295104459999
ACH-000968,-0.944409513349
ACH-000969,-0.8373635018150001
ACH-000973,-0.825764037297
ACH-000974,-0.8069792753839999
ACH-000975,-0.810840247477
ACH-000976,-0.8626541772600002
ACH-000978,-0.643827251748
ACH-000980,-0.7813210098729999
ACH-000984,-1.15914703801
ACH-000986,-0.7240198023819999
ACH-000988,-1.0265292861700002
ACH-000993,-1.0332976874700002
ACH-000994,-0.927288695109
ACH-000996,-0.801476059245
ACH-001001,-0.975709308401
ACH-001020,-0.467934225252
ACH-001028,-0.895183251806
ACH-001031,-1.01598351196
ACH-001038,-1.03334081858
ACH-001048,-0.745205279222
ACH-001050,-0.660861415602
ACH-001053,-0.8276732053939999
ACH-001054,-0.608435349004
ACH-001061,-0.772071333268
ACH-001067,-0.694647748135
ACH-001075,-0.9341638137039999
ACH-001096,-0.922251864666
ACH-001128,0.212484845939
ACH-001134,-0.674379429597
ACH-001151,-0.874196434304
ACH-001163,-0.95201836751
ACH-001164,-0.964577144562
ACH-001173,-1.08491731247
ACH-001183,-0.9303579827069999
ACH-001184,-1.03399029544
ACH-001190,-0.8435871497840001
ACH-001192,-0.796167190637
ACH-001193,-1.11004671327
ACH-001196,-0.8182296383609999
ACH-001197,-0.65388317246
ACH-001205,-1.2299930892
ACH-001211,-1.02930984752
ACH-001212,-1.02851068246
ACH-001228,-0.678068837349
ACH-001232,-0.693305209443
ACH-001239,-0.8259250380390001
ACH-001274,-0.568076196475
ACH-001275,-0.845172164787
ACH-001277,-0.8686582538869999
ACH-001278,-0.890320729961
ACH-001280,-0.875203822394
ACH-001283,-0.92452166787
ACH-001289,-0.8654459212119999
ACH-001295,-1.10589953282
ACH-001300,-1.01195682562
ACH-001301,-1.0277401633499998
ACH-001302,-0.844179227493
ACH-001303,-0.861824469273
ACH-001306,-0.853078116717
ACH-001318,-1.0235655448799998
ACH-001322,-0.9836229276139999
ACH-001328,-0.6843630861869999
ACH-001332,-0.452647067666
ACH-001333,-0.888610565861
ACH-001336,-0.8960284138079999
ACH-001340,-0.800782067455
ACH-001346,-0.769671587738
ACH-001353,-0.867629467047
ACH-001354,-0.709576455335
ACH-001367,-0.9083704551780001
ACH-001368,-1.08756033156
ACH-001374,-0.72375463345
ACH-001375,-0.8685478484129999
ACH-001377,-1.0950269829100001
ACH-001380,-0.786832763462
ACH-001391,-0.629167242055
ACH-001407,-0.803244326054
ACH-001408,-0.8475190648180001
ACH-001413,-0.988582094673
ACH-001430,-0.7322069982430001
ACH-001431,-1.13474344252
ACH-001450,-0.606067750455
ACH-001496,-0.599315114323
ACH-001500,-0.365484367227
ACH-001521,-0.908922092199
ACH-001523,-0.841337896137
ACH-001532,-0.919493394529
ACH-001536,-1.11059317529
ACH-001550,-0.36809386839900005
ACH-001552,-1.08385201304
ACH-001554,-0.667902607643
ACH-001645,-1.05266170965
ACH-001654,-0.876487466855
ACH-001715,-0.758268596757
ACH-001735,-0.934533917769
ACH-001736,-1.0426007525299998
ACH-001737,-0.9169453313410001
ACH-001740,-0.955816185053
ACH-001745,-0.831599677918
ACH-001750,-1.0829914309
ACH-001765,-0.714899163442
ACH-001956,-0.873775252409
ACH-001957,-0.760615090702
