,AXDND1 (126859)
ACH-000004,0.0160608122774
ACH-000007,-0.108084889933
ACH-000009,-0.33952500716899997
ACH-000011,-0.08972551263139998
ACH-000012,-0.175873744841
ACH-000013,-0.064026734941
ACH-000014,-0.0913984513616
ACH-000015,-0.099792758309
ACH-000017,-0.22667428339200002
ACH-000018,-0.14679456770500002
ACH-000019,0.110633611271
ACH-000021,-0.207656664689
ACH-000022,-0.157240333295
ACH-000025,-0.09584332968949999
ACH-000028,-0.237154544474
ACH-000030,-0.195676054765
ACH-000035,-0.266826129437
ACH-000036,-0.227684111329
ACH-000037,-0.16099712512599998
ACH-000039,-0.236236331638
ACH-000040,-0.014672088544000001
ACH-000041,-0.09035602735710001
ACH-000042,-0.169412463103
ACH-000045,-0.149926118262
ACH-000047,-0.120455303767
ACH-000052,-0.38823611476899994
ACH-000053,-0.18234114436299997
ACH-000054,-0.230909910068
ACH-000055,-0.273612270994
ACH-000060,-0.144595980251
ACH-000067,-0.198636765046
ACH-000070,-0.18712926688499998
ACH-000075,-0.161022240824
ACH-000078,-0.25303186590300003
ACH-000082,-0.23552341767499999
ACH-000085,0.0109463723065
ACH-000086,-0.340684309736
ACH-000087,-0.0188302824097
ACH-000092,-0.20368607672699998
ACH-000095,-0.185592198959
ACH-000097,-0.15585104040699999
ACH-000098,-0.185851777715
ACH-000099,-0.182819161016
ACH-000108,-0.208486027841
ACH-000113,-0.159606699196
ACH-000115,-0.047065349326400004
ACH-000116,-0.138354747269
ACH-000118,-0.138933728589
ACH-000120,-0.17804959627300002
ACH-000123,-0.24663410030900002
ACH-000127,-0.0983263497766
ACH-000128,-0.031963197065400004
ACH-000132,-0.032108976289900004
ACH-000133,-0.225479659768
ACH-000137,-0.019736392624700002
ACH-000138,-0.198658399051
ACH-000142,-0.11058664333900001
ACH-000143,-0.139976114338
ACH-000146,-0.146373614022
ACH-000148,-0.282541326265
ACH-000150,0.146744749354
ACH-000152,-0.116680210207
ACH-000153,-0.10133252933
ACH-000159,-0.270610125443
ACH-000160,0.062116789695100004
ACH-000163,-0.190458867808
ACH-000167,-0.146392337808
ACH-000168,-0.336090422827
ACH-000169,-0.08258927009330001
ACH-000178,-0.184144426087
ACH-000182,-0.220622199586
ACH-000183,-0.201792422877
ACH-000188,-0.0904209599816
ACH-000189,-0.158915100335
ACH-000190,-0.13851965783
ACH-000198,-0.318709540398
ACH-000204,-0.0366448168087
ACH-000206,-0.07463832308289998
ACH-000207,0.212442789446
ACH-000211,-0.16087931547700002
ACH-000215,-0.0834949503173
ACH-000221,-0.18250521813700002
ACH-000222,-0.353932614038
ACH-000223,-0.20022833908100002
ACH-000226,-0.0113302285995
ACH-000227,-0.22034494737399998
ACH-000228,-0.08837135804130002
ACH-000231,-0.16793605031300002
ACH-000232,-0.09111311993410001
ACH-000233,-0.081385333284
ACH-000234,-0.028134806175599998
ACH-000235,-0.23498995334399997
ACH-000237,-0.101519622337
ACH-000238,-0.305441097717
ACH-000243,-0.138489001527
ACH-000244,0.0816318007611
ACH-000246,-0.22697915024300003
ACH-000248,0.00855735286605
ACH-000250,-0.130044233595
ACH-000251,0.08128462952269999
ACH-000253,-0.133204073323
ACH-000255,-0.254877247199
ACH-000256,-0.175601730076
ACH-000257,-0.109534844183
ACH-000258,-0.322269322744
ACH-000259,-0.0535051103386
ACH-000260,-0.151519187193
ACH-000261,-0.109408542156
ACH-000262,-0.305058592098
ACH-000263,-0.17584510735599998
ACH-000264,-0.21061321449099998
ACH-000265,0.0284907835418
ACH-000266,-0.144976395509
ACH-000272,-0.47490045092100003
ACH-000273,-0.372080814062
ACH-000274,-0.106174279617
ACH-000277,-0.0254740658648
ACH-000278,-0.130761771295
ACH-000279,-0.11239809015699999
ACH-000280,-0.153345022073
ACH-000281,-0.0326486931413
ACH-000288,-0.132842753531
ACH-000291,-0.111993167735
ACH-000293,-0.062096405131599995
ACH-000294,-0.303425982288
ACH-000295,0.0333554813073
ACH-000296,0.039837054126400005
ACH-000302,-0.09043106325519999
ACH-000304,-0.125446051312
ACH-000307,-0.08699818873569999
ACH-000308,-0.08545038625160001
ACH-000310,-0.393973529534
ACH-000311,-0.21228825256900002
ACH-000312,-0.324891792914
ACH-000315,-0.00897319857366
ACH-000316,-0.278476215107
ACH-000317,-0.17681265284400002
ACH-000318,-0.250689719364
ACH-000319,0.07174937417419999
ACH-000320,-0.302370712601
ACH-000322,-0.06994901086500001
ACH-000323,-0.15375076402899998
ACH-000324,-0.266661494525
ACH-000329,-0.128485055935
ACH-000330,-0.211846306704
ACH-000331,-0.17370810147500002
ACH-000332,-0.14507864384299998
ACH-000334,-0.21593047583500002
ACH-000335,-0.030794211246599996
ACH-000336,-0.022123991133599998
ACH-000337,0.17344674355700002
ACH-000339,-0.21258259931200002
ACH-000341,-0.282930119562
ACH-000348,0.017225537103099996
ACH-000350,-0.09920089411810001
ACH-000352,-0.09675774570599999
ACH-000356,-0.00764338402105
ACH-000361,-0.0116798890552
ACH-000362,-0.185917684308
ACH-000363,-0.112716852034
ACH-000364,-0.0217429836978
ACH-000365,-0.128003551424
ACH-000366,-0.17774739638700002
ACH-000368,-0.0837096666532
ACH-000374,-0.158565479155
ACH-000375,0.0747191616835
ACH-000376,-0.175066857409
ACH-000381,-0.201877178919
ACH-000383,-0.143412412851
ACH-000387,-0.124649720702
ACH-000389,0.10318909869899999
ACH-000390,-0.10420601163200001
ACH-000393,-0.14751025774
ACH-000395,-0.12790994298
ACH-000397,-0.0173186230983
ACH-000401,-0.285058546413
ACH-000402,-0.5783431896769999
ACH-000403,-0.07201043683960001
ACH-000404,0.0640305385432
ACH-000406,-0.116078446146
ACH-000407,-0.176378333887
ACH-000408,-0.09449187980249998
ACH-000410,-0.14314768618100002
ACH-000411,-0.19287645493099997
ACH-000414,-0.22521876311900002
ACH-000415,-0.137887765508
ACH-000416,-0.314566758843
ACH-000420,-0.166593601428
ACH-000421,-0.0665089920749
ACH-000424,0.171363245892
ACH-000425,-0.128513496159
ACH-000426,-0.33646632971699997
ACH-000427,-0.08075513183560001
ACH-000433,-0.013186442364799999
ACH-000436,-0.290168763622
ACH-000444,-0.119407836797
ACH-000445,-0.0586786725791
ACH-000448,-0.131313354871
ACH-000450,-0.0223597212097
ACH-000452,-0.0323834132014
ACH-000454,0.014518327508399998
ACH-000458,-0.0583675570854
ACH-000459,0.0155324065885
ACH-000460,-0.172593295168
ACH-000461,-0.06428389566319999
ACH-000463,-0.117478542433
ACH-000464,-0.016974413879
ACH-000466,0.018280577155299998
ACH-000467,-0.23038138668699998
ACH-000468,-0.198000958641
ACH-000469,-0.035379370695599995
ACH-000470,-0.09043860797039999
ACH-000471,-0.0435413135289
ACH-000472,-0.156298523439
ACH-000473,-0.0322917219035
ACH-000475,-0.12089901804400001
ACH-000476,-0.0165335789729
ACH-000477,0.108039092116
ACH-000480,-0.176763246965
ACH-000481,-0.352621021418
ACH-000483,-0.24639966406
ACH-000484,-0.0308638229031
ACH-000485,-0.200053336327
ACH-000486,-0.156323811062
ACH-000487,-0.236073284173
ACH-000488,-0.09864926357069999
ACH-000490,-0.234983436063
ACH-000491,-0.2566207164
ACH-000495,-0.104704049024
ACH-000496,-0.21579758848299999
ACH-000499,-0.21598187261500001
ACH-000500,-0.0776286108461
ACH-000502,-0.227876672156
ACH-000503,-0.133730910806
ACH-000505,-0.214143327171
ACH-000507,-0.234885765409
ACH-000510,-0.193327528581
ACH-000511,-0.17475085589899997
ACH-000512,-0.28567282308200004
ACH-000516,-0.244321463185
ACH-000517,-0.190628795449
ACH-000518,0.029796450546900003
ACH-000520,-0.0892900817972
ACH-000521,-0.233385330966
ACH-000522,-0.0839151879238
ACH-000524,-0.053978913695
ACH-000527,-0.0549205862101
ACH-000528,-0.265402287132
ACH-000537,-0.14965759634
ACH-000541,0.0198836424138
ACH-000542,-0.136435327214
ACH-000544,-0.109576531331
ACH-000545,-0.17423888620499997
ACH-000547,-0.0243785626245
ACH-000548,-0.30106742126999997
ACH-000549,-0.0987462551293
ACH-000550,-0.10332916348
ACH-000552,-0.060103948692399996
ACH-000556,-0.138540195128
ACH-000557,-0.258716047981
ACH-000570,-0.043169735147599995
ACH-000571,-0.22388398342399998
ACH-000573,-0.0856649763641
ACH-000576,-0.28556741228599997
ACH-000580,-0.36752593539800005
ACH-000584,-0.027505285507799997
ACH-000585,-0.24962042577799998
ACH-000588,0.0725514618325
ACH-000589,-0.171010159331
ACH-000591,-0.058633177517800006
ACH-000593,-0.06615939461880001
ACH-000600,-0.258768251607
ACH-000601,-0.191991265652
ACH-000604,0.00821302245909
ACH-000605,-0.221590914912
ACH-000606,-0.31080236996599997
ACH-000608,-0.0717264459443
ACH-000614,-0.160548946626
ACH-000616,-0.110476981468
ACH-000618,-0.104894453771
ACH-000619,-0.280975624047
ACH-000620,-0.233819088827
ACH-000621,-0.04566702189019999
ACH-000622,-0.241051368385
ACH-000623,-0.137454859284
ACH-000624,-0.16577964965999997
ACH-000627,-0.34372978432400003
ACH-000630,-0.08474618847200001
ACH-000632,-0.0921164979751
ACH-000633,-0.014112652993100001
ACH-000637,-0.201809109198
ACH-000638,-0.19063763144200002
ACH-000646,-0.0207560439574
ACH-000647,-0.25965497156100004
ACH-000648,-0.246889572597
ACH-000649,-0.0709371232787
ACH-000651,-0.0606034804375
ACH-000652,-0.185014916122
ACH-000653,-0.221983636246
ACH-000657,-0.228276132132
ACH-000658,-0.304242716695
ACH-000661,-0.151698558826
ACH-000662,-0.05996207551609999
ACH-000663,-0.114549526843
ACH-000665,-0.193243721619
ACH-000671,-0.153500231446
ACH-000673,-0.27913063406800004
ACH-000676,-0.132364460499
ACH-000677,-0.285959299639
ACH-000681,-0.0168441391835
ACH-000682,-0.18216310662300003
ACH-000683,-0.257527680235
ACH-000684,-0.264235245146
ACH-000688,-0.412797384106
ACH-000693,-0.125141224365
ACH-000694,-0.127995998823
ACH-000695,-0.230403611856
ACH-000696,-0.182492207084
ACH-000697,-0.260610397409
ACH-000699,-0.17807665056699998
ACH-000701,-0.125417704059
ACH-000706,-0.137411647005
ACH-000711,-0.21086191639199997
ACH-000713,-0.119156072542
ACH-000714,-0.122991017092
ACH-000718,-0.061239849841
ACH-000720,-0.21093811381799998
ACH-000721,-0.0779148485769
ACH-000724,0.198437846957
ACH-000725,-0.22934347453
ACH-000732,0.0648869418059
ACH-000734,-0.100895392254
ACH-000735,-0.337325833273
ACH-000736,-0.166895225593
ACH-000738,0.0746144270378
ACH-000746,-0.40877010659999996
ACH-000747,-0.152594821913
ACH-000748,-0.06936818504549999
ACH-000753,-0.0741000331042
ACH-000756,-0.34597310474799997
ACH-000757,-0.0912505665459
ACH-000758,-0.0822967797986
ACH-000760,-0.0988533391068
ACH-000763,-0.29947092113
ACH-000764,0.016394775958100002
ACH-000765,-0.0785634032418
ACH-000766,-0.180205856946
ACH-000767,-0.271696963596
ACH-000768,-0.0639082949923
ACH-000769,-0.22947019390299997
ACH-000770,-0.202784433709
ACH-000771,-0.0978056055064
ACH-000773,-0.147034143266
ACH-000776,0.035006014490300004
ACH-000777,-0.158845492048
ACH-000778,-0.049283298404599996
ACH-000781,-0.11015651453
ACH-000782,-0.0560578622404
ACH-000783,-0.139049156428
ACH-000784,-0.173685636258
ACH-000785,-0.286963226853
ACH-000787,-0.151386051463
ACH-000788,-0.151322002254
ACH-000791,-0.39205085404
ACH-000792,-0.0927348302653
ACH-000794,-0.052924475877400005
ACH-000796,-0.08849152663339999
ACH-000799,0.0710404675742
ACH-000800,-0.158696365209
ACH-000802,-0.08045055534519999
ACH-000804,-0.246175722742
ACH-000805,0.104315180561
ACH-000809,0.0247612567322
ACH-000810,0.0758954196529
ACH-000811,-0.0538955686624
ACH-000817,-0.44779238873000005
ACH-000819,-0.23334384221299997
ACH-000820,0.10848844395
ACH-000821,0.0149012519033
ACH-000822,-0.210532161545
ACH-000823,-0.0209355162695
ACH-000824,-0.11940452571799999
ACH-000827,-0.19796267196400003
ACH-000829,-0.0008798195377249999
ACH-000831,0.0865517239955
ACH-000832,-0.364157405079
ACH-000833,0.040633469615300004
ACH-000834,-0.205175322405
ACH-000835,-0.150636695692
ACH-000836,-0.316242118774
ACH-000837,-0.149337305258
ACH-000838,-0.12876641526
ACH-000839,0.00030667993719499996
ACH-000840,0.164961376336
ACH-000841,-0.152316845986
ACH-000843,-0.0359617407956
ACH-000846,-0.0761330929754
ACH-000847,-0.0466256417971
ACH-000848,0.057644673986999996
ACH-000849,-0.296083144122
ACH-000851,-0.10321984374700001
