,TPPP (11076)
ACH-000004,0.020561012649
ACH-000007,-0.27558969875100003
ACH-000009,-0.0165090621493
ACH-000011,0.09482019352160001
ACH-000012,-0.00434787569346
ACH-000013,0.0164756437659
ACH-000014,-0.134306587499
ACH-000015,0.138924231508
ACH-000017,-0.0333032996214
ACH-000018,0.089298081573
ACH-000019,-0.0703510601114
ACH-000021,0.040553915335199996
ACH-000022,0.0610940011711
ACH-000025,0.0671324644403
ACH-000028,0.205471422869
ACH-000030,0.115987861976
ACH-000035,-0.156838932469
ACH-000036,-0.133914036103
ACH-000037,-0.10954171419500001
ACH-000039,0.140951374722
ACH-000040,-0.345854906262
ACH-000041,0.10097175214700001
ACH-000042,-0.0064850451953799996
ACH-000045,0.05234828836969999
ACH-000047,-0.28502722928700003
ACH-000052,-0.296011810319
ACH-000053,-0.00879965801727
ACH-000054,-0.0548694633476
ACH-000055,0.109497021117
ACH-000060,0.0278881325699
ACH-000067,0.177120989309
ACH-000070,-0.284653471901
ACH-000075,0.226742350446
ACH-000078,0.005945805741289999
ACH-000082,0.0836105026713
ACH-000085,-0.2028259539
ACH-000086,0.18584884119399997
ACH-000087,-0.08432908373230001
ACH-000092,0.0013641435594199999
ACH-000095,-0.49568060645499995
ACH-000097,-0.215783499975
ACH-000098,0.0571496262475
ACH-000099,0.18965261421100002
ACH-000108,-0.025898611213700004
ACH-000113,-0.223787529974
ACH-000115,-0.0686436426583
ACH-000116,-0.14368222162
ACH-000118,0.266114405491
ACH-000120,-0.107117514607
ACH-000123,0.19354948543699999
ACH-000127,-0.0325236319237
ACH-000128,-0.0191487937464
ACH-000132,-0.150704420476
ACH-000133,-0.054866100678000004
ACH-000137,-0.19981332163499999
ACH-000138,0.0472463595572
ACH-000142,0.007477554754390001
ACH-000143,-0.00198381953515
ACH-000146,-0.0509738205312
ACH-000148,-0.131608084658
ACH-000150,-0.153871743833
ACH-000152,-0.274832809749
ACH-000153,0.169484620971
ACH-000159,0.205137407967
ACH-000160,-0.21828168914299997
ACH-000163,-0.102453454803
ACH-000167,0.0232579550775
ACH-000168,0.17964075215599998
ACH-000169,-0.359212670862
ACH-000178,0.029261202820299998
ACH-000182,0.158470240051
ACH-000183,-0.0479880747331
ACH-000188,0.10070584137399999
ACH-000189,-0.0876097748446
ACH-000190,-0.142978065835
ACH-000198,-0.152780557399
ACH-000204,0.0024663546371500003
ACH-000206,-0.11357210654899999
ACH-000207,-0.461864087214
ACH-000211,0.06479255981769999
ACH-000215,-0.140637560196
ACH-000221,-0.07979870848239999
ACH-000222,-0.0373796352991
ACH-000223,-0.11651453163799999
ACH-000226,0.17719245016899998
ACH-000227,0.0961773952627
ACH-000228,-0.20040832424600002
ACH-000231,-0.0451628021502
ACH-000232,0.015610835763600001
ACH-000233,-0.163225396328
ACH-000234,0.0681174473554
ACH-000235,-0.12273900568299999
ACH-000237,-0.00644788787187
ACH-000238,-0.13845999927000002
ACH-000243,0.0432203745316
ACH-000244,0.06977585587610001
ACH-000246,-0.155181962494
ACH-000248,0.09744157510130001
ACH-000250,0.023042772365599998
ACH-000251,-0.050049625149600006
ACH-000253,0.05348919067869999
ACH-000255,-0.0312519874202
ACH-000256,0.139211401397
ACH-000257,-0.190870333396
ACH-000258,0.222508721424
ACH-000259,-0.065148783377
ACH-000260,0.116236035337
ACH-000261,-0.175373968825
ACH-000262,0.010645411164500001
ACH-000263,-0.634403416162
ACH-000264,-0.0598703445127
ACH-000265,0.164310883426
ACH-000266,-0.0975747669238
ACH-000272,-0.0670933794933
ACH-000273,-0.15353615824
ACH-000274,-0.020734969840500002
ACH-000277,0.0310491416532
ACH-000278,0.14899415577400002
ACH-000279,-0.323127076508
ACH-000280,-0.176520052203
ACH-000281,-0.17102837183800002
ACH-000288,-0.18523962
ACH-000291,0.110282070723
ACH-000293,-0.0497486066084
ACH-000294,-0.0559861724885
ACH-000295,-0.257153885238
ACH-000296,-0.08951713211539998
ACH-000302,0.06482729445640001
ACH-000304,-0.0359146128996
ACH-000307,-0.0686894972609
ACH-000308,-0.039453028289
ACH-000310,0.18611942032099998
ACH-000311,-0.12692874218
ACH-000312,-0.127985853654
ACH-000315,-0.0793423800103
ACH-000316,-0.11434192372600001
ACH-000317,0.0363190156419
ACH-000318,-0.09413225950239999
ACH-000319,0.0686176607149
ACH-000320,-0.033164098771199996
ACH-000322,-0.103382669122
ACH-000323,-0.173214740869
ACH-000324,-0.0956246788249
ACH-000329,-0.114664949445
ACH-000330,0.167685814632
