,BAX (581)
ACH-000004,0.25029170842099996
ACH-000007,0.0185745440975
ACH-000009,0.210920859255
ACH-000011,-0.07585754235980001
ACH-000012,0.191224070636
ACH-000013,0.04847273362269999
ACH-000014,-0.259044433013
ACH-000015,0.267257829896
ACH-000017,0.303615072913
ACH-000018,0.035990817043199994
ACH-000019,0.10441025380300001
ACH-000021,0.10738092660599999
ACH-000022,0.0418757681694
ACH-000025,0.307162324298
ACH-000028,0.18775687555
ACH-000030,0.19151974079700002
ACH-000035,0.0778203467414
ACH-000036,0.0379407391036
ACH-000037,0.512035399348
ACH-000039,0.288093429464
ACH-000040,0.157948684836
ACH-000041,0.111633501371
ACH-000042,0.209913477417
ACH-000045,0.222476402183
ACH-000047,0.262254653635
ACH-000052,-0.09058167861369999
ACH-000053,0.16949706098099998
ACH-000054,0.243823777324
ACH-000055,0.321246309098
ACH-000060,0.312245363084
ACH-000067,-0.0569897116467
ACH-000070,0.32291076195
ACH-000075,-0.00509832506452
ACH-000078,0.410006194404
ACH-000082,0.203776678555
ACH-000085,0.226716155723
ACH-000086,0.0465770667107
ACH-000087,0.524313808591
ACH-000092,0.196218082995
ACH-000095,0.0465320026632
ACH-000097,0.226213267056
ACH-000098,0.19808523664500002
ACH-000099,0.11670090438
ACH-000108,0.23784477057599998
ACH-000113,0.304121005753
ACH-000115,0.11194524569599999
ACH-000116,0.26342815617
ACH-000118,0.23880854376400001
ACH-000120,0.461108961177
ACH-000123,0.086924967396
ACH-000127,0.125848460881
ACH-000128,0.219262307511
ACH-000132,0.233359021371
ACH-000133,0.10940813155
ACH-000137,0.07938154055039999
ACH-000138,0.0692762540595
ACH-000142,0.006054801383229999
ACH-000143,0.10902820642899999
ACH-000146,0.232531657167
ACH-000148,0.21833070547400002
ACH-000150,0.25478334633
ACH-000152,0.14710387263900002
ACH-000153,-0.240419024426
ACH-000159,0.165773294496
ACH-000160,0.17827388319
ACH-000163,0.060742796735899995
ACH-000167,-0.0261377901298
ACH-000168,0.149624991592
ACH-000169,0.08169299887569999
ACH-000178,0.189364473883
ACH-000182,0.24034975596000002
ACH-000183,0.230715105537
ACH-000188,0.10113380378699999
ACH-000189,0.062742391584
ACH-000190,0.10296746058900001
ACH-000198,0.4059227512
ACH-000204,0.458062087394
ACH-000206,0.232645968866
ACH-000207,0.237559594341
ACH-000211,0.194675714699
ACH-000215,0.179550550314
ACH-000221,0.122423313763
ACH-000222,0.0512902442035
ACH-000223,0.181009502328
ACH-000226,0.325304584901
ACH-000227,0.478720732148
ACH-000228,0.09280012108010001
ACH-000231,0.319298540859
ACH-000232,0.113010665886
ACH-000233,0.207326016688
ACH-000234,-0.0229408844815
ACH-000235,0.162227680846
ACH-000237,0.254124497835
ACH-000238,0.175253710119
ACH-000243,0.205651562641
ACH-000244,-0.268030581886
ACH-000246,-0.00729499102098
ACH-000248,0.28295233954
ACH-000250,0.133603801898
ACH-000251,-0.277358660167
ACH-000253,0.16480106707800002
ACH-000255,0.0904251654695
ACH-000256,0.12375601030200001
ACH-000257,0.541633630877
ACH-000258,1.4717374519100002
ACH-000259,0.17046058774700001
ACH-000260,0.224847925073
ACH-000261,0.301651651664
ACH-000262,0.180875726542
ACH-000263,0.0354933787659
ACH-000264,0.555138535752
ACH-000265,-0.0812219699137
ACH-000266,0.15509329149
ACH-000272,0.25295637630199996
ACH-000273,0.156835482852
ACH-000274,0.109926154966
ACH-000277,-0.0384941584747
ACH-000278,0.163943214747
ACH-000279,0.139150907049
ACH-000280,0.154816741416
ACH-000281,0.170957947876
ACH-000288,0.271307587839
ACH-000291,0.0986959748914
ACH-000293,0.123572021655
ACH-000294,0.08493905994619999
ACH-000295,0.27052702919300003
ACH-000296,0.0117610368253
ACH-000302,-0.044067765485100004
ACH-000304,-0.10185308083599999
ACH-000307,0.19457884662
ACH-000308,0.101307169406
ACH-000310,0.642973682591
ACH-000311,0.162033417426
ACH-000312,0.20446525262
ACH-000315,-0.08671425601430001
ACH-000316,0.32980113689
ACH-000317,0.0251293933399
ACH-000318,-0.0342337054405
ACH-000319,0.10368185492000001
ACH-000320,0.349008207858
ACH-000322,0.103943522487
ACH-000323,0.10345970041300001
ACH-000324,0.14537582548900002
ACH-000329,0.26769060032499997
ACH-000330,0.0692015282427
ACH-000331,0.17255336060100002
ACH-000332,0.14605641336300001
ACH-000334,0.06844098405190001
ACH-000335,0.315475739775
ACH-000336,0.253681884862
ACH-000337,0.42641118485600005
ACH-000339,0.0952596855051
ACH-000341,-0.0236525159087
ACH-000348,0.300356977819
ACH-000350,0.06783815268400001
ACH-000352,0.095287516425
