,KHK (3795)
ACH-000004,-0.176418248345
ACH-000007,0.040362356657
ACH-000009,-0.160630510409
ACH-000011,-0.17733398820500001
ACH-000012,-0.124870513826
ACH-000013,-0.0914657594722
ACH-000014,-0.023322530644
ACH-000015,-0.0628483536378
ACH-000017,-0.0313179823141
ACH-000018,0.14486467742599998
ACH-000019,-0.108205562391
ACH-000021,-0.0336932172324
ACH-000022,-0.23459431658500002
ACH-000025,-0.0736348136238
ACH-000028,-0.121316546611
ACH-000030,-0.0930904722131
ACH-000035,0.00309208137819
ACH-000036,0.00788048246425
ACH-000037,-0.224035879681
ACH-000039,-0.182695923743
ACH-000040,-0.06858598611359999
ACH-000041,0.00623870897812
ACH-000042,-0.196452878357
ACH-000045,-0.0362768147819
ACH-000047,-0.264426013681
ACH-000052,-0.0359456129652
ACH-000053,-0.101463707579
ACH-000054,-0.0974041611063
ACH-000055,-0.0983950923807
ACH-000060,0.14145327491499998
ACH-000067,-0.0748872543585
ACH-000070,-0.0720854593602
ACH-000075,-0.0820700309957
ACH-000078,-0.222141251724
ACH-000082,-0.0468886856769
ACH-000085,-0.14321079379
ACH-000086,-0.124616744401
ACH-000087,-0.109074596825
ACH-000092,-0.30292786943100003
ACH-000095,-0.11939694972100001
ACH-000097,-0.0727709242442
ACH-000098,-0.061104012449199996
ACH-000099,-0.304938162221
ACH-000108,-0.052425134308099995
ACH-000113,-0.0783184639248
ACH-000115,-0.017473974416099998
ACH-000116,-0.137898468655
ACH-000118,-0.009149015960100001
ACH-000120,-0.117568063558
ACH-000123,-0.139790454924
ACH-000127,-0.12217343962999999
ACH-000128,-0.168143012458
ACH-000132,-0.0376161370182
ACH-000133,-0.13770962580600002
ACH-000137,-0.107616149583
ACH-000138,-0.0617021551029
ACH-000142,-0.10744796815199999
ACH-000143,-0.186811837834
ACH-000146,-0.09602386656230001
ACH-000148,-0.17666767182300003
ACH-000150,-0.100317447018
ACH-000152,-0.0945504661967
ACH-000153,-0.058211045847199994
ACH-000159,-0.05160557014219999
ACH-000160,-0.140439053911
ACH-000163,-0.046608379194
ACH-000167,0.0155461062836
ACH-000168,-0.174158182779
ACH-000169,0.035713861247199996
ACH-000178,0.0201847623157
ACH-000182,-0.134698470108
ACH-000183,-0.035025934796599996
ACH-000188,-0.176647777619
ACH-000189,-0.22213073868799998
ACH-000190,0.0317104662668
ACH-000198,0.027428483107500002
ACH-000204,-0.126699159746
ACH-000206,-0.155097867688
ACH-000207,0.0792279506835
ACH-000211,-0.08655365867499999
ACH-000215,-0.149982775252
ACH-000221,-0.0657711640756
ACH-000222,-0.228147391767
ACH-000223,-0.11342496412799999
ACH-000226,-0.0416040320309
ACH-000227,-0.338856766471
ACH-000228,-0.022238013276499997
ACH-000231,-0.12043814273299999
ACH-000232,-0.09522490736569998
ACH-000233,-0.22677149684099998
ACH-000234,-0.0117809990444
ACH-000235,-0.158122161861
ACH-000237,-0.142352319669
ACH-000238,-0.426108347288
ACH-000243,-0.260499098687
ACH-000244,-0.15400999102399998
ACH-000246,-0.12609945053899999
ACH-000248,-0.165675433792
ACH-000250,-0.169221557688
ACH-000251,-0.17169341173900002
ACH-000253,-0.23299242169300002
ACH-000255,-0.06582224500969999
ACH-000256,-0.08257226748169999
ACH-000257,0.147754332801
ACH-000258,-0.260162587489
ACH-000259,-0.286626182953
ACH-000260,-0.132150590436
ACH-000261,-0.154073489822
ACH-000262,-0.211088155898
ACH-000263,0.0249862360109
ACH-000264,-0.08547754365219999
ACH-000265,-0.121385714555
ACH-000266,-0.169443268244
ACH-000272,-0.27116715349
ACH-000273,-0.139192087579
ACH-000274,-0.236594094034
ACH-000277,-0.27044978771899997
ACH-000278,-0.0916190588233
ACH-000279,-0.050618261739600004
ACH-000280,0.0429272511834
ACH-000281,-0.251657896675
ACH-000288,-0.21942990528
ACH-000291,-0.09760763584419999
ACH-000293,-0.0647638522899
ACH-000294,-0.0901974364343
ACH-000295,0.172303199262
ACH-000296,0.0335101564964
ACH-000302,-0.124113341548
ACH-000304,-0.031589612493400004
ACH-000307,-0.10384440679700001
ACH-000308,-0.283279082202
ACH-000310,-0.11614298093
ACH-000311,-0.141346038281
ACH-000312,-0.354733622403
ACH-000315,-0.125657910052
ACH-000316,0.0400464534553
ACH-000317,-0.161533174211
ACH-000318,0.0366154651361
ACH-000319,-0.00368466865148
ACH-000320,0.0169585655379
ACH-000322,-0.32483942891199996
ACH-000323,0.0571716584774
ACH-000324,-0.24337655871
ACH-000329,-0.0756811297954
ACH-000330,-0.07091106518130001
ACH-000331,-0.0813502725057
ACH-000332,-0.16474126240999998
ACH-000334,0.020965677543799997
ACH-000335,0.0539348170033
ACH-000336,-0.0391285895382
ACH-000337,-0.0408854887635
ACH-000339,-0.08762092212139999
ACH-000341,-0.10629523766599999
ACH-000348,-0.0772916309921
ACH-000350,-0.164363021183
ACH-000352,-0.166892786392
ACH-000356,-0.0146576743481
ACH-000361,-0.08095667819760001
ACH-000362,0.0666060541158
ACH-000363,-0.12002808324000001
ACH-000364,-0.32557084463799996
ACH-000365,-0.129995109261
ACH-000366,-0.0978669770115
ACH-000368,-0.042042987642099995
ACH-000374,0.052634961863
ACH-000375,-0.132662061081
ACH-000376,-0.0409191274408
ACH-000381,-0.09412651735689999
ACH-000383,-0.0820562888161
ACH-000387,-0.132263874223
ACH-000389,-0.028179001800599998
ACH-000390,-0.14044367334400001
ACH-000393,-0.201600164614
ACH-000395,-0.175557416873
ACH-000397,-0.173223256467
ACH-000401,-0.157321376962
ACH-000402,-0.188870933662
ACH-000403,-0.17718444999400002
ACH-000404,0.0339798509103
ACH-000406,-0.186390525522
ACH-000407,-0.083461322932
ACH-000408,-0.208234554545
