,CNTD2 (79935)
ACH-000004,-0.21903487639199998
ACH-000007,-0.160817705869
ACH-000009,-0.0717716356477
ACH-000011,-0.23140667682100002
ACH-000012,-0.0631753729916
ACH-000013,-0.635821961065
ACH-000014,-0.20922662458
ACH-000015,-0.309858009177
ACH-000017,-0.110707795095
ACH-000018,-0.10906624510500001
ACH-000019,-0.299384936078
ACH-000021,-0.149165839083
ACH-000022,-0.0372871141568
ACH-000025,-0.10101169031
ACH-000028,-0.0924385883858
ACH-000030,-0.27192686287900003
ACH-000035,-0.19076509200300001
ACH-000036,-0.0708160732417
ACH-000037,0.044551042860699996
ACH-000039,-0.385402603323
ACH-000040,-0.0930189542322
ACH-000041,-0.0286154928254
ACH-000042,-0.014552401388100001
ACH-000045,-0.19002645712299998
ACH-000047,-0.0727462352717
ACH-000052,-0.0689304276313
ACH-000053,-0.31644052531800004
ACH-000054,-0.19206077463500001
ACH-000055,0.127857408976
ACH-000060,0.0249029018164
ACH-000067,0.071127893193
ACH-000070,-0.301244765585
ACH-000075,-0.27086449695799997
ACH-000078,0.010910088713799998
ACH-000082,-0.191176717857
ACH-000085,-0.09794140049380001
ACH-000086,-0.191631955007
ACH-000087,-0.43928388508999994
ACH-000092,-0.315718140411
ACH-000095,0.018845443338999998
ACH-000097,-0.17521788641
ACH-000098,-0.10736464113500001
ACH-000099,-0.117334525188
ACH-000108,-0.197639916324
ACH-000113,0.0164234881145
ACH-000115,-0.466197745644
ACH-000116,-0.102843671973
ACH-000118,-0.09269466685410001
ACH-000120,-0.17738975043400002
ACH-000123,-0.216770437305
ACH-000127,-0.0817707981634
ACH-000128,0.0732232826615
ACH-000132,-0.288077347879
ACH-000133,-0.302823415999
ACH-000137,-0.318010586558
ACH-000138,-0.17315069344599998
ACH-000142,-0.11206776782099999
ACH-000143,-0.17337045954100003
ACH-000146,-0.318733554032
ACH-000148,-0.199221663094
ACH-000150,-0.11046160742999998
ACH-000152,-0.156191639616
ACH-000153,-0.324637806654
ACH-000159,-0.20062731010600002
ACH-000160,-0.0629872375045
ACH-000163,-0.246328571288
ACH-000167,-0.218946638523
ACH-000168,-0.0853029797491
ACH-000169,0.19554853809
ACH-000178,-0.20629723903499997
ACH-000182,-0.216717144383
ACH-000183,-0.197645149553
ACH-000188,-0.0438373027925
ACH-000189,-0.126183826374
ACH-000190,-0.204614606289
ACH-000198,-0.18890454501600001
ACH-000204,-0.175827381759
ACH-000206,-0.0737660845809
ACH-000207,-0.08158825158739999
ACH-000211,-0.148232165267
ACH-000215,-0.150088125391
ACH-000221,-0.147726687661
ACH-000222,0.11938360101600001
ACH-000223,-0.24402190990400002
ACH-000226,-0.246821612
ACH-000227,-0.103867176041
ACH-000228,-0.105333149628
ACH-000231,-0.0197843615581
ACH-000232,-0.301004935698
ACH-000233,-0.212292057209
ACH-000234,-0.10677068335
ACH-000235,-0.140989350993
ACH-000237,-0.135388848775
ACH-000238,-0.10870054576799999
ACH-000243,-0.0915294533519
ACH-000244,-0.164788193046
ACH-000246,-0.0889618907559
ACH-000248,-0.08076030354939999
ACH-000250,-0.31886410571699997
ACH-000251,-0.22496020311099998
ACH-000253,-0.05878396046
ACH-000255,-0.042751588660000006
ACH-000256,-0.273036757834
ACH-000257,-0.301118953624
ACH-000258,-0.11993626884400001
